;GO:0046718;GO:0043647;GO:0060271;GO:0032088;GO:0008284;GO:0051271;GO:0008202;GO:0006468;GO:0006874;GO:0070372;GO:0052697;GO:0010824;GO:0052695;GO:0043066;GO:0019310;GO:0016266;GO:0032006;GO:0051898;GO:0030214
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043647;0.0;1.0;0.21577365705069843;0.0;0.0;0.0;0.36670868320756606;0.4773741503613664;0.17794215611647732;0.0;0.4357913187124071;0.0;0.4632012421801233;0.0;0.5349118440827689;0.3513436899352028;0.0;0.0;0.3282655460569926
GO:0060271;0.0;0.21577365705069843;1.0;0.0;0.0;0.0;0.0;0.1782166816455937;0.1785905649880847;0.0;0.18389483780061522;0.0;0.19550739279595325;0.0;0.15970006289300978;0.17315586088012538;0.0;0.0;0.1383930830127632
GO:0032088;0.0;0.0;0.0;1.0;0.2923714800589662;0.34100208004833277;0.0;0.0;0.13205093493408976;0.40739973526013157;0.0;0.25635841863484177;0.0;0.31539270583234363;0.0;0.0;0.2766653035594804;0.27390825309013767;0.0
GO:0008284;0.0;0.0;0.0;0.2923714800589662;1.0;0.5332812303187677;0.0;0.0;0.20855435503983827;0.31043129383067525;0.0;0.4429053466236745;0.0;0.4627805306166598;0.0;0.0;0.507226510286227;0.36536957248880897;0.0
GO:0051271;0.0;0.0;0.0;0.34100208004833277;0.5332812303187677;1.0;0.0;0.0;0.201598605804671;0.301280001753862;0.0;0.424508477972768;0.0;0.6160785408058016;0.0;0.0;0.48324292716058986;0.49087581807321085;0.0
GO:0008202;0.0;0.36670868320756606;0.0;0.0;0.0;0.0;1.0;0.36332281251524984;0.0;0.0;0.3774234174559552;0.0;0.4068606067562648;0.0;0.3186230787986562;0.3509133006449292;0.0;0.0;0.21471917190278392
GO:0006468;0.0;0.4773741503613664;0.1782166816455937;0.0;0.0;0.0;0.36332281251524984;1.0;0.151596353280665;0.0;0.36964938747015996;0.0;0.3891839857887558;0.0;0.3276955263923779;0.7845650314870126;0.0;0.0;0.3694385263712378
GO:0006874;0.0;0.17794215611647732;0.1785905649880847;0.13205093493408976;0.20855435503983827;0.201598605804671;0.0;0.151596353280665;1.0;0.13819028314104553;0.15568543876770674;0.17833865179790234;0.1639286797787776;0.18371013552486135;0.13798706606966885;0.1479188944932617;0.1951899969880872;0.15582563368753846;0.12178617850473854
GO:0070372;0.0;0.0;0.0;0.40739973526013157;0.31043129383067525;0.301280001753862;0.0;0.0;0.13819028314104553;1.0;0.0;0.2701383345797999;0.0;0.2774048366576606;0.0;0.0;0.5784456166179222;0.4725435253971493;0.0
GO:0052697;0.0;0.4357913187124071;0.18389483780061522;0.0;0.0;0.0;0.3774234174559552;0.36964938747015996;0.15568543876770674;0.0;1.0;0.0;0.945611967260748;0.0;0.4300965030696133;0.3604628802899637;0.0;0.0;0.4154069943192119
GO:0010824;0.0;0.0;0.0;0.25635841863484177;0.4429053466236745;0.424508477972768;0.0;0.0;0.17833865179790234;0.2701383345797999;0.0;1.0;0.0;0.37859659345776037;0.0;0.0;0.40783231350396054;0.3108063820576978;0.0
GO:0052695;0.0;0.4632012421801233;0.19550739279595325;0.0;0.0;0.0;0.4068606067562648;0.3891839857887558;0.1639286797787776;0.0;0.945611967260748;0.0;1.0;0.0;0.45063886343158444;0.37901423382026367;0.0;0.0;0.43277220097398406
GO:0043066;0.0;0.0;0.0;0.31539270583234363;0.4627805306166598;0.6160785408058016;0.0;0.0;0.18371013552486135;0.2774048366576606;0.0;0.37859659345776037;0.0;1.0;0.0;0.0;0.4246246846875326;0.4459378230273939;0.0
GO:0019310;0.0;0.5349118440827689;0.15970006289300978;0.0;0.0;0.0;0.3186230787986562;0.3276955263923779;0.13798706606966885;0.0;0.4300965030696133;0.0;0.45063886343158444;0.0;1.0;0.3204555330560375;0.0;0.0;0.41669520807456123
GO:0016266;0.0;0.3513436899352028;0.17315586088012538;0.0;0.0;0.0;0.3509133006449292;0.7845650314870126;0.1479188944932617;0.0;0.3604628802899637;0.0;0.37901423382026367;0.0;0.3204555330560375;1.0;0.0;0.0;0.3622145155043402
GO:0032006;0.0;0.0;0.0;0.2766653035594804;0.507226510286227;0.48324292716058986;0.0;0.0;0.1951899969880872;0.5784456166179222;0.0;0.40783231350396054;0.0;0.4246246846875326;0.0;0.0;1.0;0.6740340827058487;0.0
GO:0051898;0.0;0.0;0.0;0.27390825309013767;0.36536957248880897;0.49087581807321085;0.0;0.0;0.15582563368753846;0.4725435253971493;0.0;0.3108063820576978;0.0;0.4459378230273939;0.0;0.0;0.6740340827058487;1.0;0.0
GO:0030214;0.0;0.3282655460569926;0.1383930830127632;0.0;0.0;0.0;0.21471917190278392;0.3694385263712378;0.12178617850473854;0.0;0.4154069943192119;0.0;0.43277220097398406;0.0;0.41669520807456123;0.3622145155043402;0.0;0.0;1.0
