;GO:0046718;GO:0043647;GO:0060271;GO:0032088;GO:0008284;GO:0051271;GO:0008202;GO:0006468;GO:0006874;GO:0070372;GO:0052697;GO:0010824;GO:0052695;GO:0043066;GO:0019310;GO:0016266;GO:0032006;GO:0051898;GO:0030214
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043647;0.0;1.0;0.14285714285714285;0.0;0.0;0.0;0.5;0.6666666666666666;0.23529411764705882;0.0;0.1111111111111111;0.0;0.35294117647058826;0.0;0.8;0.35294117647058826;0.0;0.0;0.375
GO:0060271;0.0;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.11764705882352941;0.0;0.1111111111111111;0.0;0.11764705882352941;0.0;0.13333333333333333;0.11764705882352941;0.0;0.0;0.125
GO:0032088;0.0;0.0;0.0;1.0;0.3157894736842105;0.42105263157894735;0.0;0.0;0.17391304347826086;0.25;0.0;0.2608695652173913;0.0;0.38095238095238093;0.0;0.0;0.2857142857142857;0.36363636363636365;0.0
GO:0008284;0.0;0.0;0.0;0.3157894736842105;1.0;0.6666666666666666;0.0;0.0;0.25;0.47058823529411764;0.0;0.5;0.0;0.5714285714285714;0.0;0.0;0.5714285714285714;0.5333333333333333;0.0
GO:0051271;0.0;0.0;0.0;0.42105263157894735;0.6666666666666666;1.0;0.0;0.0;0.25;0.47058823529411764;0.0;0.5;0.0;0.7142857142857143;0.0;0.0;0.5714285714285714;0.6666666666666666;0.0
GO:0008202;0.0;0.5;0.0;0.0;0.0;0.0;1.0;0.46153846153846156;0.0;0.0;0.125;0.0;0.4;0.0;0.46153846153846156;0.4;0.0;0.0;0.42857142857142855
GO:0006468;0.0;0.6666666666666666;0.13333333333333333;0.0;0.0;0.0;0.46153846153846156;1.0;0.2222222222222222;0.0;0.3157894736842105;0.0;0.3333333333333333;0.0;0.375;0.5555555555555556;0.0;0.0;0.47058823529411764
GO:0006874;0.0;0.23529411764705882;0.11764705882352941;0.17391304347826086;0.25;0.25;0.0;0.2222222222222222;1.0;0.19047619047619047;0.19047619047619047;0.2;0.1;0.2222222222222222;0.2222222222222222;0.2;0.2222222222222222;0.21052631578947367;0.21052631578947367
GO:0070372;0.0;0.0;0.0;0.25;0.47058823529411764;0.47058823529411764;0.0;0.0;0.19047619047619047;1.0;0.0;0.38095238095238093;0.0;0.42105263157894735;0.0;0.0;0.7368421052631579;0.7;0.0
GO:0052697;0.0;0.1111111111111111;0.1111111111111111;0.0;0.0;0.0;0.125;0.3157894736842105;0.19047619047619047;0.0;1.0;0.0;0.9523809523809523;0.0;0.3157894736842105;0.09523809523809523;0.0;0.0;0.3
GO:0010824;0.0;0.0;0.0;0.2608695652173913;0.5;0.5;0.0;0.0;0.2;0.38095238095238093;0.0;1.0;0.0;0.4444444444444444;0.0;0.0;0.4444444444444444;0.42105263157894735;0.0
GO:0052695;0.0;0.35294117647058826;0.11764705882352941;0.0;0.0;0.0;0.4;0.3333333333333333;0.1;0.0;0.9523809523809523;0.0;1.0;0.0;0.4444444444444444;0.2;0.0;0.0;0.631578947368421
GO:0043066;0.0;0.0;0.0;0.38095238095238093;0.5714285714285714;0.7142857142857143;0.0;0.0;0.2222222222222222;0.42105263157894735;0.0;0.4444444444444444;0.0;1.0;0.0;0.0;0.5;0.5882352941176471;0.0
GO:0019310;0.0;0.8;0.13333333333333333;0.0;0.0;0.0;0.46153846153846156;0.375;0.2222222222222222;0.0;0.3157894736842105;0.0;0.4444444444444444;0.0;1.0;0.3333333333333333;0.0;0.0;0.47058823529411764
GO:0016266;0.0;0.35294117647058826;0.11764705882352941;0.0;0.0;0.0;0.4;0.5555555555555556;0.2;0.0;0.09523809523809523;0.0;0.2;0.0;0.3333333333333333;1.0;0.0;0.0;0.42105263157894735
GO:0032006;0.0;0.0;0.0;0.2857142857142857;0.5714285714285714;0.5714285714285714;0.0;0.0;0.2222222222222222;0.7368421052631579;0.0;0.4444444444444444;0.0;0.5;0.0;0.0;1.0;0.8235294117647058;0.0
GO:0051898;0.0;0.0;0.0;0.36363636363636365;0.5333333333333333;0.6666666666666666;0.0;0.0;0.21052631578947367;0.7;0.0;0.42105263157894735;0.0;0.5882352941176471;0.0;0.0;0.8235294117647058;1.0;0.0
GO:0030214;0.0;0.375;0.125;0.0;0.0;0.0;0.42857142857142855;0.47058823529411764;0.21052631578947367;0.0;0.3;0.0;0.631578947368421;0.0;0.47058823529411764;0.42105263157894735;0.0;0.0;1.0
