;GO:0046718;GO:0043647;GO:0060271;GO:0032088;GO:0008284;GO:0051271;GO:0008202;GO:0006468;GO:0006874;GO:0070372;GO:0052697;GO:0010824;GO:0052695;GO:0043066;GO:0019310;GO:0016266;GO:0032006;GO:0051898;GO:0030214
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043647;0.0;1.0;0.5356143810225276;0.0;0.0;0.0;0.6000000000000001;0.6830074998557688;0.3356143810225276;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.6830074998557688;0.6830074998557688;0.0;0.0;0.48300749985576874
GO:0060271;0.0;0.5356143810225276;1.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.8;0.0;0.43852901558847923;0.0;0.48300749985576874;0.8;0.0;0.0;0.43852901558847923
GO:0032088;0.0;0.0;0.0;1.0;0.48300749985576874;0.6000000000000001;0.0;0.0;0.2830074998557688;0.4;0.0;0.4;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0
GO:0008284;0.0;0.0;0.0;0.48300749985576874;1.0;0.6000000000000001;0.0;0.0;0.2830074998557688;0.43852901558847923;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0
GO:0051271;0.0;0.0;0.0;0.6000000000000001;0.6000000000000001;1.0;0.0;0.0;0.2830074998557688;0.43852901558847923;0.0;0.48300749985576874;0.0;0.6000000000000001;0.0;0.0;0.48300749985576874;0.5356143810225276;0.0
GO:0008202;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;1.0;0.48300749985576874;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.48300749985576874;0.6830074998557688;0.0;0.0;0.48300749985576874
GO:0006468;0.0;0.6830074998557688;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;1.0;0.3081136762725405;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.43852901558847923;0.6000000000000001;0.0;0.0;0.4
GO:0006874;0.0;0.3356143810225276;0.4;0.2830074998557688;0.2830074998557688;0.2830074998557688;0.0;0.3081136762725405;1.0;0.23852901558847928;0.43852901558847923;0.23852901558847928;0.2599120563717816;0.23852901558847928;0.3356143810225276;0.43852901558847923;0.2599120563717816;0.23852901558847928;0.3081136762725405
GO:0070372;0.0;0.0;0.0;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.23852901558847928;1.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.6830074998557688;0.6000000000000001;0.0
GO:0052697;0.0;0.5356143810225276;0.8;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.43852901558847923;0.0;1.0;0.0;1.0;0.0;0.5356143810225276;0.8;0.0;0.0;0.48300749985576874
GO:0010824;0.0;0.0;0.0;0.4;0.48300749985576874;0.48300749985576874;0.0;0.0;0.23852901558847928;0.3660149997115376;0.0;1.0;0.0;0.4;0.0;0.0;0.4;0.3660149997115376;0.0
GO:0052695;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.2599120563717816;0.0;1.0;0.0;1.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.48300749985576874
GO:0043066;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.0;0.0;0.23852901558847928;0.3660149997115376;0.0;0.4;0.0;1.0;0.0;0.0;0.4;0.43852901558847923;0.0
GO:0019310;0.0;0.6830074998557688;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;1.0;0.6000000000000001;0.0;0.0;0.5356143810225276
GO:0016266;0.0;0.6830074998557688;0.8;0.0;0.0;0.0;0.6830074998557688;0.6000000000000001;0.43852901558847923;0.0;0.8;0.0;0.48300749985576874;0.0;0.6000000000000001;1.0;0.0;0.0;0.5356143810225276
GO:0032006;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0;0.0;0.2599120563717816;0.6830074998557688;0.0;0.4;0.0;0.4;0.0;0.0;1.0;0.6830074998557688;0.0
GO:0051898;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.5356143810225276;0.0;0.0;0.23852901558847928;0.6000000000000001;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.6830074998557688;1.0;0.0
GO:0030214;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.4;0.3081136762725405;0.0;0.48300749985576874;0.0;0.48300749985576874;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;1.0
