;GO:0046718;GO:0043647;GO:0060271;GO:0032088;GO:0008284;GO:0051271;GO:0008202;GO:0006468;GO:0006874;GO:0070372;GO:0052697;GO:0010824;GO:0052695;GO:0043066;GO:0019310;GO:0016266;GO:0032006;GO:0051898;GO:0030214
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043647;0.0;1.0;0.02445696203909456;0.0;0.0;0.0;0.07317998976299751;0.1172959476873737;0.011729367446889141;0.0;0.12851109098422558;0.0;0.1575544756420798;0.0;0.0839987065008661;0.07727491548822002;0.0;0.0;0.027538458857514807
GO:0060271;0.0;0.02445696203909456;1.0;0.0;0.0;0.0;0.0;0.018943192534739486;0.011729367446889141;0.0;0.02445696203909456;0.0;0.02445696203909456;0.0;0.010931897389747463;0.018849516140214347;0.0;0.0;0.0067174013899825614
GO:0032088;0.0;0.0;0.0;1.0;0.02847613625901737;0.02847613625901737;0.0;0.0;0.011729367446889141;0.08145050696536019;0.0;0.02847613625901737;0.0;0.02847613625901737;0.0;0.0;0.02847613625901737;0.02847613625901737;0.0
GO:0008284;0.0;0.0;0.0;0.02847613625901737;1.0;0.1519904166735981;0.0;0.0;0.011729367446889141;0.050082246440690655;0.0;0.14591717922947714;0.0;0.0982116173552396;0.0;0.0;0.176667307943996;0.033344230600658636;0.0
GO:0051271;0.0;0.0;0.0;0.02847613625901737;0.1519904166735981;1.0;0.0;0.0;0.011729367446889141;0.050082246440690655;0.0;0.14591717922947714;0.0;0.29521392001785984;0.0;0.0;0.1519904166735981;0.10022929354675525;0.0
GO:0008202;0.0;0.07317998976299751;0.0;0.0;0.0;0.0;1.0;0.03607057831429871;0.0;0.0;0.0596900867736792;0.0;0.0753971183497429;0.0;0.020815913695520404;0.0358922049108334;0.0;0.0;0.012790903775147489
GO:0006468;0.0;0.1172959476873737;0.018943192534739486;0.0;0.0;0.0;0.03607057831429871;1.0;0.011729367446889141;0.0;0.0776589484478103;0.0;0.0776589484478103;0.0;0.04481608125294945;0.8230341511021665;0.0;0.0;0.03870672245769314
GO:0006874;0.0;0.011729367446889141;0.011729367446889141;0.011729367446889141;0.011729367446889141;0.011729367446889141;0.0;0.011729367446889141;1.0;0.011729367446889141;0.011729367446889141;0.011729367446889141;0.011729367446889141;0.011729367446889141;0.010931897389747463;0.011729367446889141;0.011729367446889141;0.011729367446889141;0.0067174013899825614
GO:0070372;0.0;0.0;0.0;0.08145050696536019;0.050082246440690655;0.050082246440690655;0.0;0.0;0.011729367446889141;1.0;0.0;0.050082246440690655;0.0;0.050082246440690655;0.0;0.0;0.26323720088494;0.17526054745515318;0.0
GO:0052697;0.0;0.12851109098422558;0.02445696203909456;0.0;0.0;0.0;0.0596900867736792;0.0776589484478103;0.011729367446889141;0.0;1.0;0.0;0.7916759695880704;0.0;0.059807056860120104;0.07727491548822002;0.0;0.0;0.08479185591151621
GO:0010824;0.0;0.0;0.0;0.02847613625901737;0.14591717922947714;0.14591717922947714;0.0;0.0;0.011729367446889141;0.050082246440690655;0.0;1.0;0.0;0.0982116173552396;0.0;0.0;0.14591717922947714;0.033344230600658636;0.0
GO:0052695;0.0;0.1575544756420798;0.02445696203909456;0.0;0.0;0.0;0.0753971183497429;0.0776589484478103;0.011729367446889141;0.0;0.7916759695880704;0.0;1.0;0.0;0.059807056860120104;0.07727491548822002;0.0;0.0;0.08479185591151621
GO:0043066;0.0;0.0;0.0;0.02847613625901737;0.0982116173552396;0.29521392001785984;0.0;0.0;0.011729367446889141;0.050082246440690655;0.0;0.0982116173552396;0.0;1.0;0.0;0.0;0.0982116173552396;0.10022929354675525;0.0
GO:0019310;0.0;0.0839987065008661;0.010931897389747463;0.0;0.0;0.0;0.020815913695520404;0.04481608125294945;0.010931897389747463;0.0;0.059807056860120104;0.0;0.059807056860120104;0.0;1.0;0.04481608125294945;0.0;0.0;0.052330964068157945
GO:0016266;0.0;0.07727491548822002;0.018849516140214347;0.0;0.0;0.0;0.0358922049108334;0.8230341511021665;0.011729367446889141;0.0;0.07727491548822002;0.0;0.07727491548822002;0.0;0.04481608125294945;1.0;0.0;0.0;0.03870672245769314
GO:0032006;0.0;0.0;0.0;0.02847613625901737;0.176667307943996;0.1519904166735981;0.0;0.0;0.011729367446889141;0.26323720088494;0.0;0.14591717922947714;0.0;0.0982116173552396;0.0;0.0;1.0;0.17526054745515318;0.0
GO:0051898;0.0;0.0;0.0;0.02847613625901737;0.033344230600658636;0.10022929354675525;0.0;0.0;0.011729367446889141;0.17526054745515318;0.0;0.033344230600658636;0.0;0.10022929354675525;0.0;0.0;0.17526054745515318;1.0;0.0
GO:0030214;0.0;0.027538458857514807;0.0067174013899825614;0.0;0.0;0.0;0.012790903775147489;0.03870672245769314;0.0067174013899825614;0.0;0.08479185591151621;0.0;0.08479185591151621;0.0;0.052330964068157945;0.03870672245769314;0.0;0.0;1.0
