;GO:0043407;GO:0007173;GO:0038096;GO:0006401;GO:0043152;GO:0001942;GO:0070588;GO:0016055;GO:0070207;GO:0035754;GO:0035556;GO:0050830;GO:0010592;GO:0043615;GO:0071805;GO:0090501;GO:0050829;GO:0030041;GO:0007224;GO:0043312;GO:1900026;GO:0001581;GO:0006699;GO:0006898;GO:0061844;GO:0050982;GO:0002227;GO:0006707;GO:0048013;GO:0034314;GO:0071468;GO:0035725;GO:0030178;GO:0018105
GO:0043407;1.0;0.1520407627867276;0.14939086201393595;0.0;0.0;0.0;0.0;0.15658574103503792;0.0;0.0;0.1614218375302013;0.0;0.13455532502369638;0.0;0.0;0.0;0.0;0.0;0.15896538791491094;0.0;0.12786542985376623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15427868754353985;0.10996653115293067;0.0;0.0;0.41674743544471105;0.0
GO:0007173;0.1520407627867276;1.0;0.4191303274495391;0.151538961481591;0.0;0.0;0.0;0.7361579535961653;0.25133446870118653;0.2142109008107314;0.710373555949086;0.0;0.3106072300655211;0.2853873740944925;0.20100240122767302;0.200833900328454;0.0;0.23208909156550966;0.7700207252283917;0.1672128906161045;0.27713612983271163;0.0;0.14796246394933021;0.0;0.0;0.0;0.0;0.0;0.8738206045963761;0.24903512557451915;0.2500235881016977;0.0;0.3519225761324439;0.1729758215862406
GO:0038096;0.14939086201393595;0.4191303274495391;1.0;0.11041937884925784;0.1312097318284138;0.0;0.0;0.44118928308234406;0.15537166005260342;0.19149741211931326;0.4098866007002545;0.0;0.25673447893378576;0.16774505562173844;0.13454453438604574;0.13446901607964196;0.0;0.14779544158054578;0.4531318765177647;0.2023502414434102;0.2370125636474513;0.0;0.10850824931266036;0.0;0.15057201892156094;0.0;0.15888689275415732;0.0;0.42987167503128465;0.22342175934522565;0.15486970091415594;0.0;0.2793277566578634;0.12138024223168613
GO:0006401;0.0;0.151538961481591;0.11041937884925784;1.0;0.0;0.0;0.0;0.1593325766216393;0.1519908588694301;0.13757281984511693;0.1679914781860736;0.0;0.0;0.16381115347419342;0.13200194202792226;0.7021993525366309;0.0;0.14473306113001178;0.16354458265651828;0.11653678749126964;0.0;0.0;0.28976581869753715;0.0;0.0;0.0;0.0;0.3525825457366112;0.15533619214504055;0.09213336336308688;0.1515104730014936;0.0;0.0;0.4029381491716288
GO:0043152;0.0;0.0;0.1312097318284138;0.0;1.0;0.0;0.0;0.0;0.0;0.1714124411558513;0.0;0.7905374040131773;0.0;0.0;0.0;0.0;0.7905374040131773;0.0;0.0;0.1399387026498411;0.0;0.21460984305789352;0.0;0.0;0.7567336994030278;0.278130688768652;0.4743997166022404;0.0;0.0;0.0;0.19360303131354023;0.0;0.0;0.0
GO:0001942;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070588;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7446005486554566;0.0;0.0;0.0;0.0;0.24865064856382593;0.0;0.0;0.0;0.39251123014061123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7916643111801261;0.0;0.0
GO:0016055;0.15658574103503792;0.7361579535961653;0.44118928308234406;0.1593325766216393;0.0;0.0;0.0;1.0;0.2735245245206925;0.23012237761216994;0.7860658772866084;0.0;0.3301862094266619;0.31434415019787104;0.21494825953973967;0.21475557701050915;0.0;0.2508838853674056;0.8479071202095022;0.17675284359166796;0.29261763571691796;0.0;0.155383535585232;0.0;0.0;0.0;0.0;0.0;0.7699491774937273;0.259171248627057;0.27197266775975093;0.0;0.3772690696410629;0.1832048014457318
GO:0070207;0.0;0.25133446870118653;0.15537166005260342;0.1519908588694301;0.0;0.0;0.0;0.2735245245206925;1.0;0.21511498795382822;0.3000766603593082;0.0;0.0;0.28699433806461094;0.2017982245120298;0.20162838725315857;0.0;0.6236564352742449;0.2861771138974384;0.16776327322285509;0.0;0.0;0.14839325211357238;0.0;0.0;0.0;0.0;0.0;0.26195506423022885;0.20600144497554637;0.25125611292651395;0.0;0.0;0.17356486223413092
GO:0035754;0.0;0.2142109008107314;0.19149741211931326;0.13757281984511693;0.1714124411558513;0.0;0.0;0.23012237761216994;0.21511498795382822;1.0;0.24863150677546614;0.0;0.0;0.5652595347125785;0.1771485578649784;0.17701766433444754;0.0;0.20085948146546376;0.23901292458825016;0.2051866683542442;0.0;0.0;0.13461875331723824;0.0;0.20602259472374104;0.0;0.22191244595218812;0.0;0.22187790392697182;0.1120678594540816;0.21415398013635523;0.0;0.0;0.15501305695664475
GO:0035556;0.1614218375302013;0.710373555949086;0.4098866007002545;0.1679914781860736;0.0;0.0;0.0;0.7860658772866084;0.3000766603593082;0.24863150677546614;1.0;0.0;0.352452068359161;0.3499281930532255;0.23101171243416965;0.23078916972086627;0.0;0.2730442428722897;0.8303733106208108;0.1874723451898795;0.30997177616785454;0.0;0.16360745926208925;0.0;0.0;0.0;0.0;0.0;0.7462871432700279;0.2701928849655437;0.29820991792171164;0.0;0.4066198925060957;0.19474671914304348
GO:0050830;0.0;0.0;0.0;0.0;0.7905374040131773;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.9314339340105456;0.0;0.0;0.0;0.0;0.2612357070241195;0.0;0.0;0.5983095469556744;0.33597335719286897;0.4023445938781338;0.0;0.0;0.0;0.23075766723032998;0.0;0.0;0.0
GO:0010592;0.13455532502369638;0.3106072300655211;0.25673447893378576;0.0;0.0;0.0;0.0;0.3301862094266619;0.0;0.0;0.352452068359161;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3409485187097694;0.0;0.39823034354982934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3200928797030434;0.37813335100572465;0.0;0.0;0.2705453643898292;0.0
