;GO:0090557;GO:0071816;GO:0006351;GO:0030162;GO:0006464;GO:0046710;GO:0022008;GO:0046037;GO:0043687;GO:0003333;GO:0006357;GO:0030316;GO:0006814;GO:0043161;GO:0050892;GO:0007409;GO:0048013;GO:0035329
GO:0090557;1.0;0.0;0.1483286857455891;0.0;0.22316715251872887;0.12469077052633666;0.5650611548977446;0.12469077346104618;0.21550179008340076;0.0;0.0;0.48653283704974265;0.0;0.1641700244316079;0.0;0.39238519844781755;0.27305955010234984;0.29948152702692116
GO:0071816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24023563349752047;0.0;0.0;0.3248099214323386;0.0;0.3361575113162663;0.0;0.0;0.0
GO:0006351;0.1483286857455891;0.0;1.0;0.0;0.4459053631181002;0.3915245287500179;0.1641879891682977;0.3915245354000746;0.4367152629929068;0.0;0.0;0.15210560558981223;0.0;0.36772462260568056;0.0;0.1349589684119439;0.14803115328655644;0.15546697864068657
GO:0030162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5259007244684416;0.0;0.0;0.0;0.0;0.0;0.3862269169760659;0.42546418510574563
GO:0006464;0.22316715251872887;0.0;0.4459053631181002;0.0;1.0;0.3442146293125726;0.26111423550236185;0.3442146366522667;0.9708756739831678;0.0;0.0;0.23182806566758302;0.0;0.5812778749416316;0.0;0.19421920533003809;0.22249432261405433;0.239727898958139
GO:0046710;0.12469077052633666;0.0;0.3915245287500179;0.0;0.3442146293125726;1.0;0.13571034539531895;0.8715228957633566;0.3381265135459293;0.0;0.0;0.12734902987228414;0.0;0.29123566852180033;0.0;0.11510506527502991;0.12448044522400234;0.12969681467332309
GO:0022008;0.5650611548977446;0.0;0.1641879891682977;0.0;0.26111423550236185;0.13571034539531895;1.0;0.13571034887166028;0.2506813575393429;0.0;0.0;0.7141169729036233;0.0;0.18382213729149627;0.0;0.46209883441842164;0.3321155713152854;0.3720377410246612
GO:0046037;0.12469077346104618;0.0;0.3915245354000746;0.0;0.3442146366522667;0.8715228957633566;0.13571034887166028;1.0;0.33812652062828547;0.0;0.0;0.12734903293345648;0.0;0.2912356737760226;0.0;0.1151050677758668;0.1244804481488198;0.12969681784840634
GO:0043687;0.21550179008340076;0.0;0.4367152629929068;0.0;0.9708756739831678;0.3381265135459293;0.2506813575393429;0.33812652062828547;1.0;0.0;0.0;0.2235671985484782;0.0;0.5681974236252135;0.0;0.18838749707988445;0.21487432222822853;0.23090515359303382
GO:0003333;0.0;0.24023563349752047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.42152280563429;0.0;0.36269963738641403;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.5259007244684416;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.31997757762128237;0.3408171280596943
GO:0030316;0.48653283704974265;0.0;0.15210560558981223;0.0;0.23182806566758302;0.12734902987228414;0.7141169729036233;0.12734903293345648;0.2235671985484782;0.0;0.0;1.0;0.0;0.16880938196184636;0.0;0.40821675102302474;0.2861393896558986;0.3152883796196309
GO:0006814;0.0;0.3248099214323386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42152280563429;0.0;0.0;1.0;0.0;0.5287265464705335;0.0;0.0;0.0
GO:0043161;0.1641700244316079;0.0;0.36772462260568056;0.0;0.5812778749416316;0.29123566852180033;0.18382213729149627;0.2912356737760226;0.5681974236252135;0.0;0.0;0.16880938196184636;0.0;1.0;0.0;0.1479482276525434;0.16380562410981622;0.1729596359755464
GO:0050892;0.0;0.3361575113162663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36269963738641403;0.0;0.0;0.5287265464705335;0.0;1.0;0.0;0.0;0.0
GO:0007409;0.39238519844781755;0.0;0.1349589684119439;0.0;0.19421920533003809;0.11510506527502991;0.46209883441842164;0.1151050677758668;0.18838749707988445;0.0;0.0;0.40821675102302474;0.0;0.1479482276525434;0.0;1.0;0.2309426136404038;0.2495645515343258
GO:0048013;0.27305955010234984;0.0;0.14803115328655644;0.3862269169760659;0.22249432261405433;0.12448044522400234;0.3321155713152854;0.1244804481488198;0.21487432222822853;0.0;0.31997757762128237;0.2861393896558986;0.0;0.16380562410981622;0.0;0.2309426136404038;1.0;0.7102564021978164
GO:0035329;0.29948152702692116;0.0;0.15546697864068657;0.42546418510574563;0.239727898958139;0.12969681467332309;0.3720377410246612;0.12969681784840634;0.23090515359303382;0.0;0.3408171280596943;0.3152883796196309;0.0;0.1729596359755464;0.0;0.2495645515343258;0.7102564021978164;1.0
