;GO:0090557;GO:0071816;GO:0006351;GO:0030162;GO:0006464;GO:0046710;GO:0022008;GO:0046037;GO:0043687;GO:0003333;GO:0006357;GO:0030316;GO:0006814;GO:0043161;GO:0050892;GO:0007409;GO:0048013;GO:0035329
GO:0090557;1.0;0.0;0.4928671133341394;0.0;0.44897697756782035;0.26806290643954656;0.5337928711680304;0.2848925714244635;0.34933943682064933;0.0;0.0;0.5169632061831134;0.0;0.44591105330956243;0.0;0.5782880851102379;0.3855773354389354;0.3855773354389354
GO:0071816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4594225920593092;0.0;0.0;0.3809488603955942;0.0;0.5251376772957763;0.0;0.0;0.0
GO:0006351;0.4928671133341394;0.0;1.0;0.0;0.6741830267059822;0.494283073831478;0.5265264433039731;0.511112738816395;0.5704041683865672;0.0;0.0;0.5096967783190562;0.0;0.6443145478860637;0.0;0.5710216572461808;0.4928671133341394;0.4928671133341394
GO:0030162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6288321538134505;0.0;0.0;0.0;0.0;0.0;0.3629998154657032;0.3629998154657032
GO:0006464;0.44897697756782035;0.0;0.6741830267059822;0.0;1.0;0.5005621928207122;0.4599750705482376;0.5173918578056291;0.8211261726969925;0.0;0.0;0.44314540556332066;0.0;0.6790197565856845;0.0;0.5271315214798618;0.44897697756782035;0.44897697756782035
GO:0046710;0.26806290643954656;0.0;0.494283073831478;0.0;0.5005621928207122;1.0;0.2844072995739852;0.7435120373674644;0.4062709522275626;0.0;0.0;0.2675776345890683;0.0;0.4378900383721302;0.0;0.3462174503515879;0.26806290643954656;0.26806290643954656
GO:0022008;0.5337928711680304;0.0;0.5265264433039731;0.0;0.4599750705482376;0.2844072995739852;1.0;0.3012369645589021;0.3633687104249708;0.0;0.0;0.5856733695957221;0.0;0.4795703832793963;0.0;0.6119474150800717;0.41923666540876925;0.41923666540876925
GO:0046037;0.2848925714244635;0.0;0.511112738816395;0.0;0.5173918578056291;0.7435120373674644;0.3012369645589021;1.0;0.4231006172124795;0.0;0.0;0.2844072995739852;0.0;0.45471970335704714;0.0;0.36304711533650486;0.2848925714244635;0.2848925714244635
GO:0043687;0.34933943682064933;0.0;0.5704041683865672;0.0;0.8211261726969925;0.4062709522275626;0.3633687104249708;0.4231006172124795;1.0;0.0;0.0;0.34653904544005387;0.0;0.5692397771992666;0.0;0.4274939807326907;0.34933943682064933;0.34933943682064933
GO:0003333;0.0;0.4594225920593092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5359680363779032;0.0;0.5589309694142541;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.6288321538134505;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3801077491137859;0.3801077491137859
GO:0030316;0.5169632061831134;0.0;0.5096967783190562;0.0;0.44314540556332066;0.2675776345890683;0.5856733695957221;0.2844072995739852;0.34653904544005387;0.0;0.0;1.0;0.0;0.4627407182944793;0.0;0.5951177500951548;0.4024070004238523;0.4024070004238523
GO:0006814;0.0;0.3809488603955942;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5359680363779032;0.0;0.0;1.0;0.0;0.47328473955439093;0.0;0.0;0.0
GO:0043161;0.44591105330956243;0.0;0.6443145478860637;0.0;0.6790197565856845;0.4378900383721302;0.4795703832793963;0.45471970335704714;0.5692397771992666;0.0;0.0;0.4627407182944793;0.0;1.0;0.0;0.5240655972216037;0.44591105330956243;0.44591105330956243
GO:0050892;0.0;0.5251376772957763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5589309694142541;0.0;0.0;0.47328473955439093;0.0;1.0;0.0;0.0;0.0
GO:0007409;0.5782880851102379;0.0;0.5710216572461808;0.0;0.5271315214798618;0.3462174503515879;0.6119474150800717;0.36304711533650486;0.4274939807326907;0.0;0.0;0.5951177500951548;0.0;0.5240655972216037;0.0;1.0;0.46373187935097676;0.46373187935097676
GO:0048013;0.3855773354389354;0.0;0.4928671133341394;0.3629998154657032;0.44897697756782035;0.26806290643954656;0.41923666540876925;0.2848925714244635;0.34933943682064933;0.0;0.3801077491137859;0.4024070004238523;0.0;0.44591105330956243;0.0;0.46373187935097676;1.0;0.5185369985399844
GO:0035329;0.3855773354389354;0.0;0.4928671133341394;0.3629998154657032;0.44897697756782035;0.26806290643954656;0.41923666540876925;0.2848925714244635;0.34933943682064933;0.0;0.3801077491137859;0.4024070004238523;0.0;0.44591105330956243;0.0;0.46373187935097676;0.5185369985399844;1.0
