;GO:0090557;GO:0071816;GO:0006351;GO:0030162;GO:0006464;GO:0046710;GO:0022008;GO:0046037;GO:0043687;GO:0003333;GO:0006357;GO:0030316;GO:0006814;GO:0043161;GO:0050892;GO:0007409;GO:0048013;GO:0035329
GO:0090557;1.0;0.0;0.005791764842280598;0.0;0.022902471440549594;0.0025622542611064923;0.38323592325461553;0.0025604690327645833;0.022277141600228655;0.0;0.0;0.29423796892488396;0.0;0.009666166431303604;0.0;0.21438118888626248;0.09316800583949557;0.09316800583949557
GO:0071816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028950246304953655;0.0;0.0;0.09823391642255888;0.0;0.09823391642255888;0.0;0.0;0.0
GO:0006351;0.005791764842280598;0.0;1.0;0.0;0.052364803152556746;0.07325970269662395;0.005791764842280598;0.07320865963678438;0.052364803152556746;0.0;0.0;0.005791764842280598;0.0;0.052364803152556746;0.0;0.005791764842280598;0.005791764842280598;0.005791764842280598
GO:0030162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04318719734055574;0.0;0.0;0.0;0.0;0.0;0.10155048431176032;0.10155048431176032
GO:0006464;0.022902471440549594;0.0;0.052364803152556746;0.0;1.0;0.014764111714180007;0.022902471440549594;0.014753824947922906;0.9726959668110853;0.0;0.0;0.022902471440549594;0.0;0.1285085390730175;0.0;0.022902471440549594;0.022902471440549594;0.022902471440549594
GO:0046710;0.0025622542611064923;0.0;0.07325970269662395;0.0;0.014764111714180007;1.0;0.0025622542611064923;0.40927912251130405;0.014764111714180007;0.0;0.0;0.0025622542611064923;0.0;0.014764111714180007;0.0;0.0025622542611064923;0.0025622542611064923;0.0025622542611064923
GO:0022008;0.38323592325461553;0.0;0.005791764842280598;0.0;0.022902471440549594;0.0025622542611064923;1.0;0.0025604690327645833;0.022277141600228655;0.0;0.0;0.35442422221243924;0.0;0.009666166431303604;0.0;0.21438118888626248;0.10861444214277861;0.12741218007660887
GO:0046037;0.0025604690327645833;0.0;0.07320865963678438;0.0;0.014753824947922906;0.40927912251130405;0.0025604690327645833;1.0;0.014753824947922906;0.0;0.0;0.0025604690327645833;0.0;0.014753824947922906;0.0;0.0025604690327645833;0.0025604690327645833;0.0025604690327645833
GO:0043687;0.022277141600228655;0.0;0.052364803152556746;0.0;0.9726959668110853;0.014764111714180007;0.022277141600228655;0.014753824947922906;1.0;0.0;0.0;0.022277141600228655;0.0;0.1285085390730175;0.0;0.022277141600228655;0.022277141600228655;0.022277141600228655
GO:0003333;0.0;0.028950246304953655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.05610441158504202;0.0;0.03809891779524255;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.04318719734055574;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.03203300198081839;0.03203300198081839
GO:0030316;0.29423796892488396;0.0;0.005791764842280598;0.0;0.022902471440549594;0.0025622542611064923;0.35442422221243924;0.0025604690327645833;0.022277141600228655;0.0;0.0;1.0;0.0;0.009666166431303604;0.0;0.21438118888626248;0.07153182450691553;0.07153182450691553
GO:0006814;0.0;0.09823391642255888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05610441158504202;0.0;0.0;1.0;0.0;0.21836919356317136;0.0;0.0;0.0
GO:0043161;0.009666166431303604;0.0;0.052364803152556746;0.0;0.1285085390730175;0.014764111714180007;0.009666166431303604;0.014753824947922906;0.1285085390730175;0.0;0.0;0.009666166431303604;0.0;1.0;0.0;0.009666166431303604;0.009666166431303604;0.009666166431303604
GO:0050892;0.0;0.09823391642255888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03809891779524255;0.0;0.0;0.21836919356317136;0.0;1.0;0.0;0.0;0.0
GO:0007409;0.21438118888626248;0.0;0.005791764842280598;0.0;0.022902471440549594;0.0025622542611064923;0.21438118888626248;0.0025604690327645833;0.022277141600228655;0.0;0.0;0.21438118888626248;0.0;0.009666166431303604;0.0;1.0;0.05211794261980828;0.05211794261980828
GO:0048013;0.09316800583949557;0.0;0.005791764842280598;0.10155048431176032;0.022902471440549594;0.0025622542611064923;0.10861444214277861;0.0025604690327645833;0.022277141600228655;0.0;0.03203300198081839;0.07153182450691553;0.0;0.009666166431303604;0.0;0.05211794261980828;1.0;0.6268118944634699
GO:0035329;0.09316800583949557;0.0;0.005791764842280598;0.10155048431176032;0.022902471440549594;0.0025622542611064923;0.12741218007660887;0.0025604690327645833;0.022277141600228655;0.0;0.03203300198081839;0.07153182450691553;0.0;0.009666166431303604;0.0;0.05211794261980828;0.6268118944634699;1.0
