;GO:0090557;GO:0071816;GO:0006351;GO:0030162;GO:0006464;GO:0046710;GO:0022008;GO:0046037;GO:0043687;GO:0003333;GO:0006357;GO:0030316;GO:0006814;GO:0043161;GO:0050892;GO:0007409;GO:0048013;GO:0035329
GO:0090557;1.0;0.0;0.05714285714285716;0.0;0.09523809523809523;0.046511627906976716;0.4;0.046511627906976716;0.09090909090909094;0.0;0.0;0.3076923076923077;0.0;0.06451612903225812;0.0;0.2222222222222222;0.125;0.1428571428571429
GO:0071816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.16666666666666663;0.0;0.17647058823529416;0.0;0.0;0.0
GO:0006351;0.05714285714285716;0.0;1.0;0.0;0.2727272727272727;0.23076923076923073;0.06451612903225812;0.23076923076923073;0.2647058823529411;0.0;0.0;0.05882352941176472;0.0;0.2093023255813954;0.0;0.05128205128205132;0.05714285714285716;0.06060606060606055
GO:0030162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35;0.0;0.0;0.0;0.0;0.0;0.2142857142857143;0.25
GO:0006464;0.09523809523809523;0.0;0.2727272727272727;0.0;1.0;0.19047619047619047;0.11764705882352944;0.19047619047619047;0.9333333333333333;0.0;0.0;0.09999999999999998;0.0;0.40740740740740744;0.0;0.07999999999999996;0.09523809523809523;0.10526315789473684
GO:0046710;0.046511627906976716;0.0;0.23076923076923073;0.0;0.19047619047619047;1.0;0.05128205128205132;0.8;0.18604651162790697;0.0;0.0;0.04761904761904767;0.0;0.15384615384615385;0.0;0.04255319148936165;0.046511627906976716;0.04878048780487809
GO:0022008;0.4;0.0;0.06451612903225812;0.0;0.11764705882352944;0.05128205128205132;1.0;0.05128205128205132;0.11111111111111116;0.0;0.0;0.625;0.0;0.07407407407407407;0.0;0.2857142857142857;0.16666666666666663;0.19999999999999996
GO:0046037;0.046511627906976716;0.0;0.23076923076923073;0.0;0.19047619047619047;0.8;0.05128205128205132;1.0;0.18604651162790697;0.0;0.0;0.04761904761904767;0.0;0.15384615384615385;0.0;0.04255319148936165;0.046511627906976716;0.04878048780487809
GO:0043687;0.09090909090909094;0.0;0.2647058823529411;0.0;0.9333333333333333;0.18604651162790697;0.11111111111111116;0.18604651162790697;1.0;0.0;0.0;0.09523809523809523;0.0;0.3928571428571429;0.0;0.07692307692307687;0.09090909090909094;0.09999999999999998
GO:0003333;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.25;0.0;0.19999999999999996;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.35;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.18181818181818177
GO:0030316;0.3076923076923077;0.0;0.05882352941176472;0.0;0.09999999999999998;0.04761904761904767;0.625;0.04761904761904767;0.09523809523809523;0.0;0.0;1.0;0.0;0.06666666666666665;0.0;0.23529411764705888;0.1333333333333333;0.15384615384615385
GO:0006814;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;1.0;0.0;0.36363636363636365;0.0;0.0;0.0
GO:0043161;0.06451612903225812;0.0;0.2093023255813954;0.0;0.40740740740740744;0.15384615384615385;0.07407407407407407;0.15384615384615385;0.3928571428571429;0.0;0.0;0.06666666666666665;0.0;1.0;0.0;0.05714285714285716;0.06451612903225812;0.06896551724137934
GO:0050892;0.0;0.17647058823529416;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.36363636363636365;0.0;1.0;0.0;0.0;0.0
GO:0007409;0.2222222222222222;0.0;0.05128205128205132;0.0;0.07999999999999996;0.04255319148936165;0.2857142857142857;0.04255319148936165;0.07692307692307687;0.0;0.0;0.23529411764705888;0.0;0.05714285714285716;0.0;1.0;0.09999999999999998;0.11111111111111116
GO:0048013;0.125;0.0;0.05714285714285716;0.2142857142857143;0.09523809523809523;0.046511627906976716;0.16666666666666663;0.046511627906976716;0.09090909090909094;0.0;0.16666666666666663;0.1333333333333333;0.0;0.06451612903225812;0.0;0.09999999999999998;1.0;0.6
GO:0035329;0.1428571428571429;0.0;0.06060606060606055;0.25;0.10526315789473684;0.04878048780487809;0.19999999999999996;0.04878048780487809;0.09999999999999998;0.0;0.18181818181818177;0.15384615384615385;0.0;0.06896551724137934;0.0;0.11111111111111116;0.6;1.0
