;GO:0090557;GO:0071816;GO:0006351;GO:0030162;GO:0006464;GO:0046710;GO:0022008;GO:0046037;GO:0043687;GO:0003333;GO:0006357;GO:0030316;GO:0006814;GO:0043161;GO:0050892;GO:0007409;GO:0048013;GO:0035329
GO:0090557;1.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.1890450431733396;0.01468324974140624;0.01468324974140624;0.0;0.0;0.1890450431733396;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.01468324974140624
GO:0071816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14423930631556076;0.0;0.0;0.14423930631556076;0.0;0.14423930631556076;0.0;0.0;0.0
GO:0006351;0.01468324974140624;0.0;1.0;0.0;0.10587402764930422;0.13943261564481066;0.01468324974140624;0.13943261564481066;0.10587402764930422;0.0;0.0;0.01468324974140624;0.0;0.10587402764930422;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0030162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374
GO:0006464;0.01468324974140624;0.0;0.10587402764930422;0.0;1.0;0.1237146889194086;0.01468324974140624;0.1237146889194086;0.18032682375526765;0.0;0.0;0.01468324974140624;0.0;0.1468397877411918;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0046710;0.01468324974140624;0.0;0.13943261564481066;0.0;0.1237146889194086;1.0;0.01468324974140624;0.5939181738069778;0.1237146889194086;0.0;0.0;0.01468324974140624;0.0;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0022008;0.1890450431733396;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.22804082589224092;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.01468324974140624
GO:0046037;0.01468324974140624;0.0;0.13943261564481066;0.0;0.1237146889194086;0.5939181738069778;0.01468324974140624;1.0;0.1237146889194086;0.0;0.0;0.01468324974140624;0.0;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0043687;0.01468324974140624;0.0;0.10587402764930422;0.0;0.18032682375526765;0.1237146889194086;0.01468324974140624;0.1237146889194086;1.0;0.0;0.0;0.01468324974140624;0.0;0.1468397877411918;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0003333;0.0;0.14423930631556076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2671917332720723;0.0;0.14698621595948655;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.10900961301269105;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725
GO:0030316;0.1890450431733396;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.22804082589224092;0.01468324974140624;0.01468324974140624;0.0;0.0;1.0;0.0;0.01468324974140624;0.0;0.1890450431733396;0.01468324974140624;0.01468324974140624
GO:0006814;0.0;0.14423930631556076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2671917332720723;0.0;0.0;1.0;0.0;0.14698621595948655;0.0;0.0;0.0
GO:0043161;0.01468324974140624;0.0;0.10587402764930422;0.0;0.1468397877411918;0.1237146889194086;0.01468324974140624;0.1237146889194086;0.1468397877411918;0.0;0.0;0.01468324974140624;0.0;1.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624
GO:0050892;0.0;0.14423930631556076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.14698621595948655;0.0;1.0;0.0;0.0;0.0
GO:0007409;0.1890450431733396;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.1890450431733396;0.01468324974140624;0.01468324974140624;0.0;0.0;0.1890450431733396;0.0;0.01468324974140624;0.0;1.0;0.01468324974140624;0.01468324974140624
GO:0048013;0.01468324974140624;0.0;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;1.0;0.12659489728285286
GO:0035329;0.01468324974140624;0.0;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.12659489728285286;1.0
