;GO:0090557;GO:0071816;GO:0006351;GO:0030162;GO:0006464;GO:0046710;GO:0022008;GO:0046037;GO:0043687;GO:0003333;GO:0006357;GO:0030316;GO:0006814;GO:0043161;GO:0050892;GO:0007409;GO:0048013;GO:0035329
GO:0090557;1.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.8
GO:0071816;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.8;0.0;0.0;0.0
GO:0006351;0.8;0.0;1.0;0.0;0.6000000000000001;0.48300749985576874;0.8;0.48300749985576874;0.5356143810225276;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.8
GO:0030162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923
GO:0006464;0.5356143810225276;0.0;0.6000000000000001;0.0;1.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;1.0;0.0;0.0;0.48300749985576874;0.0;0.6830074998557688;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276
GO:0046710;0.43852901558847923;0.0;0.48300749985576874;0.0;0.43852901558847923;1.0;0.4;0.8;0.4;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923
GO:0022008;0.8;0.0;0.8;0.0;0.48300749985576874;0.4;1.0;0.4;0.43852901558847923;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.8
GO:0046037;0.43852901558847923;0.0;0.48300749985576874;0.0;0.43852901558847923;0.8;0.4;1.0;0.4;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923
GO:0043687;0.48300749985576874;0.0;0.5356143810225276;0.0;1.0;0.4;0.43852901558847923;0.4;1.0;0.0;0.0;0.43852901558847923;0.0;0.6000000000000001;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874
GO:0003333;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.43852901558847923;0.0;0.6000000000000001;0.0;0.0;0.0
GO:0006357;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4;0.4
GO:0030316;0.8;0.0;0.8;0.0;0.48300749985576874;0.4;0.8;0.4;0.43852901558847923;0.0;0.0;1.0;0.0;0.8;0.0;0.8;0.8;0.8
GO:0006814;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;1.0;0.0;0.5356143810225276;0.0;0.0;0.0
GO:0043161;0.8;0.0;0.8;0.0;0.6830074998557688;0.5356143810225276;0.8;0.5356143810225276;0.6000000000000001;0.0;0.0;0.8;0.0;1.0;0.0;0.8;0.8;0.8
GO:0050892;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;1.0;0.0;0.0;0.0
GO:0007409;0.8;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.0;0.0;0.8;0.0;0.8;0.0;1.0;0.8;0.8
GO:0048013;0.8;0.0;0.8;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.0;0.4;0.8;0.0;0.8;0.0;0.8;1.0;0.8
GO:0035329;0.8;0.0;0.8;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.0;0.4;0.8;0.0;0.8;0.0;0.8;0.8;1.0
