;GO:0045429;GO:0003091;GO:0033540;GO:1905004;GO:0055078;GO:1901642;GO:1901787;GO:0009436;GO:1904659;GO:0006544;GO:0006814;GO:0050796;GO:0019481;GO:0097267;GO:0002933;GO:0046487;GO:0019265;GO:0032305;GO:0010133;GO:0015721;GO:0032787;GO:0036101;GO:1905012;GO:0070837;GO:0006475;GO:1904823;GO:1904985;GO:0006139;GO:0006569;GO:0006625;GO:0019373;GO:0072531;GO:0015855;GO:0051259;GO:0106001
GO:0045429;1.0;0.09090909090909094;0.0;0.0;0.09677419354838712;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.1282051282051282;0.0;0.0;0.0;0.0;0.07547169811320753;0.09523809523809523;0.0;0.0;0.0;0.0;0.23684210526315785;0.0;0.0;0.0;0.2647058823529411;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0003091;0.09090909090909094;1.0;0.0;0.0;0.2941176470588235;0.0;0.0;0.0;0.0;0.10344827586206895;0.0;0.10344827586206895;0.0;0.0;0.0;0.0;0.0714285714285714;0.0625;0.0;0.0;0.0;0.0;0.06060606060606055;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1578947368421053
GO:0033540;0.0;0.0;1.0;0.19999999999999996;0.0;0.0;0.1428571428571429;0.53125;0.0;0.2564102564102564;0.0;0.0;0.38095238095238093;0.4117647058823529;0.31034482758620685;0.33333333333333337;0.1923076923076923;0.0;0.34782608695652173;0.0;0.31034482758620685;0.5853658536585367;0.0;0.0;0.15000000000000002;0.0;0.0;0.17647058823529416;0.2857142857142857;0.0357142857142857;0.4117647058823529;0.0;0.0;0.05882352941176472;0.0
GO:1905004;0.0;0.0;0.19999999999999996;1.0;0.0;0.0;0.1351351351351351;0.24390243902439024;0.0;0.275;0.0;0.0;0.22448979591836737;0.25;0.1428571428571429;0.3125;0.3913043478260869;0.0;0.2549019607843137;0.0;0.29032258064516125;0.17543859649122806;0.0;0.0;0.1707317073170732;0.0;0.0;0.3125;0.2542372881355932;0.03448275862068961;0.25;0.0;0.0;0.05555555555555558;0.0
GO:0055078;0.09677419354838712;0.2941176470588235;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.07499999999999996;0.06666666666666665;0.0;0.0;0.0;0.0;0.06451612903225812;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901642;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4285714285714286;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2777777777777778;0.0;0.0;0.0;0.3571428571428571;0.0;0.5384615384615384;0.0;0.0;0.0;0.18181818181818177;0.0;0.7;0.5454545454545454;0.0;0.33333333333333337
GO:1901787;0.0;0.0;0.1428571428571429;0.1351351351351351;0.0;0.0;1.0;0.1923076923076923;0.0;0.1923076923076923;0.0;0.0;0.1428571428571429;0.19999999999999996;0.33333333333333337;0.2941176470588235;0.1282051282051282;0.0;0.1282051282051282;0.0;0.33333333333333337;0.11904761904761907;0.0;0.0;0.21739130434782605;0.0;0.0;0.2941176470588235;0.10204081632653061;0.052631578947368474;0.19999999999999996;0.0;0.0;0.125;0.0
GO:0009436;0.0;0.0;0.53125;0.24390243902439024;0.0;0.0;0.1923076923076923;1.0;0.0;0.29032258064516125;0.0;0.0;0.4411764705882353;0.3448275862068966;0.20833333333333337;0.55;0.20454545454545459;0.0;0.39473684210526316;0.0;0.44999999999999996;0.4358974358974359;0.0;0.0;0.15625;0.0;0.0;0.1923076923076923;0.3125;0.04255319148936165;0.3448275862068966;0.0;0.0;0.07999999999999996;0.0
GO:1904659;0.0;0.0;0.0;0.0;0.0;0.4285714285714286;0.0;0.0;1.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2777777777777778;0.0;0.0;0.0;0.3571428571428571;0.0;0.4285714285714286;0.0;0.0;0.0;0.1470588235294118;0.0;0.5454545454545454;0.41666666666666663;0.0;0.4285714285714286
GO:0006544;0.09999999999999998;0.10344827586206895;0.2564102564102564;0.275;0.11111111111111116;0.0;0.1923076923076923;0.29032258064516125;0.0;1.0;0.0;0.08108108108108103;0.4;0.3448275862068966;0.26086956521739135;0.40909090909090906;0.6060606060606061;0.050000000000000044;0.3589743589743589;0.0;0.44999999999999996;0.21739130434782605;0.04878048780487809;0.0;0.27586206896551724;0.0;0.05405405405405406;0.29166666666666663;0.2857142857142857;0.04255319148936165;0.3448275862068966;0.0;0.0;0.07999999999999996;0.0
GO:0006814;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.2857142857142857;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3125;0.0;0.0;0.0;0.41666666666666663;0.0;0.2857142857142857;0.0;0.0;0.0;0.12121212121212122;0.0;0.36363636363636365;0.36363636363636365;0.0;0.2857142857142857
GO:0050796;0.1282051282051282;0.10344827586206895;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.08108108108108103;0.0;1.0;0.0;0.0;0.0;0.0;0.06000000000000005;0.16666666666666663;0.0;0.0;0.0;0.0;0.10256410256410253;0.0;0.0;0.0;0.11428571428571432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0019481;0.0;0.0;0.38095238095238093;0.22448979591836737;0.0;0.0;0.1428571428571429;0.4411764705882353;0.0;0.4;0.0;0.0;1.0;0.26315789473684215;0.1875;0.29032258064516125;0.29166666666666663;0.0;0.5897435897435898;0.0;0.31034482758620685;0.326530612244898;0.0;0.0;0.21052631578947367;0.0;0.0;0.21212121212121215;0.4693877551020408;0.0357142857142857;0.26315789473684215;0.0;0.0;0.05882352941176472;0.0
GO:0097267;0.0;0.0;0.4117647058823529;0.25;0.0;0.0;0.19999999999999996;0.3448275862068966;0.0;0.3448275862068966;0.0;0.0;0.26315789473684215;1.0;0.4;0.5;0.23809523809523814;0.0;0.23809523809523814;0.0;0.4736842105263158;0.4864864864864865;0.0;0.0;0.19999999999999996;0.0;0.0;0.25;0.1923076923076923;0.04347826086956519;1.0;0.0;0.0;0.08333333333333337;0.0
GO:0002933;0.0;0.0;0.31034482758620685;0.1428571428571429;0.0;0.0;0.33333333333333337;0.20833333333333337;0.0;0.26086956521739135;0.0;0.0;0.1875;0.4;1.0;0.33333333333333337;0.16666666666666663;0.0;0.16666666666666663;0.0;0.3846153846153846;0.21621621621621623;0.0;0.0;0.30000000000000004;0.0;0.0;0.4285714285714286;0.13043478260869568;0.05555555555555558;0.4;0.0;0.0;0.1428571428571429;0.0
