;GO:0045429;GO:0003091;GO:0033540;GO:1905004;GO:0055078;GO:1901642;GO:1901787;GO:0009436;GO:1904659;GO:0006544;GO:0006814;GO:0050796;GO:0019481;GO:0097267;GO:0002933;GO:0046487;GO:0019265;GO:0032305;GO:0010133;GO:0015721;GO:0032787;GO:0036101;GO:1905012;GO:0070837;GO:0006475;GO:1904823;GO:1904985;GO:0006139;GO:0006569;GO:0006625;GO:0019373;GO:0072531;GO:0015855;GO:0051259;GO:0106001
GO:0045429;1.0;0.3523302080394402;0.0;0.0;0.3167261410301812;0.0;0.0;0.0;0.0;0.5708821702892167;0.0;0.37620420455963793;0.0;0.0;0.0;0.0;0.4591412179849446;0.33606556027110057;0.0;0.0;0.0;0.0;0.43539995407369025;0.0;0.0;0.0;0.40872556617289707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0003091;0.3523302080394402;1.0;0.0;0.0;0.45241463679139604;0.0;0.0;0.0;0.0;0.41460736879263516;0.0;0.37620420455963793;0.0;0.0;0.0;0.0;0.3153852148385326;0.2414025049521108;0.0;0.0;0.0;0.0;0.21498835234801905;0.0;0.0;0.0;0.20232523299609012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5010395655041737
GO:0033540;0.0;0.0;1.0;0.41599354393456983;0.0;0.0;0.28386155347762465;0.5317361238177768;0.0;0.4187274851063223;0.0;0.0;0.36861139796923525;0.48437483158050143;0.574786377115528;0.4653291688247796;0.32364664872446386;0.0;0.415426342146763;0.0;0.6144293063832387;0.6015889316771886;0.0;0.0;0.3110243073516391;0.0;0.0;0.46653365358727855;0.45450361410278367;0.25074796960415136;0.48437483158050143;0.0;0.0;0.2799805186442958;0.0
GO:1905004;0.0;0.0;0.41599354393456983;1.0;0.0;0.0;0.32080654667853226;0.465457335485647;0.0;0.4610187784612513;0.0;0.0;0.3096353801755996;0.41599354393456983;0.2941321587777391;0.5249353990151037;0.4580299204906494;0.0;0.37608038071863975;0.0;0.6895242753668311;0.41599354393456983;0.0;0.0;0.35669313641893835;0.0;0.0;0.6020087264890295;0.4151576526746604;0.28769296280505896;0.41599354393456983;0.0;0.0;0.3169255118452034;0.0
GO:0055078;0.3167261410301812;0.45241463679139604;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3790033017833762;0.0;0.3462189253670271;0.0;0.0;0.0;0.0;0.2899235864685205;0.2196627728943789;0.0;0.0;0.0;0.0;0.1963654943307231;0.0;0.0;0.0;0.18058550093835818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901642;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.49793455042968854;0.0;0.42020632471790426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4339501219711385;0.0;0.0;0.0;0.44392301154788216;0.0;0.5575407806200126;0.0;0.0;0.0;0.4613609769822782;0.0;0.6141035778205073;0.48193343191347193;0.0;0.4607526765327991
GO:1901787;0.0;0.0;0.28386155347762465;0.32080654667853226;0.0;0.0;1.0;0.32080654667853226;0.0;0.4057449444211438;0.0;0.0;0.24157026012269567;0.30117649031301985;0.32080654667853226;0.370142171568742;0.30117649031301985;0.0;0.26837281468435636;0.0;0.45014846121061153;0.32080654667853226;0.0;0.0;0.3492789874861772;0.0;0.0;0.5202770725150849;0.3229388254336453;0.31436735070585214;0.30117649031301985;0.0;0.0;0.34359989974599653;0.0
GO:0009436;0.0;0.0;0.5317361238177768;0.465457335485647;0.0;0.0;0.32080654667853226;1.0;0.0;0.4610187784612513;0.0;0.0;0.3981114053113678;0.41599354393456983;0.2941321587777391;0.8714280885539538;0.35645032435312735;0.0;0.457717635501692;0.0;0.6895242753668311;0.5317361238177768;0.0;0.0;0.322604599585384;0.0;0.0;0.49360268461429174;0.49679490745771265;0.28769296280505896;0.41599354393456983;0.0;0.0;0.3169255118452034;0.0
GO:1904659;0.0;0.0;0.0;0.0;0.0;0.49793455042968854;0.0;0.0;1.0;0.0;0.39002019969483215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4139064355873133;0.0;0.0;0.0;0.3970767706023964;0.0;0.4975209204113757;0.0;0.0;0.0;0.40643622166779436;0.0;0.534453661246358;0.44432361343438337;0.0;0.5683947223532282
GO:0006544;0.5708821702892167;0.41460736879263516;0.4187274851063223;0.4610187784612513;0.3790033017833762;0.0;0.4057449444211438;0.4610187784612513;0.0;1.0;0.0;0.4384813653128328;0.4748328606173789;0.4187274851063223;0.3942928188482664;0.5144957209237051;0.7762190855112279;0.30367966570530575;0.5171241539723079;0.0;0.609990749358843;0.4187274851063223;0.277265513101214;0.0;0.4344590359654016;0.0;0.26460239374928507;0.6011440117073934;0.5830039804899891;0.3726313605476705;0.4187274851063223;0.0;0.0;0.40186390958781487;0.0
