;GO:0045429;GO:0003091;GO:0033540;GO:1905004;GO:0055078;GO:1901642;GO:1901787;GO:0009436;GO:1904659;GO:0006544;GO:0006814;GO:0050796;GO:0019481;GO:0097267;GO:0002933;GO:0046487;GO:0019265;GO:0032305;GO:0010133;GO:0015721;GO:0032787;GO:0036101;GO:1905012;GO:0070837;GO:0006475;GO:1904823;GO:1904985;GO:0006139;GO:0006569;GO:0006625;GO:0019373;GO:0072531;GO:0015855;GO:0051259;GO:0106001
GO:0045429;1.0;0.20591345863157662;0.0;0.0;0.21577441230817698;0.0;0.0;0.0;0.0;0.20014863096354857;0.0;0.2877403509836194;0.0;0.0;0.0;0.0;0.1615213559332472;0.23024310002523135;0.0;0.0;0.0;0.0;0.44561562469514027;0.0;0.0;0.0;0.47394594620834135;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0003091;0.20591345863157662;1.0;0.0;0.0;0.48760813489418575;0.0;0.0;0.0;0.0;0.22580522758940744;0.0;0.23453680702613755;0.0;0.0;0.0;0.0;0.17003593244167758;0.1727350646426193;0.0;0.0;0.0;0.0;0.16065526874554198;0.0;0.0;0.0;0.17478673584859103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29302881624148985
GO:0033540;0.0;0.0;1.0;0.36906782558321155;0.0;0.0;0.3275173658233016;0.7036175186336471;0.0;0.4560156573525192;0.0;0.0;0.5853297810996048;0.6185929982541981;0.5299051130942106;0.5397605062284067;0.3726374657222796;0.0;0.5485280386690685;0.0;0.5617606491875461;0.7520214707349907;0.0;0.0;0.3297171296533571;0.0;0.0;0.3720454240079918;0.4808695724343456;0.10557300390184378;0.6185088807098459;0.0;0.0;0.1612232259775999;0.0
GO:1905004;0.0;0.0;0.36906782558321155;1.0;0.0;0.0;0.30302718004139295;0.42616666534887376;0.0;0.4655642990756229;0.0;0.0;0.41321004762316466;0.4306662168217784;0.31194120304245415;0.499508619452458;0.5830490663637201;0.0;0.45224088989996775;0.0;0.5182927548110314;0.3378005581499077;0.0;0.0;0.34780684457612787;0.0;0.0;0.522133997819058;0.4553108314454934;0.09973509027150466;0.43061141881738113;0.0;0.0;0.1479941654800597;0.0
GO:0055078;0.21577441230817698;0.48760813489418575;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2377185041465214;0.0;0.24741551142356166;0.0;0.0;0.0;0.0;0.17670434050133615;0.1820445164607965;0.0;0.0;0.0;0.0;0.1686779451406362;0.0;0.0;0.0;0.18432475377730906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901642;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.6068166073319844;0.0;0.46859366707922284;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.463513157447012;0.0;0.0;0.0;0.5411046446235503;0.0;0.6925252014664893;0.0;0.0;0.0;0.3280040600742916;0.0;0.7817578991311724;0.6894192874206895;0.0;0.5175951083066661
GO:1901787;0.0;0.0;0.3275173658233016;0.30302718004139295;0.0;0.0;1.0;0.40762428173764775;0.0;0.38978404768004615;0.0;0.0;0.32561091017944993;0.41447027376519163;0.5616227800533687;0.530847980916117;0.29383803651698276;0.0;0.2979505760173168;0.0;0.5669402828789253;0.2883668842534937;0.0;0.0;0.4159488504496661;0.0;0.0;0.5008646328122833;0.2503572793474181;0.14653405289284108;0.4143863912817706;0.0;0.0;0.2813086631140019;0.0
GO:0009436;0.0;0.0;0.7036175186336471;0.42616666534887376;0.0;0.0;0.40762428173764775;1.0;0.0;0.48540386424856136;0.0;0.0;0.6319074068822172;0.5525897855975886;0.4239196046647308;0.7687150132571636;0.3832773719962623;0.0;0.5861182995814356;0.0;0.7056723209785606;0.6315320059101732;0.0;0.0;0.33528637103835224;0.0;0.0;0.3883599616933286;0.5043365714886073;0.12309339988643918;0.5524995717524185;0.0;0.0;0.2059997757128205;0.0
GO:1904659;0.0;0.0;0.0;0.0;0.0;0.6068166073319844;0.0;0.0;1.0;0.0;0.47095641464392146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46543207211567295;0.0;0.0;0.0;0.5437215928570714;0.0;0.6085107002324064;0.0;0.0;0.0;0.281834424960951;0.0;0.6873301883946822;0.5940178925306772;0.0;0.598003621501901
GO:0006544;0.20014863096354857;0.22580522758940744;0.4560156573525192;0.4655642990756229;0.2377185041465214;0.0;0.38978404768004615;0.48540386424856136;0.0;1.0;0.0;0.18244659721813966;0.6082852865642937;0.5501396761767086;0.47799478676735807;0.5927740168435717;0.7953756201637927;0.13489734217069665;0.5654308242381036;0.0;0.6217360790112287;0.41055838036024805;0.12741547998679578;0.0;0.4889137532644118;0.0;0.13614537227539475;0.5054359648012048;0.48842651002240967;0.11938586905672606;0.550053111372681;0.0;0.0;0.19582261412576482;0.0
GO:0006814;0.0;0.0;0.0;0.0;0.0;0.46859366707922284;0.0;0.0;0.47095641464392146;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4959588749246776;0.0;0.0;0.0;0.5864515992559013;0.0;0.4700081924538315;0.0;0.0;0.0;0.24402848214618447;0.0;0.5365357220079165;0.5395535268045824;0.0;0.4668838506129805
GO:0050796;0.2877403509836194;0.23453680702613755;0.0;0.0;0.24741551142356166;0.0;0.0;0.0;0.0;0.18244659721813966;0.0;1.0;0.0;0.0;0.0;0.0;0.14422583901036282;0.33452860228517634;0.0;0.0;0.0;0.0;0.2535313881621116;0.0;0.0;0.0;0.271438303246751;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0019481;0.0;0.0;0.5853297810996048;0.41321004762316466;0.0;0.0;0.32561091017944993;0.6319074068822172;0.0;0.6082852865642937;0.0;0.0;1.0;0.4730644369144002;0.39680588010475115;0.49546378734954294;0.4974982944258577;0.0;0.7560715009820838;0.0;0.5155364770072489;0.5333073913407917;0.0;0.0;0.4202531744446913;0.0;0.0;0.42539375627853754;0.6631346731361405;0.10512720186629247;0.4730004272440083;0.0;0.0;0.1601858746027751;0.0
GO:0097267;0.0;0.0;0.6185929982541981;0.4306662168217784;0.0;0.0;0.41447027376519163;0.5525897855975886;0.0;0.5501396761767086;0.0;0.0;0.4730644369144002;1.0;0.6226513021262942;0.6825340773634715;0.4332030260200383;0.0;0.4384286675516776;0.0;0.7180955432999782;0.6767887190296044;0.0;0.0;0.40150559564897575;0.0;0.0;0.46607740269039766;0.3767072847154756;0.12448857218983665;0.9596287127151653;0.0;0.0;0.20993726953146805;0.0
GO:0002933;0.0;0.0;0.5299051130942106;0.31194120304245415;0.0;0.0;0.5616227800533687;0.4239196046647308;0.0;0.47799478676735807;0.0;0.0;0.39680588010475115;0.6226513021262942;1.0;0.5588225574914485;0.3569823670726212;0.0;0.3621231115573923;0.0;0.5989628874970307;0.42791281102765755;0.0;0.0;0.5113908075999424;0.0;0.0;0.6209665477737192;0.3028805150816863;0.15122947977128604;0.6225201623754877;0.0;0.0;0.29913885406720075;0.0
GO:0046487;0.0;0.0;0.5397605062284067;0.499508619452458;0.0;0.0;0.530847980916117;0.7687150132571636;0.0;0.5927740168435717;0.0;0.0;0.49546378734954294;0.6825340773634715;0.5588225574914485;1.0;0.44724321414525303;0.0;0.45348620700404374;0.0;0.9323522861084841;0.47540467137085723;0.0;0.0;0.41441089060870595;0.0;0.0;0.49863630965836003;0.38120978934580796;0.14610485482893032;0.6823964516780366;0.0;0.0;0.2797311301166359;0.0
GO:0019265;0.1615213559332472;0.17003593244167758;0.3726374657222796;0.5830490663637201;0.17670434050133615;0.0;0.29383803651698276;0.3832773719962623;0.0;0.7953756201637927;0.0;0.14422583901036282;0.4974982944258577;0.4332030260200383;0.3569823670726212;0.44724321414525303;1.0;0.1069451078045447;0.4684598574187453;0.0;0.4635346831878732;0.3417198845627244;0.10218797964173557;0.0;0.3847645228866758;0.0;0.10772801151391044;0.3853171839359713;0.4143390136106016;0.09748068174357499;0.4331493484429699;0.0;0.0;0.1430839386368484;0.0
GO:0032305;0.23024310002523135;0.1727350646426193;0.0;0.0;0.1820445164607965;0.0;0.0;0.0;0.0;0.13489734217069665;0.0;0.33452860228517634;0.0;0.0;0.0;0.0;0.1069451078045447;1.0;0.0;0.0;0.0;0.0;0.19059517146026925;0.0;0.0;0.0;0.20386742417967546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010133;0.0;0.0;0.5485280386690685;0.45224088989996775;0.0;0.0;0.2979505760173168;0.5861182995814356;0.0;0.5654308242381036;0.0;0.0;0.7560715009820838;0.4384286675516776;0.3621231115573923;0.45348620700404374;0.4684598574187453;0.0;1.0;0.0;0.47024419111622573;0.5025849308803567;0.0;0.0;0.3894161051890974;0.0;0.0;0.4780540160333908;0.7304466314912956;0.09849404937686713;0.438373687242331;0.0;0.0;0.1452778997069359;0.0
GO:0015721;0.0;0.0;0.0;0.0;0.0;0.463513157447012;0.0;0.0;0.46543207211567295;0.0;0.4959588749246776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.7097610105911425;0.0;0.4646623838079536;0.0;0.0;0.0;0.2639222737146392;0.0;0.5173510594134931;0.51967955833124;0.0;0.46212237120830635
GO:0032787;0.0;0.0;0.5617606491875461;0.5182927548110314;0.0;0.0;0.5669402828789253;0.7056723209785606;0.0;0.6217360790112287;0.0;0.0;0.5155364770072489;0.7180955432999782;0.5989628874970307;0.9323522861084841;0.4635346831878732;0.0;0.47024419111622573;0.0;1.0;0.4923888577105128;0.0;0.0;0.43608332709029596;0.0;0.0;0.5303505272025837;0.3929823613426126;0.15209255919455392;0.7179432044348387;0.0;0.0;0.3025347504414961;0.0
GO:0036101;0.0;0.0;0.7520214707349907;0.3378005581499077;0.0;0.0;0.2883668842534937;0.6315320059101732;0.0;0.41055838036024805;0.0;0.0;0.5333073913407917;0.6767887190296044;0.42791281102765755;0.47540467137085723;0.3417198845627244;0.0;0.5025849308803567;0.0;0.4923888577105128;1.0;0.0;0.0;0.29552273150900293;0.0;0.0;0.32907991990726443;0.4451926520174239;0.09612129135093109;0.676706210704713;0.0;0.0;0.1401741275795506;0.0
GO:1905012;0.44561562469514027;0.16065526874554198;0.0;0.0;0.1686779451406362;0.0;0.0;0.0;0.0;0.12741547998679578;0.0;0.2535313881621116;0.0;0.0;0.0;0.0;0.10218797964173557;0.19059517146026925;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5276946974756139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0070837;0.0;0.0;0.0;0.0;0.0;0.5411046446235503;0.0;0.0;0.5437215928570714;0.0;0.5864515992559013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7097610105911425;0.0;0.0;0.0;1.0;0.0;0.5426714832113094;0.0;0.0;0.0;0.28738690691743557;0.0;0.6159308921781941;0.6192341460040378;0.0;0.5392102053429723
GO:0006475;0.0;0.0;0.3297171296533571;0.34780684457612787;0.0;0.0;0.4159488504496661;0.33528637103835224;0.0;0.4889137532644118;0.0;0.0;0.4202531744446913;0.40150559564897575;0.5113908075999424;0.41441089060870595;0.3847645228866758;0.0;0.3894161051890974;0.0;0.43608332709029596;0.29552273150900293;0.0;0.0;1.0;0.0;0.0;0.5377294554364503;0.334490704104907;0.12478793183035733;0.40143895354624937;0.0;0.0;0.2107900373465634;0.0
GO:1904823;0.0;0.0;0.0;0.0;0.0;0.6925252014664893;0.0;0.0;0.6085107002324064;0.0;0.4700081924538315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4646623838079536;0.0;0.0;0.0;0.5426714832113094;0.0;1.0;0.0;0.0;0.0;0.3284968296228279;0.0;0.7842179085462005;0.7785695038825936;0.0;0.5190285744097487
GO:1904985;0.47394594620834135;0.17478673584859103;0.0;0.0;0.18432475377730906;0.0;0.0;0.0;0.0;0.13614537227539475;0.0;0.271438303246751;0.0;0.0;0.0;0.0;0.10772801151391044;0.20386742417967546;0.0;0.0;0.0;0.0;0.5276946974756139;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006139;0.0;0.0;0.3720454240079918;0.522133997819058;0.0;0.0;0.5008646328122833;0.3883599616933286;0.0;0.5054359648012048;0.0;0.0;0.42539375627853754;0.46607740269039766;0.6209665477737192;0.49863630965836003;0.3853171839359713;0.0;0.4780540160333908;0.0;0.5303505272025837;0.32907991990726443;0.0;0.0;0.5377294554364503;0.0;0.0;1.0;0.47809480741859267;0.14088915671801688;0.46598760400299427;0.0;0.0;0.26121663554577285;0.0
GO:0006569;0.0;0.0;0.4808695724343456;0.4553108314454934;0.0;0.0;0.2503572793474181;0.5043365714886073;0.0;0.48842651002240967;0.0;0.0;0.6631346731361405;0.3767072847154756;0.3028805150816863;0.38120978934580796;0.4143390136106016;0.0;0.7304466314912956;0.0;0.3929823613426126;0.4451926520174239;0.0;0.0;0.334490704104907;0.0;0.0;0.47809480741859267;1.0;0.08630750611033457;0.376666694159855;0.0;0.0;0.12023653569273918;0.0
