;GO:0016525;GO:0014068;GO:0021957;GO:0007179;GO:1904659;GO:0001666;GO:0001701;GO:0048048;GO:0006518;GO:2001205;GO:0070208;GO:0019800;GO:0016239;GO:0014032;GO:0000902;GO:0090141;GO:0007266;GO:0046426;GO:0071560;GO:0016485;GO:0014824;GO:0010469;GO:0030334;GO:0018149;GO:0048050;GO:0007193;GO:0035583;GO:0035025;GO:0035582;GO:1903225;GO:0001890;GO:0045944;GO:0006469;GO:0043687;GO:0000122;GO:0030206;GO:1900747;GO:0071230;GO:0030208;GO:0007229;GO:0030207;GO:0001569;GO:0045112;GO:0019221;GO:0001649;GO:0051901;GO:0010596;GO:0050777;GO:2001223;GO:0050776;GO:0086100;GO:0032461;GO:0007043;GO:0006351;GO:0022617;GO:0044267;GO:0045995;GO:0007202;GO:0007204;GO:0007517;GO:1990314;GO:0006508;GO:0050900;GO:0032496;GO:0030199
GO:0016525;1.0;0.3333333333333333;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.3333333333333333;0.0;0.0;0.5555555555555556;0.1111111111111111;0.42105263157894735;0.0;0.0;0.1;0.25;0.375;0.0;0.0;0.1111111111111111;0.10526315789473684;0.3;0.08695652173913043;0.5555555555555556;0.0;0.2857142857142857;0.2;0.0;0.38095238095238093;0.0;0.47058823529411764;0.0;0.0;0.125;0.0;0.0;0.0;0.125;0.0;0.3333333333333333;0.5263157894736842;0.5333333333333333;0.5555555555555556;0.42857142857142855;0.125;0.35294117647058826;0.0;0.0;0.0;0.0;0.6666666666666666;0.21052631578947367;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0
GO:0014068;0.3333333333333333;1.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.5555555555555556;0.0;0.0;0.4444444444444444;0.1111111111111111;0.7368421052631579;0.0;0.0;0.1;0.75;0.5;0.0;0.0;0.1111111111111111;0.631578947368421;0.8;0.5217391304347826;0.4444444444444444;0.0;0.38095238095238093;0.2;0.0;0.38095238095238093;0.0;0.7058823529411765;0.0;0.0;0.125;0.0;0.0;0.0;0.125;0.0;0.4444444444444444;0.3157894736842105;0.5333333333333333;0.1111111111111111;0.5714285714285714;0.125;0.47058823529411764;0.0;0.0;0.0;0.0;0.4;0.21052631578947367;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0
GO:0021957;0.0;0.0;1.0;0.09523809523809523;0.0;0.0;0.1;0.10526315789473684;0.1111111111111111;0.0;0.1;0.09090909090909091;0.0;0.1111111111111111;0.11764705882352941;0.0;0.09523809523809523;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.2;0.10526315789473684;0.09523809523809523;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.2;0.0;0.09523809523809523;0.0;0.21052631578947367;0.09523809523809523;0.10526315789473684;0.09523809523809523;0.1;0.0;0.10526315789473684;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.1111111111111111;0.09090909090909091;0.3333333333333333;0.2222222222222222;0.0;0.0;0.16666666666666666;0.11764705882352941;0.09523809523809523;0.0;0.1111111111111111;0.0;0.3333333333333333
GO:0007179;0.1111111111111111;0.1111111111111111;0.09523809523809523;1.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.1;0.11764705882352941;0.10526315789473684;0.1111111111111111;0.13333333333333333;0.14285714285714285;0.1111111111111111;0.1111111111111111;0.10526315789473684;0.125;0.0;0.1;0.125;0.125;0.23529411764705882;0.0;0.1111111111111111;0.10526315789473684;0.1;0.08695652173913043;0.1111111111111111;0.0;0.09523809523809523;0.1;0.23529411764705882;0.09523809523809523;0.1111111111111111;0.11764705882352941;0.25;0.1111111111111111;0.125;0.1111111111111111;0.0;0.0;0.125;0.14285714285714285;0.1111111111111111;0.10526315789473684;0.13333333333333333;0.1111111111111111;0.14285714285714285;0.125;0.11764705882352941;0.13333333333333333;0.10526315789473684;0.26666666666666666;0.26666666666666666;0.13333333333333333;0.10526315789473684;0.19047619047619047;0.0;0.1111111111111111;0.0;0.13333333333333333;0.0;0.26666666666666666
GO:1904659;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001666;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.3333333333333333;0.0
GO:0001701;0.0;0.0;0.1;0.0;0.0;0.0;1.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.0;0.0;0.0
GO:0048048;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.13333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0
GO:0006518;0.0;0.0;0.1111111111111111;0.13333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.14285714285714285;0.5;0.0;0.16666666666666666;0.18181818181818182;0.0;0.13333333333333333;0.0;0.15384615384615385;0.46153846153846156;0.0;0.0;0.0;0.5714285714285714;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.5333333333333333;0.0;0.3076923076923077;0.5333333333333333;0.15384615384615385;0.5333333333333333;0.0;0.16666666666666666;0.15384615384615385;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.16666666666666666;0.375;0.3333333333333333;0.6666666666666666;0.0;0.0;0.2222222222222222;0.0;0.13333333333333333;0.6666666666666666;0.16666666666666666;0.0;0.3333333333333333
GO:2001205;0.5;0.4;0.0;0.1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0;0.4;0.1;0.38095238095238093;0.0;0.0;0.09090909090909091;0.4444444444444444;0.4444444444444444;0.0;0.0;0.1;0.09523809523809523;0.36363636363636365;0.08;0.6;0.0;0.34782608695652173;0.45454545454545453;0.0;0.34782608695652173;0.0;0.42105263157894735;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.4444444444444444;0.0;0.4;0.47619047619047616;0.47058823529411764;0.7;0.375;0.4444444444444444;0.42105263157894735;0.0;0.0;0.0;0.0;0.5882352941176471;0.19047619047619047;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0.0
