;GO:0018108;GO:0006283;GO:0036092;GO:0006882;GO:0006287;GO:0045004;GO:0045648;GO:0043547;GO:0046855;GO:0002244;GO:0046856;GO:0006879;GO:0006913;GO:0071294;GO:0098656;GO:0001701;GO:0032729;GO:0032201;GO:0050714;GO:0031953;GO:0015701;GO:0035556;GO:1905793;GO:0045859;GO:0060271;GO:0006296;GO:1902047;GO:0043312;GO:0006297;GO:0051456;GO:0051453;GO:0045540;GO:0051496;GO:0051056;GO:0006606;GO:0071287;GO:0000070;GO:0016241;GO:0016243;GO:0052548;GO:0070757;GO:1990938;GO:1905166;GO:1903146;GO:1902531;GO:1903543;GO:0006261;GO:0008284;GO:0008203;GO:0048812;GO:0006661;GO:0006468;GO:0043687;GO:1904714;GO:0034644;GO:0070588;GO:0033674;GO:0033157;GO:0036500;GO:0019985;GO:0042769;GO:0031293;GO:0055089;GO:0090043;GO:1901215;GO:0006874;GO:0034599;GO:0032496;GO:0071901;GO:0035722
GO:0018108;1.0;0.10587402764930422;0.22480199536001946;0.01468324974140624;0.10587402764930422;0.10587402764930422;0.0;0.0;0.22480199536001946;0.01468324974140624;0.22480199536001946;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.10587402764930422;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.08547128021085358;0.0;0.01468324974140624;0.10587402764930422;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.30783551572057777;0.0;0.0;0.0;0.0;0.10587402764930422;0.0;0.06927734236639929;0.01468324974140624;0.22480199536001946;0.30379685991921485;0.18032682375526765;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.10587402764930422;0.01468324974140624;0.1468397877411918;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0006283;0.10587402764930422;1.0;0.06927734236639929;0.01468324974140624;0.31566002955365785;0.36643564045919497;0.0;0.0;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.0;0.1912422969752877;0.0;0.0;0.0;0.31566002955365785;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.15084348231066635;0.0;0.01468324974140624;0.31566002955365785;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.1912422969752877;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.10587402764930422;0.0;0.0;0.0;0.0;0.31566002955365785;0.0;0.12997132148022705;0.01468324974140624;0.06927734236639929;0.10587402764930422;0.10587402764930422;0.0;0.1912422969752877;0.0;0.0;0.0;0.24991089615047335;0.36643564045919497;0.32330823750762483;0.08547128021085358;0.0;0.0;0.0;0.01468324974140624;0.24991089615047335;0.11807622278079505;0.0;0.01468324974140624
GO:0036092;0.22480199536001946;0.06927734236639929;1.0;0.01468324974140624;0.06927734236639929;0.06927734236639929;0.0;0.0;0.30368378075566843;0.01468324974140624;0.4483392729004174;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.06927734236639929;0.0;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.22480199536001946;0.0;0.0;0.0;0.0;0.14450116634992752;0.0;0.27271733917935304;0.01468324974140624;0.5029379352731107;0.22480199536001946;0.06927734236639929;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.14450116634992752;0.01468324974140624;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0006882;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.16702085169111647;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.5289827650525089;0.0;0.01468324974140624;0.0;0.0;0.036692364793703955;0.31364707222272964;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.3470943476572304;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.036692364793703955;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.0;0.3242712044743403;0.036692364793703955;0.036692364793703955;0.3790843805435551;0.01468324974140624;0.0;0.036692364793703955;0.036692364793703955
GO:0006287;0.10587402764930422;0.31566002955365785;0.06927734236639929;0.01468324974140624;1.0;0.31566002955365785;0.0;0.0;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.31566002955365785;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.15084348231066635;0.0;0.01468324974140624;0.31566002955365785;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.10587402764930422;0.0;0.0;0.0;0.0;0.31566002955365785;0.0;0.12997132148022705;0.01468324974140624;0.06927734236639929;0.10587402764930422;0.10587402764930422;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.31566002955365785;0.01468324974140624;0.08547128021085358;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0045004;0.10587402764930422;0.36643564045919497;0.06927734236639929;0.01468324974140624;0.31566002955365785;1.0;0.0;0.0;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.0;0.1912422969752877;0.0;0.0;0.0;0.31566002955365785;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.15084348231066635;0.0;0.01468324974140624;0.31566002955365785;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.1912422969752877;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.10587402764930422;0.0;0.0;0.0;0.0;0.31566002955365785;0.0;0.12997132148022705;0.01468324974140624;0.06927734236639929;0.10587402764930422;0.10587402764930422;0.0;0.1912422969752877;0.0;0.0;0.0;0.24991089615047335;0.36643564045919497;0.32330823750762483;0.08547128021085358;0.0;0.0;0.0;0.01468324974140624;0.24991089615047335;0.11807622278079505;0.0;0.01468324974140624
GO:0045648;0.0;0.0;0.0;0.16702085169111647;0.0;0.0;1.0;0.036692364793703955;0.0;0.0;0.0;0.16702085169111647;0.0;0.0;0.0;0.0;0.24944431948534626;0.16702085169111647;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.16702085169111647;0.042064647228987374;0.12755981097713553;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.16702085169111647;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.16702085169111647;0.047799631016701725;0.047799631016701725;0.16702085169111647;0.0;0.0;0.047799631016701725;0.047799631016701725
GO:0043547;0.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;1.0;0.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.20819522445199756;0.0;0.0;0.0;0.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.26943094905830245;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.25833176065663566;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.20819522445199756;0.036692364793703955
GO:0046855;0.22480199536001946;0.06927734236639929;0.30368378075566843;0.01468324974140624;0.06927734236639929;0.06927734236639929;0.0;0.0;1.0;0.01468324974140624;0.41695810111812875;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.06927734236639929;0.0;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.22480199536001946;0.0;0.0;0.0;0.0;0.06927734236639929;0.0;0.4225831662287917;0.01468324974140624;0.30368378075566843;0.22480199536001946;0.06927734236639929;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0002244;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.1302612429746404;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.1890450431733396;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624
