;GO:1904753;GO:0008284;GO:0035065;GO:0055012;GO:0060065;GO:0007179;GO:0006366;GO:0001570;GO:0043388;GO:0051091;GO:0045944;GO:0006468;GO:0060765;GO:0003257;GO:0045987;GO:0000122;GO:0048681;GO:0001666;GO:0045892;GO:0030509;GO:0034720;GO:0071557;GO:0010832;GO:0016579;GO:0006351;GO:1900222;GO:0000226;GO:0001560;GO:1904706;GO:0045736;GO:0006357;GO:0006511;GO:2000727;GO:0045661;GO:2000724;GO:0010501;GO:2000587;GO:2000721;GO:0010667;GO:0035886;GO:0030511;GO:2001015
GO:1904753;1.0;0.08517685103507544;0.06758084113176488;0.0;0.0;0.07059204865979604;0.0;0.0;0.05194992542357211;0.07630697601344522;0.0873237449021203;0.0;0.06444168885358036;0.05707594597774237;0.05765773252029837;0.24513088403848987;0.17806853758113317;0.0;0.2536498179181518;0.07087533591297598;0.0;0.0;0.18126827082585734;0.0;0.0;0.15025553684463894;0.0;0.05609059146258336;0.18196494885661285;0.18843741777355508;0.09463512000103415;0.0;0.06284830663696661;0.06776932471232938;0.054758207775648764;0.0;0.16525221038610885;0.05609059146258336;0.18326327404790962;0.0;0.06444168885358036;0.1694476624384488
GO:0008284;0.08517685103507544;1.0;0.10581274786888958;0.0;0.0;0.11338555753676399;0.0;0.0;0.08140384122659569;0.3104146959490019;0.43710846410617876;0.0;0.09831421682459249;0.21920637842668325;0.2428664808637546;0.15468331848007125;0.09163336277625937;0.0;0.16479527159272941;0.11411819436954362;0.0;0.0;0.09410839548247159;0.0;0.0;0.07050390851090066;0.0;0.0801162266667956;0.48785454400105893;0.09981666024907428;0.19155379589389968;0.0;0.2525947238782501;0.10627554226849178;0.20662006906830838;0.0;0.0821417335525926;0.2138010380508365;0.0956739294967129;0.0;0.2623648477564228;0.08517685103507544
GO:0035065;0.06758084113176488;0.10581274786888958;1.0;0.0;0.0;0.08420145409359746;0.0;0.0;0.061475718885760595;0.21086285621458403;0.24891390512117167;0.0;0.07559560079632746;0.14973208367352964;0.06783365652904093;0.23951279059417835;0.30546212887866;0.0;0.249925052138257;0.1929457955899305;0.0;0.0;0.07308414342053363;0.0;0.0;0.056634175694817254;0.0;0.27462218073677946;0.07341224506711155;0.3748362702771908;0.2755196795791056;0.0;0.07341224506711155;0.0802161552097469;0.06260768318294821;0.0;0.06565602934599338;0.146766227282905;0.07402482157388071;0.0;0.07559560079632746;0.06758084113176488
GO:0055012;0.0;0.0;0.0;1.0;0.1664187533191773;0.021390160356200373;0.02505713758405306;0.32308950345336834;0.0;0.0;0.0;0.025778552837786822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021474828927032497;0.018097294746460605;0.017576593621501723;0.0;0.0232624121425586;0.02827404523039869;0.0;0.02394874415760295;0.0;0.0;0.0;0.0;0.024434978772287282;0.0;0.0;0.0;0.0203398303777047;0.0;0.0;0.0;0.6664571505632352;0.0;0.0
GO:0060065;0.0;0.0;0.0;0.1664187533191773;1.0;0.0;0.0;0.19943285793245447;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1684250393202734;0.0;0.0
GO:0007179;0.07059204865979604;0.11338555753676399;0.08420145409359746;0.021390160356200373;0.0;1.0;0.033596042514753545;0.026367207516203514;0.06474871048002918;0.0981918167604049;0.11722195269614653;0.03490576916493341;0.0793834053052134;0.06849454919210259;0.07130278449583181;0.112480327187729;0.07496994761288162;0.0;0.11773352225975725;0.8876327303921688;0.02216631393546865;0.021390160356200373;0.07661856614068548;0.030446566786359423;0.03964360639820183;0.05903209970663585;0.03163309134203628;0.06708038150796272;0.0769792481064953;0.0803600775377202;0.13078583584622902;0.03248698180451989;0.0769792481064953;0.08449424899785453;0.0651835718999639;0.025627068267469248;0.06849454919210259;0.06708038150796272;0.07765307256550204;0.021684700450242282;0.0793834053052134;0.07059204865979604
GO:0006366;0.0;0.0;0.0;0.02505713758405306;0.0;0.033596042514753545;1.0;0.03217066635886587;0.0;0.0;0.0;0.3306539497596328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03380538262761969;0.1884031362980661;0.18067526767629447;0.0;0.2772988251955141;0.7529976038822191;0.0;0.040370136187632154;0.0;0.0;0.0;0.0;0.3011932651247042;0.0;0.0;0.0;0.35011418631423424;0.0;0.0;0.0;0.02546227809197861;0.0;0.0
GO:0001570;0.0;0.0;0.0;0.32308950345336834;0.19943285793245447;0.026367207516203514;0.03217066635886587;1.0;0.0;0.0;0.0;0.03336963218998688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02649597985932297;0.02153672870995017;0.020803309448960187;0.0;0.02927123447100893;0.037673927794059446;0.0;0.030366272732883164;0.0;0.0;0.0;0.0;0.031152291004259557;0.0;0.0;0.0;0.024789261572316146;0.0;0.0;0.0;0.3274147172514386;0.0;0.0
GO:0043388;0.05194992542357211;0.08140384122659569;0.061475718885760595;0.0;0.0;0.06474871048002918;0.0;0.0;1.0;0.4603517480368309;0.08397421533172779;0.0;0.05812062549019135;0.05046828645693699;0.05926519385179425;0.08079569675157923;0.05503071221569831;0.0;0.08431611682840183;0.06505942841785696;0.0;0.0;0.05618679024275492;0.0;0.0;0.04946728468493297;0.0;0.04946728468493297;0.05643941874075156;0.28094607337103045;0.09297259067249589;0.0;0.05643941874075156;0.06167900447143496;0.04812204084235155;0.0;0.05046828645693699;0.04946728468493297;0.05691109364210704;0.0;0.05812062549019135;0.05194992542357211
GO:0051091;0.07630697601344522;0.3104146959490019;0.21086285621458403;0.0;0.0;0.0981918167604049;0.0;0.0;0.4603517480368309;1.0;0.443379547254023;0.0;0.08668402046841817;0.24463052491881015;0.21348669698371625;0.4230146070548271;0.08144822462825842;0.0;0.44559069503371135;0.3270289413833398;0.0;0.0;0.08339777763919948;0.0;0.0;0.06355521212272064;0.0;0.07222016321964497;0.0838252876345346;0.32219696653790625;0.502949118477051;0.0;0.20188150357457738;0.09281444184865205;0.16864856625271477;0.0;0.07386199582970429;0.23919278432277136;0.08462491520689318;0.0;0.20876636253669156;0.07630697601344522
GO:0045944;0.0873237449021203;0.43710846410617876;0.24891390512117167;0.0;0.0;0.11722195269614653;0.0;0.0;0.08397421533172779;0.443379547254023;1.0;0.0;0.10118560358390433;0.4893855959212659;0.2501476163654616;0.6552735478926591;0.0941228231194174;0.0;0.5730594812118888;0.47757735051134015;0.0;0.0;0.09673608170525928;0.0;0.0;0.07217288884146955;0.0;0.08201275140266337;0.09731174760910834;0.23439026693660492;0.8206065121900826;0.0;0.2596896224269035;0.10963875283752987;0.21134317904496572;0.0;0.08413656066341083;0.4770323258030354;0.09839103037604466;0.0;0.27002753352343406;0.0873237449021203
GO:0006468;0.0;0.0;0.0;0.025778552837786822;0.0;0.03490576916493341;0.3306539497596328;0.03336963218998688;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0351318044004098;0.33053788298876446;0.3165896266911986;0.0;0.49349741403133246;0.41760917497928024;0.0;0.04227626458656357;0.0;0.0;0.0;0.0;0.4381756708553728;0.0;0.0;0.0;0.187395293419618;0.0;0.0;0.0;0.026207557522225148;0.0;0.0
GO:0060765;0.06444168885358036;0.09831421682459249;0.07559560079632746;0.0;0.0;0.0793834053052134;0.0;0.0;0.05812062549019135;0.08668402046841817;0.10118560358390433;0.0;1.0;0.06268922183041602;0.0642630987796634;0.09763291839151503;0.21251949306804482;0.0;0.10156655100741038;0.07974182512222935;0.0;0.0;0.06942674844363503;0.0;0.0;0.05412348337655617;0.0;0.06150253728872775;0.06972276648428098;0.07248481229844167;0.11113467847179646;0.0;0.06972276648428098;0.07583151987083378;0.05990430059695317;0.0;0.23434179495282692;0.06150253728872775;0.07027508608932823;0.0;0.26798522366095523;0.06444168885358036
GO:0003257;0.05707594597774237;0.21920637842668325;0.14973208367352964;0.0;0.0;0.06849454919210259;0.0;0.0;0.05046828645693699;0.24463052491881015;0.4893855959212659;0.0;0.06268922183041602;1.0;0.15343165309466544;0.3305078843834825;0.05990430059695317;0.0;0.27953161610136934;0.27828271758829937;0.0;0.0;0.060952265659301896;0.0;0.0;0.048188336269153004;0.0;0.054758207775648764;0.06118030945748724;0.14435157800520826;0.36789362064412556;0.0;0.16326796972957536;0.06583391505934204;0.14273907489956106;0.0;0.05569691407432494;0.31850455892856794;0.06160516693876491;0.0;0.16729470744653813;0.05707594597774237
GO:0045987;0.05765773252029837;0.2428664808637546;0.06783365652904093;0.0;0.0;0.07130278449583181;0.0;0.0;0.05926519385179425;0.21348669698371625;0.2501476163654616;0.0;0.0642630987796634;0.15343165309466544;1.0;0.08811327626391756;0.2742388710755229;0.0;0.09175777965643951;0.07163140402134041;0.0;0.0;0.062198411061549795;0.0;0.0;0.24735700158836582;0.0;0.054986081907507776;0.062468411074986435;0.06498969345954794;0.10065405272452466;0.0;0.37043910543466535;0.06804952758107317;0.317463850563013;0.0;0.05606427273734381;0.15048095752159932;0.06297229644114179;0.0;0.17586946191102368;0.25937552449354795
GO:0000122;0.24513088403848987;0.15468331848007125;0.23951279059417835;0.0;0.0;0.112480327187729;0.0;0.0;0.08079569675157923;0.4230146070548271;0.6552735478926591;0.0;0.09763291839151503;0.3305078843834825;0.08811327626391756;1.0;0.2635920405739537;0.0;0.9353838375615017;0.45813553716202177;0.0;0.0;0.27066446513870157;0.0;0.0;0.21340192361224117;0.0;0.07966322150936911;0.2722206993971036;0.4258853498827243;0.7648362735786254;0.0;0.09402145905649195;0.1054798818402565;0.07700218415619933;0.0;0.23644673524259163;0.3224040778881127;0.2751367160359442;0.0;0.09763291839151503;0.24513088403848987
GO:0048681;0.17806853758113317;0.09163336277625937;0.30546212887866;0.0;0.0;0.07496994761288162;0.0;0.0;0.05503071221569831;0.08144822462825842;0.0941228231194174;0.0;0.21251949306804482;0.05990430059695317;0.2742388710755229;0.2635920405739537;1.0;0.0;0.2734682871378847;0.07528954114021306;0.0;0.0;0.4623889552430036;0.0;0.0;0.35297218684621934;0.0;0.25099973202777986;0.19194403910652097;0.1991599597555955;0.10267279541001152;0.0;0.3342824003742382;0.362011174380228;0.28921052875250225;0.0;0.31361706621703145;0.058819797245830946;0.19338923670664404;0.0;0.21251949306804482;0.4307022488697065
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045892;0.2536498179181518;0.16479527159272941;0.249925052138257;0.0;0.0;0.11773352225975725;0.0;0.0;0.08431611682840183;0.44559069503371135;0.5730594812118888;0.0;0.10156655100741038;0.27953161610136934;0.09175777965643951;0.9353838375615017;0.2734682871378847;0.0;1.0;0.39254958119537425;0.0;0.0;0.2810882788034313;0.0;0.0;0.22036576400060157;0.0;0.08226283237521054;0.28276706015694064;0.4433153162126169;0.6766411420672525;0.0;0.09766403373421526;0.11008614912488979;0.07942837835552166;0.0;0.24436302110882274;0.27245404946345614;0.2859147041793787;0.0;0.10156655100741038;0.2536498179181518
