;GO:1904753;GO:0008284;GO:0035065;GO:0055012;GO:0060065;GO:0007179;GO:0006366;GO:0001570;GO:0043388;GO:0051091;GO:0045944;GO:0006468;GO:0060765;GO:0003257;GO:0045987;GO:0000122;GO:0048681;GO:0001666;GO:0045892;GO:0030509;GO:0034720;GO:0071557;GO:0010832;GO:0016579;GO:0006351;GO:1900222;GO:0000226;GO:0001560;GO:1904706;GO:0045736;GO:0006357;GO:0006511;GO:2000727;GO:0045661;GO:2000724;GO:0010501;GO:2000587;GO:2000721;GO:0010667;GO:0035886;GO:0030511;GO:2001015
GO:1904753;1.0;0.4;0.3081136762725405;0.0;0.0;0.3660149997115376;0.0;0.0;0.3081136762725405;0.4;0.2830074998557688;0.0;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.4;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.4;0.43852901558847923;0.3081136762725405;0.0;0.3356143810225276;0.4;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.3081136762725405;0.0;0.3660149997115376;0.43852901558847923
GO:0008284;0.4;1.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.6830074998557688;0.43852901558847923;0.0;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.4;0.48300749985576874;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.0;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.0;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.0;0.6830074998557688;0.5356143810225276
GO:0035065;0.3081136762725405;0.43852901558847923;1.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.3081136762725405;0.4;0.3660149997115376;0.0;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.0;0.4;0.3660149997115376;0.0;0.0;0.3356143810225276;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.4;0.0;0.3660149997115376;0.43852901558847923;0.3660149997115376;0.0;0.3356143810225276;0.3660149997115376;0.2830074998557688;0.0;0.4;0.4
GO:0055012;0.0;0.0;0.0;1.0;0.8;0.8;0.8;0.8;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.43852901558847923;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.8;0.0;0.0
GO:0060065;0.0;0.0;0.0;0.8;1.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
GO:0007179;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.8;0.0;1.0;0.8;0.8;0.48300749985576874;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.43852901558847923;0.8;0.43852901558847923;0.3660149997115376;0.8;0.0;0.4;0.8;0.8;0.8;0.3660149997115376;0.43852901558847923;0.8;0.48300749985576874;0.6830074998557688;0.8;0.4;0.43852901558847923;0.4;0.8;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.4;0.8;0.3081136762725405;0.8;0.43852901558847923;0.43852901558847923
GO:0006366;0.0;0.0;0.0;0.8;0.0;0.8;1.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.5356143810225276;1.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.8;0.0;0.0
GO:0001570;0.0;0.0;0.0;0.8;0.8;0.8;0.8;1.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.8;0.8;0.0;0.43852901558847923;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.8;0.0;0.0
GO:0043388;0.3081136762725405;0.4;0.3081136762725405;0.0;0.0;0.48300749985576874;0.0;0.0;1.0;0.6830074998557688;0.3081136762725405;0.0;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.3081136762725405;0.48300749985576874;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.3081136762725405;0.0;0.0;0.4;0.0;0.48300749985576874;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.0;0.3660149997115376;0.4;0.3660149997115376;0.0;0.3356143810225276;0.48300749985576874;0.2599120563717816;0.0;0.3660149997115376;0.3660149997115376
GO:0051091;0.4;0.6830074998557688;0.4;0.0;0.0;0.5356143810225276;0.0;0.0;0.6830074998557688;1.0;0.6000000000000001;0.0;0.48300749985576874;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.5356143810225276;0.0;0.6830074998557688;0.6000000000000001;0.0;0.0;0.4;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.0;0.6000000000000001;0.5356143810225276;0.6000000000000001;0.0;0.43852901558847923;0.5356143810225276;0.3356143810225276;0.0;0.6000000000000001;0.48300749985576874
GO:0045944;0.2830074998557688;0.43852901558847923;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.3081136762725405;0.6000000000000001;1.0;0.0;0.3356143810225276;0.8;0.4;0.8;0.3660149997115376;0.0;0.6830074998557688;0.8;0.0;0.0;0.3081136762725405;0.0;0.0;0.3660149997115376;0.0;0.3660149997115376;0.3356143810225276;0.3660149997115376;1.0;0.0;0.4;0.4;0.4;0.0;0.3081136762725405;1.0;0.2599120563717816;0.0;0.4;0.3660149997115376
GO:0006468;0.0;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.6000000000000001;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.0
GO:0060765;0.3356143810225276;0.48300749985576874;0.3660149997115376;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.48300749985576874;0.3356143810225276;0.0;1.0;0.43852901558847923;0.4;0.3356143810225276;0.48300749985576874;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.4;0.43852901558847923;0.3660149997115376;0.0;0.4;0.48300749985576874;0.4;0.0;0.5356143810225276;0.43852901558847923;0.3081136762725405;0.0;0.5356143810225276;0.43852901558847923
GO:0003257;0.3660149997115376;0.48300749985576874;0.3660149997115376;0.0;0.0;0.8;0.0;0.0;0.48300749985576874;0.5356143810225276;0.8;0.0;0.43852901558847923;1.0;0.43852901558847923;0.6000000000000001;0.8;0.0;0.5356143810225276;0.8;0.0;0.0;0.3660149997115376;0.0;0.0;0.48300749985576874;0.0;0.8;0.4;0.43852901558847923;0.6830074998557688;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.0;0.4;0.8;0.3081136762725405;0.0;0.43852901558847923;0.43852901558847923
GO:0045987;0.3356143810225276;0.5356143810225276;0.3356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.6000000000000001;0.4;0.0;0.4;0.43852901558847923;1.0;0.3356143810225276;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.3356143810225276;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.3660149997115376;0.4;0.3660149997115376;0.0;0.6000000000000001;0.43852901558847923;0.6000000000000001;0.0;0.3660149997115376;0.43852901558847923;0.2830074998557688;0.0;0.48300749985576874;0.4
GO:0000122;0.3356143810225276;0.4;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.3081136762725405;0.6000000000000001;0.8;0.0;0.3356143810225276;0.6000000000000001;0.3356143810225276;1.0;0.4;0.0;1.0;0.8;0.0;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.4;0.43852901558847923;1.0;0.0;0.3356143810225276;0.4;0.3356143810225276;0.0;0.3660149997115376;0.6830074998557688;0.3081136762725405;0.0;0.3660149997115376;0.43852901558847923
