;GO:1904753;GO:0008284;GO:0035065;GO:0055012;GO:0060065;GO:0007179;GO:0006366;GO:0001570;GO:0043388;GO:0051091;GO:0045944;GO:0006468;GO:0060765;GO:0003257;GO:0045987;GO:0000122;GO:0048681;GO:0001666;GO:0045892;GO:0030509;GO:0034720;GO:0071557;GO:0010832;GO:0016579;GO:0006351;GO:1900222;GO:0000226;GO:0001560;GO:1904706;GO:0045736;GO:0006357;GO:0006511;GO:2000727;GO:0045661;GO:2000724;GO:0010501;GO:2000587;GO:2000721;GO:0010667;GO:0035886;GO:0030511;GO:2001015
GO:1904753;1.0;0.5;0.38095238095238093;0.0;0.0;0.10526315789473684;0.0;0.0;0.25;0.2727272727272727;0.36363636363636365;0.0;0.4444444444444444;0.08333333333333333;0.3157894736842105;0.45454545454545453;0.36363636363636365;0.0;0.47619047619047616;0.09090909090909091;0.0;0.0;0.5263157894736842;0.0;0.0;0.5;0.0;0.11764705882352941;0.5555555555555556;0.43478260869565216;0.38095238095238093;0.0;0.4;0.5;0.4;0.0;0.5263157894736842;0.08695652173913043;0.47619047619047616;0.0;0.42105263157894735;0.5
GO:0008284;0.5;1.0;0.47058823529411764;0.0;0.0;0.13333333333333333;0.0;0.0;0.3333333333333333;0.4444444444444444;0.5555555555555556;0.0;0.5714285714285714;0.1;0.5333333333333333;0.4444444444444444;0.1111111111111111;0.0;0.47058823529411764;0.1111111111111111;0.0;0.0;0.5333333333333333;0.0;0.0;0.5;0.0;0.6153846153846154;0.7142857142857143;0.42105263157894735;0.47058823529411764;0.0;0.625;0.6666666666666666;0.625;0.0;0.5333333333333333;0.10526315789473684;0.47058823529411764;0.0;0.6666666666666666;0.5
GO:0035065;0.38095238095238093;0.47058823529411764;1.0;0.0;0.0;0.1;0.0;0.0;0.23529411764705882;0.2608695652173913;0.43478260869565216;0.0;0.42105263157894735;0.08;0.3;0.43478260869565216;0.08695652173913043;0.0;0.45454545454545453;0.08695652173913043;0.0;0.0;0.4;0.0;0.0;0.35294117647058826;0.0;0.5555555555555556;0.42105263157894735;0.6666666666666666;0.45454545454545453;0.0;0.38095238095238093;0.47058823529411764;0.38095238095238093;0.0;0.4;0.08333333333333333;0.36363636363636365;0.0;0.4;0.38095238095238093
GO:0055012;0.0;0.0;0.0;1.0;0.15384615384615385;0.11764705882352941;0.10526315789473684;0.15384615384615385;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.1111111111111111;0.1111111111111111;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.13333333333333333;0.0;0.0
GO:0060065;0.0;0.0;0.0;0.15384615384615385;1.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0
GO:0007179;0.10526315789473684;0.13333333333333333;0.1;0.11764705882352941;0.0;1.0;0.1;0.14285714285714285;0.13333333333333333;0.09523809523809523;0.09523809523809523;0.23529411764705882;0.11764705882352941;0.08695652173913043;0.1111111111111111;0.09523809523809523;0.09523809523809523;0.0;0.1;0.09523809523809523;0.09523809523809523;0.09523809523809523;0.1111111111111111;0.10526315789473684;0.10526315789473684;0.13333333333333333;0.26666666666666666;0.125;0.11764705882352941;0.09090909090909091;0.1;0.1111111111111111;0.10526315789473684;0.13333333333333333;0.10526315789473684;0.11764705882352941;0.1111111111111111;0.09090909090909091;0.1;0.125;0.1111111111111111;0.10526315789473684
GO:0006366;0.0;0.0;0.0;0.10526315789473684;0.0;0.1;1.0;0.125;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08695652173913043;0.08695652173913043;0.08695652173913043;0.0;0.38095238095238093;0.9523809523809523;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.1111111111111111;0.0;0.0
GO:0001570;0.0;0.0;0.0;0.15384615384615385;0.2;0.14285714285714285;0.125;1.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.11764705882352941;0.11764705882352941;0.0;0.13333333333333333;0.13333333333333333;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.16666666666666666;0.0;0.0
GO:0043388;0.25;0.3333333333333333;0.23529411764705882;0.0;0.0;0.13333333333333333;0.0;0.0;1.0;0.4444444444444444;0.2222222222222222;0.0;0.2857142857142857;0.1;0.26666666666666666;0.2222222222222222;0.1111111111111111;0.0;0.23529411764705882;0.1111111111111111;0.0;0.0;0.26666666666666666;0.0;0.0;0.3333333333333333;0.0;0.15384615384615385;0.2857142857142857;0.21052631578947367;0.23529411764705882;0.0;0.25;0.3333333333333333;0.25;0.0;0.26666666666666666;0.10526315789473684;0.23529411764705882;0.0;0.26666666666666666;0.25
GO:0051091;0.2727272727272727;0.4444444444444444;0.2608695652173913;0.0;0.0;0.09523809523809523;0.0;0.0;0.4444444444444444;1.0;0.8333333333333334;0.0;0.3;0.07692307692307693;0.38095238095238093;0.8333333333333334;0.08333333333333333;0.0;0.8695652173913043;0.8333333333333334;0.0;0.0;0.2857142857142857;0.0;0.0;0.3333333333333333;0.0;0.10526315789473684;0.3;0.24;0.8695652173913043;0.0;0.36363636363636365;0.3333333333333333;0.36363636363636365;0.0;0.2857142857142857;0.08;0.2608695652173913;0.0;0.38095238095238093;0.2727272727272727
