;GO:1904753;GO:0008284;GO:0035065;GO:0055012;GO:0060065;GO:0007179;GO:0006366;GO:0001570;GO:0043388;GO:0051091;GO:0045944;GO:0006468;GO:0060765;GO:0003257;GO:0045987;GO:0000122;GO:0048681;GO:0001666;GO:0045892;GO:0030509;GO:0034720;GO:0071557;GO:0010832;GO:0016579;GO:0006351;GO:1900222;GO:0000226;GO:0001560;GO:1904706;GO:0045736;GO:0006357;GO:0006511;GO:2000727;GO:0045661;GO:2000724;GO:0010501;GO:2000587;GO:2000721;GO:0010667;GO:0035886;GO:0030511;GO:2001015
GO:1904753;1.0;0.3495434188513634;0.27199133117364005;0.0;0.0;0.28407686344111627;0.0;0.0;0.24825928036028394;0.2864787271957445;0.29863037941584913;0.0;0.24880914897764567;0.22374314557048924;0.2514857633529636;0.36756212892638435;0.35224532723784335;0.0;0.39423052546836646;0.29647974749634376;0.0;0.0;0.3224850845990094;0.0;0.0;0.29825395023012286;0.0;0.22374314557048924;0.298896551436257;0.34288587617244537;0.33781645575885694;0.0;0.24880914897764567;0.28273593724946766;0.209731877021625;0.0;0.2834078126429887;0.22374314557048924;0.256605258081328;0.0;0.22374314557048924;0.349870818241486
GO:0008284;0.3495434188513634;1.0;0.4419090958515701;0.0;0.0;0.44682212992289805;0.0;0.0;0.4008621082028188;0.5564441891799259;0.5403238379204485;0.0;0.4255656840082917;0.44649726339795215;0.5078121913375093;0.4477090036836233;0.4398371878538574;0.0;0.4776810685121364;0.45922501397812554;0.0;0.0;0.4059356276427793;0.0;0.0;0.37002122320371506;0.0;0.4091496490416876;0.5990570099324233;0.4358240369424808;0.507734220436787;0.0;0.53503832690505;0.4794562564890583;0.4959610549490293;0.0;0.3668583556867586;0.44649726339795215;0.33405468005809513;0.0;0.5287647305776928;0.44280897901152144
GO:0035065;0.27199133117364005;0.4419090958515701;1.0;0.0;0.0;0.35912760360592777;0.0;0.0;0.32331002052509544;0.4277274587547899;0.47844850801754335;0.0;0.33787115769132137;0.3649918771295346;0.326536503517775;0.46315746196179447;0.43935194281798345;0.0;0.4913033287481806;0.43772847905538914;0.0;0.0;0.3238598891424571;0.0;0.0;0.2823266968867448;0.0;0.4188068426450606;0.29879388573530075;0.5034156113389289;0.5213564806728312;0.0;0.33787115769132137;0.3751016142496743;0.29879388573530075;0.0;0.2847826171864365;0.3649918771295346;0.2602244886926519;0.0;0.31428262452856903;0.3479419544984028
GO:0055012;0.0;0.0;0.0;1.0;0.44637497268261;0.44591105330956243;0.48458024718554527;0.5618587625417646;0.0;0.0;0.0;0.34867829643395737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4583139373647899;0.4024070004238523;0.3855773354389354;0.0;0.30870717847842105;0.4928671133341394;0.0;0.41563289335664344;0.0;0.0;0.0;0.0;0.45132899529574927;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.7212644303963607;0.0;0.0
GO:0060065;0.0;0.0;0.0;0.44637497268261;1.0;0.0;0.0;0.4730493605834032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4854522446386307;0.0;0.0
GO:0007179;0.28407686344111627;0.44682212992289805;0.35912760360592777;0.44591105330956243;0.0;1.0;0.5449139650561723;0.4725854412103556;0.38782928478674755;0.4064186752566957;0.397533494329125;0.4286420706700968;0.35595781102580043;0.4610693559699618;0.35863442540111834;0.38224244827337617;0.5144181317715482;0.0;0.4103883150597623;0.7912349553069196;0.4627407182944793;0.44591105330956243;0.32315413539713694;0.3690408963490481;0.5532008312047665;0.3200434065867362;0.508770286855934;0.4610693559699618;0.29956560223438455;0.34355492697057294;0.44044146698441294;0.5116627131663762;0.35595781102580043;0.3800146483210023;0.31688053906977975;0.3017222364093804;0.29956560223438455;0.4610693559699618;0.25727430887945557;0.4849883252655831;0.31688053906977975;0.3505398690396136
GO:0006366;0.0;0.0;0.0;0.48458024718554527;0.0;0.5449139650561723;1.0;0.5112546350863385;0.0;0.0;0.0;0.5810862182167934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5573168491113998;0.5925236288517595;0.5756939638668426;0.0;0.5411151002612571;0.8898156103061527;0.0;0.5146358051032534;0.0;0.0;0.0;0.0;0.6414456237236563;0.0;0.0;0.0;0.5569746673397029;0.0;0.0;0.0;0.523657519141566;0.0;0.0
GO:0001570;0.0;0.0;0.0;0.5618587625417646;0.4730493605834032;0.4725854412103556;0.5112546350863385;1.0;0.0;0.0;0.0;0.3753526843347505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4849883252655831;0.42908138832464554;0.4122517233397286;0.0;0.3353815663792142;0.5195415012349325;0.0;0.4423072812574366;0.0;0.0;0.0;0.0;0.47800338319654245;0.0;0.0;0.0;0.26806290643954656;0.0;0.0;0.0;0.6009360344977852;0.0;0.0
GO:0043388;0.24825928036028394;0.4008621082028188;0.32331002052509544;0.0;0.0;0.38782928478674755;0.0;0.0;1.0;0.6325659718756365;0.36171591124829267;0.0;0.3141391068779653;0.32749556691612053;0.3332829101018392;0.34642486519254384;0.3808443427177069;0.0;0.37187327919845814;0.40023216884197504;0.0;0.0;0.2873365523163046;0.0;0.0;0.2905505737152129;0.0;0.32749556691612053;0.2610505663730804;0.4246545378098005;0.4019264311231088;0.0;0.3141391068779653;0.33405462660092305;0.27506183492194464;0.0;0.2610505663730804;0.32749556691612053;0.22559804337086747;0.0;0.27506183492194464;0.3087211648917785
GO:0051091;0.2864787271957445;0.5564441891799259;0.4277274587547899;0.0;0.0;0.4064186752566957;0.0;0.0;0.6325659718756365;1.0;0.6262660316702737;0.0;0.3625009923526728;0.48600684622060436;0.471550054243551;0.6109749856145248;0.39943373318765507;0.0;0.6564357892363062;0.5855460027081194;0.0;0.0;0.3255559991517652;0.0;0.0;0.32961776853751273;0.0;0.3460849573860687;0.3037936640311397;0.45159851071010887;0.6864889411609568;0.0;0.45240625101967713;0.38958901027177884;0.41332897906365645;0.0;0.3037936640311397;0.48600684622060436;0.256978719853612;0.0;0.41332897906365645;0.35708305036648597
