;GO:0019518;GO:0007099;GO:0045807;GO:0032691;GO:0006283;GO:0007257;GO:0008344;GO:0006446;GO:0006565;GO:0071493;GO:0072583;GO:0051246;GO:0001701;GO:2000355;GO:0019886;GO:0032720;GO:0050830;GO:0051403;GO:0016239;GO:0006296;GO:0050728;GO:0006293;GO:0006294;GO:0015680;GO:0000226;GO:0046627;GO:0006334;GO:0045019;GO:0051894;GO:0010824;GO:0051496;GO:0046597;GO:0048013;GO:0016242;GO:2000001;GO:0032436;GO:0010265;GO:0010389;GO:2000368;GO:0000715;GO:1904355;GO:0008285;GO:0090156;GO:0008284;GO:0043486;GO:0097193;GO:2000819;GO:0006813;GO:0000165;GO:0048268;GO:0000281;GO:0045792;GO:0015804;GO:0032780;GO:0000209;GO:0006672;GO:0043379;GO:0032496;GO:0007050;GO:0018108;GO:1902475;GO:0090650;GO:0099590;GO:0051291;GO:0061418;GO:1903204;GO:0043666;GO:0006886;GO:0006884;GO:0032802;GO:0098656;GO:0032929;GO:0010977;GO:0016055;GO:0006919;GO:0019722;GO:0032007;GO:0017148;GO:0055007;GO:0010972;GO:1900060;GO:0034260;GO:0045859;GO:0046827;GO:0007341;GO:1905477;GO:0043312;GO:0006771;GO:0006897;GO:0051973;GO:0006407;GO:0043161;GO:0007219;GO:0030218;GO:0001756;GO:0002329;GO:0019430;GO:0031146;GO:0070911;GO:0050767;GO:0030853;GO:0030214;GO:0016567;GO:0090630;GO:0009615;GO:0043687;GO:0000122;GO:0000086;GO:0032868;GO:0045596;GO:0000082;GO:0032465;GO:0071356;GO:0060071;GO:0016311;GO:0042769;GO:1900087;GO:0006351;GO:0045116;GO:0046323;GO:1901215;GO:0006513;GO:0090090;GO:0051353;GO:0097711;GO:0045087;GO:0071347;GO:0032212;GO:0034599;GO:0070498;GO:0032695
GO:0019518;1.0;0.1288939278478296;0.11807081608473233;0.12489531358420786;0.3042926111431799;0.059205255995797394;0.0;0.10419509668009923;0.7876519747224374;0.12314016930835106;0.0;0.13197064188825866;0.0;0.11456020187105154;0.0;0.12481624399701079;0.0;0.33795507679582953;0.10962273810228268;0.34255003115275756;0.12201867903611877;0.12056122940440148;0.13113740887117095;0.0;0.13898380915293967;0.11001686911351712;0.12640979394712165;0.15839755018640445;0.10308180072037945;0.12161875900275966;0.10121598131404475;0.12318592909088863;0.1910272635323039;0.10986667946964687;0.12592731469482818;0.08279990304308094;0.13889667089991953;0.12625573496927991;0.09349606543393227;0.14205754772256216;0.12025452248753331;0.1324172022831403;0.23896924237185813;0.13223804776377773;0.1317004803940079;0.1948168496524562;0.11058796391159335;0.0;0.3673784013716749;0.13611949135793497;0.14369084358924816;0.23758474449710165;0.0;0.13100026097454642;0.368879620802313;0.4007328535725145;0.10963840428596752;0.0;0.18702738984815825;0.3517249697496548;0.0;0.11274719075534188;0.24090048722543103;0.1361233697877889;0.13706811407501873;0.10432251086484297;0.10340046573751167;0.0;0.22862255220156713;0.46610464150812697;0.0;0.11567679427376985;0.09486615026188103;0.19462720030986191;0.07744225749273255;0.19481955018074262;0.10970619653669644;0.0846478896642267;0.137260008822678;0.10785761828601179;0.0893884888027083;0.12414133768289407;0.10300909105655179;0.10228302075229392;0.0;0.12682803613689883;0.10663354911949217;0.41627883617229816;0.0;0.08249061599470524;0.0;0.4584318435972304;0.19838670692636315;0.14251241910733403;0.0;0.12271099305691145;0.2445382609825318;0.4523308018480628;0.3043469965834918;0.12530165520923517;0.09954377513080322;0.5951336605234964;0.37455812527228965;0.1282100904498614;0.0;0.3870632205597641;0.08067656727484332;0.14075761781423554;0.0;0.12717885996363135;0.14077341150543843;0.1336850845633937;0.12880560291762708;0.16610147990475016;0.25724726087233424;0.1364579635610635;0.1078642341289531;0.2790215438499559;0.37497735632319446;0.0;0.12751315747344258;0.36902490288056916;0.10985078327943776;0.12314158865072966;0.1400146088963184;0.0;0.12883674221533883;0.10409045942063351;0.1334850686888764;0.19465903297005058;0.12941315625751326
GO:0007099;0.1288939278478296;1.0;0.0;0.0;0.15958369347649706;0.0;0.0;0.0;0.1562471072347985;0.2294562079540136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1300154359538512;0.0;0.1943172466079639;0.0;0.0;0.5197504263943853;0.0;0.6686220652193843;0.0;0.4840163772610003;0.0;0.0;0.0;0.0;0.0;0.253876114824796;0.0;0.0;0.0;0.5841717984999284;0.0;0.0;0.6124907694901313;0.0;0.0;0.2665739679212466;0.0;0.442853191429783;0.2639137532850797;0.0;0.0;0.14762246732581355;0.5602281745821288;0.4043648649112465;0.44696058702394886;0.0;0.0;0.18336113377205357;0.2118137372001893;0.18663002087907649;0.0;0.3149955990213698;0.169398790412331;0.0;0.19582103212014332;0.17971634083500304;0.5602608974031177;0.14345550551649205;0.0;0.0;0.0;0.41459442880853037;0.16375152492800618;0.0;0.0;0.0;0.2634022122201874;0.0;0.2639210445603511;0.0;0.0;0.28386942788273567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17808757758032925;0.2064341642500708;0.0;0.0;0.0;0.15943877879008747;0.27373066806064805;0.30729183653668707;0.0;0.2279705085634307;0.2680027081299177;0.15607081250288843;0.15962934681714092;0.0;0.0;0.14959742863572884;0.1881824223337986;0.0;0.0;0.19917357790770668;0.0;0.38681601846883995;0.0;0.0;0.3869083031932716;0.0;0.24994122653257797;0.19628385100850473;0.29752402063685807;0.2804602791130192;0.0;0.13937992958547707;0.18854247342347802;0.0;0.0;0.18348320744564436;0.0;0.0;0.2959092001187093;0.0;0.250058503802939;0.0;0.2681843933106298;0.2634880054220455;0.0
GO:0045807;0.11807081608473233;0.0;1.0;0.31913178004593046;0.0;0.19661726103087032;0.0;0.3115731360917204;0.0;0.0;0.0;0.35184685823420037;0.0;0.27595547806263704;0.0;0.3187815474572372;0.0;0.23022653640799615;0.46307210066583226;0.0;0.30659604126666445;0.6686594790865913;0.0;0.0;0.0;0.33933658765686125;0.0;0.2824480537645928;0.5196394885720045;0.4665902107400765;0.5053206586859269;0.31163204730628735;0.4261992307471938;0.3385984040385599;0.42496578502418775;0.3055507837014061;0.0;0.42690344078768366;0.531588835540254;0.0;0.42576424223803233;0.4647068964013121;0.2301631298139299;0.6362294663699001;0.0;0.4411926054626255;0.3421545041009071;0.0;0.2593838796672162;0.0;0.0;0.22779987288266335;0.0;0.23565246968492295;0.0;0.0;0.0;0.0;0.41084851293421853;0.0;0.0;0.0;0.0;0.0;0.2525241566883815;0.3121626139023872;0.3079144939345697;0.0;0.2130018573492643;0.0;0.0;0.36805659566468335;0.3152985092657799;0.44043154960227754;0.27874155178769805;0.44120345085831986;0.33781095142647377;0.22959781136780044;0.0;0.3288377915997873;0.24804672717065573;0.31580529580320343;0.3061236579840465;0.43435506912087424;0.0;0.4808203886918123;0.0;0.0;0.0;0.30396636702636054;0.0;0.0;0.455735174733261;0.0;0.0;0.0;0.0;0.0;0.0;0.42129519520758635;0.2905801136242428;0.0;0.0;0.22677471766855292;0.0;0.0;0.21477095785378483;0.0;0.0;0.43239043244536884;0.0;0.4728442445089237;0.0;0.33767209768837364;0.0;0.0;0.4513617020733711;0.0;0.0;0.0;0.43439239339824876;0.0;0.3385203441951966;0.3885675353295379;0.0;0.0;0.0;0.3479504842940438;0.0;0.4405592129249134;0.3396988168843837
GO:0032691;0.12489531358420786;0.0;0.31913178004593046;1.0;0.0;0.11300620111329059;0.0;0.2564734012652321;0.0;0.0;0.0;0.39556419855037633;0.0;0.5038286330420115;0.0;0.7308742566289379;0.0;0.18560849654755715;0.27960186124833;0.0;0.42105295961521544;0.33170192692703304;0.0;0.0;0.0;0.3491675334257683;0.0;0.28638787169997615;0.2519277018294842;0.3371770181783385;0.2444527152785679;0.4287194306813524;0.36154403979147515;0.34834099646190086;0.36037926644354407;0.1791390041718961;0.0;0.3622093861858808;0.21530998214014038;0.0;0.20350652703392744;0.4943093704077146;0.2576020517088805;0.3971982381780698;0.0;0.3757641194139768;0.283891432325935;0.0;0.21067065629870527;0.0;0.0;0.2546453549544158;0.0;0.26449783834450663;0.0;0.0;0.0;0.0;0.43077396623592673;0.0;0.0;0.0;0.0;0.0;0.2047409068685213;0.3189491068452559;0.2532222217674875;0.0;0.23629451254419262;0.0;0.0;0.38157361188961525;0.3673218462875452;0.3750395678622222;0.1626183597665153;0.3757744467387176;0.34745964367147325;0.22968522174327782;0.0;0.33744193481318957;0.24930571487420114;0.4350929001681222;0.251633070223884;0.24870585665958042;0.0;0.3654201737771604;0.0;0.0;0.0;0.17815810536535923;0.0;0.0;0.3896660544167573;0.0;0.0;0.0;0.0;0.0;0.0;0.43574727501626453;0.39670139406339555;0.0;0.0;0.25336501904943665;0.0;0.0;0.21404916232274815;0.0;0.0;0.4559672470775581;0.0;0.406161104990552;0.0;0.3416527404045813;0.0;0.0;0.2719272026836823;0.0;0.0;0.0;0.4583232612027543;0.0;0.34825361219599127;0.34521022079328734;0.0;0.0;0.0;0.16439258242462798;0.0;0.3751610871777403;0.7845599619315601
GO:0006283;0.3042926111431799;0.15958369347649706;0.0;0.0;1.0;0.0;0.0;0.0;0.3519571603878947;0.2515679738817812;0.0;0.0;0.0;0.0;0.0;0.0;0.1860601488219219;0.5105156587002482;0.0;0.7382310119570551;0.0;0.0;0.16303702357868965;0.0;0.17534416550590579;0.0;0.15579317378608837;0.0;0.0;0.0;0.0;0.0;0.1610406345488176;0.0;0.0;0.0;0.17520549252916562;0.0;0.0;0.18026502769051425;0.0;0.0;0.1660581222215711;0.0;0.1639082613350975;0.16502193385085842;0.0;0.0;0.41993935892880874;0.17080955333054532;0.18290320666242263;0.16485939927515797;0.0;0.0;0.4917188365558358;0.48579976523389906;0.1310808639800477;0.14156452681434425;0.15687937499972288;0.46467753949453805;0.0;0.22604170702864532;0.38205028327041035;0.1708156605394178;0.24753191696016769;0.0;0.0;0.0;0.1571821300831322;0.4533853037566239;0.0;0.0;0.0;0.16482178396597624;0.0;0.1650247845953703;0.0;0.0;0.17260931076139716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12680862952841987;0.5163072093302569;0.0;0.0;0.0;0.44461837063797977;0.1688074296592077;0.18099811740919464;0.0;0.15021293831307603;0.3053271482911153;0.43768382116948656;0.968242517959921;0.0;0.0;0.3382014308312414;0.5007773424461075;0.0;0.15304901330806847;0.5209175771803891;0.0;0.17817694970924125;0.13851252496262687;0.0;0.178202257592373;0.0;0.2658955907887674;0.13577093794014805;0.3253993937047445;0.4415363517300072;0.0;0.6180552205894325;0.5014482534861665;0.0;0.0;0.4919499229716766;0.0;0.0;0.1769880526924929;0.21503163666546035;0.2659751692200002;0.0;0.3812946874059313;0.16485537244386234;0.0
GO:0007257;0.059205255995797394;0.0;0.19661726103087032;0.11300620111329059;0.0;1.0;0.0;0.30430206162818724;0.0;0.0;0.0;0.2613639599299158;0.0;0.10707391192814167;0.0;0.11296225414192192;0.0;0.11497438668224289;0.2875687440769423;0.0;0.1605116408498287;0.1991987035402354;0.0;0.0;0.0;0.23177195478410073;0.0;0.2002903475055349;0.1801806788862289;0.14592931807206536;0.17801971283178084;0.1120513122193184;0.14924566963593083;0.19019506115165866;0.22197197769485535;0.41562302660924005;0.0;0.14933193060145153;0.16878536685923434;0.0;0.3624004998234372;0.15370579846693394;0.07833526032896623;0.21078429740239338;0.0;0.1510431379659532;0.33744775081898437;0.0;0.1218126043046031;0.0;0.0;0.07805964360677096;0.0;0.13028460756490667;0.0;0.0;0.0;0.0;0.14731817851217008;0.0;0.0;0.0;0.0;0.0;0.23655125822923673;0.1969969227329207;0.41076196092424944;0.0;0.07624453794280886;0.0;0.0;0.19655311289011915;0.12419972549459853;0.1509538372285603;0.4670366377702323;0.1510444090782803;0.2534878813611905;0.2642644755962656;0.0;0.13522550974487613;0.23453481238621915;0.16225547155610276;0.5126782126073166;0.12413817901452319;0.0;0.1423241619504491;0.0;0.0;0.0;0.449524501690766;0.0;0.0;0.1527114332390044;0.0;0.0;0.0;0.0;0.0;0.0;0.14863978318141177;0.12828023592963342;0.0;0.0;0.1769072784212156;0.0;0.0;0.21827581920110198;0.0;0.0;0.1499977647055393;0.0;0.1545857227489378;0.0;0.1366961637078656;0.0;0.0;0.18559953583118521;0.0;0.0;0.0;0.150237958496047;0.0;0.23154660236494953;0.29054200493374016;0.0;0.0;0.0;0.3274205181049387;0.0;0.15096883113802645;0.11548205153450362
GO:0008344;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.34200602094004817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3701071823613763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34574726595715677;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006446;0.10419509668009923;0.0;0.3115731360917204;0.2564734012652321;0.0;0.30430206162818724;0.0;1.0;0.0;0.0;0.0;0.6199763349517203;0.0;0.2278261902322518;0.0;0.2562471480826245;0.0;0.20297462930600982;0.3918325381264368;0.0;0.24831402579799067;0.3206094567221113;0.0;0.0;0.0;0.28327787641247837;0.0;0.4704070376742066;0.25999083732529665;0.3244891275094003;0.25388743675470193;0.25160710163567407;0.3413555669444557;0.39299285440830184;0.3405638699820701;0.4535233827561415;0.0;0.34180716081947143;0.22932881031364646;0.0;0.43074982216160856;0.36562132848337525;0.18272744296296892;0.3649155232196438;0.0;0.3509067511779476;0.5609797577474374;0.0;0.22530307337822394;0.0;0.0;0.18123476202383246;0.0;0.1861703610364284;0.0;0.0;0.0;0.0;0.33143714729153523;0.0;0.0;0.0;0.0;0.0;0.6298676418579565;0.2640867344060334;0.6008114453882618;0.0;0.17174216496897848;0.0;0.0;0.4211415060099351;0.23360761597350843;0.3504251396573772;0.4179448739960012;0.3509136119061575;0.2822138862367904;0.7385376036236856;0.0;0.2759237872878861;0.5750034181917323;0.2543205216556528;0.5978464403828243;0.196060631556701;0.0;0.2620390731000224;0.0;0.0;0.0;0.5257680918077835;0.0;0.0;0.3600446954915521;0.0;0.0;0.0;0.0;0.0;0.0;0.3382024636520582;0.2484738801539183;0.0;0.0;0.18058528264337165;0.0;0.0;0.5461819190911289;0.0;0.0;0.3453156977103151;0.0;0.3706397740175981;0.0;0.2821169700617742;0.0;0.0;0.275946174732172;0.0;0.0;0.0;0.3465913471793991;0.0;0.2827088187606155;0.316492527132239;0.0;0.0;0.0;0.4912675831515082;0.0;0.350505951328158;0.26959103226453085
GO:0006565;0.7876519747224374;0.1562471072347985;0.0;0.0;0.3519571603878947;0.0;0.0;0.0;1.0;0.14787150751504008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3367456437623392;0.0;0.40416680084988643;0.0;0.0;0.15955604494563594;0.0;0.17132429439875638;0.0;0.15261162994354946;0.0;0.0;0.0;0.0;0.0;0.15764349502069208;0.0;0.0;0.0;0.1711919044612707;0.0;0.0;0.17601909485710945;0.0;0.0;0.16244837044677995;0.0;0.16039038134095596;0.16145660699493355;0.0;0.0;0.37040202357281626;0.1669926482001098;0.17853359220510273;0.16130101641402977;0.0;0.0;0.43263605914524;0.47711559307058743;0.12882127859347497;0.0;0.15365377186185486;0.4092271499152466;0.0;0.13313448893866492;0.281959349330992;0.16699848551089583;0.10666324806920346;0.0;0.0;0.0;0.1539441934941125;0.5404836392670376;0.0;0.0;0.0;0.1612650072070792;0.0;0.1614593358874701;0.0;0.0;0.1687124647425129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12469274553452522;0.45472267376184444;0.0;0.0;0.0;0.5301937032845871;0.16507850221018233;0.17671799018695;0.0;0.14725306220494588;0.29866835039659045;0.52205004096249;0.35202992020589813;0.0;0.0;0.6840653969449132;0.44046795894413565;0.0;0.0;0.45786342844210515;0.0;0.17402767961268104;0.0;0.0;0.17405182243306624;0.0;0.15611733577008952;0.13334825811901924;0.31784714534584113;0.16750235693855126;0.0;0.3185832438832117;0.4410478270001938;0.0;0.0;0.43283591538425387;0.0;0.0;0.17289333413077587;0.0;0.1561630828975752;0.0;0.1630450102779565;0.16129716153773158;0.0
GO:0071493;0.12314016930835106;0.2294562079540136;0.0;0.0;0.2515679738817812;0.0;0.0;0.0;0.14787150751504008;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19418571688083186;0.20705452868368154;0.0;0.18152994106451326;0.0;0.0;0.23666388202686905;0.0;0.2635118750672099;0.0;0.2217003816774185;0.0;0.0;0.0;0.0;0.0;0.232480363246124;0.0;0.0;0.0;0.26319880834096376;0.0;0.0;0.27478465613795455;0.0;0.0;0.2430834518033671;0.0;0.23850413489373035;0.24086946988048533;0.0;0.0;0.14012380480109785;0.25340197506218093;0.2809621416872496;0.24052334774585937;0.0;0.0;0.17193273748581211;0.19670949716257982;0.1748036516685029;0.20724199693004092;0.22390650179045024;0.15959808344358786;0.0;0.35861878256725965;0.1687241503674102;0.2534154165071707;0.2274002901107757;0.0;0.0;0.0;0.2245237379953464;0.15457568237169642;0.0;0.0;0.0;0.2404432894736142;0.0;0.240875543420742;0.0;0.0;0.2573833031297288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16728774130544116;0.19206137569864384;0.0;0.0;0.0;0.15072704545623952;0.24902038163817433;0.27649170588527333;0.0;0.21056879160026534;0.24427092418742619;0.14771359715176233;0.2516360051029618;0.0;0.0;0.1419020124729961;0.1761648242031075;0.0;0.23281722283017914;0.18576118908334457;0.0;0.26996208146929673;0.20076596236201077;0.0;0.27002018333719513;0.0;0.38217402292456515;0.18324508945658038;0.26855855866729234;0.42453275766674986;0.0;0.13267625575576356;0.17648031838031014;0.0;0.0;0.17204006388975726;0.0;0.0;0.26724215911491245;0.24071631740642022;0.38233844202732714;0.0;0.4075972114847488;0.2405147764670832;0.0
