;GO:0090656;GO:0007095;GO:0006281;GO:0006289;GO:0046777;GO:0000733;GO:0045003;GO:0000732;GO:0000731;GO:0043987;GO:0045893;GO:0070244;GO:0071139;GO:0016055;GO:0090305;GO:0010792;GO:0010032;GO:0044806;GO:0051260;GO:0090263;GO:0007026;GO:0006406;GO:0010705;GO:0032355;GO:0070317;GO:0043967;GO:0008360;GO:0043968;GO:1904874;GO:0007076;GO:0007077;GO:0006260;GO:1905168;GO:0008284;GO:0000712;GO:0045787;GO:0046632;GO:0006303;GO:0006468;GO:0045944;GO:1904837;GO:0000079;GO:0000122;GO:0051782;GO:0046641;GO:0032508;GO:0000083;GO:0000281;GO:0000082;GO:0071479;GO:0031297;GO:0051307;GO:0030521;GO:0016579;GO:0006270;GO:0007084;GO:0007088;GO:0006351;GO:0090166;GO:0006310;GO:0000724;GO:0000723;GO:0045950;GO:0061820;GO:0007129;GO:0034080;GO:0006357;GO:1903827;GO:0048478;GO:0000492;GO:0072355;GO:0072711;GO:1901291;GO:0072757
GO:0090656;1.0;0.0;0.6666666666666666;0.5714285714285714;0.375;0.6666666666666666;0.4444444444444444;0.6666666666666666;0.6666666666666666;0.0;0.0;0.0;0.6666666666666666;0.0;0.6666666666666666;0.6666666666666666;0.0;0.25;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.5;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.2857142857142857;0.6666666666666666;0.0;0.0;0.0;0.0;0.6666666666666666;0.5;0.6666666666666666;0.0;0.5;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666
GO:0007095;0.0;1.0;0.5;0.4444444444444444;0.125;0.16666666666666666;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.4;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;0.0;0.16666666666666666;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666
GO:0006281;0.6666666666666666;0.5;1.0;0.8333333333333334;0.3333333333333333;0.6666666666666666;0.625;0.6666666666666666;0.6666666666666666;0.16666666666666666;0.0;0.0;0.6666666666666666;0.16666666666666666;0.5714285714285714;0.6666666666666666;0.16666666666666666;0.09090909090909091;0.0;0.0;0.0;0.0;0.6666666666666666;0.125;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.16666666666666666;0.16666666666666666;0.6666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.7142857142857143;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.2222222222222222;0.6666666666666666;0.16666666666666666;0.16666666666666666;0.3;0.6666666666666666;0.16666666666666666;0.0;0.42857142857142855;0.16666666666666666;0.6666666666666666;0.7142857142857143;0.6666666666666666;0.0;0.5;0.16666666666666666;0.16666666666666666;0.0;0.0;0.6666666666666666;0.0;0.16666666666666666;0.25;0.0;0.25
GO:0006289;0.5714285714285714;0.4444444444444444;0.8333333333333334;1.0;0.3;0.5714285714285714;0.5555555555555556;0.5714285714285714;0.5714285714285714;0.14285714285714285;0.0;0.0;0.5714285714285714;0.14285714285714285;0.5;0.5714285714285714;0.14285714285714285;0.08333333333333333;0.0;0.0;0.0;0.0;0.5714285714285714;0.1111111111111111;0.0;0.14285714285714285;0.0;0.14285714285714285;0.0;0.14285714285714285;0.14285714285714285;0.5714285714285714;0.0;0.0;0.14285714285714285;0.0;0.0;0.625;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.2;0.5714285714285714;0.14285714285714285;0.14285714285714285;0.2727272727272727;0.5714285714285714;0.14285714285714285;0.0;0.375;0.14285714285714285;0.5714285714285714;0.625;0.5714285714285714;0.0;0.4444444444444444;0.14285714285714285;0.14285714285714285;0.0;0.0;0.5714285714285714;0.0;0.14285714285714285;0.2222222222222222;0.0;0.2222222222222222
GO:0046777;0.375;0.125;0.3333333333333333;0.3;1.0;0.3333333333333333;0.25;0.375;0.375;0.6;0.0;0.0;0.375;0.125;0.3;0.375;0.125;0.07692307692307693;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.5;0.0;0.5;0.0;0.125;0.125;0.3333333333333333;0.0;0.0;0.125;0.0;0.0;0.2727272727272727;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.125;0.125;0.125;0.08333333333333333;0.375;0.125;0.125;0.5;0.375;0.125;0.0;0.3333333333333333;0.125;0.3333333333333333;0.2727272727272727;0.3333333333333333;0.0;0.2727272727272727;0.125;0.125;0.0;0.0;0.375;0.0;0.6;0.09090909090909091;0.0;0.09090909090909091
GO:0000733;0.6666666666666666;0.16666666666666666;0.6666666666666666;0.5714285714285714;0.3333333333333333;1.0;0.4444444444444444;0.6666666666666666;0.6666666666666666;0.16666666666666666;0.0;0.0;0.6666666666666666;0.16666666666666666;0.5714285714285714;0.6666666666666666;0.16666666666666666;0.75;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.5;0.16666666666666666;0.6666666666666666;0.0;0.0;0.16666666666666666;0.0;0.0;0.5;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.16666666666666666;0.16666666666666666;0.16666666666666666;0.1;0.6666666666666666;0.16666666666666666;0.16666666666666666;0.3;0.6666666666666666;0.16666666666666666;0.0;0.42857142857142855;0.375;0.6666666666666666;0.5;0.6666666666666666;0.0;0.5;0.375;0.16666666666666666;0.0;0.0;0.6666666666666666;0.0;0.16666666666666666;0.1111111111111111;0.0;0.1111111111111111
GO:0045003;0.4444444444444444;0.36363636363636365;0.625;0.5555555555555556;0.25;0.4444444444444444;1.0;0.4444444444444444;0.4444444444444444;0.1111111111111111;0.0;0.0;0.4444444444444444;0.1111111111111111;0.4;0.4444444444444444;0.1111111111111111;0.07142857142857142;0.0;0.0;0.0;0.0;0.4444444444444444;0.09090909090909091;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.0;0.0;0.1111111111111111;0.0;0.0;0.6666666666666666;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.07142857142857142;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.16666666666666666;0.4444444444444444;0.1111111111111111;0.1111111111111111;0.23076923076923078;0.4444444444444444;0.1111111111111111;0.0;0.3;0.1111111111111111;0.625;0.875;0.4444444444444444;0.0;0.36363636363636365;0.1111111111111111;0.1111111111111111;0.0;0.0;0.4444444444444444;0.0;0.1111111111111111;0.18181818181818182;0.0;0.18181818181818182
GO:0000732;0.6666666666666666;0.0;0.6666666666666666;0.5714285714285714;0.375;0.6666666666666666;0.4444444444444444;1.0;0.6666666666666666;0.0;0.0;0.0;0.6666666666666666;0.0;0.6666666666666666;0.6666666666666666;0.0;0.125;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.5;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.2857142857142857;0.6666666666666666;0.0;0.0;0.0;0.0;0.6666666666666666;0.5;0.6666666666666666;0.0;0.5;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666
GO:0000731;0.6666666666666666;0.0;0.6666666666666666;0.5714285714285714;0.375;0.6666666666666666;0.4444444444444444;0.6666666666666666;1.0;0.0;0.0;0.0;0.6;0.0;0.6666666666666666;0.6;0.0;0.125;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.5;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2857142857142857;0.6;0.0;0.0;0.6;0.0;0.6666666666666666;0.5;0.6666666666666666;0.0;0.5;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666
GO:0043987;0.0;0.0;0.16666666666666666;0.14285714285714285;0.6;0.16666666666666666;0.1111111111111111;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.125;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.125;0.2857142857142857;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666
