;GO:0006284;GO:0006261;GO:0015031;GO:0006288;GO:0043320;GO:0006286;GO:0006287;GO:0042058;GO:0007259;GO:0000398;GO:0043304;GO:1903307;GO:0045471;GO:0048488;GO:0071897;GO:0051607;GO:0051402;GO:0016579;GO:0071707;GO:0006290;GO:0007186;GO:0006351;GO:0050709;GO:0060338;GO:0008630;GO:0043312;GO:1900026;GO:0007249;GO:0060337;GO:0002467;GO:0030856;GO:0001558;GO:2000825;GO:0006909;GO:0016485
GO:0006284;1.0;0.7777777777777778;0.0;0.7368421052631579;0.10526315789473684;0.7777777777777778;0.8235294117647058;0.0;0.23529411764705882;0.38095238095238093;0.0;0.0;0.26666666666666666;0.0;0.8235294117647058;0.375;0.26666666666666666;0.42105263157894735;0.09090909090909091;0.8888888888888888;0.26666666666666666;0.42105263157894735;0.0;0.0;0.5882352941176471;0.10526315789473684;0.0;0.25;0.23529411764705882;0.13333333333333333;0.0;0.0;0.0;0.0;0.5
GO:0006261;0.7777777777777778;1.0;0.0;0.7368421052631579;0.10526315789473684;0.7777777777777778;0.8235294117647058;0.0;0.23529411764705882;0.38095238095238093;0.0;0.0;0.0;0.0;0.8235294117647058;0.0;0.26666666666666666;0.42105263157894735;0.09090909090909091;0.7777777777777778;0.26666666666666666;0.631578947368421;0.0;0.0;0.23529411764705882;0.10526315789473684;0.0;0.25;0.23529411764705882;0.0;0.0;0.0;0.0;0.0;0.5
GO:0015031;0.0;0.0;1.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0
GO:0006288;0.7368421052631579;0.7368421052631579;0.0;1.0;0.1;0.631578947368421;0.6666666666666666;0.0;0.1111111111111111;0.09090909090909091;0.0;0.0;0.0;0.0;0.7777777777777778;0.0;0.25;0.3;0.08695652173913043;0.7368421052631579;0.125;0.1;0.0;0.0;0.1111111111111111;0.1;0.0;0.11764705882352941;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.11764705882352941
GO:0043320;0.10526315789473684;0.10526315789473684;0.1111111111111111;0.1;1.0;0.10526315789473684;0.1111111111111111;0.0;0.1111111111111111;0.09090909090909091;0.0;0.0;0.0;0.11764705882352941;0.1111111111111111;0.35294117647058826;0.125;0.1;0.08695652173913043;0.10526315789473684;0.125;0.1;0.0;0.0;0.1111111111111111;0.1;0.0;0.11764705882352941;0.1111111111111111;0.125;0.0;0.0;0.0;0.5882352941176471;0.0
GO:0006286;0.7777777777777778;0.7777777777777778;0.0;0.631578947368421;0.10526315789473684;1.0;0.7058823529411765;0.0;0.11764705882352941;0.09523809523809523;0.0;0.0;0.0;0.0;0.8235294117647058;0.0;0.26666666666666666;0.3157894736842105;0.09090909090909091;0.7777777777777778;0.13333333333333333;0.10526315789473684;0.0;0.0;0.11764705882352941;0.10526315789473684;0.0;0.125;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.125
GO:0006287;0.8235294117647058;0.8235294117647058;0.0;0.6666666666666666;0.1111111111111111;0.7058823529411765;1.0;0.0;0.125;0.1;0.0;0.0;0.0;0.0;0.875;0.0;0.2857142857142857;0.3333333333333333;0.09523809523809523;0.8235294117647058;0.14285714285714285;0.1111111111111111;0.0;0.0;0.125;0.1111111111111111;0.0;0.13333333333333333;0.125;0.0;0.0;0.0;0.0;0.0;0.13333333333333333
GO:0042058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.125;0.0;0.42105263157894735;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.47058823529411764;0.75;0.125;0.0;0.47058823529411764;0.13333333333333333;0.125;0.0;0.5714285714285714;0.5714285714285714;0.5714285714285714;0.0;0.0
GO:0007259;0.23529411764705882;0.23529411764705882;0.0;0.1111111111111111;0.1111111111111111;0.11764705882352941;0.125;0.125;1.0;0.1;0.10526315789473684;0.1111111111111111;0.0;0.0;0.25;0.0;0.2857142857142857;0.1111111111111111;0.09523809523809523;0.23529411764705882;0.14285714285714285;0.1111111111111111;0.11764705882352941;0.125;0.125;0.1111111111111111;0.11764705882352941;0.13333333333333333;0.125;0.0;0.14285714285714285;0.14285714285714285;0.09523809523809523;0.0;0.0
GO:0000398;0.38095238095238093;0.38095238095238093;0.0;0.09090909090909091;0.09090909090909091;0.09523809523809523;0.1;0.0;0.1;1.0;0.0;0.0;0.0;0.0;0.4;0.0;0.1111111111111111;0.36363636363636365;0.08;0.38095238095238093;0.1111111111111111;0.09090909090909091;0.0;0.0;0.1;0.09090909090909091;0.0;0.10526315789473684;0.1;0.0;0.0;0.0;0.0;0.0;0.10526315789473684
GO:0043304;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.10526315789473684;0.0;1.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.5;0.5263157894736842;0.10526315789473684;0.0;0.4;0.1111111111111111;0.10526315789473684;0.0;0.47058823529411764;0.35294117647058826;0.3333333333333333;0.0;0.0
GO:1903307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.1111111111111111;0.0;0.8571428571428571;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.7368421052631579;0.4444444444444444;0.1111111111111111;0.0;0.5263157894736842;0.47058823529411764;0.1111111111111111;0.0;0.5;0.5;0.43478260869565216;0.0;0.0
GO:0045471;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0
GO:0048488;0.0;0.0;0.4;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8571428571428571;0.0
