;GO:0006284;GO:0006261;GO:0015031;GO:0006288;GO:0043320;GO:0006286;GO:0006287;GO:0042058;GO:0007259;GO:0000398;GO:0043304;GO:1903307;GO:0045471;GO:0048488;GO:0071897;GO:0051607;GO:0051402;GO:0016579;GO:0071707;GO:0006290;GO:0007186;GO:0006351;GO:0050709;GO:0060338;GO:0008630;GO:0043312;GO:1900026;GO:0007249;GO:0060337;GO:0002467;GO:0030856;GO:0001558;GO:2000825;GO:0006909;GO:0016485
GO:0006284;1.0;0.7108776449911811;0.0;0.7749780449875668;0.12817064199341183;0.7263455878587186;0.8104453222779927;0.0;0.1766729796365367;0.6447037606609096;0.0;0.0;0.1719941603898164;0.0;0.657731785999528;0.20637307385499423;0.18806919445902986;0.46400911479193346;0.6686296945433752;0.9600116330784839;0.1873907469794418;0.5983994724058247;0.0;0.0;0.4030301764209295;0.1255533570628837;0.0;0.18187410172887727;0.17668493149149492;0.17623869526444016;0.0;0.0;0.0;0.0;0.3955350879139905
GO:0006261;0.7108776449911811;1.0;0.0;0.7777483738802471;0.12859830639729963;0.728778585714675;0.8134755204291773;0.0;0.1774865871813284;0.6468664205405381;0.0;0.0;0.0;0.0;0.8506048792990136;0.0;0.1889914240582236;0.46566912549416317;0.670690850541333;0.7108776449911811;0.18830631861648256;0.7841836169601168;0.0;0.0;0.15070768017222327;0.12596370575470314;0.0;0.18273643532273962;0.17749864937395016;0.0;0.0;0.0;0.0;0.0;0.3972621940116331
GO:0015031;0.0;0.0;1.0;0.0;0.28149877987158145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4215095171269556;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2740509020701088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4597810697242801;0.0
GO:0006288;0.7749780449875668;0.7777483738802471;0.0;1.0;0.14046280960303478;0.7963012352965757;0.8985205606995584;0.0;0.2009081610334958;0.7068947774210809;0.0;0.0;0.0;0.0;0.7145778597999001;0.0;0.2157769448615503;0.5120419538548294;0.7274593755827605;0.7749780449875668;0.2148843379833034;0.6481150389392782;0.0;0.0;0.16726514300367615;0.13732557573240067;0.0;0.2076613564757039;0.20092361693117824;0.0;0.0;0.0;0.0;0.0;0.44663149897559323
GO:0043320;0.12817064199341183;0.12859830639729963;0.28149877987158145;0.14046280960303478;1.0;0.13145714958429566;0.1470471006964643;0.0;0.18197667160105163;0.13165135158295624;0.0;0.0;0.0;0.35700518618529303;0.11879577041018441;0.21162807671513728;0.19409083939871316;0.1405757744256607;0.16484288065559052;0.12817064199341183;0.19336833445775983;0.11446855191292768;0.0;0.0;0.15393275410413465;0.7725740439627213;0.0;0.18749963542687187;0.18198935183784537;0.1815159555717848;0.0;0.0;0.0;0.3793444257752617;0.0
GO:0006286;0.7263455878587186;0.728778585714675;0.0;0.7963012352965757;0.13145714958429566;1.0;0.8337943091479435;0.0;0.18297866741136465;0.6613253033818806;0.0;0.0;0.0;0.0;0.6730274019789426;0.0;0.19523109907200908;0.47678643891456457;0.6844424662907589;0.7263455878587186;0.19450009592659473;0.6118066636066276;0.0;0.0;0.15464910892750744;0.12870536162590288;0.0;0.18856355281723486;0.18299148767677928;0.0;0.0;0.0;0.0;0.0;0.40889921609535956
GO:0006287;0.8104453222779927;0.8134755204291773;0.0;0.8985205606995584;0.1470471006964643;0.8337943091479435;1.0;0.0;0.2146559113887848;0.7402334901265407;0.0;0.0;0.0;0.0;0.7446249103844829;0.0;0.23171559387887983;0.5380461804178658;0.7586231137918119;0.8104453222779927;0.23068656399140403;0.6742695986009357;0.0;0.0;0.17668619200636293;0.14361244925177405;0.0;0.22238271611729082;0.21467355498334198;0.0;0.0;0.0;0.0;0.0;0.4752986549646139
GO:0042058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.4820408872516827;0.0;0.30719002167255177;0.34146426811570113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5310547228118192;0.0;0.2930082333963618;0.6494991490346632;0.3750063549453626;0.0;0.2849962107309274;0.5053621538195394;0.4820935120348623;0.0;0.48324131409962046;0.5329545710013326;0.34697073127591205;0.0;0.0
GO:0007259;0.1766729796365367;0.1774865871813284;0.0;0.2009081610334958;0.18197667160105163;0.18297866741136465;0.2146559113887848;0.4820408872516827;1.0;0.18335514377964918;0.2621821995663468;0.3524460845140794;0.0;0.0;0.15934008965989804;0.0;0.33219246617928033;0.20113934941705108;0.16297275343542825;0.1766729796365367;0.7860049597902689;0.15165071238727362;0.30105767494817787;0.3762480692276902;0.6213966228547798;0.17674550898906988;0.2926057464623392;0.8478425109230958;0.7102037131012942;0.0;0.5055333692279124;0.5601984088200662;0.197832810339303;0.0;0.0
GO:0000398;0.6447037606609096;0.6468664205405381;0.0;0.7068947774210809;0.13165135158295624;0.6613253033818806;0.7402334901265407;0.0;0.18335514377964918;1.0;0.0;0.0;0.0;0.0;0.5973151838915662;0.0;0.19565974098593095;0.4318802610835733;0.6074599126320712;0.6447037606609096;0.19492553042760216;0.6121589425110529;0.0;0.0;0.15491794857754262;0.12889151251773867;0.0;0.1889633866851782;0.18336801685626938;0.0;0.0;0.0;0.0;0.0;0.4096955572568529
