;GO:0006281;GO:0042417;GO:2001054;GO:0032570;GO:0060009;GO:0045124;GO:0061337;GO:0006203;GO:0001942;GO:0045892;GO:0030949;GO:0042262;GO:0050679;GO:0038027;GO:0045815;GO:0071805;GO:2000010;GO:0065003;GO:0000902;GO:0007268;GO:0042542;GO:0006334;GO:0014909;GO:0048010;GO:0051495;GO:0032717;GO:0001836;GO:0050847;GO:0050727;GO:0018149;GO:0035544;GO:0031346;GO:1903543;GO:0045665;GO:0006024;GO:0045666;GO:0045787;GO:0002064;GO:0043124;GO:0045944;GO:0048935;GO:0043129;GO:0043524;GO:0048538;GO:0006027;GO:0002576;GO:0007229;GO:0072086;GO:0048384;GO:0001523;GO:0000281;GO:0019221;GO:0006816;GO:0051384;GO:0034446;GO:0010875;GO:0032147;GO:0016079;GO:0010595;GO:0050731;GO:0045715;GO:0071947;GO:1903553;GO:0090200;GO:0044344;GO:0048701;GO:0048666;GO:0043410;GO:0045955;GO:0009306;GO:0071391;GO:0006307;GO:0007517;GO:1990830;GO:0045046;GO:0071300;GO:0001657;GO:0050748;GO:0031960;GO:0010888;GO:0050900;GO:0001938;GO:0070059;GO:0017157;GO:0030512;GO:2000027;GO:0016569;GO:0008380;GO:0061136;GO:0042738;GO:1902476;GO:0006366;GO:0006886;GO:0043271;GO:0071294;GO:0010977;GO:0046784;GO:0045055;GO:0055002;GO:0050911;GO:0006919;GO:0071456;GO:0016575;GO:0016973;GO:0032369;GO:0016578;GO:1900181;GO:0035871;GO:0060271;GO:0007186;GO:0032482;GO:0043277;GO:1900740;GO:0002052;GO:0002053;GO:0048210;GO:0030855;GO:0043161;GO:0071442;GO:0001755;GO:0045860;GO:0048333;GO:0042471;GO:0010745;GO:0035627;GO:0010469;GO:0072659;GO:0030335;GO:0016567;GO:0034656;GO:0046718;GO:2001032;GO:0060982;GO:0035065;GO:0021852;GO:0051591;GO:0048699;GO:0043687;GO:0061436;GO:0000122;GO:0032869;GO:0045596;GO:0032508;GO:0051461;GO:0010951;GO:0060070;GO:0010793;GO:0035176;GO:0042407;GO:0006351;GO:0006355;GO:0051481;GO:0007166;GO:0060219;GO:0048627;GO:0006357;GO:0006511;GO:0072272;GO:0048752;GO:0006904;GO:0006508;GO:0043065;GO:0033148;GO:0031124;GO:0010569;GO:0033700;GO:0070536;GO:0071108;GO:2001037
GO:0006281;1.0;0.48962017017624265;0.0;0.14164498064783101;0.17561621333721184;0.0;0.0;0.33975904088902725;0.0;0.0;0.0;0.8669609846245758;0.0;0.1771335083878994;0.0;0.14881099714795998;0.0;0.18864091466400862;0.17846018339650885;0.18202148705685434;0.19956310560863771;0.16273024741970907;0.18684367918903202;0.1684744057059017;0.0;0.0;0.18487071054380555;0.16551466843044524;0.0;0.5416208193049528;0.0;0.0;0.0;0.0;0.31602748177730555;0.0;0.0;0.18983740836235144;0.0;0.0;0.18512768160885779;0.0;0.0;0.0;0.3185791912067941;0.1703201296555387;0.17700519895676825;0.0;0.17762934877022718;0.4305057371592429;0.1925392837659291;0.17678572862448816;0.0;0.14883598932336267;0.15858343022106386;0.0;0.0;0.1275345294379687;0.0;0.0;0.0;0.4914997335663722;0.0;0.0;0.2655915046270508;0.0;0.18981580818896668;0.0;0.0;0.1475439260309706;0.3084446519551194;0.8037191580003554;0.0;0.278109884797135;0.10485461563623338;0.25377697720934134;0.0;0.0;0.15251200289151726;0.0;0.1858503372246727;0.0;0.34120400586030203;0.0;0.0;0.0;0.37674121795531346;0.7623987167586369;0.0;0.32542826358670174;0.0;0.6266611665376534;0.0;0.0;0.27945524959533413;0.0;0.0;0.17440850419011952;0.18505233199138832;0.1660073223162839;0.0;0.3559969454901694;0.4634058399936388;0.0;0.0;0.4542807265854321;0.0;0.5007344724907833;0.16271633015947487;0.18162220859262218;0.16879035218433053;0.0;0.07944050671453691;0.0;0.0;0.16760398610399194;0.19539420614441746;0.45933102552315147;0.0;0.18662596304206705;0.0;0.19564940952601811;0.0;0.0;0.0;0.0;0.0;0.0;0.5195197150873081;0.5867471269648574;0.0;0.0;0.0;0.0;0.15898400249081698;0.1488086402034743;0.19058360414924214;0.5412283968841861;0.0;0.0;0.21617832846803434;0.0;0.1802158822854674;0.0;0.0;0.16861979534467283;0.0;0.0;0.17570256863832187;0.6364942254720125;0.0;0.13651001926656398;0.18139753517311877;0.18126505110370933;0.19003459614792462;0.0;0.49322750862650533;0.0;0.0;0.177077457992892;0.4397927965899279;0.0;0.0;0.720377517434841;0.0;0.0;0.5006398349085792;0.5006398349085792;0.0
GO:0042417;0.48962017017624265;1.0;0.0;0.0;0.22202892719206138;0.0;0.0;0.28687327519759487;0.0;0.0;0.0;0.452130065057885;0.0;0.22445974683583209;0.0;0.18084438302242856;0.0;0.24326404932571175;0.22659431469827382;0.23236687174464557;0.0;0.2018236124110809;0.24028352544875642;0.21073473207525162;0.0;0.0;0.23703039337848306;0.2061242332756433;0.0;0.5139706059217076;0.0;0.0;0.0;0.0;0.3776113689664932;0.0;0.0;0.24525744197159907;0.0;0.0;0.2374529904004562;0.0;0.0;0.0;0.38132410259017846;0.21363051661796692;0.22425375499202835;0.0;0.22525653396787795;0.45165934140657726;0.24978594180374192;0.2239015954116362;0.0;0.0;0.1954838687315967;0.0;0.0;0.15036019554797594;0.0;0.0;0.0;0.4577483503772683;0.0;0.0;0.1965220453160645;0.0;0.2452213904493304;0.0;0.0;0.17897651707138681;0.23718297090653864;0.5174072323802857;0.0;0.20807913607357517;0.1198078689378641;0.18584611111097926;0.0;0.0;0.0;0.0;0.23864319979232346;0.0;0.1813543420580261;0.0;0.0;0.0;0.3903900049549731;0.5556444679662439;0.0;0.4772173409762066;0.0;0.4097247101746331;0.0;0.0;0.20933654381134445;0.0;0.0;0.22010200732936205;0.23732904122126972;0.0;0.0;0.1910045997120575;0.4271383156018386;0.0;0.0;0.41733115791614595;0.0;0.4679497848677949;0.20180220558866468;0.2317165690157969;0.21122929577561297;0.0;0.08773685261397736;0.0;0.0;0.20937463292609348;0.2546121991007359;0.42275083787332557;0.0;0.23992357966132447;0.0;0.25504570341204846;0.0;0.0;0.0;0.0;0.0;0.0;0.4889191329938225;0.48100173841563804;0.0;0.0;0.0;0.0;0.19609290401144533;0.0;0.24650434371279734;0.5135221531477754;0.0;0.0;0.15328790863851288;0.0;0.2294323599668789;0.0;0.0;0.2109622585050747;0.0;0.0;0.22216697685465883;0.4171125895385358;0.0;0.16299514149083055;0.23135099121573996;0.23113553635978867;0.24558666675470991;0.0;0.45965167831623605;0.0;0.0;0.224369752028645;0.4573730769635947;0.0;0.0;0.5193322594544885;0.0;0.0;0.4678448854103926;0.4678448854103926;0.0
GO:2001054;0.0;0.0;1.0;0.0;0.0;0.3687030265419117;0.3318628377962216;0.0;0.0;0.30443066023707904;0.34829440853619703;0.0;0.4365541592039924;0.45942889472101556;0.3100351636181818;0.0;0.33043519700772195;0.0;0.0;0.0;0.0;0.0;0.0;0.42899093885324646;0.40797609589808326;0.42438389720180847;0.0;0.4188403736713382;0.36687875780393625;0.0;0.4370896969092508;0.4352867752079639;0.32802882777544107;0.4333269083895853;0.0;0.3164613973495395;0.46770048619628835;0.0;0.46290602895487326;0.2182235956291497;0.0;0.2472957941626053;0.8407702241291451;0.0;0.0;0.0;0.4589696069398094;0.0;0.46120615351004907;0.0;0.0;0.4581845921661481;0.0;0.0;0.0;0.2783722486035954;0.208574730188878;0.0;0.3186639536360739;0.24522838333220168;0.3807744292311902;0.0;0.3646979249088124;0.3817966051857737;0.0;0.0;0.0;0.20361301903585555;0.449984430637981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43975545883592493;0.0;0.4240635406168659;0.0;0.4103849018039656;0.3649339283486116;0.44139292830821364;0.4223208742800481;0.3664115081348504;0.0;0.0;0.3358295504826629;0.0;0.0;0.0;0.0;0.43760489676064934;0.0;0.37036052147149473;0.0;0.0;0.0;0.0;0.3017831777705112;0.0;0.0;0.0;0.4109525277242805;0.0;0.4105386796067162;0.0;0.0;0.47565723718871733;0.43008198259113617;0.0;0.2522866671231719;0.27790098886274645;0.4374933451675062;0.0;0.0;0.0;0.21608717456249366;0.0;0.21187900522919584;0.0;0.0;0.5588167107998648;0.0;0.43370620756614936;0.0;0.3730954889150846;0.0;0.0;0.0;0.3354704424606563;0.0;0.3194132565178524;0.0;0.0;0.0;0.0;0.22250428728603286;0.2938619013239958;0.0;0.5935748248955809;0.0;0.24995854209917664;0.33664667854938357;0.4294928257134298;0.24046812648441274;0.0;0.0;0.0;0.31561646057882875;0.1683774196817465;0.4748374497488111;0.0;0.0;0.3074877668907173;0.0;0.0;0.0;0.0;0.0;0.6036107369591353;0.34003140146649563;0.0;0.32741378722883224;0.0;0.0;0.0;0.2506239635234528
GO:0032570;0.14164498064783101;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12951111266035034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4494597957094925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7753627806759301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4101952083055971;0.0;0.0;0.0;0.0;0.0;0.3395258441969882;0.0;0.0;0.3661458916017364;0.0;0.44799754420858745;0.0;0.0;0.8049539771483003;0.0;0.0;0.0;0.18011678834867476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29186483189481555;0.0;0.0;0.0;0.0;0.269519482246614;0.0;0.26181986422135156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5484893850406235;0.0;0.0;0.0;0.0;0.40965117933707124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060009;0.17561621333721184;0.22202892719206138;0.0;0.0;1.0;0.0;0.0;0.08537688888847485;0.408969625884201;0.0;0.0;0.15979457264924282;0.0;0.29851095042384823;0.0;0.22601755441809093;0.0;0.3327146444117325;0.5017353183411867;0.3126603836161396;0.0;0.2597645028075782;0.3271641923035132;0.27471611853009004;0.0;0.0;0.3211626284554655;0.26693272999155165;0.0;0.2119892774003523;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8564786750615043;0.0;0.0;0.7310573472383928;0.0;0.0;0.41026202726347766;0.0;0.279657836669482;0.29814673179699974;0.0;0.2999218458092583;0.2584279481428759;0.3450361631911834;0.29752458122967024;0.0;0.0;0.4138652849213123;0.0;0.0;0.18032589041890176;0.0;0.0;0.0;0.18408248468822536;0.0;0.0;0.2510477030911961;0.27208733381945066;0.7638658341062372;0.0;0.0;0.22310750092761253;0.3214428049810373;0.1876497815195601;0.4312883887097314;0.2702203947870092;0.13809262710959533;0.2338844820578109;0.3596559037151506;0.0;0.0;0.0;0.32413069963117946;0.0;0.22681465954186605;0.0;0.0;0.0;0.2773517417645031;0.20465398012908673;0.0;0.29978184612499775;0.0;0.1424479724669902;0.0;0.0;0.27234481181314174;0.0;0.0;0.29085265537994576;0.7305400588979437;0.0;0.0;0.24211345245549235;0.16946720878476174;0.0;0.0;0.16486724673502312;0.0;0.18904208338873774;0.25972904150868015;0.31148415135632207;0.2755571801983102;0.0;0.09715776470132823;0.0;0.0;0.27240928405584636;0.5880668184289425;0.1674044194255821;0.0;0.3264972542994541;0.0;0.5894610625311564;0.28502861107716326;0.0;0.0;0.0;0.0;0.0;0.19937990149779258;0.17193756233157814;0.0;0.0;0.2860388029692861;0.0;0.25034781722234756;0.0;0.562328521134082;0.21176102280018358;0.0;0.0;0.18455323332264761;0.0;0.30737054914105644;0.0;0.0;0.2751029041179514;0.0;0.0;0.29446944636005384;0.1454293262741596;0.0;0.19880829314255596;0.31082391150125627;0.5152405645839689;0.7654275485307478;0.0;0.18500440394976098;0.0;0.3142838899935094;0.29835180153679486;0.0;0.0;0.0;0.18849337675395056;0.0;0.0;0.18899085487478542;0.18899085487478542;0.0
GO:0045124;0.0;0.0;0.3687030265419117;0.0;0.0;1.0;0.5268091630122933;0.0;0.0;0.19286420852817127;0.32540173354561946;0.0;0.43268657088464096;0.4626574606644447;0.3953172509392257;0.0;0.42909518061705504;0.0;0.0;0.0;0.0;0.0;0.0;0.4229840427846698;0.39654608143559933;0.547828588578648;0.0;0.41011948221987143;0.4926425357861474;0.0;0.29410600091486633;0.4310536454289811;0.3024831097402288;0.35534588703919906;0.0;0.3536430648698898;0.4737329550670099;0.0;0.31528810112463834;0.1879846183918575;0.0;0.44190797482019273;0.34319030032852244;0.0;0.0;0.0;0.46204624471540656;0.0;0.4650263315566691;0.0;0.0;0.46100246436047454;0.0;0.0;0.0;0.3452460015342963;0.1786396051259833;0.0;0.35660466033259786;0.21472307694359985;0.24963094228550814;0.0;0.3443996850408131;0.22740431543663395;0.0;0.0;0.0;0.1738758624251913;0.3046216326576078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2962695004347451;0.0;0.549879444776342;0.0;0.39953831032170783;0.3446760045819995;0.4389472895815761;0.28221697705691295;0.6004206878776152;0.0;0.0;0.3112341420396715;0.0;0.0;0.0;0.0;0.46724678461573693;0.0;0.29502840432791677;0.0;0.0;0.0;0.0;0.17397769263390322;0.0;0.0;0.0;0.4302690426391312;0.0;0.4297061845284916;0.0;0.0;0.4845094287279184;0.4243774758336562;0.0;0.17493398639494928;0.3031079250821655;0.43389848142640663;0.0;0.0;0.0;0.18590616984927197;0.0;0.18182770102560708;0.0;0.0;0.39873813820686954;0.0;0.42902119924316906;0.0;0.35428481354899277;0.0;0.0;0.0;0.31082935350800306;0.0;0.2929192077874949;0.0;0.0;0.0;0.0;0.3845147190247087;0.18530531458908286;0.0;0.43097699490075697;0.0;0.31772474771203957;0.21634629367972963;0.4236247714127527;0.28878960013959304;0.0;0.0;0.0;0.28873779383405745;0.27146201735286263;0.4833935108349487;0.0;0.0;0.27985326725274917;0.0;0.0;0.0;0.0;0.0;0.39591707898789147;0.3159844599442217;0.0;0.30179686720455046;0.0;0.0;0.0;0.26879883246183933
GO:0061337;0.0;0.0;0.3318628377962216;0.0;0.0;0.5268091630122933;1.0;0.0;0.2727090020481489;0.18227956712061538;0.2963658806543426;0.0;0.3828154230212733;0.40608980532075245;0.353269875447602;0.0;0.3800015123930273;0.0;0.0;0.23411633224258346;0.0;0.0;0.0;0.3752009325996428;0.3542508778976479;0.48262463406083933;0.0;0.365043837875678;0.4290091561506619;0.0;0.2701813416492316;0.38153666806543823;0.2772346355863523;0.32671467742466087;0.0;0.32527464683982804;0.4145976365001834;0.0;0.28795328598376796;0.1779148159069095;0.0;0.28883748720819524;0.3110498791798071;0.0;0.0;0.0;0.40561883898207435;0.27892979702420595;0.4079136784803375;0.0;0.0;0.4048142125480603;0.0;0.0;0.0;0.31273762288200335;0.16952180954723403;0.0;0.3277784732604204;0.20168428647531272;0.23218034150782377;0.0;0.31204302091939157;0.21283220142105577;0.0;0.0;0.0;0.16522609448964307;0.2790299908930884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2720060771994106;0.0;0.3949695408300413;0.0;0.35663693024870285;0.31226984142795783;0.3877079420861279;0.26011481562969596;0.5229813536179296;0.0;0.0;0.2845680209137633;0.0;0.0;0.0;0.0;0.4096212088380972;0.0;0.2750184791514475;0.0;0.0;0.0;0.0;0.16531804256897742;0.0;0.0;0.0;0.38092184438447624;0.0;0.3804806239198684;0.0;0.0;0.4228282393877174;0.3762969169856829;0.0;0.1367400937554533;0.2820261837396189;0.3837637593832195;0.0;0.0;0.0;0.1760519732629966;0.0;0.17239015609979624;0.0;0.0;0.35599923587391596;0.0;0.379943490173771;0.0;0.32013614544163504;0.0;0.0;0.0;0.28422958665500525;0.0;0.2691794504953732;0.0;0.0;0.0;0.0;0.34122895722609137;0.17551303568770696;0.0;0.38147661517100334;0.0;0.2923914830055353;0.2031156959203848;0.3757049896221164;0.265688100421985;0.0;0.0;0.0;0.2656442503850487;0.18665587156241745;0.42197811376985267;0.0;0.0;0.25810552375590967;0.0;0.25551556141802423;0.0;0.0;0.0;0.3537488124178495;0.2885340221102677;0.0;0.2766580648465768;0.0;0.0;0.0;0.25208795583846144
GO:0006203;0.33975904088902725;0.28687327519759487;0.0;0.0;0.08537688888847485;0.0;0.0;1.0;0.0;0.0;0.0;0.3266136148714426;0.0;0.08573391310901968;0.0;0.07850236326384066;0.0;0.08834223915192224;0.08604350761234754;0.08686291051209298;0.0;0.0822119918871184;0.08794607466540585;0.08365291372799422;0.0;0.0;0.0875065022335696;0.08291669678874353;0.0;0.26089182308193626;0.0;0.0;0.0;0.0;0.2395413487598184;0.0;0.0;0.08860376420643705;0.0;0.0;0.08756403441474934;0.0;0.0;0.0;0.2801109751196732;0.08410546954100102;0.08570384370788192;0.0;0.08584990266855178;0.21784136791379594;0.08918791145602344;0.08565235852948126;0.0;0.0;0.0811400792353488;0.0;0.0;0.07215241320188073;0.0;0.0;0.0;0.24731945544746786;0.0;0.0;0.08131838821634027;0.0;0.0885990585052914;0.0;0.0;0.07814832757120903;0.08752728899513633;0.3488527143344485;0.0;0.08323125135612124;0.06428573253731124;0.07943032624987459;0.0;0.0;0.0;0.0;0.08772537650157824;0.0;0.07859830293132275;0.0;0.0;0.0;0.15428536681817595;0.36055431266454246;0.0;0.20950420122418695;0.0;0.48080505297602877;0.0;0.0;0.08343170783649144;0.0;0.0;0.08509043734239097;0.0875471734267624;0.0;0.0;0.08035788195096066;0.2391682110964959;0.0;0.0;0.23642983420579194;0.0;0.24991048059183496;0.08220843961768981;0.08677187776498026;0.08373073493139964;0.0;0.05374444807811681;0.0;0.0;0.08343775742065397;0.08979566096505114;0.32197337615979515;0.0;0.08789780940215261;0.0;0.08984952108540455;0.0;0.0;0.0;0.0;0.0;0.0;0.25505277380749286;0.54344670660345;0.0;0.0;0.0;0.0;0.08124481638153049;0.0;0.08876597665094883;0.260790066049804;0.0;0.0;0.07281981623083153;0.0;0.08644957358554406;0.0;0.0;0.08368874309077952;0.0;0.0;0.08539729361207227;0.4853602798276713;0.0;0.07494001331856777;0.08672056180714081;0.08669027101411303;0.08864669612214364;0.0;0.3141579884950702;0.0;0.0;0.08572078042675683;0.21178305307998552;0.0;0.0;0.3494636261434154;0.0;0.0;0.24988414221900296;0.24988414221900296;0.0
GO:0001942;0.0;0.0;0.0;0.0;0.408969625884201;0.0;0.2727090020481489;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30541019839075323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.480849931923566;0.0;0.0;0.45568825599673274;0.0;0.0;0.5075294265291627;0.0;0.0;0.0;0.3685159513335121;0.0;0.0;0.0;0.0;0.0;0.0;0.243508097456762;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33011917629898324;0.4807311980747217;0.0;0.0;0.0;0.0;0.0;0.5401035946370272;0.0;0.0;0.0;0.4322832862081234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4552972372357598;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37054148166358386;0.0;0.0;0.0;0.0;0.3716309309848783;0.34936471881043046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3508836308456041;0.0;0.0;0.0;0.3506496577187207;0.0;0.2680032522105181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3153056213610876;0.4819353160596964;0.0;0.0;0.32871908068361877;0.3943598361748566;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045892;0.0;0.0;0.30443066023707904;0.0;0.0;0.19286420852817127;0.18227956712061538;0.0;0.0;1.0;0.21031080222492024;0.0;0.239555396632307;0.24628426878552986;0.3070194667565364;0.0;0.18184802756763552;0.0;0.0;0.0;0.0;0.0;0.0;0.23726003533883477;0.2306881027493493;0.2299464179862868;0.0;0.23412198179691704;0.19236386914432985;0.0;0.27254856909345443;0.23917326480893222;0.20274739636924052;0.27108077139744036;0.0;0.19826807503585386;0.24864156058493994;0.0;0.2823680983171479;0.5784876350895732;0.0;0.1300904443674729;0.29433917252876235;0.0;0.0;0.0;0.24615222344098112;0.0;0.24679407917375115;0.0;0.0;0.24592624757038098;0.0;0.0;0.0;0.16487781299096016;0.2944966484414119;0.0;0.19913038550492154;0.32989678502601405;0.6724514448570397;0.0;0.2161821606723237;0.17349896220730843;0.0;0.0;0.0;0.2894331058943167;0.27750720814240615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.601423852676191;0.0;0.2298523332030056;0.0;0.2314562949777994;0.21626506496565778;0.2410051820848912;0.2667321980010589;0.19223533631850298;0.0;0.0;0.40455159783689737;0.0;0.0;0.0;0.0;0.2337732973521177;0.0;0.2450210082646844;0.0;0.0;0.0;0.0;0.2895423753452445;0.0;0.0;0.0;0.22594513392118826;0.0;0.2258199753504437;0.0;0.0;0.25087256655511403;0.23759338631479843;0.0;0.12894084803437209;0.18241061283353935;0.23983792745450377;0.0;0.0;0.0;0.30203524009832233;0.0;0.29783121042716887;0.0;0.0;0.3153871316725716;0.0;0.23869529719567026;0.0;0.21910545862894937;0.0;0.0;0.0;0.44097186440599817;0.0;0.39220487107139956;0.0;0.0;0.0;0.0;0.12288764324474476;0.9753063251973928;0.0;0.3261665348471582;0.0;0.1699409556057227;0.5051666258503047;0.23741347292035314;0.26381788866002925;0.0;0.0;0.0;0.7404018026238525;0.10435953744107584;0.250644336278988;0.0;0.0;0.7283268735815236;0.0;0.0;0.0;0.0;0.0;0.23052579765105918;0.2072694310071154;0.0;0.4344214952360664;0.0;0.0;0.0;0.17024827288066363
