;GO:0043928;GO:0006366;GO:0051170;GO:0006369;GO:0045944;GO:0000398;GO:0006417;GO:0000184;GO:0000381;GO:0048026;GO:0048025;GO:0001649;GO:1900363;GO:0006376;GO:0051260;GO:0008334;GO:0006479;GO:0000245;GO:0000387;GO:0006406;GO:0006509;GO:0033962;GO:0071347;GO:0031124
GO:0043928;1.0;0.8;0.0;0.8;0.6000000000000001;0.8;0.6830074998557688;0.8;0.6000000000000001;0.6000000000000001;0.6830074998557688;0.8;0.6000000000000001;0.8;0.8;0.8;0.6830074998557688;0.8;0.8;0.0;0.5356143810225276;0.8;0.48300749985576874;0.8
GO:0006366;0.8;1.0;0.0;0.8;0.0;0.8;0.0;0.43852901558847923;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.5356143810225276;0.6000000000000001;0.8;0.8;0.0;0.5356143810225276;0.8;0.43852901558847923;0.8
GO:0051170;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0
GO:0006369;0.8;0.8;0.0;1.0;0.0;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.6830074998557688;0.6000000000000001;0.8;0.8;0.0;0.5356143810225276;0.8;0.48300749985576874;0.8
GO:0045944;0.6000000000000001;0.0;0.0;0.0;1.0;0.0;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000398;0.8;0.8;0.0;0.8;0.0;1.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.8;0.0;0.8;0.8;0.6830074998557688;0.6000000000000001;0.8;0.8;0.0;0.5356143810225276;0.8;0.43852901558847923;0.8
GO:0006417;0.6830074998557688;0.0;0.0;0.0;0.6000000000000001;0.0;1.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.8;0.43852901558847923;0.0;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.48300749985576874;1.0;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.4;0.3356143810225276;0.6000000000000001;0.43852901558847923;0.4;0.4;0.0;0.3356143810225276;0.3356143810225276;0.2830074998557688;0.5356143810225276
GO:0000381;0.6000000000000001;0.0;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.43852901558847923;1.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048026;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.0;0.5356143810225276;0.43852901558847923;0.8;1.0;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048025;0.6830074998557688;0.0;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.5356143810225276;0.8;0.8;1.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001649;0.8;0.8;0.0;0.8;0.0;0.8;0.0;0.3356143810225276;0.0;0.0;0.0;1.0;0.0;0.8;0.8;0.4;0.5356143810225276;0.8;0.8;0.0;0.0;0.8;0.43852901558847923;0.8
