;GO:0043928;GO:0006366;GO:0051170;GO:0006369;GO:0045944;GO:0000398;GO:0006417;GO:0000184;GO:0000381;GO:0048026;GO:0048025;GO:0001649;GO:1900363;GO:0006376;GO:0051260;GO:0008334;GO:0006479;GO:0000245;GO:0000387;GO:0006406;GO:0006509;GO:0033962;GO:0071347;GO:0031124
GO:0043928;1.0;0.34782608695652173;0.0;0.36363636363636365;0.5;0.3333333333333333;0.6;0.8695652173913043;0.5217391304347826;0.5217391304347826;0.6086956521739131;0.11764705882352941;0.5217391304347826;0.1;0.10526315789473684;0.7619047619047619;0.47619047619047616;0.1;0.1;0.0;0.3;0.1;0.21052631578947367;0.36363636363636365
GO:0006366;0.34782608695652173;1.0;0.0;0.38095238095238093;0.0;0.34782608695652173;0.0;0.36363636363636365;0.0;0.0;0.0;0.125;0.0;0.10526315789473684;0.1111111111111111;0.4;0.4;0.10526315789473684;0.10526315789473684;0.0;0.42105263157894735;0.10526315789473684;0.1111111111111111;0.38095238095238093
GO:0051170;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0
GO:0006369;0.36363636363636365;0.38095238095238093;0.0;1.0;0.0;0.36363636363636365;0.0;0.6666666666666666;0.0;0.0;0.0;0.13333333333333333;0.0;0.1111111111111111;0.11764705882352941;0.7368421052631579;0.3157894736842105;0.1111111111111111;0.1111111111111111;0.0;0.3333333333333333;0.1111111111111111;0.23529411764705882;0.4
GO:0045944;0.5;0.0;0.0;0.0;1.0;0.0;0.7;0.5217391304347826;0.5217391304347826;0.6086956521739131;0.5217391304347826;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000398;0.3333333333333333;0.34782608695652173;0.0;0.36363636363636365;0.0;1.0;0.0;0.6956521739130435;0.0;0.0;0.0;0.11764705882352941;0.0;0.1;0.10526315789473684;0.7619047619047619;0.19047619047619047;0.1;0.1;0.0;0.4;0.1;0.10526315789473684;0.09090909090909091
GO:0006417;0.6;0.0;0.0;0.0;0.7;0.0;1.0;0.631578947368421;0.631578947368421;0.631578947368421;0.631578947368421;0.0;0.631578947368421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.8695652173913043;0.36363636363636365;0.0;0.6666666666666666;0.5217391304347826;0.6956521739130435;0.631578947368421;1.0;0.5454545454545454;0.5454545454545454;0.6363636363636364;0.125;0.5454545454545454;0.21052631578947367;0.1111111111111111;0.8;0.5;0.21052631578947367;0.21052631578947367;0.0;0.3157894736842105;0.10526315789473684;0.2222222222222222;0.7619047619047619
GO:0000381;0.5217391304347826;0.0;0.0;0.0;0.5217391304347826;0.0;0.631578947368421;0.5454545454545454;1.0;0.9090909090909091;0.9090909090909091;0.0;0.8181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048026;0.5217391304347826;0.0;0.0;0.0;0.6086956521739131;0.0;0.631578947368421;0.5454545454545454;0.9090909090909091;1.0;0.9090909090909091;0.0;0.8181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048025;0.6086956521739131;0.0;0.0;0.0;0.5217391304347826;0.0;0.631578947368421;0.6363636363636364;0.9090909090909091;0.9090909090909091;1.0;0.0;0.8181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001649;0.11764705882352941;0.125;0.0;0.13333333333333333;0.0;0.11764705882352941;0.0;0.125;0.0;0.0;0.0;1.0;0.0;0.15384615384615385;0.16666666666666666;0.14285714285714285;0.14285714285714285;0.15384615384615385;0.15384615384615385;0.0;0.0;0.15384615384615385;0.16666666666666666;0.13333333333333333
GO:1900363;0.5217391304347826;0.0;0.0;0.0;0.5217391304347826;0.0;0.631578947368421;0.5454545454545454;0.8181818181818182;0.8181818181818182;0.8181818181818182;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006376;0.1;0.10526315789473684;0.0;0.1111111111111111;0.0;0.1;0.0;0.21052631578947367;0.0;0.0;0.0;0.15384615384615385;0.0;1.0;0.13333333333333333;0.11764705882352941;0.11764705882352941;0.125;0.125;0.0;0.0;0.125;0.26666666666666666;0.1111111111111111
GO:0051260;0.10526315789473684;0.1111111111111111;0.0;0.11764705882352941;0.0;0.10526315789473684;0.0;0.1111111111111111;0.0;0.0;0.0;0.16666666666666666;0.0;0.13333333333333333;1.0;0.125;0.125;0.13333333333333333;0.13333333333333333;0.0;0.0;0.13333333333333333;0.14285714285714285;0.11764705882352941
GO:0008334;0.7619047619047619;0.4;0.0;0.7368421052631579;0.0;0.7619047619047619;0.0;0.8;0.0;0.0;0.0;0.14285714285714285;0.0;0.11764705882352941;0.125;1.0;0.4444444444444444;0.11764705882352941;0.11764705882352941;0.0;0.47058823529411764;0.11764705882352941;0.25;0.8421052631578947
