;GO:0043928;GO:0006366;GO:0051170;GO:0006369;GO:0045944;GO:0000398;GO:0006417;GO:0000184;GO:0000381;GO:0048026;GO:0048025;GO:0001649;GO:1900363;GO:0006376;GO:0051260;GO:0008334;GO:0006479;GO:0000245;GO:0000387;GO:0006406;GO:0006509;GO:0033962;GO:0071347;GO:0031124
GO:0043928;1.0;0.6488993013082124;0.0;0.5765707774623957;0.5664818878915769;0.6946494664469895;0.6052864346406492;0.7256912113260502;0.45302525700356816;0.4698549219884851;0.5655796710539781;0.4024070004238523;0.48668458697340206;0.4360663303936862;0.42908138832464554;0.6848047435311133;0.5547276075134422;0.41923666540876925;0.41923666540876925;0.0;0.4026772006898169;0.4024070004238523;0.27784823988918267;0.6902226855173001
GO:0006366;0.6488993013082124;1.0;0.0;0.728558236122989;0.0;0.6755736892090055;0.0;0.5145552073239066;0.0;0.0;0.0;0.48458024718554527;0.0;0.5182395771553792;0.5112546350863385;0.5638314427478762;0.6040971786464716;0.5014099121704623;0.5014099121704623;0.0;0.4848504474515098;0.48458024718554527;0.34039143028536323;0.6711469082793161
GO:0051170;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7454863316826631;0.0;0.0;0.0;0.0
GO:0006369;0.5765707774623957;0.728558236122989;0.0;1.0;0.0;0.6032451653631888;0.0;0.4845179768330189;0.0;0.0;0.0;0.4122517233397286;0.0;0.44591105330956243;0.4389261112405218;0.5511091490923836;0.516148274029782;0.42908138832464554;0.42908138832464554;0.0;0.4125219236056931;0.4122517233397286;0.28769296280505896;0.5988183844334994
GO:0045944;0.5664818878915769;0.0;0.0;0.0;1.0;0.0;0.6749084627372652;0.5072327628908636;0.514466146308516;0.6383828175331666;0.5312958112934328;0.0;0.5481254762783498;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000398;0.6946494664469895;0.6755736892090055;0.0;0.6032451653631888;0.0;1.0;0.0;0.6025966658176127;0.0;0.0;0.0;0.42908138832464554;0.0;0.4627407182944793;0.45575577622543867;0.6691878380769773;0.532977939014699;0.44591105330956243;0.44591105330956243;0.0;0.42935158859061;0.42908138832464554;0.2848925714244635;0.7780951772432202
GO:0006417;0.6052864346406492;0.0;0.0;0.0;0.6749084627372652;0.0;1.0;0.5328636903767849;0.5288505394654084;0.5456802044503253;0.5456802044503253;0.0;0.5625098694352422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.7256912113260502;0.5145552073239066;0.0;0.4845179768330189;0.5072327628908636;0.6025966658176127;0.5328636903767849;1.0;0.3937761320028549;0.41060579698777183;0.5158181637795303;0.22124796226201882;0.4274354619726887;0.2844072995739852;0.247922350162812;0.6195544974633971;0.46267480688406537;0.2675776345890683;0.2675776345890683;0.0;0.3234156860732364;0.22124796226201882;0.19668983376823423;0.5981698848879233
GO:0000381;0.45302525700356816;0.0;0.0;0.0;0.514466146308516;0.0;0.5288505394654084;0.3937761320028549;1.0;0.7608322255853657;0.7608322255853657;0.0;0.651587403398955;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048026;0.4698549219884851;0.0;0.0;0.0;0.6383828175331666;0.0;0.5456802044503253;0.41060579698777183;0.7608322255853657;1.0;0.7776618905702826;0.0;0.668417068383872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048025;0.5655796710539781;0.0;0.0;0.0;0.5312958112934328;0.0;0.5456802044503253;0.5158181637795303;0.7608322255853657;0.7776618905702826;1.0;0.0;0.668417068383872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001649;0.4024070004238523;0.48458024718554527;0.0;0.4122517233397286;0.0;0.42908138832464554;0.0;0.22124796226201882;0.0;0.0;0.0;1.0;0.0;0.41923666540876925;0.4122517233397286;0.257732911673192;0.387177995656904;0.4024070004238523;0.4024070004238523;0.0;0.0;0.3855773354389354;0.24138851853875337;0.4246546073949561
GO:1900363;0.48668458697340206;0.0;0.0;0.0;0.5481254762783498;0.0;0.5625098694352422;0.4274354619726887;0.651587403398955;0.668417068383872;0.668417068383872;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006376;0.4360663303936862;0.5182395771553792;0.0;0.44591105330956243;0.0;0.4627407182944793;0.0;0.2844072995739852;0.0;0.0;0.0;0.41923666540876925;0.0;1.0;0.6262556301483807;0.29139224164302585;0.42083732562673776;0.7020215022137957;0.7020215022137957;0.0;0.0;0.6851918372288787;0.2946779048740996;0.4583139373647899
GO:0051260;0.42908138832464554;0.5112546350863385;0.0;0.4389261112405218;0.0;0.45575577622543867;0.0;0.247922350162812;0.0;0.0;0.0;0.4122517233397286;0.0;0.6262556301483807;1.0;0.2844072995739852;0.4138523835576971;0.6094259651634638;0.6094259651634638;0.0;0.0;0.5925963001785468;0.26806290643954656;0.45132899529574927
GO:0008334;0.6848047435311133;0.5638314427478762;0.0;0.5511091490923836;0.0;0.6691878380769773;0.0;0.6195544974633971;0.0;0.0;0.0;0.257732911673192;0.0;0.29139224164302585;0.2844072995739852;1.0;0.45403936818223317;0.27456257665810896;0.27456257665810896;0.0;0.3599006354844096;0.257732911673192;0.2036747758372749;0.664761057147288
GO:0006479;0.5547276075134422;0.6040971786464716;0.0;0.516148274029782;0.0;0.532977939014699;0.0;0.46267480688406537;0.0;0.0;0.0;0.387177995656904;0.0;0.42083732562673776;0.4138523835576971;0.45403936818223317;1.0;0.40400766064182086;0.40400766064182086;0.0;0.48166392115968115;0.387177995656904;0.3120830266733115;0.5285511580850095
GO:0000245;0.41923666540876925;0.5014099121704623;0.0;0.42908138832464554;0.0;0.44591105330956243;0.0;0.2675776345890683;0.0;0.0;0.0;0.4024070004238523;0.0;0.7020215022137957;0.6094259651634638;0.27456257665810896;0.40400766064182086;1.0;0.6851918372288787;0.0;0.0;0.6683621722439617;0.27784823988918267;0.44148427237987303
GO:0000387;0.41923666540876925;0.5014099121704623;0.0;0.42908138832464554;0.0;0.44591105330956243;0.0;0.2675776345890683;0.0;0.0;0.0;0.4024070004238523;0.0;0.7020215022137957;0.6094259651634638;0.27456257665810896;0.40400766064182086;0.6851918372288787;1.0;0.0;0.0;0.6683621722439617;0.27784823988918267;0.44148427237987303
GO:0006406;0.0;0.0;0.7454863316826631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0006509;0.4026772006898169;0.4848504474515098;0.0;0.4125219236056931;0.0;0.42935158859061;0.0;0.3234156860732364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3599006354844096;0.48166392115968115;0.0;0.0;0.0;1.0;0.0;0.0;0.4249248076609206
GO:0033962;0.4024070004238523;0.48458024718554527;0.0;0.4122517233397286;0.0;0.42908138832464554;0.0;0.22124796226201882;0.0;0.0;0.0;0.3855773354389354;0.0;0.6851918372288787;0.5925963001785468;0.257732911673192;0.387177995656904;0.6683621722439617;0.6683621722439617;0.0;0.0;1.0;0.24138851853875337;0.4246546073949561
GO:0071347;0.27784823988918267;0.34039143028536323;0.0;0.28769296280505896;0.0;0.2848925714244635;0.0;0.19668983376823423;0.0;0.0;0.0;0.24138851853875337;0.0;0.2946779048740996;0.26806290643954656;0.2036747758372749;0.3120830266733115;0.27784823988918267;0.27784823988918267;0.0;0.0;0.24138851853875337;1.0;0.28046579049477405
GO:0031124;0.6902226855173001;0.6711469082793161;0.0;0.5988183844334994;0.0;0.7780951772432202;0.0;0.5981698848879233;0.0;0.0;0.0;0.4246546073949561;0.0;0.4583139373647899;0.45132899529574927;0.664761057147288;0.5285511580850095;0.44148427237987303;0.44148427237987303;0.0;0.4249248076609206;0.4246546073949561;0.28046579049477405;1.0
