;GO:0043928;GO:0006366;GO:0051170;GO:0006369;GO:0045944;GO:0000398;GO:0006417;GO:0000184;GO:0000381;GO:0048026;GO:0048025;GO:0001649;GO:1900363;GO:0006376;GO:0051260;GO:0008334;GO:0006479;GO:0000245;GO:0000387;GO:0006406;GO:0006509;GO:0033962;GO:0071347;GO:0031124
GO:0043928;1.0;0.30188679245283023;0.0;0.2941176470588235;0.08695652173913049;0.3555555555555555;0.11538461538461542;0.975;0.12;0.09677419354838712;0.1724137931034483;0.046511627906976716;0.12244897959183676;0.04166666666666663;0.04347826086956519;0.4;0.18367346938775508;0.04166666666666663;0.04166666666666663;0.0;0.13636363636363635;0.040000000000000036;0.04081632653061229;0.37209302325581395
GO:0006366;0.30188679245283023;1.0;0.0;0.8333333333333334;0.0;0.4285714285714286;0.0;0.3076923076923077;0.0;0.0;0.0;0.0625;0.0;0.05405405405405406;0.05714285714285716;0.5;0.23684210526315785;0.05405405405405406;0.05405405405405406;0.0;0.18181818181818177;0.05128205128205132;0.052631578947368474;0.4545454545454546
GO:0051170;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0
GO:0006369;0.2941176470588235;0.8333333333333334;0.0;1.0;0.0;0.46875;0.0;0.30000000000000004;0.0;0.0;0.0;0.06896551724137934;0.0;0.05882352941176472;0.0625;0.5555555555555556;0.2222222222222222;0.05882352941176472;0.05882352941176472;0.0;0.19999999999999996;0.05555555555555558;0.05714285714285716;0.5
GO:0045944;0.08695652173913049;0.0;0.0;0.0;1.0;0.0;0.3589743589743589;0.08823529411764708;0.3076923076923077;0.5;0.23529411764705888;0.0;0.3157894736842105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000398;0.3555555555555555;0.4285714285714286;0.0;0.46875;0.0;1.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.08333333333333337;0.0;0.06896551724137934;0.07407407407407407;0.7619047619047619;0.25806451612903225;0.06896551724137934;0.06896551724137934;0.0;0.24;0.06451612903225812;0.06666666666666665;0.8181818181818181
GO:0006417;0.11538461538461542;0.0;0.0;0.0;0.3589743589743589;0.0;1.0;0.11764705882352944;0.41666666666666663;0.2777777777777778;0.2777777777777778;0.0;0.4347826086956522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.975;0.3076923076923077;0.0;0.30000000000000004;0.08823529411764708;0.36363636363636365;0.11764705882352944;1.0;0.12244897959183676;0.09836065573770492;0.17543859649122806;0.04761904761904767;0.125;0.04255319148936165;0.0444444444444444;0.41025641025641024;0.1875;0.04255319148936165;0.04255319148936165;0.0;0.13953488372093026;0.04081632653061229;0.04166666666666663;0.38095238095238093
GO:0000381;0.12;0.0;0.0;0.0;0.3076923076923077;0.0;0.41666666666666663;0.12244897959183676;1.0;0.5714285714285714;0.5714285714285714;0.0;0.8235294117647058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048026;0.09677419354838712;0.0;0.0;0.0;0.5;0.0;0.2777777777777778;0.09836065573770492;0.5714285714285714;1.0;0.4;0.0;0.48275862068965514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048025;0.1724137931034483;0.0;0.0;0.0;0.23529411764705888;0.0;0.2777777777777778;0.17543859649122806;0.5714285714285714;0.4;1.0;0.0;0.48275862068965514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001649;0.046511627906976716;0.0625;0.0;0.06896551724137934;0.0;0.08333333333333337;0.0;0.04761904761904767;0.0;0.0;0.0;1.0;0.0;0.15384615384615385;0.18181818181818177;0.10526315789473684;0.09523809523809523;0.15384615384615385;0.15384615384615385;0.0;0.0;0.1333333333333333;0.1428571428571429;0.09090909090909094
GO:1900363;0.12244897959183676;0.0;0.0;0.0;0.3157894736842105;0.0;0.4347826086956522;0.125;0.8235294117647058;0.48275862068965514;0.48275862068965514;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006376;0.04166666666666663;0.05405405405405406;0.0;0.05882352941176472;0.0;0.06896551724137934;0.0;0.04255319148936165;0.0;0.0;0.0;0.15384615384615385;0.0;1.0;0.6363636363636364;0.08333333333333337;0.07692307692307687;1.0;1.0;0.0;0.0;0.8333333333333334;0.10526315789473684;0.07407407407407407
GO:0051260;0.04347826086956519;0.05714285714285716;0.0;0.0625;0.0;0.07407407407407407;0.0;0.0444444444444444;0.0;0.0;0.0;0.18181818181818177;0.0;0.6363636363636364;1.0;0.09090909090909094;0.08333333333333337;0.6363636363636364;0.6363636363636364;0.0;0.0;0.5384615384615384;0.11764705882352944;0.07999999999999996
GO:0008334;0.4;0.5;0.0;0.5555555555555556;0.0;0.7619047619047619;0.0;0.41025641025641024;0.0;0.0;0.0;0.10526315789473684;0.0;0.08333333333333337;0.09090909090909094;1.0;0.3076923076923077;0.08333333333333337;0.08333333333333337;0.0;0.30000000000000004;0.07692307692307687;0.07999999999999996;0.8421052631578947
GO:0006479;0.18367346938775508;0.23684210526315785;0.0;0.2222222222222222;0.0;0.25806451612903225;0.0;0.1875;0.0;0.0;0.0;0.09523809523809523;0.0;0.07692307692307687;0.08333333333333337;0.3076923076923077;1.0;0.07692307692307687;0.07692307692307687;0.0;0.4;0.0714285714285714;0.07407407407407407;0.27586206896551724
GO:0000245;0.04166666666666663;0.05405405405405406;0.0;0.05882352941176472;0.0;0.06896551724137934;0.0;0.04255319148936165;0.0;0.0;0.0;0.15384615384615385;0.0;1.0;0.6363636363636364;0.08333333333333337;0.07692307692307687;1.0;1.0;0.0;0.0;0.8333333333333334;0.10526315789473684;0.07407407407407407
GO:0000387;0.04166666666666663;0.05405405405405406;0.0;0.05882352941176472;0.0;0.06896551724137934;0.0;0.04255319148936165;0.0;0.0;0.0;0.15384615384615385;0.0;1.0;0.6363636363636364;0.08333333333333337;0.07692307692307687;1.0;1.0;0.0;0.0;0.8333333333333334;0.10526315789473684;0.07407407407407407
GO:0006406;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0006509;0.13636363636363635;0.18181818181818177;0.0;0.19999999999999996;0.0;0.24;0.0;0.13953488372093026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.4;0.0;0.0;0.0;1.0;0.0;0.0;0.26086956521739135
GO:0033962;0.040000000000000036;0.05128205128205132;0.0;0.05555555555555558;0.0;0.06451612903225812;0.0;0.04081632653061229;0.0;0.0;0.0;0.1333333333333333;0.0;0.8333333333333334;0.5384615384615384;0.07692307692307687;0.0714285714285714;0.8333333333333334;0.8333333333333334;0.0;0.0;1.0;0.09523809523809523;0.06896551724137934
