;GO:0036499;GO:0034198;GO:0006283;GO:0006169;GO:0036091;GO:0006203;GO:0000462;GO:0032201;GO:0018279;GO:0046061;GO:0035556;GO:0044209;GO:0042789;GO:0090503;GO:0090501;GO:0006691;GO:0006175;GO:0006296;GO:0006054;GO:0050728;GO:1900264;GO:0065002;GO:0048008;GO:0006297;GO:0043114;GO:0007265;GO:0042149;GO:0001676;GO:0045540;GO:0099039;GO:0006606;GO:0018146;GO:0010389;GO:0035023;GO:0035542;GO:0006261;GO:0043928;GO:0008203;GO:0042276;GO:0008202;GO:0043488;GO:0045944;GO:0060268;GO:0000038;GO:0043525;GO:0045943;GO:0050850;GO:0051262;GO:0016075;GO:0071034;GO:0016197;GO:2000134;GO:0032024;GO:0015889;GO:0036500;GO:0070987;GO:2000378;GO:0006032;GO:0033198;GO:0006271;GO:0031293;GO:0008333;GO:1990440;GO:0097352;GO:0050900;GO:0032496;GO:0070059;GO:0010524;GO:0071549;GO:0018108;GO:0090650;GO:0038111;GO:1902237;GO:0042572;GO:0006366;GO:0046777;GO:0006520;GO:0009235;GO:0006364;GO:0043267;GO:1903204;GO:0006886;GO:0043547;GO:0007214;GO:0006367;GO:0060326;GO:0006637;GO:0042180;GO:0032922;GO:0006635;GO:0051289;GO:0045332;GO:0071333;GO:0070365;GO:0098655;GO:0051607;GO:0010575;GO:0006094;GO:0035590;GO:0060271;GO:0030182;GO:0002692;GO:0043314;GO:0060313;GO:0071560;GO:0034775;GO:1990737;GO:0050766;GO:0016567;GO:0008360;GO:0061395;GO:0006468;GO:0043687;GO:0032869;GO:0006855;GO:0000086;GO:0034644;GO:0035735;GO:0071356;GO:0019543;GO:1903351;GO:0042769;GO:0006351;GO:0007286;GO:0006355;GO:0007169;GO:0006116;GO:0006633;GO:0046327;GO:0006357;GO:0060337;GO:0006107;GO:0006625;GO:0071222;GO:0097711;GO:0045088;GO:0032057;GO:0016266;GO:0030036;GO:0031401
GO:0036499;1.0;0.24991089615047335;0.24991089615047335;0.01468324974140624;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.0;0.12659489728285286;0.01468324974140624;0.036692364793703955;0.12659489728285286;0.24991089615047335;0.01468324974140624;0.042064647228987374;0.036692364793703955;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.0;0.24991089615047335;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.0;0.6363586695896766;0.24991089615047335;0.047799631016701725;0.01468324974140624;0.11807622278079505;0.01468324974140624;0.0;0.0;0.43986679854524563;0.01468324974140624;0.01468324974140624;0.11807622278079505;0.43986679854524563;0.047799631016701725;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.12659489728285286;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.0;0.036692364793703955;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.1912422969752877;0.01468324974140624;0.0;0.17988792517482602;0.042064647228987374;0.0;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.1912422969752877;0.0;0.43986679854524563;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.042064647228987374;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.047799631016701725
GO:0034198;0.24991089615047335;1.0;0.24991089615047335;0.01468324974140624;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.4916870334794597;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.24991089615047335;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.24991089615047335;0.24991089615047335;0.0;0.01468324974140624;0.3781438673140069;0.01468324974140624;0.0;0.0;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.25275595634260717;0.24991089615047335;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.45556204424316604;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.0;0.25275595634260717;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.1912422969752877;0.0;0.24991089615047335;0.0;0.01468324974140624;0.0;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.25275595634260717;0.01468324974140624;0.0;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.0
GO:0006283;0.24991089615047335;0.24991089615047335;1.0;0.13943261564481066;0.24991089615047335;0.13943261564481066;0.15084348231066635;0.31566002955365785;0.10587402764930422;0.13943261564481066;0.01468324974140624;0.13943261564481066;0.15084348231066635;0.15084348231066635;0.15084348231066635;0.06886689890529227;0.13943261564481066;0.15084348231066635;0.06886689890529227;0.0;0.0;0.0;0.01468324974140624;0.31566002955365785;0.0;0.01468324974140624;0.24991089615047335;0.06927734236639929;0.0;0.01468324974140624;0.0;0.08547128021085358;0.0;0.0;0.0;0.31566002955365785;0.15084348231066635;0.12997132148022705;0.36643564045919497;0.12997132148022705;0.0;0.0;0.0;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.15084348231066635;0.15084348231066635;0.0;0.0;0.0;0.0;0.24991089615047335;0.36643564045919497;0.0;0.08547128021085358;0.11807622278079505;0.31566002955365785;0.08547128021085358;0.0;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.11807622278079505;0.24991089615047335;0.01468324974140624;0.1912422969752877;0.10587402764930422;0.1912422969752877;0.01468324974140624;0.0;0.06927734236639929;0.15084348231066635;0.10587402764930422;0.07548231845693805;0.13549442901423786;0.15084348231066635;0.0;0.0;0.0;0.0;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.06886689890529227;0.06886689890529227;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.0;0.17988792517482602;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.1912422969752877;0.0;0.24991089615047335;0.0;0.10587402764930422;0.0;0.24991089615047335;0.10587402764930422;0.10587402764930422;0.1912422969752877;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.06927734236639929;0.1912422969752877;0.32330823750762483;0.15084348231066635;0.01468324974140624;0.0;0.01468324974140624;0.13943261564481066;0.06927734236639929;0.06927734236639929;0.0;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.0;0.24991089615047335;0.10587402764930422;0.01468324974140624;0.0
GO:0006169;0.01468324974140624;0.01468324974140624;0.13943261564481066;1.0;0.01468324974140624;0.48751175608309416;0.13943261564481066;0.13943261564481066;0.1237146889194086;0.48751175608309416;0.01468324974140624;0.7164193676121927;0.18069967620565253;0.13943261564481066;0.13943261564481066;0.2355376372194388;0.4729208564096336;0.13943261564481066;0.34692172298670104;0.0;0.0;0.0;0.01468324974140624;0.13943261564481066;0.0;0.01468324974140624;0.01468324974140624;0.2355376372194388;0.0;0.01468324974140624;0.0;0.3781438673140069;0.0;0.0;0.0;0.14450116634992752;0.13943261564481066;0.2355376372194388;0.18069967620565253;0.12997132148022705;0.0;0.0;0.0;0.2355376372194388;0.0;0.0;0.0;0.01468324974140624;0.13943261564481066;0.13943261564481066;0.0;0.0;0.0;0.0;0.01468324974140624;0.18069967620565253;0.0;0.34692172298670104;0.0;0.13943261564481066;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.01468324974140624;0.0;0.2355376372194388;0.18069967620565253;0.1237146889194086;0.2355376372194388;0.34692172298670104;0.13943261564481066;0.0;0.0;0.0;0.0;0.01468324974140624;0.18069967620565253;0.01468324974140624;0.06886689890529227;0.2355376372194388;0.0;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.3470943476572304;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.1237146889194086;0.0;0.01468324974140624;0.1237146889194086;0.1237146889194086;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.34692172298670104;0.01468324974140624;0.01468324974140624;0.18069967620565253;0.01468324974140624;0.0;0.01468324974140624;0.36016130388521045;0.3470943476572304;0.3470943476572304;0.0;0.01468324974140624;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.0
GO:0036091;0.24991089615047335;0.24991089615047335;0.24991089615047335;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.2380646511352721;0.0;0.047799631016701725;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.24991089615047335;0.01468324974140624;0.14052726254022924;0.036692364793703955;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.1356691921375081;0.0;0.24991089615047335;0.0;0.15191422087961767;0.27802955962874376;0.09795404577404272;0.01468324974140624;0.12755981097713553;0.25309998657954436;0.12755981097713553;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.047799631016701725;0.12755981097713553;0.0;0.24991089615047335;0.24991089615047335;0.10577604256148812;0.01468324974140624;0.11807622278079505;0.01468324974140624;0.0;0.0;0.648771469331787;0.01468324974140624;0.01468324974140624;0.11807622278079505;0.24991089615047335;0.12755981097713553;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.047799631016701725;0.12755981097713553;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.1356691921375081;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.1912422969752877;0.01468324974140624;0.0;0.17988792517482602;0.11511873865597294;0.0;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.1912422969752877;0.0;0.24991089615047335;0.12755981097713553;0.01468324974140624;0.047799631016701725;0.6793013599639813;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.15831211565824807;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.193449319138058;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.042064647228987374;0.24991089615047335;0.01468324974140624;0.01468324974140624;0.1816892161000484
GO:0006203;0.01468324974140624;0.01468324974140624;0.13943261564481066;0.48751175608309416;0.01468324974140624;1.0;0.13943261564481066;0.13943261564481066;0.1237146889194086;0.8353865406232063;0.01468324974140624;0.4166165979861423;0.18069967620565253;0.13943261564481066;0.13943261564481066;0.2355376372194388;0.775267665867267;0.13943261564481066;0.3133982154259727;0.0;0.0;0.0;0.01468324974140624;0.13943261564481066;0.0;0.01468324974140624;0.01468324974140624;0.2355376372194388;0.0;0.01468324974140624;0.0;0.3133982154259727;0.0;0.0;0.0;0.14450116634992752;0.3869370677196601;0.2355376372194388;0.18069967620565253;0.12997132148022705;0.0;0.0;0.0;0.2355376372194388;0.0;0.0;0.0;0.01468324974140624;0.3869370677196601;0.3869370677196601;0.0;0.0;0.0;0.0;0.01468324974140624;0.18069967620565253;0.0;0.4682972401324622;0.0;0.13943261564481066;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.22480199536001946;0.01468324974140624;0.01468324974140624;0.0;0.2355376372194388;0.18069967620565253;0.22480199536001946;0.2355376372194388;0.2355376372194388;0.13943261564481066;0.0;0.0;0.0;0.0;0.01468324974140624;0.18069967620565253;0.01468324974140624;0.21990385799841924;0.2355376372194388;0.0;0.242130903760124;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.3470943476572304;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.1237146889194086;0.0;0.01468324974140624;0.22480199536001946;0.1237146889194086;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.242130903760124;0.01468324974140624;0.01468324974140624;0.18069967620565253;0.01468324974140624;0.0;0.01468324974140624;0.3795579003384388;0.3470943476572304;0.3470943476572304;0.0;0.01468324974140624;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.0
GO:0000462;0.01468324974140624;0.01468324974140624;0.15084348231066635;0.13943261564481066;0.01468324974140624;0.13943261564481066;1.0;0.15084348231066635;0.08547128021085358;0.13943261564481066;0.01468324974140624;0.13943261564481066;0.16542914088709912;0.16542914088709912;0.16542914088709912;0.06886689890529227;0.13943261564481066;0.15084348231066635;0.06886689890529227;0.0;0.0;0.0;0.01468324974140624;0.15084348231066635;0.0;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.0;0.01468324974140624;0.0;0.08547128021085358;0.0;0.0;0.0;0.15084348231066635;0.16542914088709912;0.12997132148022705;0.15084348231066635;0.12997132148022705;0.0;0.0;0.0;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.44558717611311854;0.35937904314651625;0.0;0.0;0.0;0.0;0.01468324974140624;0.15084348231066635;0.0;0.08547128021085358;0.0;0.15084348231066635;0.08547128021085358;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.01468324974140624;0.0;0.06927734236639929;0.16542914088709912;0.08547128021085358;0.07548231845693805;0.13549442901423786;0.458087606955557;0.0;0.0;0.0;0.0;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.06886689890529227;0.06886689890529227;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.08547128021085358;0.0;0.01468324974140624;0.08547128021085358;0.08547128021085358;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.0;0.01468324974140624;0.13943261564481066;0.06927734236639929;0.06927734236639929;0.0;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.0
GO:0032201;0.036692364793703955;0.01468324974140624;0.31566002955365785;0.13943261564481066;0.036692364793703955;0.13943261564481066;0.15084348231066635;1.0;0.10587402764930422;0.13943261564481066;0.036692364793703955;0.13943261564481066;0.15084348231066635;0.15084348231066635;0.15084348231066635;0.06886689890529227;0.13943261564481066;0.15084348231066635;0.06886689890529227;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.31566002955365785;0.16702085169111647;0.036692364793703955;0.01468324974140624;0.06927734236639929;0.036692364793703955;0.16702085169111647;0.0;0.08547128021085358;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.31566002955365785;0.15084348231066635;0.12997132148022705;0.31566002955365785;0.12997132148022705;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.06927734236639929;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.12408495164008174;0.15084348231066635;0.15084348231066635;0.0;0.036692364793703955;0.16702085169111647;0.0;0.036692364793703955;0.31566002955365785;0.036692364793703955;0.08547128021085358;0.0;0.31566002955365785;0.08547128021085358;0.0;0.036692364793703955;0.12408495164008174;0.01468324974140624;0.0;0.036692364793703955;0.31364707222272964;0.01468324974140624;0.10587402764930422;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.16702085169111647;0.15084348231066635;0.10587402764930422;0.07548231845693805;0.13549442901423786;0.15084348231066635;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.15084348231066635;0.01468324974140624;0.06886689890529227;0.06886689890529227;0.036692364793703955;0.06927734236639929;0.12408495164008174;0.16702085169111647;0.31364707222272964;0.01468324974140624;0.0;0.0;0.036692364793703955;0.06927734236639929;0.036692364793703955;0.20695866249713105;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.01468324974140624;0.0;0.01468324974140624;0.036692364793703955;0.10587402764930422;0.16702085169111647;0.036692364793703955;0.10587402764930422;0.10587402764930422;0.01468324974140624;0.0;0.29796955072319165;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.13943261564481066;0.06927734236639929;0.06927734236639929;0.036692364793703955;0.036692364793703955;0.06886689890529227;0.20695866249713105;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.036692364793703955;0.10587402764930422;0.20695866249713105;0.036692364793703955
GO:0018279;0.01468324974140624;0.01468324974140624;0.10587402764930422;0.1237146889194086;0.01468324974140624;0.1237146889194086;0.08547128021085358;0.10587402764930422;1.0;0.1237146889194086;0.01468324974140624;0.1237146889194086;0.10587402764930422;0.08547128021085358;0.08547128021085358;0.06886689890529227;0.1237146889194086;0.08547128021085358;0.06886689890529227;0.0;0.0;0.0;0.01468324974140624;0.10587402764930422;0.0;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.0;0.01468324974140624;0.0;0.1237146889194086;0.0;0.0;0.0;0.10587402764930422;0.10587402764930422;0.06927734236639929;0.10587402764930422;0.06927734236639929;0.0;0.0;0.0;0.06927734236639929;0.0;0.0;0.0;0.01468324974140624;0.10587402764930422;0.10587402764930422;0.0;0.0;0.0;0.0;0.01468324974140624;0.10587402764930422;0.0;0.1237146889194086;0.0;0.10587402764930422;0.1468397877411918;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.30783551572057777;0.01468324974140624;0.01468324974140624;0.0;0.06927734236639929;0.10587402764930422;0.18032682375526765;0.1237146889194086;0.1237146889194086;0.08547128021085358;0.0;0.0;0.0;0.0;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.06886689890529227;0.06886689890529227;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.18032682375526765;0.0;0.01468324974140624;0.18032682375526765;0.18032682375526765;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.10587402764930422;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.06927734236639929;0.06927734236639929;0.0;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.4407263001830965;0.01468324974140624;0.0
GO:0046061;0.01468324974140624;0.01468324974140624;0.13943261564481066;0.48751175608309416;0.01468324974140624;0.8353865406232063;0.13943261564481066;0.13943261564481066;0.1237146889194086;1.0;0.01468324974140624;0.4166165979861423;0.18069967620565253;0.13943261564481066;0.13943261564481066;0.2355376372194388;0.8353865406232063;0.13943261564481066;0.3133982154259727;0.0;0.0;0.0;0.01468324974140624;0.13943261564481066;0.0;0.01468324974140624;0.01468324974140624;0.2355376372194388;0.0;0.01468324974140624;0.0;0.3133982154259727;0.0;0.0;0.0;0.14450116634992752;0.3869370677196601;0.2355376372194388;0.18069967620565253;0.12997132148022705;0.0;0.0;0.0;0.2355376372194388;0.0;0.0;0.0;0.01468324974140624;0.3869370677196601;0.3869370677196601;0.0;0.0;0.0;0.0;0.01468324974140624;0.18069967620565253;0.0;0.4682972401324622;0.0;0.13943261564481066;0.1237146889194086;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.22480199536001946;0.01468324974140624;0.01468324974140624;0.0;0.2355376372194388;0.18069967620565253;0.22480199536001946;0.2355376372194388;0.2355376372194388;0.13943261564481066;0.0;0.0;0.0;0.0;0.01468324974140624;0.18069967620565253;0.01468324974140624;0.21990385799841924;0.2355376372194388;0.0;0.242130903760124;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.3470943476572304;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.1237146889194086;0.0;0.01468324974140624;0.22480199536001946;0.1237146889194086;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.242130903760124;0.01468324974140624;0.01468324974140624;0.18069967620565253;0.01468324974140624;0.0;0.01468324974140624;0.3795579003384388;0.3470943476572304;0.3470943476572304;0.0;0.01468324974140624;0.2355376372194388;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.1237146889194086;0.01468324974140624;0.0
