id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0065007	biological regulation	1374	0.08	0.04	0.98	3.37
GO:0008152	metabolic process	913	0.15	0.07	1.52	3.37
GO:0050789	regulation of biological process	1312	0.09	0.17	1.80	4.47
GO:0006865	amino acid transport	20	0.52	0.64	7.71	64.92
GO:0051289	protein homotetramerization	11	1.00	0.85	9.63	85.45
