id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	1777	0.00	0.00	0.00	0.00
GO:0050789	regulation of biological process	1312	0.09	0.17	1.80	4.47
GO:0006865	amino acid transport	20	0.52	0.64	7.71	64.92
