;GO:0060088;GO:1902476;GO:0006486;GO:0008343;GO:0006367;GO:0008589;GO:0032922;GO:0046068;GO:0045892;GO:0043030;GO:0045893;GO:0010738;GO:0051607;GO:0071456;GO:0017148;GO:0035556;GO:0010575;GO:0021702;GO:0050728;GO:0010906;GO:0006809;GO:0072539;GO:0036315;GO:0010389;GO:0070507;GO:0035065;GO:0043124;GO:0045944;GO:0006468;GO:0042753;GO:0043401;GO:0000122;GO:0000086;GO:0045595;GO:0019221;GO:0051384;GO:0034765;GO:0071356;GO:0032228;GO:0045071;GO:0030522;GO:0016579;GO:0060850;GO:0006351;GO:0007286;GO:0044267;GO:0045599;GO:0007565;GO:0006355;GO:0007288;GO:0006435;GO:0007249;GO:0001662;GO:0006511;GO:0097711;GO:0042692;GO:0071347
GO:0060088;1.0;0.0;0.08695652173913049;0.0;0.0625;0.0;0.0;0.06060606060606055;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.16666666666666663;0.0;0.1428571428571429;0.0;0.0;0.07999999999999996;0.06060606060606055;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.0;0.11764705882352944;0.0;0.0;0.16666666666666663;0.08333333333333337;0.0;0.05882352941176472;0.125;0.11764705882352944;0.0;0.0;0.0;0.21052631578947367;0.0625;0.15384615384615385;0.0;0.07692307692307687;0.15384615384615385;0.18181818181818177;0.11764705882352944
GO:1902476;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0
GO:0006486;0.08695652173913049;0.0;1.0;0.0;0.22857142857142854;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.09523809523809523;0.0;0.08695652173913049;0.0;0.0;0.16129032258064513;0.04761904761904767;0.06666666666666665;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.09090909090909094;0.0;0.09090909090909094;0.0;0.09090909090909094;0.0;0.0;0.07692307692307687;0.0;0.0;0.09523809523809523;0.75;0.0;0.25;0.07999999999999996;0.6470588235294117;0.0;0.0;0.0;0.06666666666666665;0.2647058823529411;0.09090909090909094;0.0;0.42307692307692313;0.09090909090909094;0.09999999999999998;0.07692307692307687
GO:0008343;0.0;0.0;0.0;1.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0
GO:0006367;0.0625;0.0;0.22857142857142854;0.0;1.0;0.0;0.0;0.29268292682926833;0.0;0.0;0.0;0.0;0.0;0.052631578947368474;0.0;0.06666666666666665;0.0;0.0625;0.0;0.0;0.25;0.039215686274509776;0.05128205128205132;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.06451612903225812;0.0;0.06451612903225812;0.0;0.06451612903225812;0.0;0.0;0.05714285714285716;0.0;0.0;0.06666666666666665;0.2222222222222222;0.0;0.8620689655172413;0.05882352941176472;0.27586206896551724;0.0;0.0;0.0;0.05128205128205132;0.4054054054054054;0.06451612903225812;0.0;0.21052631578947367;0.06451612903225812;0.06896551724137934;0.05714285714285716
GO:0008589;0.0;0.0;0.0;0.0;0.0;1.0;0.2142857142857143;0.0;0.10526315789473684;0.36363636363636365;0.10810810810810811;0.8888888888888888;0.0;0.0;0.10810810810810811;0.4;0.2142857142857143;0.0;0.25;0.2857142857142857;0.07999999999999996;0.0;0.0;0.2857142857142857;0.33333333333333337;0.17391304347826086;0.47058823529411764;0.10256410256410253;0.0;0.30000000000000004;0.36363636363636365;0.09999999999999998;0.0;0.4444444444444444;0.36363636363636365;0.0;0.25;0.0;0.6;0.17647058823529416;0.4;0.0;0.16666666666666663;0.0;0.0;0.0;0.2666666666666667;0.0;0.18181818181818177;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0
GO:0032922;0.0;0.0;0.0;0.16666666666666663;0.0;0.2142857142857143;1.0;0.0;0.16216216216216217;0.23076923076923073;0.16666666666666663;0.19999999999999996;0.0;0.0;0.16666666666666663;0.25;0.19999999999999996;0.0;0.16666666666666663;0.2666666666666667;0.07692307692307687;0.0;0.0;0.1875;0.2142857142857143;0.21739130434782605;0.13043478260869568;0.1578947368421053;0.0;0.2727272727272727;0.23076923076923073;0.15384615384615385;0.0;0.2727272727272727;0.23076923076923073;0.0;0.23076923076923073;0.0;0.2142857142857143;0.16666666666666663;0.25;0.0;0.26086956521739135;0.0;0.0;0.0;0.17647058823529416;0.15384615384615385;0.2857142857142857;0.0;0.0;0.23076923076923073;0.125;0.0;0.0;0.0;0.0
GO:0046068;0.06060606060606055;0.0;0.2222222222222222;0.0;0.29268292682926833;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.05128205128205132;0.0;0.06451612903225812;0.0;0.06060606060606055;0.0;0.0;0.15000000000000002;0.038461538461538436;0.050000000000000044;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0625;0.0;0.0625;0.0;0.0625;0.0;0.0;0.05555555555555558;0.0;0.0;0.06451612903225812;0.21621621621621623;0.0;0.2790697674418605;0.05714285714285716;0.2666666666666667;0.0;0.0;0.0;0.050000000000000044;0.3589743589743589;0.0625;0.0;0.20512820512820518;0.0625;0.06666666666666665;0.05555555555555558
GO:0045892;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.16216216216216217;0.0;1.0;0.10810810810810811;0.39583333333333337;0.10256410256410253;0.0;0.0;0.5952380952380952;0.11111111111111116;0.07499999999999996;0.0;0.09523809523809523;0.18918918918918914;0.039215686274509776;0.0;0.0;0.09999999999999998;0.10526315789473684;0.20454545454545459;0.1333333333333333;0.38;0.0;0.08333333333333337;0.10810810810810811;0.9444444444444444;0.0;0.11428571428571432;0.10810810810810811;0.0;0.07894736842105265;0.0;0.10526315789473684;0.09523809523809523;0.11111111111111116;0.0;0.5428571428571429;0.0;0.0;0.0;0.15384615384615385;0.0;0.5294117647058824;0.0;0.0;0.10810810810810811;0.0;0.0;0.0;0.0;0.0
GO:0043030;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;0.23076923076923073;0.0;0.10810810810810811;1.0;0.11111111111111116;0.33333333333333337;0.0;0.0;0.11111111111111116;0.4444444444444444;0.23076923076923073;0.0;0.1875;0.3076923076923077;0.08333333333333337;0.0;0.0;0.3076923076923077;0.36363636363636365;0.18181818181818177;0.19999999999999996;0.10526315789473684;0.0;0.33333333333333337;0.4;0.10256410256410253;0.0;0.5;0.4;0.0;0.2727272727272727;0.0;0.36363636363636365;0.1875;0.4444444444444444;0.0;0.17391304347826086;0.0;0.0;0.0;0.2857142857142857;0.0;0.19047619047619047;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0
