;GO:0060441;GO:0007172;GO:0040036;GO:0014068;GO:1905065;GO:0021955;GO:0030072;GO:0007173;GO:0022408;GO:0007097;GO:0007179;GO:0006883;GO:0006685;GO:0043542;GO:0022009;GO:0002244;GO:0045766;GO:0001300;GO:0032967;GO:0030509;GO:0001947;GO:0010613;GO:0019367;GO:0034626;GO:0034625;GO:0031953;GO:0030148;GO:0051964;GO:0060396;GO:0010594;GO:0043552;GO:0007224;GO:1900024;GO:0000226;GO:0046621;GO:0006898;GO:0003222;GO:0010629;GO:0048010;GO:0051893;GO:0007219;GO:0045860;GO:0010507;GO:0048013;GO:0070278;GO:0017015;GO:0051897;GO:0010862;GO:0030336;GO:0016567;GO:0030335;GO:0008360;GO:2000060;GO:1903543;GO:0008284;GO:0003273;GO:0001570;GO:0038096;GO:0003198;GO:1905007;GO:0045944;GO:0001890;GO:0045667;GO:0000165;GO:0007229;GO:0050771;GO:2000811;GO:0001569;GO:0038007;GO:0071559;GO:0009584;GO:0006351;GO:0038083;GO:0042761;GO:0045879;GO:0097084;GO:0030513;GO:0071260;GO:0043066;GO:0045087;GO:0006508;GO:0031960;GO:0016266;GO:2000304
GO:0060441;1.0;0.0;0.0;0.0;0.0;0.28881015605583293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30021421104853424;0.31561231874251927;0.0;0.2996436536232164;0.0;0.0;0.612842984305939;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4384514714601923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31561231874251927;0.0;0.27361991460273716;0.0;0.0;0.285669226175333;0.0;0.0;0.0;0.0;0.0;0.9196392636341714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28591077867348974;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007172;0.0;1.0;0.6448634178839733;0.505268918223166;0.2618923927965727;0.3082726318901809;0.22032589105195688;0.4238706579301262;0.36104884213950045;0.0;0.4384481415949504;0.2221615302449032;0.12361824425868863;0.2214046701040737;0.2389233238679902;0.24857489401359917;0.25400719032134994;0.23856181204565383;0.27050021118482537;0.28208671519195605;0.0;0.31712934870528176;0.14059690248233125;0.13752109596904544;0.13752109596904544;0.20980912613139352;0.16248915086125695;0.26793440800278756;0.43845694308023386;0.33768663373589985;0.20076851338988708;0.4709158449616795;0.31684498732329014;0.38935228077086803;0.25380429200547877;0.0;0.0;0.2892331079595398;0.43845694308023386;0.3265394680478394;0.4709158449616795;0.1801028450417748;0.2994191742156116;0.43845694308023386;0.22906679927834975;0.6032899304315844;0.505268918223166;0.3116346736395458;0.30796785434729235;0.1670961826113094;0.3079658881600272;0.3601932973527298;0.20174827685188518;0.2683230461681598;0.3884769694113129;0.22964556870991706;0.24857489401359917;0.32751972440444566;0.2217691709546893;0.2684488204178012;0.19072179785206347;0.0;0.37394129338239884;0.2805829688288328;0.4709158449616795;0.1977193555709903;0.3176149629377805;0.0;0.4709158449616795;0.0;0.0;0.12874541051270688;0.14388307742714318;0.14058537303335952;0.5338476680665163;0.22977503476163985;0.3455644115202524;0.20585012089641988;0.33810394975381636;0.0;0.0;0.0;0.1582801215330643;0.20921971047200344
GO:0040036;0.0;0.6448634178839733;1.0;0.6090471766672133;0.31092379991587465;0.0;0.19322706843475795;0.441355909236929;0.46134647102173026;0.0;0.4607458491969518;0.1951567956380172;0.0;0.0;0.0;0.0;0.31402046063425193;0.0;0.3396203597118701;0.26974412344758797;0.0;0.3919804829760339;0.0;0.0;0.0;0.2401481118766262;0.0;0.3194769063883881;0.46075766436472226;0.42387513242547464;0.2283772077220115;0.5052446490303477;0.3915461380741784;0.0;0.3137104187565871;0.0;0.0;0.3696819002464073;0.46075766436472226;0.40645831283597766;0.5052446490303477;0.20201028110478494;0.3652755298912199;0.46075766436472226;0.0;0.8387698122868424;0.6090471766672133;0.34823180713723134;0.3780786800570622;0.0;0.3780757167418577;0.45995049019115253;0.22964581469917458;0.3200296052993061;0.5070955001483802;0.0;0.0;0.32257246510520704;0.0;0.32020854031104357;0.21546620165786548;0.0;0.4826076590402402;0.26807406162543285;0.5052446490303477;0.22444000174402284;0.3927226547195698;0.0;0.5052446490303477;0.0;0.0;0.0;0.0;0.0;0.6510593148031963;0.0;0.433181423861294;0.0;0.4245328662795885;0.0;0.0;0.0;0.0;0.2393762228188588
GO:0014068;0.0;0.505268918223166;0.6090471766672133;1.0;0.3495310041153839;0.0;0.15459154194624897;0.32995546939137455;0.3410018740345888;0.0;0.34067362175701554;0.1558242637799047;0.0;0.0;0.0;0.0;0.30179250923426726;0.0;0.32036609533038374;0.22360440190564923;0.0;0.36177809285351614;0.0;0.0;0.0;0.20287828541817787;0.0;0.25673390089903925;0.34068008114160275;0.32008683658776205;0.270535286478386;0.3644041242794228;0.30130062705297606;0.0;0.2413418430069999;0.0;0.0;0.273158704813565;0.34068008114160275;0.3100540823716308;0.3644041242794228;0.24348169004457443;0.2855000541729374;0.34068008114160275;0.0;0.5718302344167042;0.8976622216028247;0.4989102151719376;0.2932621000810392;0.0;0.40808609610981667;0.34023859820165664;0.2718135261360442;0.35775430761924754;0.5084246005883869;0.0;0.0;0.3548768725191501;0.0;0.3579149789930699;0.2574051044658294;0.0;0.35247962776426617;0.22245558866785833;0.3644041242794228;0.1915525108604341;0.3019968231533216;0.0;0.3644041242794228;0.0;0.0;0.0;0.0;0.0;0.5090647899602798;0.0;0.5515704030350004;0.0;0.3204617620799853;0.0;0.0;0.0;0.0;0.28154809382155244
GO:1905065;0.0;0.2618923927965727;0.31092379991587465;0.3495310041153839;1.0;0.0;0.1438891643134326;0.301634251440701;0.3108392856774811;0.0;0.310566511659428;0.1449565223566182;0.0;0.0;0.0;0.0;0.6546797216508172;0.0;0.29360036611588725;0.21022778172539763;0.0;0.38648038045787886;0.0;0.0;0.0;0.19180512209236106;0.0;0.3807446079477957;0.310571879784773;0.3519502231492881;0.2563532008131861;0.330167313774914;0.386189589629403;0.0;0.33319238765529474;0.0;0.0;0.24897653672813483;0.310571879784773;0.2849161017718187;0.330167313774914;0.23193366950479333;0.2640481767303995;0.310571879784773;0.0;0.2935111125963736;0.3495310041153839;0.22528214047488473;0.27067406158717816;0.0;0.37665410158589147;0.3721520933889197;0.2575006524294805;0.3333658978389114;0.46054244841619646;0.0;0.0;0.25157827607612354;0.0;0.6585482494007626;0.24453349228564467;0.0;0.5097807070103607;0.20921199519286499;0.330167313774914;0.3239411565491925;0.2780980170496093;0.0;0.330167313774914;0.0;0.0;0.0;0.0;0.0;0.26371223484305684;0.0;0.24785555692140407;0.0;0.2936807132282717;0.0;0.0;0.0;0.0;0.26622058196533066
GO:0021955;0.28881015605583293;0.3082726318901809;0.0;0.0;0.0;1.0;0.16678314900133037;0.21498636223976164;0.0;0.0;0.22270530965560797;0.1682188736806034;0.12671255647465268;0.2315311404672022;0.42472034301934747;0.44276337773569774;0.0;0.4240459211355167;0.0;0.14106981262507612;0.3003470079624775;0.0;0.1446133875818734;0.1413613678415555;0.1413613678415555;0.0;0.16787779537290232;0.0;0.2227099769656388;0.0;0.0;0.23997875729585194;0.0;0.40784666669826947;0.0;0.0;0.29987575625824703;0.0;0.2227099769656388;0.0;0.23997875729585194;0.0;0.0;0.2227099769656388;0.23992347322588;0.0;0.0;0.0;0.0;0.17280008911655234;0.0;0.0;0.0;0.0;0.0;0.2405584806166301;0.44276337773569774;0.14066921095060286;0.3928292702379966;0.0;0.0;0.240529324245874;0.0;0.1402969565701731;0.23997875729585194;0.0;0.0;0.28881015605583293;0.23997875729585194;0.0;0.0;0.1321052119877342;0.14809232207886333;0.14460119002005495;0.0;0.4076846959736001;0.0;0.21457568559272075;0.0;0.0;0.0;0.0;0.1633888242407644;0.0
GO:0030072;0.0;0.22032589105195688;0.19322706843475795;0.15459154194624897;0.1438891643134326;0.16678314900133037;1.0;0.2554040803359512;0.19317188072154176;0.31499054496685386;0.2633507968548499;0.2588494328388421;0.1165072964501683;0.19958688894069973;0.21371285153506045;0.2214022951781466;0.17179389721776878;0.21342355979746178;0.181946631584928;0.1753935956767436;0.0;0.17166527803272916;0.1314705737817392;0.128777292073302;0.128777292073302;0.11692550586714638;0.1504214140074522;0.14696789367876215;0.26335557965484;0.18179432899813472;0.11216624153749093;0.2808704281630758;0.17152438608036533;0.20618370011813417;0.1716683011641632;0.347955401445999;0.0;0.1933441155083201;0.26335557965484;0.17631564075220957;0.2808704281630758;0.1011975241575139;0.1628493930731363;0.26335557965484;0.5570504264823639;0.18188867745280057;0.15459154194624897;0.09822043607634495;0.1671152553032073;0.15436125109875323;0.16711427640611323;0.26082932874014864;0.11268316652405314;0.14716558072556635;0.20635163318338004;0.20625918057946382;0.2214022951781466;0.17493966420677717;0.19988304359232092;0.147229548906663;0.10684940907410324;0.0;0.19939066301612632;0.17451764831148453;0.2808704281630758;0.11055571095587839;0.17190583481647154;0.0;0.2808704281630758;0.0;0.0;0.12105072379878108;0.13433962228555188;0.1314604924832317;0.16263335167717613;0.20636361445804519;0.10834230758352541;0.18685874818784398;0.18199880404563748;0.0;0.0;0.0;0.14680740820033128;0.11661594048596678
GO:0007173;0.0;0.4238706579301262;0.441355909236929;0.32995546939137455;0.301634251440701;0.21498636223976164;0.2554040803359512;1.0;0.44118563445935827;0.0;0.7895253308884153;0.2578740315180809;0.1381444114848281;0.27277705989788464;0.2998658945313858;0.31522737822580277;0.3022725022171378;0.2992966590346726;0.3259206486749762;0.47074571481659866;0.0;0.30197830046464474;0.159695605022988;0.15573916363008394;0.15573916363008394;0.23456843900819122;0.18854982533192716;0.3096772957737862;0.8738206045963761;0.4067956682620726;0.22332535393127756;0.7700207252283917;0.376927699674287;0.28525037169594264;0.30198521401597583;0.0;0.0;0.35350734161009956;0.8738206045963761;0.390727541503645;0.7700207252283917;0.19804747551379132;0.3525209688193371;0.8738206045963761;0.28450152356569697;0.4070751215109398;0.32995546939137455;0.19133484405845266;0.36443104085387856;0.19478149074712434;0.3644282876123037;0.43990882760474104;0.2245383077842079;0.31019658026720587;0.4828430444718833;0.2853948621973666;0.31522737822580277;0.4191303274495391;0.2733305458577196;0.3103646856287079;0.2109637711428103;0.0;0.4605901182661611;0.3677789348807893;0.7700207252283917;0.2195589722074498;0.37801788310275963;0.0;0.7700207252283917;0.0;0.0;0.14457870275786588;0.16394871075275383;0.15968073066819224;0.3519224433652396;0.2855948444736722;0.21441386016816613;0.24954556163209696;0.4074014271644426;0.0;0.0;0.0;0.1829058521277679;0.2338319468594292
GO:0022408;0.0;0.36104884213950045;0.46134647102173026;0.3410018740345888;0.3108392856774811;0.0;0.19317188072154176;0.44118563445935827;1.0;0.0;0.460560287672279;0.19510050027974932;0.0;0.0;0.0;0.0;0.31391275144745645;0.0;0.3394943766538679;0.2696805110788447;0.0;0.3135954663963803;0.0;0.0;0.0;0.3341044721401752;0.0;0.4444393085452657;0.46057209332492466;0.423718076276804;0.2283316083556693;0.5050215222891902;0.46957614665794795;0.0;0.3918554854823022;0.0;0.0;0.46174119812908176;0.46057209332492466;0.4874537679440626;0.5050215222891902;0.20197460230407524;0.5081315772281236;0.46057209332492466;0.0;0.424021271893486;0.3410018740345888;0.19499780802749977;0.5259360404091284;0.0;0.3779507616315757;0.45976556863329127;0.22959970737931348;0.3199400690694771;0.5068707360264385;0.0;0.0;0.26881496118877696;0.0;0.32011890394421927;0.215425611895932;0.0;0.48240407431499754;0.26801123441074437;0.5050215222891902;0.31225495609242854;0.5462999234089727;0.0;0.5050215222891902;0.0;0.0;0.0;0.0;0.0;0.5072379747896836;0.0;0.21902442632008576;0.0;0.5905333461504171;0.0;0.0;0.0;0.0;0.23932612588642713
GO:0007097;0.0;0.0;0.0;0.0;0.0;0.0;0.31499054496685386;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48095291957223285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4785338830165023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
