;GO:0035264;GO:0042407;GO:0006120;GO:0034551;GO:1902600;GO:0006123;GO:0022900;GO:0006122;GO:0042776;GO:0006631;GO:0006119;GO:0070584;GO:0010259;GO:0032543;GO:0032981;GO:0009060
GO:0035264;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.1642658631441654;0.0;0.0;0.0
GO:0042407;0.0;1.0;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.41260509979692533;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624
GO:0006120;0.0;0.01468324974140624;1.0;0.01468324974140624;0.0;0.5310490998359887;0.4729208564096336;0.5310490998359887;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.01468324974140624;0.0;0.06886689890529227;0.01468324974140624;0.39324941047259077
GO:0034551;0.0;0.12408495164008174;0.01468324974140624;1.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;0.5310490998359887;0.01468324974140624
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4945683533957729;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.0;0.01468324974140624;0.5310490998359887;0.01468324974140624;0.0;1.0;0.4729208564096336;0.5310490998359887;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.01468324974140624;0.0;0.06886689890529227;0.01468324974140624;0.6062065451967478
GO:0022900;0.0;0.01468324974140624;0.4729208564096336;0.01468324974140624;0.0;0.4729208564096336;1.0;0.4729208564096336;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.01468324974140624;0.0;0.06886689890529227;0.01468324974140624;0.39324941047259077
GO:0006122;0.0;0.01468324974140624;0.5310490998359887;0.01468324974140624;0.0;0.5310490998359887;0.4729208564096336;1.0;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.01468324974140624;0.0;0.06886689890529227;0.01468324974140624;0.39324941047259077
GO:0042776;0.0;0.01468324974140624;0.39324941047259077;0.01468324974140624;0.4945683533957729;0.39324941047259077;0.39324941047259077;0.39324941047259077;1.0;0.2355376372194388;0.6667615830571956;0.01468324974140624;0.0;0.2990439313269274;0.01468324974140624;0.39324941047259077
GO:0006631;0.0;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.0;0.06886689890529227;0.06886689890529227;0.06886689890529227;0.2355376372194388;1.0;0.2355376372194388;0.01468324974140624;0.0;0.06927734236639929;0.01468324974140624;0.06886689890529227
GO:0006119;0.0;0.01468324974140624;0.39324941047259077;0.01468324974140624;0.0;0.39324941047259077;0.39324941047259077;0.39324941047259077;0.6667615830571956;0.2355376372194388;1.0;0.01468324974140624;0.0;0.12826917739045696;0.01468324974140624;0.39324941047259077
GO:0070584;0.1302612429746404;0.41260509979692533;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.1302612429746404;0.01468324974140624;0.12408495164008174;0.01468324974140624
GO:0010259;0.1642658631441654;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;1.0;0.0;0.0;0.0
GO:0032543;0.0;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.0;0.06886689890529227;0.06886689890529227;0.06886689890529227;0.2990439313269274;0.06927734236639929;0.12826917739045696;0.01468324974140624;0.0;1.0;0.01468324974140624;0.06886689890529227
GO:0032981;0.0;0.12408495164008174;0.01468324974140624;0.5310490998359887;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;1.0;0.01468324974140624
GO:0009060;0.0;0.01468324974140624;0.39324941047259077;0.01468324974140624;0.0;0.6062065451967478;0.39324941047259077;0.39324941047259077;0.39324941047259077;0.06886689890529227;0.39324941047259077;0.01468324974140624;0.0;0.06886689890529227;0.01468324974140624;1.0
