;GO:0035264;GO:0042407;GO:0006120;GO:0034551;GO:1902600;GO:0006123;GO:0022900;GO:0006122;GO:0042776;GO:0006631;GO:0006119;GO:0070584;GO:0010259;GO:0032543;GO:0032981;GO:0009060
GO:0035264;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.052041172476331436;0.11540657692282168;0.0;0.0;0.0
GO:0042407;0.0;1.0;0.08019307499520512;0.12399636830663546;0.0;0.05071460901566612;0.08019307499520512;0.08019307499520512;3.319195647426118E-4;0.03699381859770213;0.00256936831916117;0.2836094482273388;0.0;0.00834197005097853;0.12570125210126695;0.08019307499520512
GO:0006120;0.0;0.08019307499520512;1.0;0.03645587649836299;0.0;0.45863469123835826;0.9114718246070749;0.9327019847088296;0.0017267801207842143;0.15165875794684808;0.013366895500543152;0.052041172476331436;0.0;0.03419849219998588;0.036957125316452934;0.5365537922734933
GO:0034551;0.0;0.12399636830663546;0.03645587649836299;1.0;0.0;0.03645587649836299;0.03645587649836299;0.03645587649836299;3.319195647426118E-4;0.03645587649836299;0.00256936831916117;0.12399636830663546;0.0;0.00834197005097853;0.48196201904678776;0.03645587649836299
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.009449673207839572;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.0;0.05071460901566612;0.45863469123835826;0.03645587649836299;0.0;1.0;0.4481952496130155;0.45863469123835826;0.0017267801207842143;0.15165875794684808;0.013366895500543152;0.05071460901566612;0.0;0.03419849219998588;0.036957125316452934;0.4751808147430485
GO:0022900;0.0;0.08019307499520512;0.9114718246070749;0.03645587649836299;0.0;0.4481952496130155;1.0;0.9114718246070749;0.0017267801207842143;0.15165875794684808;0.013366895500543152;0.052041172476331436;0.0;0.03419849219998588;0.036957125316452934;0.5552369651591834
GO:0006122;0.0;0.08019307499520512;0.9327019847088296;0.03645587649836299;0.0;0.45863469123835826;0.9114718246070749;1.0;0.0017267801207842143;0.15165875794684808;0.013366895500543152;0.052041172476331436;0.0;0.03419849219998588;0.036957125316452934;0.5365537922734933
GO:0042776;0.0;3.319195647426118E-4;0.0017267801207842143;3.319195647426118E-4;0.009449673207839572;0.0017267801207842143;0.0017267801207842143;0.0017267801207842143;1.0;0.0013607275711258883;0.1291833336105641;3.319195647426118E-4;0.0;0.005956265298813945;3.319195647426118E-4;0.0017267801207842143
GO:0006631;0.0;0.03699381859770213;0.15165875794684808;0.03645587649836299;0.0;0.15165875794684808;0.15165875794684808;0.15165875794684808;0.0013607275711258883;1.0;0.010533305907927224;0.03699381859770213;0.0;0.03419849219998588;0.036957125316452934;0.15165875794684808
GO:0006119;0.0;0.00256936831916117;0.013366895500543152;0.00256936831916117;0.0;0.013366895500543152;0.013366895500543152;0.013366895500543152;0.1291833336105641;0.010533305907927224;1.0;0.00256936831916117;0.0;0.020374929704163384;0.00256936831916117;0.013366895500543152
GO:0070584;0.052041172476331436;0.2836094482273388;0.052041172476331436;0.12399636830663546;0.0;0.05071460901566612;0.052041172476331436;0.052041172476331436;3.319195647426118E-4;0.03699381859770213;0.00256936831916117;1.0;0.052041172476331436;0.00834197005097853;0.12570125210126695;0.052041172476331436
GO:0010259;0.11540657692282168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.052041172476331436;1.0;0.0;0.0;0.0
GO:0032543;0.0;0.00834197005097853;0.03419849219998588;0.00834197005097853;0.0;0.03419849219998588;0.03419849219998588;0.03419849219998588;0.005956265298813945;0.03419849219998588;0.020374929704163384;0.00834197005097853;0.0;1.0;0.00834197005097853;0.03419849219998588
GO:0032981;0.0;0.12570125210126695;0.036957125316452934;0.48196201904678776;0.0;0.036957125316452934;0.036957125316452934;0.036957125316452934;3.319195647426118E-4;0.036957125316452934;0.00256936831916117;0.12570125210126695;0.0;0.00834197005097853;1.0;0.036957125316452934
GO:0009060;0.0;0.08019307499520512;0.5365537922734933;0.03645587649836299;0.0;0.4751808147430485;0.5552369651591834;0.5365537922734933;0.0017267801207842143;0.15165875794684808;0.013366895500543152;0.052041172476331436;0.0;0.03419849219998588;0.036957125316452934;1.0
