;GO:0035264;GO:0042407;GO:0006120;GO:0034551;GO:1902600;GO:0006123;GO:0022900;GO:0006122;GO:0042776;GO:0006631;GO:0006119;GO:0070584;GO:0010259;GO:0032543;GO:0032981;GO:0009060
GO:0035264;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.4444444444444444;0.0;0.0;0.0
GO:0042407;0.0;1.0;0.26666666666666666;0.35294117647058826;0.0;0.23529411764705882;0.3076923076923077;0.26666666666666666;0.09090909090909091;0.25;0.2;0.7142857142857143;0.0;0.11764705882352941;0.375;0.26666666666666666
GO:0006120;0.0;0.26666666666666666;1.0;0.125;0.0;0.125;0.8333333333333334;0.14285714285714285;0.09523809523809523;0.4;0.42105263157894735;0.15384615384615385;0.0;0.125;0.13333333333333333;0.5714285714285714
GO:0034551;0.0;0.35294117647058826;0.125;1.0;0.0;0.1111111111111111;0.14285714285714285;0.125;0.08695652173913043;0.23529411764705882;0.19047619047619047;0.13333333333333333;0.0;0.1111111111111111;0.11764705882352941;0.125
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.782608695652174;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.0;0.23529411764705882;0.125;0.1111111111111111;0.0;1.0;0.7142857142857143;0.125;0.08695652173913043;0.35294117647058826;0.38095238095238093;0.13333333333333333;0.0;0.1111111111111111;0.11764705882352941;0.75
GO:0022900;0.0;0.3076923076923077;0.8333333333333334;0.14285714285714285;0.0;0.7142857142857143;1.0;0.8333333333333334;0.42105263157894735;0.46153846153846156;0.47058823529411764;0.18181818181818182;0.0;0.2857142857142857;0.15384615384615385;0.6666666666666666
GO:0006122;0.0;0.26666666666666666;0.14285714285714285;0.125;0.0;0.125;0.8333333333333334;1.0;0.09523809523809523;0.4;0.42105263157894735;0.15384615384615385;0.0;0.125;0.13333333333333333;0.5714285714285714
GO:0042776;0.0;0.09090909090909091;0.09523809523809523;0.08695652173913043;0.782608695652174;0.08695652173913043;0.42105263157894735;0.09523809523809523;1.0;0.2727272727272727;0.9230769230769231;0.1;0.0;0.08695652173913043;0.09090909090909091;0.38095238095238093
GO:0006631;0.0;0.25;0.4;0.23529411764705882;0.0;0.35294117647058826;0.46153846153846156;0.4;0.2727272727272727;1.0;0.3;0.14285714285714285;0.0;0.23529411764705882;0.25;0.4
GO:0006119;0.0;0.2;0.42105263157894735;0.19047619047619047;0.0;0.38095238095238093;0.47058823529411764;0.42105263157894735;0.9230769230769231;0.3;1.0;0.1111111111111111;0.0;0.19047619047619047;0.2;0.42105263157894735
GO:0070584;0.2;0.7142857142857143;0.15384615384615385;0.13333333333333333;0.0;0.13333333333333333;0.18181818181818182;0.15384615384615385;0.1;0.14285714285714285;0.1111111111111111;1.0;0.36363636363636365;0.13333333333333333;0.14285714285714285;0.15384615384615385
GO:0010259;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36363636363636365;1.0;0.0;0.0;0.0
GO:0032543;0.0;0.11764705882352941;0.125;0.1111111111111111;0.0;0.1111111111111111;0.2857142857142857;0.125;0.08695652173913043;0.23529411764705882;0.19047619047619047;0.13333333333333333;0.0;1.0;0.11764705882352941;0.25
GO:0032981;0.0;0.375;0.13333333333333333;0.11764705882352941;0.0;0.11764705882352941;0.15384615384615385;0.13333333333333333;0.09090909090909091;0.25;0.2;0.14285714285714285;0.0;0.11764705882352941;1.0;0.13333333333333333
GO:0009060;0.0;0.26666666666666666;0.5714285714285714;0.125;0.0;0.75;0.6666666666666666;0.5714285714285714;0.38095238095238093;0.4;0.42105263157894735;0.15384615384615385;0.0;0.25;0.13333333333333333;1.0
