;GO:0035264;GO:0042407;GO:0006120;GO:0034551;GO:1902600;GO:0006123;GO:0022900;GO:0006122;GO:0042776;GO:0006631;GO:0006119;GO:0070584;GO:0010259;GO:0032543;GO:0032981;GO:0009060
GO:0035264;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2774485572516211;0.5397209031452285;0.0;0.0;0.0
GO:0042407;0.0;1.0;0.30200524403088297;0.4600658912767754;0.0;0.25950613511493875;0.3290916728844781;0.30215709336507446;0.06747205183709201;0.23853589778889125;0.12594162216485796;0.6124157696086819;0.0;0.16021133128241066;0.4767884916921113;0.30213473615408676
GO:0006120;0.0;0.30200524403088297;1.0;0.2773889325333084;0.0;0.7843821611246365;0.9078258908222664;0.9165715598935034;0.14349893460324548;0.4458480431240643;0.26914810979889475;0.27367709777138816;0.0;0.2975040138936305;0.2877092335547609;0.7457409435811959
GO:0034551;0.0;0.4600658912767754;0.2773889325333084;1.0;0.0;0.2411196151781718;0.3000738753680129;0.2775170311334693;0.06616033237826958;0.22291142271861733;0.12144717713554777;0.42093589633736295;0.0;0.1530081054241507;0.8250161386816212;0.27749817146998923
GO:1902600;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.2706707825826595;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.0;0.25950613511493875;0.7843821611246365;0.2411196151781718;0.0;1.0;0.7671316863207087;0.7847283928506777;0.13840672231973605;0.3938830134995823;0.25177398909015614;0.2383100702191069;0.0;0.27343267214823147;0.2488797919158353;0.8557890892988196
GO:0022900;0.0;0.3290916728844781;0.9078258908222664;0.3000738753680129;0.0;0.7671316863207087;1.0;0.9083371030630655;0.14620230908727216;0.47750932129064383;0.27881785931852354;0.2957348543986983;0.0;0.3112760536007758;0.31218805196611227;0.814511958962024
GO:0006122;0.0;0.30215709336507446;0.9165715598935034;0.2775170311334693;0.0;0.7847283928506777;0.9083371030630655;1.0;0.1435151375845614;0.4460286168478895;0.2692051161425034;0.27380179027731383;0.0;0.29758440499220673;0.2878470436990153;0.7461255930610811
GO:0042776;0.0;0.06747205183709201;0.14349893460324548;0.06616033237826958;0.2706707825826595;0.13840672231973605;0.14620230908727216;0.1435151375845614;1.0;0.1893511476461554;0.6447353837707502;0.0659470014704073;0.0;0.303900710314974;0.06673125387971306;0.14351275276619216
GO:0006631;0.0;0.23853589778889125;0.4458480431240643;0.22291142271861733;0.0;0.3938830134995823;0.47750932129064383;0.4460286168478895;0.1893511476461554;1.0;0.3384343008576019;0.22050806809200685;0.0;0.37695535390360235;0.22952774967008377;0.4460020326790642
GO:0006119;0.0;0.12594162216485796;0.26914810979889475;0.12144717713554777;0.0;0.25177398909015614;0.27881785931852354;0.2692051161425034;0.6447353837707502;0.3384343008576019;1.0;0.12073026713931638;0.0;0.3470837191847099;0.1233849326824806;0.26919672501765257
GO:0070584;0.2774485572516211;0.6124157696086819;0.27367709777138816;0.42093589633736295;0.0;0.2383100702191069;0.2957348543986983;0.27380179027731383;0.0659470014704073;0.22050806809200685;0.12073026713931638;1.0;0.26336141710633526;0.1518719102432715;0.43489170806390987;0.27378343218202816
GO:0010259;0.5397209031452285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26336141710633526;1.0;0.0;0.0;0.0
GO:0032543;0.0;0.16021133128241066;0.2975040138936305;0.1530081054241507;0.0;0.27343267214823147;0.3112760536007758;0.29758440499220673;0.303900710314974;0.37695535390360235;0.3470837191847099;0.1518719102432715;0.0;1.0;0.1560966759899311;0.2975725711277604
GO:0032981;0.0;0.4767884916921113;0.2877092335547609;0.8250161386816212;0.0;0.2488797919158353;0.31218805196611227;0.2878470436990153;0.06673125387971306;0.22952774967008377;0.1233849326824806;0.43489170806390987;0.0;0.1560966759899311;1.0;0.28782675392986157
GO:0009060;0.0;0.30213473615408676;0.7457409435811959;0.27749817146998923;0.0;0.8557890892988196;0.814511958962024;0.7461255930610811;0.14351275276619216;0.4460020326790642;0.26919672501765257;0.27378343218202816;0.0;0.2975725711277604;0.28782675392986157;1.0
