;GO:0006284;GO:1904851;GO:0050718;GO:1901224;GO:0000733;GO:0090050;GO:0042532;GO:0072583;GO:0032727;GO:0050796;GO:0051123;GO:0001666;GO:0045650;GO:0032728;GO:0034622;GO:0034983;GO:0032689;GO:0019886;GO:2001200;GO:0035711;GO:0007021;GO:0050728;GO:0045819;GO:1903899;GO:1902202;GO:0042147;GO:0060236;GO:0046627;GO:1902206;GO:0002643;GO:1990774;GO:0044053;GO:0002407;GO:0017055;GO:0031623;GO:0032392;GO:0015015;GO:0015014;GO:1904874;GO:0008286;GO:0006260;GO:0008285;GO:1905564;GO:1904871;GO:0008284;GO:0006024;GO:1902215;GO:0006265;GO:0045944;GO:2000819;GO:0043401;GO:0000398;GO:0048386;GO:0031338;GO:0016071;GO:2000778;GO:0048268;GO:0043371;GO:0051384;GO:0001649;GO:0033632;GO:0070104;GO:0032147;GO:0032543;GO:0032425;GO:0043537;GO:0031295;GO:0032781;GO:0034165;GO:1903672;GO:0000724;GO:0008334;GO:1902227;GO:0043536;GO:0001662;GO:0002224;GO:2000426;GO:0050860;GO:0006309;GO:0001933;GO:0010804;GO:0035767;GO:0010888;GO:0070059;GO:1902233;GO:0002281;GO:0061099;GO:1902237;GO:0006366;GO:0051170;GO:0043388;GO:0043542;GO:0006886;GO:0006369;GO:0042059;GO:0006367;GO:0045722;GO:0006913;GO:0032802;GO:0002437;GO:0006914;GO:0070126;GO:0010976;GO:0032760;GO:0070125;GO:0090303;GO:0034145;GO:0030183;GO:0033572;GO:0090026;GO:0030182;GO:0043277;GO:1901796;GO:0043312;GO:0045454;GO:0042104;GO:0000387;GO:0002840;GO:0043280;GO:0045063;GO:0030217;GO:0051973;GO:0030218;GO:0010506;GO:0034137;GO:0050922;GO:0010469;GO:0016567;GO:0032072;GO:0046718;GO:0071639;GO:0090630;GO:0045740;GO:0051103;GO:0000122;GO:0032869;GO:0048742;GO:0032508;GO:0010716;GO:0031497;GO:0060071;GO:0035335;GO:0051106;GO:0050776;GO:0033151;GO:1903077;GO:0045639;GO:0006351;GO:0060339;GO:1900126;GO:0007166;GO:0000245;GO:0060336;GO:0007204;GO:0006357;GO:2000109;GO:0032735;GO:0001732;GO:0001975;GO:0048477;GO:0045087;GO:0046330;GO:0070373;GO:0070374;GO:0006508;GO:0032212;GO:2000587;GO:0071345;GO:0032733;GO:0070933;GO:0030433;GO:0035722;GO:0070932
GO:0006284;1.0;0.0;0.0;0.0;0.46481539557002793;0.0;0.0;0.0;0.0;0.0;0.02309494930331336;0.3558253271932558;0.0;0.0;0.032887964059929505;0.15300585918152368;0.0;0.0;0.0;0.019421595251349472;0.021219776862578924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018551764961999846;0.0;0.022812092573563595;0.0;0.18188614320968624;0.025505536408925868;0.1512823505847503;0.1512823505847503;0.0;0.025993464416983993;0.5893880479666347;0.0;0.0;0.0;0.0;0.1538755831740338;0.0;0.46481539557002793;0.0;0.0;0.027063473286859974;0.29814837005732286;0.0;0.0;0.32802758067687604;0.0;0.023004666679790172;0.0;0.21989591424051425;0.026410340996430907;0.0;0.0;0.0;0.210895082682952;0.0;0.0;0.0;0.0;0.0;0.0;0.6514372790929801;0.24063302963188862;0.0;0.0;0.2912989513841539;0.0260763060921386;0.0;0.0;0.48586684933667756;0.0;0.0;0.02179428335430022;0.0;0.4057915475336057;0.0;0.021953107607178064;0.0;0.0;0.3280832423640552;0.0;0.0;0.025150160525671497;0.0;0.2491434895633032;0.0;0.28556324235453034;0.0;0.0;0.15714835605792563;0.2920921042808395;0.13337346070091566;0.026156842061376254;0.0;0.0;0.18821937847543516;0.0;0.0;0.026209321127846012;0.0;0.0;0.028723415748651962;0.0;0.0;0.030863578270066177;0.025472013565965283;0.0;0.024197360767429735;0.0;0.0;0.020704901455138494;0.026505966132599812;0.0;0.024784086694019297;0.0;0.0;0.0;0.0;0.23003996983263297;0.0;0.0;0.0;0.0;0.0;0.47510804578232857;0.0;0.33891554131545654;0.0;0.025111904271561642;0.0;0.023642032730942848;0.02491187050520028;0.19025669596090788;0.0;0.0;0.48081304510773337;0.0;0.0;0.38372771617531143;0.0;0.0;0.0372572052586686;0.023642032730942848;0.0;0.02907678258096864;0.0;0.0;0.0;0.019421595251349472;0.18836106658367308;0.023571445664121594;0.38560211820394;0.0;0.0;0.0;0.2014105860531694;0.0;0.0;0.39341853108964053;0.0;0.15590151883337536;0.4341076786822214;0.02464965712491014;0.16587586256541265
GO:1904851;0.0;1.0;0.5344212517666788;0.1725355465627545;0.0;0.2707768615929457;0.0553761109815977;0.0;0.1584460106510188;0.53810369650397;0.0;0.0;0.053740821066953194;0.16291199970992562;0.0;0.0;0.059528412812498745;0.0;0.1418853306310641;0.0;0.0;0.06548760139077887;0.13594590847032023;0.1418853306310641;0.051845220418893806;0.0;0.06017966820016245;0.0596655064900154;0.04767906224485228;0.05704802377341861;0.0;0.0;0.0;0.04967494214054717;0.0;0.0;0.0;0.0;0.2645122883256281;0.06415682418127115;0.0;0.07647040019970569;0.15404947976372496;0.5380809161766941;0.21515214466981264;0.0;0.04767906224485228;0.0;0.22084686072206977;0.05092186334953819;0.0664192882392607;0.0;0.1418853306310641;0.296171567703821;0.0;0.5313817449841116;0.0;0.05769838112377498;0.0;0.0;0.05421379955540991;0.04767906224485228;0.19559779573679215;0.0;0.13594590847032023;0.2790502039364921;0.16900099806934488;0.05402253631481805;0.13594590847032023;0.1653483719299713;0.0;0.0;0.04967494214054717;0.2896513328240248;0.0;0.17606050968016926;0.23232523362845844;0.057275078387956486;0.0;0.07335125324719602;0.05789653031895576;0.0;0.26787038684256215;0.059528412812498745;0.04767906224485228;0.0;0.05893912990497289;0.15244134093957587;0.0;0.0;0.05394516735490289;0.0;0.0;0.0;0.06053416800930507;0.0;0.15404947976372496;0.0;0.0;0.0;0.0;0.0;0.19229239613923746;0.1723369103064452;0.0;0.1682352772133397;0.15058212726422654;0.0;0.0;0.26787038684256215;0.0;0.0;0.06620959977753588;0.0;0.06304487857803878;0.1599493683041986;0.0;0.04967494214054717;0.18107939483858707;0.0;0.0;0.16469429680997327;0.0;0.07116719180706345;0.14390940332416666;0.06193220157039071;0.07514999976909705;0.0;0.04767906224485228;0.0;0.15058212726422654;0.05636297452698121;0.16502510631607983;0.0;0.07812171998544613;0.0;0.0553761109815977;0.0;0.051845220418893806;0.0;0.06184350469779602;0.0;0.14390940332416666;0.0796950813872328;0.0;0.5092147893379794;0.17606050968016926;0.0;0.05463796075480087;0.05092186334953819;0.08675339103327262;0.0;0.053740821066953194;0.061589887455679275;0.08782307121078552;0.05502304956006848;0.16328718534140169;0.0;0.0;0.0;0.0;0.18177032706129875;0.06274881637617478;0.1906888757301677;0.0;0.1640084296713622;0.051845220418893806;0.0;0.1625263163224621;0.0;0.0;0.06127863827158927;0.0
GO:0050718;0.0;0.5344212517666788;1.0;0.20628975732148072;0.0;0.3680836543761345;0.06725216359697771;0.0;0.5751679063944464;0.6714921875020183;0.0;0.0;0.2578525379614048;0.5925840569436075;0.0;0.0;0.5202497316862517;0.0;0.32714625502213873;0.0;0.0;0.07087973883069369;0.15986276668526728;0.16729470744653813;0.06268922183041602;0.0;0.07352438050185192;0.07284942241583135;0.0573562907887846;0.27484697787243595;0.0;0.0;0.0;0.05990430059695317;0.0;0.0;0.0;0.0;0.28311285568235683;0.07877476584726023;0.0;0.09536797391840339;0.18264073628057664;0.4200964829552056;0.2623648477564228;0.0;0.0573562907887846;0.0;0.27002753352343406;0.06150253728872775;0.08178498431689732;0.0;0.16729470744653813;0.3825585401898417;0.0;0.7672118758173138;0.0;0.2782053814180591;0.0;0.0;0.05785755914066376;0.0573562907887846;0.23636047508866004;0.0;0.15986276668526728;0.2998318969387868;0.20173713359655784;0.058210444950703245;0.15986276668526728;0.38532879979477647;0.0;0.0;0.05990430059695317;0.3957298721220311;0.0;0.1902807805360309;0.2950392387786072;0.06972276648428098;0.0;0.09111567959530464;0.07053382854642229;0.0;0.2869632818153822;0.07266960101062991;0.22706238645280136;0.0;0.0718973575620459;0.1806022235024826;0.0;0.0;0.05812062549019135;0.0;0.0;0.0;0.07399024993282574;0.0;0.18264073628057664;0.0;0.0;0.0;0.0;0.0;0.453699976870086;0.6295724832275262;0.0;0.18117311844545528;0.17824914818623386;0.0;0.0;0.2869632818153822;0.0;0.0;0.08150527216307635;0.0;0.07730157490010064;0.1901451379506284;0.0;0.05271700259003229;0.21735565561946918;0.0;0.0;0.1962098007775453;0.0;0.08815817188748355;0.16983652805770202;0.06673327940732447;0.09356376729040032;0.0;0.0573562907887846;0.0;0.5446723479173938;0.06093697386508258;0.19663359983032058;0.0;0.09763291839151503;0.0;0.2662382199134457;0.0;0.06268922183041602;0.0;0.2997390049117211;0.0;0.16983652805770202;0.08782589206981804;0.0;0.44853188705439;0.4123087202492385;0.0;0.06629495352102335;0.06150253728872775;0.1096293611625986;0.0;0.06513392807581843;0.06709299360331948;0.11113467847179646;0.06679410581653009;0.5940504100862921;0.0;0.0;0.0;0.0;0.21825434461170193;0.07691002096523163;0.22990610080477442;0.0;0.19533154603345698;0.06268922183041602;0.0;0.5910771979100775;0.0;0.0;0.07496994761288162;0.0
GO:1901224;0.0;0.1725355465627545;0.20628975732148072;1.0;0.0;0.20270922972402522;0.3512916209219253;0.0;0.18293873800061086;0.32324829150651746;0.0;0.0;0.06973386961672676;0.1889182090819408;0.0;0.0;0.06903114048106884;0.0;0.17863601638989962;0.0;0.0;0.27379409567679364;0.1701877048705194;0.35082216934377136;0.2502283865579511;0.0;0.07943958285017666;0.29401394843461737;0.227628873447921;0.06571767729436781;0.0;0.0;0.0;0.06377329531985823;0.0;0.0;0.0;0.0;0.17806951586181521;0.08560417861597226;0.0;0.10556370721292793;0.19624275052880116;0.1711533905273053;0.29137647477328854;0.0;0.227628873447921;0.0;0.30085811640695365;0.20476871676428943;0.08917078236716558;0.0;0.35082216934377136;0.08430594505401715;0.0;0.20493313526909532;0.0;0.0756598696516044;0.0;0.0;0.06198473960167786;0.227628873447921;0.2596508545505162;0.0;0.2810697526319759;0.07865223375268801;0.21846246072664147;0.06305278532576045;0.3342305825270799;0.19220236054531734;0.0;0.0;0.2383942256571654;0.2192009542845275;0.0;0.37850205394320413;0.06377329531985823;0.2804362970387422;0.0;0.10037830858371054;0.2839494773749102;0.0;0.06601916964594388;0.07844266530264267;0.0608934353577728;0.0;0.07754360902180554;0.4440734531053708;0.0;0.0;0.06294741424980516;0.0;0.0;0.0;0.2989911913332996;0.0;0.19624275052880116;0.0;0.0;0.0;0.0;0.0;0.25441175101392016;0.20171049561130183;0.0;0.35889124300195974;0.3754606545563982;0.0;0.0;0.3306378769050417;0.0;0.0;0.43244115119979465;0.0;0.08386729319675622;0.20493313526909532;0.0;0.19910381309516265;0.23689641257140645;0.0;0.0;0.21199532207540148;0.0;0.09680073385774225;0.35651966639361327;0.2564447641229575;0.3863662249719393;0.0;0.0608934353577728;0.0;0.1725355465627545;0.06626431775963103;0.21249014136118202;0.0;0.10834589096997933;0.0;0.0721674508407316;0.0;0.06693907433949718;0.0;0.08200243269990737;0.0;0.18153713913901426;0.3466136845074233;0.0;0.06709990608140798;0.2291829527943417;0.0;0.2656567784512101;0.06558777375215778;0.12332134624224629;0.0;0.2606757541064488;0.07360861654245406;0.1252294246504656;0.07164025213662921;0.18942292543891176;0.0;0.0;0.0;0.0;0.5450150493187734;0.40600074947585924;0.5768925936577554;0.0;0.21097043669115315;0.2502283865579511;0.0;0.18839975735530087;0.0;0.0;0.08112977827376186;0.0
GO:0000733;0.46481539557002793;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16952959502293938;0.0;0.0;0.0;0.22867659432938067;0.13433746311483255;0.0;0.0;0.0;0.017230094564966998;0.15744425695478687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016542012253947143;0.0;0.019847054713726234;0.0;0.156099086399037;0.8460668912400663;0.13300704267608526;0.13300704267608526;0.0;0.02221229118145525;0.49967412829146857;0.0;0.0;0.0;0.0;0.1311681015138298;0.0;0.667371437450411;0.0;0.0;0.022988990525325444;0.2505316271667353;0.0;0.0;0.27129669641680737;0.0;0.16895364159987414;0.0;0.0;0.022515997531319814;0.0;0.0;0.0;0.18210417921689176;0.0;0.0;0.0;0.0;0.0;0.0;0.4792438798823433;0.20862964285308327;0.0;0.0;0.0;0.02227275644662113;0.0;0.0;0.4232255459342028;0.0;0.0;0.019072139574988347;0.0;0.020621975026485204;0.0;0.019193656101624983;0.0;0.0;0.2713347689619628;0.0;0.0;0.021593567230652602;0.0;0.2149969615279949;0.0;0.2415850781055888;0.0;0.0;0.1375202539121506;0.0;0.11243471945085222;0.18871852608687603;0.0;0.0;0.16074090806228614;0.0;0.0;0.022369725580730186;0.0;0.0;0.024175780367111;0.0;0.0;0.025674230635354633;0.021830398825955735;0.0;0.17651495528761635;0.0;0.0;0.018232653144588034;0.02258546390480828;0.0;0.021323152214497296;0.0;0.0;0.0;0.0;0.19028361961292234;0.0;0.0;0.0;0.0;0.0;0.41503873374023265;0.0;0.022232646214321562;0.0;0.8348534774416875;0.0;0.1730070713368601;0.021417671458441475;0.1622244407857634;0.0;0.0;0.4193857298192269;0.0;0.0;0.3083097083945165;0.0;0.0;0.02994966394987185;0.1730070713368601;0.0;0.02442562471650061;0.0;0.0;0.0;0.14560778359703946;0.0;0.020419363871974187;0.0;0.0;0.0;0.0;0.16420279652139488;0.0;0.0;0.025217546149497432;0.0;0.16005433620306078;0.15758627792844604;0.02122357021232091;0.16895364159987414
GO:0090050;0.0;0.2707768615929457;0.3680836543761345;0.20270922972402522;0.0;1.0;0.06623433510985402;0.0;0.36224536714297745;0.33892022976656305;0.0;0.0;0.3100752412956272;0.3730350365724013;0.0;0.0;0.28298583022162127;0.0;0.3476387547489597;0.0;0.0;0.06959883497873096;0.15770409726787904;0.1649321447338968;0.0618039145768774;0.0;0.0723095596143837;0.0716566224808368;0.056614310378147896;0.3301924155137147;0.0;0.0;0.0;0.059095396908183266;0.0;0.0;0.0;0.0;0.27873179228088585;0.07738189250116176;0.0;0.09333408151504526;0.17982849871621;0.26878354186413406;0.2566003856488746;0.0;0.056614310378147896;0.0;0.2639253537370212;0.06065020204840553;0.08028463911320344;0.0;0.1649321447338968;0.314114062553954;0.0;0.36587368134484466;0.0;0.3341633304608716;0.0;0.0;0.05700123764407563;0.056614310378147896;0.23167186639145917;0.0;0.15770409726787904;0.8161256763498209;0.1983115878256988;0.05721898523722473;0.15770409726787904;0.9539262009877147;0.0;0.0;0.059095396908183266;0.9261707554213607;0.0;0.1869064860783717;0.24322341025837085;0.0686293895526055;0.0;0.08925735199491491;0.06941506995496509;0.0;0.282463187392916;0.07148263444624203;0.2735281625053608;0.0;0.0707352824998966;0.17785193954420708;0.0;0.0;0.057132197109182825;0.0;0.0;0.0;0.07276011422126542;0.0;0.17982849871621;0.0;0.0;0.0;0.0;0.0;0.4795002966069748;0.3959158119130269;0.0;0.1781115115265942;0.17556953285534016;0.0;0.0;0.5382976984271421;0.0;0.0;0.0800150785493576;0.0;0.07595986784760142;0.18709897956445065;0.0;0.052005150896063286;0.21338438558378506;0.0;0.0;0.19296788615434712;0.0;0.08641737223239493;0.16740215029395716;0.47605869036896153;0.0916053126320119;0.0;0.056614310378147896;0.0;0.34332774805781485;0.05985132678858545;0.19337778167106992;0.0;0.09550234995284687;0.0;0.3200066530238173;0.0;0.0618039145768774;0.0;0.4587182493250268;0.0;0.16740215029395716;0.0858677459980477;0.0;0.28668733586984324;0.43653100608093726;0.0;0.06530567954776725;0.06065020204840553;0.10695023126193792;0.0;0.0641787514327549;0.0657792812157772;0.10838239290499457;0.06578999156532306;0.37394300021071725;0.0;0.0;0.0;0.0;0.21425046955005614;0.07558175494873422;0.22546765841148256;0.0;0.19211835108784164;0.0618039145768774;0.0;0.372101915279575;0.0;0.0;0.07370729797609471;0.0
GO:0042532;0.0;0.0553761109815977;0.06725216359697771;0.3512916209219253;0.0;0.06623433510985402;1.0;0.0;0.05828756167320704;0.27456657270172274;0.0;0.0;0.17791747651662207;0.059941876903185115;0.0;0.0;0.1824643798762869;0.0;0.05926972323512158;0.0;0.0;0.392569151939263;0.12647264967718763;0.22155919189503662;0.22155919189503662;0.0;0.06886461412120384;0.392412351725899;0.3131410996213712;0.05742763996664093;0.0;0.0;0.0;0.24395369005946724;0.0;0.0;0.0;0.0;0.05693015079675134;0.07344982785722894;0.0;0.25384007892686056;0.06438441076236054;0.05498608190750778;0.0901568205019637;0.0;0.3131410996213712;0.0;0.21110089899315168;0.18172824623638467;0.07606009505958967;0.0;0.22155919189503662;0.07249201509116755;0.0;0.06686706065219274;0.0;0.19110779064494446;0.0;0.0;0.05455651972183785;0.3131410996213712;0.4435929866436771;0.0;0.17725251314152035;0.19766863573339452;0.07067837945680996;0.05441301964881145;0.21223087071648813;0.06084463636721979;0.0;0.0;0.3263252998636968;0.07088456348727952;0.0;0.2299485917451382;0.16437881362716178;0.3765857785565839;0.0;0.6726163974218623;0.38069944538908107;0.0;0.17551139458614515;0.06811419534374111;0.15773757803996816;0.0;0.855230666055572;0.3101129568527892;0.0;0.0;0.05433452898932114;0.0;0.0;0.0;0.39816578289762045;0.0;0.1434252647290766;0.0;0.0;0.0;0.0;0.0;0.08049909770080763;0.06343517045389614;0.0;0.21965491186246752;0.23522670144700603;0.0;0.0;0.20455286700231878;0.0;0.0;0.3690620598220749;0.0;0.0721674508407316;0.06686706065219274;0.0;0.17725251314152035;0.31521899703698003;0.0;0.0;0.1570494327246529;0.0;0.18044551638989473;0.22473923281420843;0.37110205142911223;0.3220264121155249;0.0;0.12424567016540654;0.0;0.0553761109815977;0.05678815801630367;0.15736710620035085;0.0;0.38493201057406484;0.0;0.06333232364780249;0.0;0.17160386228896235;0.0;0.07078231266253743;0.0;0.13710783543720972;0.28537023111862353;0.0;0.1780154449907982;0.07365293121101205;0.0;0.3591361567613682;0.2501136681881929;0.09958216043435768;0.0;0.3532022928877333;0.06209794315881036;0.2299314289726972;0.06292594485937436;0.06008088382995992;0.0;0.0;0.0;0.0;0.4119906822615207;0.5746820894870734;0.43236951217949365;0.0;0.15639082905956125;0.3406684875231451;0.0;0.05979898517499057;0.0;0.0;0.0701311774992276;0.0
GO:0072583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3935768375432978;0.0;0.0;0.0;0.0;0.17594994509946668;0.17594994509946668;0.0;0.0;0.6827345206208952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24703409759547015;0.0;0.0;0.29933650939633344;0.0;0.0;0.0;0.0;0.26617955521194403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22539569468392628;0.0;0.0;0.5329408658776383;0.0;0.45972673539184294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032727;0.0;0.1584460106510188;0.5751679063944464;0.18293873800061086;0.0;0.36224536714297745;0.05828756167320704;0.0;1.0;0.07246669912248689;0.0;0.0;0.2540711796295583;0.8593371444723487;0.0;0.0;0.5117521064336648;0.0;0.3225262430953266;0.0;0.0;0.06959883497873096;0.14232301395939856;0.14884610066562312;0.054388701518186054;0.0;0.06363388276783323;0.06305928481380803;0.04982174430043363;0.27055490197722487;0.0;0.0;0.0;0.052005150896063286;0.0;0.0;0.0;0.0;0.16310086566741333;0.06809763884653094;0.0;0.08213588954274813;0.1622895940972977;0.15727961276486202;0.23157382022014347;0.0;0.04982174430043363;0.0;0.23818437475564552;0.05337341103410522;0.07065211488815577;0.0;0.14884610066562312;0.06716273406552827;0.0;0.5717146002058041;0.0;0.27380861240124066;0.0;0.0;0.05700123764407563;0.04982174430043363;0.20907661148729906;0.0;0.14232301395939856;0.2836746149705306;0.1789700037690531;0.05721898523722473;0.14232301395939856;0.3789353873818545;0.0;0.0;0.052005150896063286;0.3889896689512553;0.0;0.1869064860783717;0.052005150896063286;0.06039525828269254;0.0;0.07854828467081171;0.06108667301240953;0.0;0.06039525828269254;0.06290617180557714;0.2241250304902128;0.0;0.06224848689650466;0.16050581128187275;0.0;0.0;0.057132197109182825;0.0;0.0;0.0;0.06403037998324589;0.0;0.1622895940972977;0.0;0.0;0.0;0.0;0.0;0.4448624530927824;0.6186584651047132;0.0;0.1781115115265942;0.1584460106510188;0.0;0.0;0.1652843043341657;0.0;0.0;0.07041489611085894;0.0;0.06684622823664489;0.168850975603436;0.0;0.052005150896063286;0.192572732188261;0.0;0.0;0.17414748019013304;0.0;0.07604904473303636;0.1510752034086364;0.06559665593473807;0.08061453777373888;0.0;0.04982174430043363;0.0;0.5364843010815772;0.05985132678858545;0.1745173980702585;0.0;0.08404400985652216;0.0;0.26220883513092863;0.0;0.054388701518186054;0.0;0.29464149371236215;0.0;0.1510752034086364;0.0858677459980477;0.0;0.06129845044958395;0.4049971513894602;0.0;0.057470325895743246;0.05337341103410522;0.09411837818413486;0.0;0.05647860624012793;0.0657792812157772;0.09537870955089824;0.05789653031895576;0.5843237263730053;0.0;0.0;0.0;0.0;0.19335434587209718;0.06651348119727923;0.20347750788606958;0.0;0.1733808013705975;0.054388701518186054;0.0;0.5814468451185681;0.0;0.0;0.0648639209470663;0.0
GO:0050796;0.0;0.53810369650397;0.6714921875020183;0.32324829150651746;0.0;0.33892022976656305;0.27456657270172274;0.0;0.07246669912248689;1.0;0.0;0.0;0.07507971512795371;0.07504155144906956;0.0;0.0;0.07504155144906956;0.0;0.0718499167063563;0.0;0.0;0.0847650453159965;0.06821520878684886;0.2532154990738505;0.2532154990738505;0.0;0.0864518994713483;0.3013927956319695;0.22883001966297709;0.07114227140391405;0.0;0.0;0.0;0.06821520878684886;0.0;0.0;0.0;0.0;0.32916264952205754;0.09380321286766652;0.0;0.1183166535947838;0.07950648780355793;0.4855658035355691;0.12288538669636588;0.0;0.22883001966297709;0.0;0.12740437508313934;0.07029537494338661;0.09810290025478377;0.0;0.2532154990738505;0.4543309871615534;0.0;0.666700543552296;0.0;0.08199416894264892;0.0;0.0;0.06678805247624074;0.22883001966297709;0.10802952312198301;0.0;0.06821520878684886;0.35198209394846214;0.08932975561944884;0.06882509989562892;0.24040595910476195;0.07646180459732227;0.0;0.0;0.24040595910476195;0.3690178817288784;0.0;0.09413472838756604;0.3359719264399407;0.286319799057463;0.0;0.11184112752326884;0.2902082728121125;0.0;0.3343790690146769;0.08527251995387085;0.06493053510876767;0.0;0.08421114895202746;0.2765724537985807;0.0;0.0;0.06869957203541223;0.0;0.0;0.0;0.30694869046781836;0.0;0.07950648780355793;0.0;0.0;0.0;0.0;0.0;0.10561469519511327;0.08059804679630839;0.0;0.0781591438414309;0.2724025061679092;0.0;0.0;0.3343790690146769;0.0;0.0;0.3443195922412992;0.0;0.32049286988234443;0.08332690084228185;0.0;0.06003077078707783;0.09761875019225895;0.0;0.0;0.0864518994713483;0.0;0.1074178109253085;0.2576347806779016;0.07890207033225118;0.407232517448289;0.0;0.06493053510876767;0.0;0.06802049529257032;0.07266948829329929;0.08667154479166435;0.0;0.12182282610244051;0.0;0.07790828543719962;0.0;0.0718499167063563;0.0;0.08949584505552215;0.0;0.07310388819038618;0.11019192130566473;0.0;0.5239597786396306;0.09413472838756604;0.0;0.2700495974482921;0.07029537494338661;0.14108672317048943;0.0;0.26459804559196454;0.3714273066051883;0.14358972452058943;0.07729423139718145;0.07525953973368446;0.0;0.0;0.0;0.0;0.34573700273210806;0.3213073466415648;0.36811562888762406;0.0;0.3004904803525968;0.2532154990738505;0.0;0.07481773638883711;0.0;0.0;0.08845742649107864;0.0
