;GO:0007093;GO:0007098;GO:1990090;GO:0000733;GO:0045766;GO:0110032;GO:0071373;GO:0045892;GO:0045893;GO:0044320;GO:0071930;GO:1902042;GO:0036120;GO:0008631;GO:0008630;GO:0007265;GO:0000077;GO:0072332;GO:0048255;GO:0000070;GO:0033762;GO:0031100;GO:0070317;GO:0071922;GO:0043009;GO:0007076;GO:0006260;GO:0008285;GO:0045787;GO:1904117;GO:0006303;GO:0045944;GO:0006301;GO:0006302;GO:0071392;GO:0071398;GO:0048146;GO:0071314;GO:0071158;GO:0070345;GO:0030521;GO:0010994;GO:2000378;GO:0016579;GO:0045717;GO:0006270;GO:1903671;GO:0070979;GO:0000729;GO:0007088;GO:0000724;GO:0007089;GO:1990314;GO:0007080;GO:0085020;GO:0018108;GO:0030071;GO:0006366;GO:0046777;GO:0006367;GO:0043392;GO:0031398;GO:0071732;GO:0072425;GO:0016572;GO:0010458;GO:0071456;GO:0010575;GO:0010971;GO:0045739;GO:1904385;GO:0045737;GO:0007064;GO:1900740;GO:1904668;GO:0008156;GO:0071681;GO:0051574;GO:0051572;GO:0051573;GO:0051571;GO:0031145;GO:0070512;GO:0035067;GO:0044818;GO:0000079;GO:0006978;GO:2000617;GO:0000122;GO:0051984;GO:0031536;GO:0000086;GO:0006977;GO:0000083;GO:0000082;GO:0034644;GO:0071356;GO:0035335;GO:0032467;GO:0051865;GO:0033314;GO:0070936;GO:0006351;GO:0046600;GO:0045599;GO:0006633;GO:0006359;GO:0006349;GO:0044030;GO:0043065;GO:2000620;GO:0033147;GO:0071466
GO:0007093;1.0;0.29796955072319165;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.28025216105938716;0.01468324974140624;0.13839445927415203;0.047799631016701725;0.01468324974140624;0.3467493891750634;0.13839445927415203;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.49828803942410677;0.047799631016701725;0.13839445927415203;0.3467493891750634;0.0;0.0;0.3607519509145562;0.28025216105938716;0.0;0.3467493891750634;0.01468324974140624;0.13839445927415203;0.28025216105938716;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.28025216105938716;0.13839445927415203;0.047799631016701725;0.01468324974140624;0.13839445927415203;0.01468324974140624;0.13839445927415203;0.01468324974140624;0.12804570306913615;0.01468324974140624;0.01468324974140624;0.3412193887547738;0.01468324974140624;0.3412193887547738;0.01468324974140624;0.3467493891750634;0.01468324974140624;0.01468324974140624;0.3412193887547738;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.01468324974140624;0.3607519509145562;0.01468324974140624;0.3467493891750634;0.01468324974140624;0.042064647228987374;0.3412193887547738;0.047799631016701725;0.01468324974140624;0.28025216105938716;0.3467493891750634;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.01468324974140624;0.047799631016701725;0.13839445927415203;0.13839445927415203;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.13839445927415203;0.525959488009994;0.28025216105938716;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.3412193887547738;0.3467493891750634;0.4369141784566414;0.3467493891750634;0.3467493891750634;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.28025216105938716;0.01468324974140624;0.525959488009994;0.01468324974140624;0.01468324974140624;0.3607519509145562;0.13839445927415203;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.01468324974140624
GO:0007098;0.29796955072319165;1.0;0.01468324974140624;0.12408495164008174;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.29796955072319165;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.29796955072319165;0.0;0.0;0.0;0.0;0.0;0.29796955072319165;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.12408495164008174;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.29796955072319165;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.29796955072319165;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.29796955072319165;0.12408495164008174;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.29796955072319165;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.29796955072319165;0.29796955072319165;0.29796955072319165;0.29796955072319165;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.29796955072319165;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:1990090;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.0;0.0;0.33202122880245893;0.0;0.0;0.33202122880245893;0.01468324974140624;0.0;0.43444947863983363;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.0;0.01468324974140624;0.29398683082268945;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.33202122880245893;0.1912422969752877;0.0;0.1912422969752877;0.1912422969752877;0.33202122880245893;0.26838521347675653;0.0;0.33202122880245893;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.1912422969752877;0.0;0.33202122880245893;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.2473380912762773;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.2473380912762773;0.0;0.0;0.0;0.33202122880245893;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.33202122880245893;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1912422969752877;0.0;0.0;0.0;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.26838521347675653;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.2473380912762773
GO:0000733;0.01468324974140624;0.12408495164008174;0.01468324974140624;1.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.39997710149953447;0.0;0.0;0.0;0.0;0.0;0.5173914965786629;0.31566002955365785;0.0;0.0;0.01468324974140624;0.31566002955365785;0.0;0.31566002955365785;0.31566002955365785;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.12408495164008174;0.0;0.10587402764930422;0.0;0.31566002955365785;0.0;0.10587402764930422;0.31566002955365785;0.0;0.31566002955365785;0.0;0.01468324974140624;0.01468324974140624;0.10587402764930422;0.10587402764930422;0.0;0.15084348231066635;0.10587402764930422;0.15084348231066635;0.0;0.0;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.39997710149953447;0.20695866249713105;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.10587402764930422;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.10587402764930422;0.0;0.10587402764930422;0.01468324974140624;0.10587402764930422;0.15084348231066635;0.0;0.0;0.06927734236639929;0.0;0.13943261564481066;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0045766;0.042064647228987374;0.0;0.0;0.0;1.0;0.11511873865597294;0.0;0.042064647228987374;0.11511873865597294;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.4258887352043253;0.0;0.0;0.042064647228987374;0.0;0.11511873865597294;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.036692364793703955;0.11511873865597294;0.0;0.042064647228987374;0.0;0.0;0.0;0.24944431948534626;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.20397374928165476;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.0
GO:0110032;0.28025216105938716;0.0;0.0;0.0;0.11511873865597294;1.0;0.0;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.28025216105938716;0.047799631016701725;0.11511873865597294;0.0;0.0;0.0;0.3306880877895893;0.3306880877895893;0.0;0.0;0.0;0.047799631016701725;0.39110171806079136;0.0;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.4277723997329517;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.3306880877895893;0.0;0.5480405716403579;0.0;0.0;0.0;0.0;0.39163442808277504;0.0;0.0;0.0;0.036692364793703955;0.12755981097713553;0.0;0.47531348230829473;0.0;0.0;0.0;0.11511873865597294;0.6591818127725666;0.12755981097713553;0.0;0.39110171806079136;0.0;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.47531348230829473;0.28025216105938716;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.5480405716403579;0.0;0.4277723997329517;0.047799631016701725;0.0;0.0;0.0;0.0;0.4277723997329517;0.0;0.47531348230829473;0.0;0.0;0.3306880877895893;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.0
GO:0071373;0.01468324974140624;0.01468324974140624;0.33202122880245893;0.01468324974140624;0.0;0.0;1.0;0.0;0.0;0.40441832421134294;0.01468324974140624;0.0;0.33202122880245893;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.0;0.01468324974140624;0.4244063890694312;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.4835002578938772;0.1912422969752877;0.0;0.1912422969752877;0.1912422969752877;0.40441832421134294;0.3195445505781995;0.0;0.3884790078726692;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.1912422969752877;0.0;0.4835002578938772;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.38027231599980554;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.2473380912762773;0.0;0.0;0.0;0.4835002578938772;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.3884790078726692;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1912422969752877;0.0;0.0;0.0;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.26838521347675653;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.2473380912762773
GO:0045892;0.13839445927415203;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;1.0;0.15831211565824807;0.0;0.27448591511204373;0.13839445927415203;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.2639988711854729;0.0;0.0;0.0;0.13839445927415203;0.047799631016701725;0.0;0.0;0.0;0.13839445927415203;0.047799631016701725;0.0;0.0;0.15831211565824807;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.13839445927415203;0.047799631016701725;0.0;0.198940861166088;0.0;0.24937783908455946;0.0;0.12804570306913615;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.036692364793703955;0.10900961301269105;0.0;0.13839445927415203;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.14416800614326972;0.0;0.10900961301269105;0.0;0.047799631016701725;0.10900961301269105;0.25994020127029144;0.0;0.10900961301269105;0.20539045317781315;0.20539045317781315;0.10900961301269105;0.0;0.10900961301269105;0.20539045317781315;0.13839445927415203;0.10900961301269105;0.047799631016701725;0.10900961301269105;0.27448591511204373;0.047799631016701725;0.047799631016701725;0.0;0.13839445927415203;0.15831211565824807;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.13839445927415203;0.0;0.0;0.13839445927415203;0.13839445927415203;0.0;0.15831211565824807;0.1356691921375081;0.14416800614326972;0.047799631016701725;0.10900961301269105;0.13839445927415203;0.0
GO:0045893;0.047799631016701725;0.0;0.0;0.0;0.11511873865597294;0.12755981097713553;0.0;0.15831211565824807;1.0;0.0;0.15831211565824807;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.2298366916985153;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.0;0.0;0.25309998657954436;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.10577604256148812;0.0;0.14212163039839543;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.036692364793703955;0.1816892161000484;0.0;0.047799631016701725;0.0;0.0;0.0;0.11511873865597294;0.12755981097713553;0.23455555592033453;0.0;0.1816892161000484;0.0;0.12755981097713553;0.1816892161000484;0.14806647662370065;0.0;0.1816892161000484;0.10900961301269105;0.10900961301269105;0.1816892161000484;0.0;0.1816892161000484;0.10900961301269105;0.047799631016701725;0.10900961301269105;0.047799631016701725;0.1816892161000484;0.15831211565824807;0.12755981097713553;0.12755981097713553;0.0;0.12755981097713553;0.15831211565824807;0.0;0.0;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.15831211565824807;0.1356691921375081;0.14416800614326972;0.12755981097713553;0.1816892161000484;0.047799631016701725;0.0
GO:0044320;0.01468324974140624;0.01468324974140624;0.33202122880245893;0.01468324974140624;0.0;0.0;0.40441832421134294;0.0;0.0;1.0;0.01468324974140624;0.0;0.33202122880245893;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.0;0.01468324974140624;0.33550924974192214;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.40441832421134294;0.1912422969752877;0.0;0.1912422969752877;0.1912422969752877;0.40441832421134294;0.26838521347675653;0.0;0.33202122880245893;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.1912422969752877;0.0;0.40441832421134294;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.2473380912762773;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.2473380912762773;0.0;0.0;0.0;0.40441832421134294;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.33202122880245893;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.1912422969752877;0.0;0.0;0.0;0.0;0.01468324974140624;0.1912422969752877;0.01468324974140624;0.01468324974140624;0.1912422969752877;0.26838521347675653;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.2473380912762773
