;GO:0042737;GO:0031295;GO:0033396;GO:0006212;GO:0006520;GO:0009313;GO:0008202;GO:0006210;GO:0006469;GO:0042104;GO:0046426;GO:0009822;GO:0051289;GO:0019482;GO:0046135;GO:0052695;GO:0002933;GO:0019221;GO:1990822;GO:0001819;GO:0015811;GO:0050852
GO:0042737;1.0;0.0;0.06886689890529227;0.49027625120885415;0.06886689890529227;0.22659457895657503;0.05923137626096931;0.24065568453703556;0.0;0.0;0.0;0.24065568453703556;0.01468324974140624;0.06886689890529227;0.24065568453703556;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0031295;0.0;1.0;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.45963343123648076;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.28985679281760435
GO:0033396;0.06886689890529227;0.036692364793703955;1.0;0.2355376372194388;0.40937833083349984;0.06927734236639929;0.06927734236639929;0.2355376372194388;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.1237146889194086;0.01468324974140624;0.8582096838060963;0.2355376372194388;0.304136849461119;0.06927734236639929;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955
GO:0006212;0.49027625120885415;0.0;0.2355376372194388;1.0;0.2355376372194388;0.242130903760124;0.12997132148022705;0.8876338329336335;0.0;0.0;0.0;0.37491855209107455;0.01468324974140624;0.2355376372194388;0.6306749800450377;0.2355376372194388;0.06927734236639929;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0006520;0.06886689890529227;0.0;0.40937833083349984;0.2355376372194388;1.0;0.06927734236639929;0.06927734236639929;0.2355376372194388;0.0;0.0;0.0;0.1237146889194086;0.01468324974140624;0.40937833083349984;0.2355376372194388;0.304136849461119;0.06927734236639929;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0009313;0.22659457895657503;0.0;0.06927734236639929;0.242130903760124;0.06927734236639929;1.0;0.06927734236639929;0.242130903760124;0.0;0.0;0.0;0.242130903760124;0.0;0.06927734236639929;0.242130903760124;0.36940048842670786;0.06927734236639929;0.0;0.0;0.0;0.0;0.0
GO:0008202;0.05923137626096931;0.0;0.06927734236639929;0.12997132148022705;0.06927734236639929;0.06927734236639929;1.0;0.12997132148022705;0.0;0.0;0.0;0.06501482195767329;0.0;0.06927734236639929;0.12997132148022705;0.06927734236639929;0.27271733917935304;0.0;0.0;0.0;0.0;0.0
GO:0006210;0.24065568453703556;0.0;0.2355376372194388;0.8876338329336335;0.2355376372194388;0.242130903760124;0.12997132148022705;1.0;0.0;0.0;0.0;0.37491855209107455;0.01468324974140624;0.2355376372194388;0.6306749800450377;0.2355376372194388;0.06927734236639929;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0006469;0.0;0.047799631016701725;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;1.0;0.047799631016701725;0.13839445927415203;0.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.047799631016701725
GO:0042104;0.0;0.45963343123648076;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;1.0;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.28985679281760435
GO:0046426;0.0;0.047799631016701725;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.13839445927415203;0.047799631016701725;1.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.0;0.1492331351584338
GO:0009822;0.24065568453703556;0.0;0.1237146889194086;0.37491855209107455;0.1237146889194086;0.242130903760124;0.06501482195767329;0.37491855209107455;0.0;0.0;0.0;1.0;0.01468324974140624;0.1237146889194086;0.37491855209107455;0.06886689890529227;0.06886689890529227;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0051289;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0019482;0.06886689890529227;0.036692364793703955;0.8582096838060963;0.2355376372194388;0.40937833083349984;0.06927734236639929;0.06927734236639929;0.2355376372194388;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.1237146889194086;0.01468324974140624;1.0;0.2355376372194388;0.304136849461119;0.06927734236639929;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955
GO:0046135;0.24065568453703556;0.0;0.2355376372194388;0.6306749800450377;0.2355376372194388;0.242130903760124;0.12997132148022705;0.6306749800450377;0.0;0.0;0.0;0.37491855209107455;0.01468324974140624;0.2355376372194388;1.0;0.2355376372194388;0.06927734236639929;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0052695;0.06886689890529227;0.0;0.304136849461119;0.2355376372194388;0.304136849461119;0.36940048842670786;0.06927734236639929;0.2355376372194388;0.0;0.0;0.0;0.06886689890529227;0.01468324974140624;0.304136849461119;0.2355376372194388;1.0;0.06927734236639929;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0002933;0.06886689890529227;0.0;0.06927734236639929;0.06927734236639929;0.06927734236639929;0.06927734236639929;0.27271733917935304;0.06927734236639929;0.0;0.0;0.0;0.06886689890529227;0.01468324974140624;0.06927734236639929;0.06927734236639929;0.06927734236639929;1.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624
GO:0019221;0.01468324974140624;0.047799631016701725;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.0;0.042064647228987374;0.0;0.2052608479739753
