;GO:0042737;GO:0031295;GO:0033396;GO:0006212;GO:0006520;GO:0009313;GO:0008202;GO:0006210;GO:0006469;GO:0042104;GO:0046426;GO:0009822;GO:0051289;GO:0019482;GO:0046135;GO:0052695;GO:0002933;GO:0019221;GO:1990822;GO:0001819;GO:0015811;GO:0050852
GO:0042737;1.0;0.0;0.09242165517893762;0.6908310299300308;0.15309631113966837;0.37351884828713494;0.1281058250010223;0.34930535353009246;0.0;0.0;0.0;0.34930535353009246;0.02807527736705651;0.10213958798840382;0.40993226527574955;0.11529229555997568;0.10538043220922325;0.03543428724226141;0.0;0.0;0.0;0.029373480144677964
GO:0031295;0.0;1.0;0.04592709852317178;0.0;0.0;0.0;0.0;0.0;0.09264419774527205;0.7222393432785487;0.07995221284529233;0.0;0.0;0.05039944720133014;0.0;0.0;0.0;0.10209934742440976;0.0;0.23312013242156335;0.0;0.5235197099966915
GO:0033396;0.09242165517893762;0.04592709852317178;1.0;0.2441937131701796;0.5809346175932695;0.08041384005621445;0.09659084324404243;0.24955860941884264;0.05117326155016994;0.04381312964590267;0.04592709852317178;0.1310791179528071;0.01887652695603444;0.9236952011231153;0.27976118100204483;0.3568901141910523;0.0762656108178322;0.05482678533594993;0.0;0.05280305247752474;0.0;0.04861570420294932
GO:0006212;0.6908310299300308;0.0;0.2441937131701796;1.0;0.3519471025367898;0.29311447037351107;0.1906360744447359;0.9771728264808681;0.0;0.0;0.0;0.41273800936150423;0.019777817580782155;0.2635659631602732;0.7820129721403968;0.2883880052166476;0.07936260232047722;0.023167227161864604;0.0;0.0;0.0;0.020413377208106327
GO:0006520;0.15309631113966837;0.0;0.5809346175932695;0.3519471025367898;1.0;0.12235503643338552;0.164197817584699;0.36320035200799766;0.0;0.0;0.0;0.19076874122765808;0.030428657152011145;0.6459170110564596;0.43090374645285323;0.5461488133959681;0.11300282443849327;0.039267296608565025;0.0;0.0;0.0;0.03195955637753784
GO:0009313;0.37351884828713494;0.0;0.08041384005621445;0.29311447037351107;0.12235503643338552;1.0;0.11970478926068462;0.3006615607302996;0.0;0.0;0.0;0.3006615607302996;0.0;0.08762462115340149;0.34421261743949444;0.5175876848751667;0.08998465368809294;0.0;0.0;0.0;0.0;0.0
GO:0008202;0.1281058250010223;0.0;0.09659084324404243;0.1906360744447359;0.164197817584699;0.11970478926068462;1.0;0.19661593235836655;0.0;0.0;0.0;0.09835208021844917;0.0;0.10718578319642252;0.2324450098542623;0.12166491900069257;0.435933378080009;0.0;0.0;0.0;0.0;0.0
GO:0006210;0.34930535353009246;0.0;0.24955860941884264;0.9771728264808681;0.36320035200799766;0.3006615607302996;0.19661593235836655;1.0;0.0;0.0;0.0;0.4223797450937254;0.020346083498723314;0.2698267455943507;0.8026500985548036;0.2959003757677114;0.08129366326969084;0.0239508132967792;0.0;0.0;0.0;0.02101931183919318
GO:0006469;0.0;0.09264419774527205;0.05117326155016994;0.0;0.0;0.0;0.0;0.0;1.0;0.08620368398371205;0.26823310931761346;0.0;0.0;0.05678815801630368;0.0;0.0;0.0;0.12374867171527267;0.0;0.1021201772936187;0.0;0.10132079618896105
GO:0042104;0.0;0.7222393432785487;0.04381312964590267;0.0;0.0;0.0;0.0;0.0;0.08620368398371205;1.0;0.0751093627406264;0.0;0.0;0.04786507819519529;0.0;0.0;0.0;0.09433223565018599;0.0;0.21624018215017438;0.0;0.48944336506056857
