;GO:0042737;GO:0031295;GO:0033396;GO:0006212;GO:0006520;GO:0009313;GO:0008202;GO:0006210;GO:0006469;GO:0042104;GO:0046426;GO:0009822;GO:0051289;GO:0019482;GO:0046135;GO:0052695;GO:0002933;GO:0019221;GO:1990822;GO:0001819;GO:0015811;GO:0050852
GO:0042737;1.0;0.0;0.25;0.8;0.16666666666666666;0.2857142857142857;0.14285714285714285;0.375;0.0;0.0;0.0;0.5;0.0;0.3333333333333333;0.42857142857142855;0.1111111111111111;0.2857142857142857;0.2;0.0;0.0;0.0;0.2
GO:0031295;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0
GO:0033396;0.25;0.0;1.0;0.2222222222222222;0.5;0.2222222222222222;0.25;0.2727272727272727;0.07692307692307693;0.06666666666666667;0.07142857142857142;0.3333333333333333;0.0;0.6666666666666666;0.3;0.38461538461538464;0.2222222222222222;0.14285714285714285;0.0;0.09090909090909091;0.0;0.14285714285714285
GO:0006212;0.8;0.0;0.2222222222222222;1.0;0.375;0.25;0.375;0.75;0.0;0.0;0.0;0.5;0.0;0.2857142857142857;0.625;0.18181818181818182;0.25;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666
GO:0006520;0.16666666666666666;0.0;0.5;0.375;1.0;0.3333333333333333;0.4;0.375;0.0;0.0;0.0;0.5;0.0;0.75;0.42857142857142855;0.5;0.2857142857142857;0.0;0.0;0.0;0.0;0.0
GO:0009313;0.2857142857142857;0.0;0.2222222222222222;0.25;0.3333333333333333;1.0;0.2857142857142857;0.3333333333333333;0.0;0.0;0.0;0.42857142857142855;0.0;0.2857142857142857;0.375;0.3333333333333333;0.2222222222222222;0.0;0.0;0.0;0.0;0.0
GO:0008202;0.14285714285714285;0.0;0.25;0.375;0.4;0.2857142857142857;1.0;0.375;0.0;0.0;0.0;0.2857142857142857;0.0;0.3333333333333333;0.42857142857142855;0.2222222222222222;0.42857142857142855;0.0;0.0;0.0;0.0;0.0
GO:0006210;0.375;0.0;0.2727272727272727;0.75;0.375;0.3333333333333333;0.375;1.0;0.0;0.0;0.0;0.5;0.0;0.3333333333333333;0.625;0.18181818181818182;0.2;0.125;0.0;0.0;0.0;0.125
GO:0006469;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;1.0;0.17647058823529413;0.26666666666666666;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0
GO:0042104;0.0;0.7;0.06666666666666667;0.0;0.0;0.0;0.0;0.0;0.17647058823529413;1.0;0.1875;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.23076923076923078;0.0;0.2727272727272727;0.0;0.0
