;GO:0060045;GO:0038110;GO:0007179;GO:0003376;GO:0001666;GO:0051289;GO:0030509;GO:0032729;GO:0032689;GO:0070207;GO:0050830;GO:0035556;GO:0034260;GO:0007181;GO:0065003;GO:2000010;GO:0060317;GO:0060318;GO:0042267;GO:0002769;GO:0050680;GO:0034699;GO:0002728;GO:0031100;GO:0032354;GO:0045429;GO:0034695;GO:0051271;GO:0045664;GO:0038096;GO:0060389;GO:0002223;GO:0000165;GO:0002534;GO:0050852;GO:0050776;GO:0031295;GO:0007169;GO:0007166;GO:0060979;GO:0045954;GO:0050860;GO:0071222;GO:0045087;GO:0043066;GO:0060939;GO:0035723;GO:0032496;GO:2000502;GO:0030512;GO:0030511
GO:0060045;1.0;0.42105263157894735;0.1;0.4444444444444444;0.0;0.0;0.08695652173913043;0.4444444444444444;0.4444444444444444;0.0;0.0;0.47058823529411764;0.3333333333333333;0.0;0.0;0.42105263157894735;0.0;0.0;0.0;0.1;0.5555555555555556;0.0;0.38095238095238093;0.0;0.0;0.5;0.0;0.47058823529411764;0.42105263157894735;0.09090909090909091;0.0;0.08695652173913043;0.38095238095238093;0.0;0.09090909090909091;0.375;0.47619047619047616;0.42105263157894735;0.47058823529411764;0.0;0.38095238095238093;0.4;0.0;0.0;0.42105263157894735;0.0;0.42105263157894735;0.0;0.2608695652173913;0.4;0.5
GO:0038110;0.42105263157894735;1.0;0.11764705882352941;0.13333333333333333;0.0;0.125;0.1;0.13333333333333333;0.13333333333333333;0.125;0.0;0.14285714285714285;0.13333333333333333;0.13333333333333333;0.15384615384615385;0.125;0.13333333333333333;0.13333333333333333;0.0;0.11764705882352941;0.13333333333333333;0.0;0.1111111111111111;0.0;0.0;0.11764705882352941;0.0;0.14285714285714285;0.125;0.10526315789473684;0.11764705882352941;0.1;0.1111111111111111;0.0;0.10526315789473684;0.15384615384615385;0.1111111111111111;0.125;0.14285714285714285;0.14285714285714285;0.1111111111111111;0.11764705882352941;0.13333333333333333;0.0;0.125;0.13333333333333333;0.125;0.0;0.1;0.11764705882352941;0.11764705882352941
GO:0007179;0.1;0.11764705882352941;1.0;0.125;0.0;0.11764705882352941;0.09523809523809523;0.125;0.125;0.11764705882352941;0.0;0.13333333333333333;0.125;0.125;0.14285714285714285;0.11764705882352941;0.125;0.125;0.0;0.1111111111111111;0.125;0.0;0.10526315789473684;0.0;0.0;0.1111111111111111;0.0;0.13333333333333333;0.11764705882352941;0.1;0.1111111111111111;0.09523809523809523;0.10526315789473684;0.0;0.1;0.14285714285714285;0.10526315789473684;0.11764705882352941;0.13333333333333333;0.13333333333333333;0.10526315789473684;0.1111111111111111;0.125;0.0;0.11764705882352941;0.125;0.11764705882352941;0.0;0.09523809523809523;0.1111111111111111;0.1111111111111111
GO:0003376;0.4444444444444444;0.13333333333333333;0.125;1.0;0.0;0.13333333333333333;0.10526315789473684;0.14285714285714285;0.14285714285714285;0.13333333333333333;0.0;0.15384615384615385;0.14285714285714285;0.14285714285714285;0.16666666666666666;0.13333333333333333;0.14285714285714285;0.14285714285714285;0.0;0.125;0.5714285714285714;0.0;0.11764705882352941;0.0;0.0;0.5;0.0;0.6153846153846154;0.13333333333333333;0.1111111111111111;0.125;0.10526315789473684;0.11764705882352941;0.0;0.1111111111111111;0.16666666666666666;0.11764705882352941;0.13333333333333333;0.15384615384615385;0.15384615384615385;0.11764705882352941;0.125;0.14285714285714285;0.0;0.5333333333333333;0.14285714285714285;0.13333333333333333;0.0;0.10526315789473684;0.5;0.5
GO:0001666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.0;0.2857142857142857;0.0;0.0;0.3076923076923077;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.5454545454545454;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0
GO:0051289;0.0;0.125;0.11764705882352941;0.13333333333333333;0.0;1.0;0.1;0.0;0.0;0.125;0.0;0.14285714285714285;0.0;0.13333333333333333;0.15384615384615385;0.0;0.13333333333333333;0.13333333333333333;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.11764705882352941;0.1;0.1111111111111111;0.0;0.10526315789473684;0.0;0.0;0.125;0.14285714285714285;0.14285714285714285;0.0;0.0;0.13333333333333333;0.0;0.0;0.13333333333333333;0.125;0.0;0.0;0.0;0.0
GO:0030509;0.08695652173913043;0.1;0.09523809523809523;0.10526315789473684;0.0;0.1;1.0;0.10526315789473684;0.10526315789473684;0.1;0.0;0.1111111111111111;0.10526315789473684;0.10526315789473684;0.11764705882352941;0.1;0.10526315789473684;0.10526315789473684;0.0;0.09523809523809523;0.10526315789473684;0.0;0.09090909090909091;0.0;0.0;0.5714285714285714;0.0;0.1111111111111111;0.1;0.08695652173913043;0.09523809523809523;0.08333333333333333;0.09090909090909091;0.0;0.08695652173913043;0.11764705882352941;0.09090909090909091;0.1;0.1111111111111111;0.1111111111111111;0.09090909090909091;0.09523809523809523;0.10526315789473684;0.0;0.1;0.10526315789473684;0.1;0.0;0.08333333333333333;0.09523809523809523;0.09523809523809523
GO:0032729;0.4444444444444444;0.13333333333333333;0.125;0.14285714285714285;0.0;0.0;0.10526315789473684;1.0;0.8571428571428571;0.0;0.0;0.15384615384615385;0.42857142857142855;0.0;0.0;0.5333333333333333;0.0;0.0;0.0;0.125;0.42857142857142855;0.0;0.5882352941176471;0.0;0.0;0.5;0.0;0.46153846153846156;0.13333333333333333;0.1111111111111111;0.0;0.10526315789473684;0.11764705882352941;0.0;0.1111111111111111;0.5;0.47058823529411764;0.13333333333333333;0.15384615384615385;0.0;0.47058823529411764;0.375;0.0;0.0;0.4;0.0;0.13333333333333333;0.0;0.3157894736842105;0.375;0.5
GO:0032689;0.4444444444444444;0.13333333333333333;0.125;0.14285714285714285;0.0;0.0;0.10526315789473684;0.8571428571428571;1.0;0.0;0.0;0.15384615384615385;0.5714285714285714;0.0;0.0;0.4;0.0;0.0;0.0;0.125;0.5714285714285714;0.0;0.7058823529411765;0.0;0.0;0.375;0.0;0.6153846153846154;0.13333333333333333;0.1111111111111111;0.0;0.10526315789473684;0.11764705882352941;0.0;0.1111111111111111;0.5;0.11764705882352941;0.13333333333333333;0.15384615384615385;0.0;0.35294117647058826;0.5;0.0;0.0;0.5333333333333333;0.0;0.13333333333333333;0.0;0.42105263157894735;0.5;0.375
GO:0070207;0.0;0.125;0.11764705882352941;0.13333333333333333;0.0;0.125;0.1;0.0;0.0;1.0;0.0;0.14285714285714285;0.0;0.13333333333333333;0.15384615384615385;0.0;0.13333333333333333;0.13333333333333333;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.11764705882352941;0.1;0.1111111111111111;0.0;0.10526315789473684;0.0;0.0;0.125;0.14285714285714285;0.14285714285714285;0.0;0.0;0.13333333333333333;0.0;0.0;0.13333333333333333;0.125;0.0;0.0;0.0;0.0
