;GO:0060045;GO:0038110;GO:0007179;GO:0003376;GO:0001666;GO:0051289;GO:0030509;GO:0032729;GO:0032689;GO:0070207;GO:0050830;GO:0035556;GO:0034260;GO:0007181;GO:0065003;GO:2000010;GO:0060317;GO:0060318;GO:0042267;GO:0002769;GO:0050680;GO:0034699;GO:0002728;GO:0031100;GO:0032354;GO:0045429;GO:0034695;GO:0051271;GO:0045664;GO:0038096;GO:0060389;GO:0002223;GO:0000165;GO:0002534;GO:0050852;GO:0050776;GO:0031295;GO:0007169;GO:0007166;GO:0060979;GO:0045954;GO:0050860;GO:0071222;GO:0045087;GO:0043066;GO:0060939;GO:0035723;GO:0032496;GO:2000502;GO:0030512;GO:0030511
GO:0060045;1.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.24944431948534626;0.18922943134840794;0.0;0.0;0.047799631016701725;0.042064647228987374;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.047799631016701725;0.24636553155839747;0.0;0.18922943134840794;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.23094064297706635;0.11511873865597294;0.0;0.11511873865597294;0.047799631016701725;0.0;0.11511873865597294;0.042064647228987374;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.11511873865597294;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.12755981097713553
GO:0038110;0.047799631016701725;1.0;0.2052608479739753;0.12659489728285286;0.0;0.01468324974140624;0.2052608479739753;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.0;0.2052608479739753;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.01468324974140624;0.2052608479739753;0.12659489728285286;0.0;0.2052608479739753;0.042064647228987374;0.047799631016701725;0.2052608479739753;0.2052608479739753;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.338483172736548;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725
GO:0007179;0.047799631016701725;0.2052608479739753;1.0;0.12659489728285286;0.0;0.01468324974140624;0.4747100581803957;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.0;0.2052608479739753;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.01468324974140624;0.2052608479739753;0.12659489728285286;0.0;0.2052608479739753;0.042064647228987374;0.047799631016701725;0.33276944057368485;0.2052608479739753;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.2052608479739753;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725
GO:0003376;0.047799631016701725;0.12659489728285286;0.12659489728285286;1.0;0.0;0.01468324974140624;0.12659489728285286;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.0;0.12659489728285286;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.01468324974140624;0.12659489728285286;0.12659489728285286;0.0;0.12659489728285286;0.042064647228987374;0.047799631016701725;0.12659489728285286;0.12659489728285286;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725
GO:0001666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17988792517482602;0.0;0.0;0.11807622278079505;0.0;0.0;0.11807622278079505;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.17988792517482602;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0
GO:0051289;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.0;0.4149259794451903;0.0;0.01468324974140624;0.0;0.24997772404766266;0.24997772404766266;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0
GO:0030509;0.047799631016701725;0.2052608479739753;0.4747100581803957;0.12659489728285286;0.0;0.01468324974140624;1.0;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.0;0.12659489728285286;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.0;0.2052608479739753;0.047799631016701725;0.0;0.042064647228987374;0.0;0.0;0.14212163039839543;0.0;0.047799631016701725;0.047799631016701725;0.2052608479739753;0.01468324974140624;0.2052608479739753;0.12659489728285286;0.0;0.2052608479739753;0.042064647228987374;0.047799631016701725;0.33276944057368485;0.2052608479739753;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.01468324974140624;0.2052608479739753;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725
GO:0032729;0.24944431948534626;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.042064647228987374;1.0;0.5364053022654205;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.11511873865597294;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.3422028587648819;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.18922943134840794;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.11511873865597294
GO:0032689;0.18922943134840794;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.0;0.042064647228987374;0.5364053022654205;1.0;0.0;0.0;0.042064647228987374;0.12804570306913615;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.12804570306913615;0.0;0.4402956465236597;0.0;0.0;0.042064647228987374;0.0;0.12804570306913615;0.18922943134840794;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.12804570306913615;0.0;0.0;0.12804570306913615;0.0;0.042064647228987374;0.0;0.12804570306913615;0.12804570306913615;0.042064647228987374
GO:0070207;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.4149259794451903;0.01468324974140624;0.0;0.0;1.0;0.0;0.01468324974140624;0.0;0.24997772404766266;0.24997772404766266;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0
