;GO:0021915;GO:0033260;GO:0031081;GO:0045727;GO:0034198;GO:0048339;GO:0008543;GO:0022008;GO:0051292;GO:0008585;GO:0042795;GO:0006369;GO:0000973;GO:0006446;GO:0000972;GO:0051290;GO:0046833;GO:0006368;GO:0000398;GO:0034629;GO:0002534;GO:0045292;GO:0006999;GO:0000184;GO:0070208;GO:0050830;GO:0036228;GO:0042306;GO:1904263;GO:0006370;GO:0006398;GO:0051260;GO:0006355;GO:0008334;GO:0006611;GO:0006406;GO:0006605;GO:0098789;GO:0006606;GO:0006408;GO:0006607;GO:0031442;GO:0031047;GO:0031124;GO:0007080;GO:0051315
GO:0021915;1.0;0.0;0.0;0.0;0.0;0.5759231824713615;0.0;0.48003430265244385;0.0;0.5013371908646149;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0033260;0.0;1.0;0.3173391418635162;0.0;0.35099847183335003;0.0;0.49197326733462377;0.4528959953786031;0.4360663303936862;0.0;0.6082932292299303;0.612865176409183;0.2946779048740996;0.0;0.33416880684843314;0.41923666540876925;0.0;0.5861907885083899;0.589090997278939;0.0;0.0;0.5455869443932289;0.37081608432596996;0.41075757855844486;0.41923666540876925;0.0;0.0;0.0;0.0;0.5455869443932289;0.5455869443932289;0.44591105330956243;0.0;0.4177425206274855;0.0;0.0;0.0;0.5455869443932289;0.0;0.0;0.0;0.0;0.4351664472337348;0.5846642163492496;0.5720530502507863;0.5987274381515795
GO:0031081;0.0;0.3173391418635162;1.0;0.0;0.257732911673192;0.0;0.35641641381953687;0.2946779048740996;0.656725530070328;0.0;0.2610185749042658;0.31035419979447554;0.43001189249017197;0.0;0.47364411203674944;0.37530409558661176;0.0;0.28367981189368235;0.3045226277899759;0.7645750155316426;0.0;0.2610185749042658;0.7088615463411332;0.20845667624922237;0.37530409558661176;0.0;0.4629725032336529;0.0;0.0;0.2610185749042658;0.2610185749042658;0.40197848348740495;0.0;0.21544161831826303;0.5265918517920388;0.47495891054243766;0.5344931318253472;0.28367981189368235;0.5164494456961066;0.4482845226416445;0.4897750577953135;0.0;0.31923965008416033;0.30009584686028645;0.4482845226416445;0.31035419979447554
GO:0045727;0.0;0.0;0.0;1.0;0.0;0.0;0.3961168112141966;0.0;0.0;0.0;0.0;0.0;0.0;0.778223252836146;0.0;0.0;0.42021388519568514;0.0;0.0;0.0;0.0;0.0;0.0;0.49755451329295186;0.0;0.0;0.0;0.3209170659833637;0.3833890606340232;0.0;0.0;0.0;0.7078656900593631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6324797064318814;0.5517624375614698;0.0;0.0;0.0
GO:0034198;0.0;0.35099847183335003;0.257732911673192;0.0;1.0;0.0;0.3900757437893707;0.32833723484393346;0.31150756985901656;0.0;0.2946779048740996;0.3440135297643094;0.24224417287992372;0.0;0.27456257665810896;0.2946779048740996;0.0;0.3173391418635162;0.3381819577598097;0.0;0.0;0.2946779048740996;0.3017222364093804;0.2421160062190562;0.2946779048740996;0.4252228491375334;0.0;0.0;0.0;0.2946779048740996;0.2946779048740996;0.3213522927748928;0.0;0.24910094828809687;0.0;0.0;0.0;0.3173391418635162;0.0;0.0;0.0;0.0;0.35289898005399417;0.3337551768301203;0.3173391418635162;0.3440135297643094
GO:0048339;0.5759231824713615;0.0;0.0;0.0;0.0;1.0;0.0;0.48003430265244385;0.0;0.5013371908646149;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.0;0.49197326733462377;0.35641641381953687;0.3961168112141966;0.3900757437893707;0.0;1.0;0.49197326733462377;0.4751436023497068;0.0;0.4583139373647899;0.4849883252655831;0.3337551768301203;0.406462171953586;0.37324607880445376;0.4583139373647899;0.35189350623247195;0.4583139373647899;0.5018179902505;0.0;0.0;0.4583139373647899;0.40989335628199064;0.32348457153000587;0.4583139373647899;0.0;0.0;0.3390053503267662;0.29647974749634376;0.4583139373647899;0.4583139373647899;0.4849883252655831;0.4782027827902834;0.3304695135990465;0.0;0.0;0.0;0.4583139373647899;0.0;0.0;0.0;0.31330941248126065;0.4742437191897555;0.4973912093208106;0.4583139373647899;0.4849883252655831
GO:0022008;0.48003430265244385;0.4528959953786031;0.2946779048740996;0.0;0.32833723484393346;0.48003430265244385;0.49197326733462377;1.0;0.4360663303936862;0.48003430265244385;0.41923666540876925;0.44591105330956243;0.2750478485085872;0.0;0.31150756985901656;0.41923666540876925;0.0;0.41923666540876925;0.4627407182944793;0.0;0.0;0.41923666540876925;0.3440135297643094;0.25490729223185266;0.41923666540876925;0.0;0.0;0.0;0.0;0.41923666540876925;0.41923666540876925;0.44591105330956243;0.0;0.29139224164302585;0.0;0.0;0.0;0.41923666540876925;0.0;0.0;0.0;0.0;0.40236277160507133;0.4583139373647899;0.41923666540876925;0.44591105330956243
GO:0051292;0.0;0.4360663303936862;0.656725530070328;0.0;0.31150756985901656;0.0;0.4751436023497068;0.4360663303936862;1.0;0.0;0.4024070004238523;0.42908138832464554;0.4241803204856723;0.0;0.4636712224600058;0.5827515772626706;0.0;0.4024070004238523;0.44591105330956243;0.0;0.0;0.4024070004238523;0.8882577535388707;0.23807762724693576;0.5827515772626706;0.0;0.0;0.0;0.0;0.4024070004238523;0.4024070004238523;0.6094259651634638;0.0;0.27456257665810896;0.0;0.0;0.0;0.4024070004238523;0.0;0.0;0.0;0.0;0.38553310662015444;0.44148427237987303;0.4024070004238523;0.42908138832464554
GO:0008585;0.5013371908646149;0.0;0.0;0.0;0.0;0.5013371908646149;0.0;0.48003430265244385;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042795;0.0;0.6082932292299303;0.2610185749042658;0.0;0.2946779048740996;0.0;0.4583139373647899;0.41923666540876925;0.4024070004238523;0.0;1.0;0.6295553243763792;0.24138851853875337;0.0;0.27784823988918267;0.3855773354389354;0.0;0.602880936475586;0.5765707774623957;0.0;0.0;0.5330667245766856;0.31035419979447554;0.4155522955772967;0.3855773354389354;0.0;0.0;0.0;0.0;0.5330667245766856;0.5330667245766856;0.4122517233397286;0.0;0.46482853100126637;0.0;0.0;0.0;0.5330667245766856;0.0;0.0;0.0;0.0;0.3687034416352375;0.5721439965327062;0.3855773354389354;0.4122517233397286
GO:0006369;0.0;0.612865176409183;0.31035419979447554;0.0;0.3440135297643094;0.0;0.4849883252655831;0.44591105330956243;0.42908138832464554;0.0;0.6295553243763792;1.0;0.28769296280505896;0.0;0.3271838647793925;0.4122517233397286;0.0;0.6295553243763792;0.6032451653631888;0.0;0.0;0.5597411124774787;0.3638311422569293;0.4845179768330189;0.4122517233397286;0.0;0.0;0.0;0.0;0.5597411124774787;0.5597411124774787;0.4389261112405218;0.0;0.5511091490923836;0.0;0.0;0.0;0.5597411124774787;0.0;0.0;0.0;0.0;0.42818150516469416;0.5988183844334994;0.4122517233397286;0.4389261112405218
GO:0000973;0.0;0.2946779048740996;0.43001189249017197;0.0;0.24224417287992372;0.0;0.3337551768301203;0.2750478485085872;0.4241803204856723;0.0;0.24138851853875337;0.28769296280505896;1.0;0.0;0.88127281146983;0.3526428585971952;0.0;0.2610185749042658;0.2848925714244635;0.0;0.0;0.24138851853875337;0.45668628039096515;0.19668983376823423;0.3526428585971952;0.0;0.0;0.0;0.0;0.24138851853875337;0.24138851853875337;0.37931724649798837;0.0;0.2036747758372749;0.0;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.2996095937186479;0.28046579049477405;0.2610185749042658;0.28769296280505896
