;GO:0021915;GO:0033260;GO:0031081;GO:0045727;GO:0034198;GO:0048339;GO:0008543;GO:0022008;GO:0051292;GO:0008585;GO:0042795;GO:0006369;GO:0000973;GO:0006446;GO:0000972;GO:0051290;GO:0046833;GO:0006368;GO:0000398;GO:0034629;GO:0002534;GO:0045292;GO:0006999;GO:0000184;GO:0070208;GO:0050830;GO:0036228;GO:0042306;GO:1904263;GO:0006370;GO:0006398;GO:0051260;GO:0006355;GO:0008334;GO:0006611;GO:0006406;GO:0006605;GO:0098789;GO:0006606;GO:0006408;GO:0006607;GO:0031442;GO:0031047;GO:0031124;GO:0007080;GO:0051315
GO:0021915;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2222222222222222;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0033260;0.0;1.0;0.05128205128205132;0.0;0.052631578947368474;0.0;0.0625;0.0714285714285714;0.05714285714285716;0.0;0.5128205128205128;0.5454545454545454;0.06666666666666665;0.0;0.06896551724137934;0.06060606060606055;0.0;0.5454545454545454;0.4375;0.0;0.0;0.4242424242424242;0.06666666666666665;0.30612244897959184;0.06060606060606055;0.0;0.0;0.0;0.0;0.4516129032258065;0.4375;0.06451612903225812;0.0;0.5185185185185186;0.0;0.0;0.0;0.4516129032258065;0.0;0.0;0.0;0.0;0.05714285714285716;0.4666666666666667;0.08571428571428574;0.11111111111111116
GO:0031081;0.0;0.05128205128205132;1.0;0.0;0.06896551724137934;0.0;0.08695652173913049;0.10526315789473684;0.2727272727272727;0.0;0.04166666666666663;0.050000000000000044;0.2777777777777778;0.0;0.2941176470588235;0.18181818181818177;0.0;0.050000000000000044;0.05714285714285716;0.5;0.0;0.05555555555555558;0.3529411764705882;0.037735849056603765;0.18181818181818177;0.0;0.35;0.0;0.0;0.05882352941176472;0.05714285714285716;0.19999999999999996;0.0;0.06666666666666665;0.16666666666666663;0.09677419354838712;0.18518518518518523;0.05882352941176472;0.20588235294117652;0.09375;0.19999999999999996;0.0;0.07692307692307687;0.06060606060606055;0.16000000000000003;0.10526315789473684
GO:0045727;0.0;0.0;0.0;1.0;0.0;0.0;0.10810810810810811;0.0;0.0;0.0;0.0;0.0;0.0;0.59375;0.0;0.0;0.09302325581395354;0.0;0.0;0.0;0.0;0.0;0.0;0.09230769230769231;0.0;0.0;0.0;0.06666666666666665;0.1333333333333333;0.0;0.0;0.0;0.38888888888888884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41463414634146345;0.1578947368421053;0.0;0.0;0.0
GO:0034198;0.0;0.052631578947368474;0.06896551724137934;0.0;1.0;0.0;0.09090909090909094;0.11111111111111116;0.07999999999999996;0.0;0.04255319148936165;0.05128205128205132;0.09999999999999998;0.0;0.10526315789473684;0.08695652173913049;0.0;0.05128205128205132;0.05882352941176472;0.0;0.0;0.05714285714285716;0.09999999999999998;0.038461538461538436;0.08695652173913049;0.17391304347826086;0.0;0.0;0.0;0.06060606060606055;0.05882352941176472;0.09523809523809523;0.0;0.06896551724137934;0.0;0.0;0.0;0.06060606060606055;0.0;0.0;0.0;0.0;0.07999999999999996;0.0625;0.07692307692307687;0.11111111111111116
GO:0048339;0.5;0.0;0.0;0.0;0.0;1.0;0.0;0.2222222222222222;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008543;0.0;0.0625;0.08695652173913049;0.10810810810810811;0.09090909090909094;0.0;1.0;0.16666666666666663;0.10526315789473684;0.0;0.04878048780487809;0.06060606060606055;0.1428571428571429;0.16666666666666663;0.15384615384615385;0.11764705882352944;0.1428571428571429;0.06060606060606055;0.0714285714285714;0.0;0.0;0.06896551724137934;0.1428571428571429;0.09090909090909094;0.11764705882352944;0.0;0.0;0.13636363636363635;0.16666666666666663;0.07407407407407407;0.0714285714285714;0.1333333333333333;0.17391304347826086;0.08695652173913049;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.12903225806451613;0.23529411764705888;0.07692307692307687;0.09999999999999998;0.16666666666666663
GO:0022008;0.2222222222222222;0.0714285714285714;0.10526315789473684;0.0;0.11111111111111116;0.2222222222222222;0.16666666666666663;1.0;0.1333333333333333;0.18181818181818177;0.05405405405405406;0.06896551724137934;0.19999999999999996;0.0;0.2222222222222222;0.15384615384615385;0.0;0.06896551724137934;0.08333333333333337;0.0;0.0;0.07999999999999996;0.19999999999999996;0.04761904761904767;0.15384615384615385;0.0;0.0;0.0;0.0;0.08695652173913049;0.08333333333333337;0.18181818181818177;0.0;0.10526315789473684;0.0;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.1333333333333333;0.09090909090909094;0.125;0.25
GO:0051292;0.0;0.05714285714285716;0.2727272727272727;0.0;0.07999999999999996;0.0;0.10526315789473684;0.1333333333333333;1.0;0.0;0.045454545454545414;0.05555555555555558;0.3571428571428571;0.0;0.3846153846153846;0.4666666666666667;0.0;0.05555555555555558;0.06451612903225812;0.0;0.0;0.0625;0.5833333333333333;0.04081632653061229;0.4666666666666667;0.0;0.0;0.0;0.0;0.06666666666666665;0.06451612903225812;0.5384615384615384;0.0;0.07692307692307687;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.0;0.0;0.09090909090909094;0.06896551724137934;0.08695652173913049;0.1333333333333333
GO:0008585;0.2727272727272727;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.18181818181818177;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
