;GO:1905662;GO:2001294;GO:0032693;GO:1902950;GO:0007016;GO:0000187;GO:0022011;GO:0000184;GO:0032728;GO:0002638;GO:0019886;GO:0051127;GO:0050710;GO:0065003;GO:1902564;GO:0060236;GO:0001954;GO:0002922;GO:0002924;GO:0032436;GO:0031103;GO:0051898;GO:0006383;GO:0034453;GO:0006384;GO:0043409;GO:0038095;GO:0042795;GO:0038096;GO:0045944;GO:0006302;GO:0043403;GO:0030889;GO:0071397;GO:0016476;GO:0050852;GO:0006273;GO:0000723;GO:1904646;GO:0006307;GO:0071260;GO:0002622;GO:0002503;GO:0001811;GO:0002506;GO:0016064;GO:0001814;GO:2001199;GO:0060441;GO:0006085;GO:0006366;GO:0060445;GO:0048714;GO:1990166;GO:0002316;GO:0043031;GO:0051607;GO:0019048;GO:1905064;GO:0071219;GO:0035511;GO:0033173;GO:0043318;GO:0010470;GO:0006897;GO:0000147;GO:0043434;GO:0006898;GO:0006412;GO:0010906;GO:0045860;GO:0002605;GO:0010469;GO:1904261;GO:0050766;GO:0030336;GO:0016567;GO:0050765;GO:0008360;GO:0046718;GO:1902894;GO:0051103;GO:0010717;GO:0006614;GO:0046321;GO:0051106;GO:0060333;GO:0006471;GO:0006351;GO:0006355;GO:1905898;GO:0006633;GO:0006359;GO:1901216;GO:0006357;GO:0009617;GO:0006625;GO:0045089;GO:0006509;GO:0045087;GO:0046330;GO:0045088;GO:0031643
GO:1905662;1.0;0.0;0.3660149997115376;0.43852901558847923;0.4;0.4;0.0;0.4;0.2830074998557688;0.3356143810225276;0.0;0.2830074998557688;0.3660149997115376;0.0;0.3660149997115376;0.3356143810225276;0.3081136762725405;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.0;0.3356143810225276;0.0;0.0;0.0;0.3660149997115376;0.4;0.0;0.4;0.43852901558847923;0.0;0.0;0.3081136762725405;0.0;0.3081136762725405;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.2599120563717816;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;0.0;0.4;0.3081136762725405;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.4;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.3356143810225276;0.3081136762725405;0.3660149997115376;0.0;0.3660149997115376;0.4;0.0;0.48300749985576874;0.0;0.3660149997115376;0.0;0.3660149997115376;0.48300749985576874;0.4;0.0;0.0;0.5356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.3356143810225276;0.48300749985576874;0.0;0.0;0.3081136762725405;0.0;0.0;0.2830074998557688;0.3356143810225276;0.3660149997115376
GO:2001294;0.0;1.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.0;0.0;0.0;0.3081136762725405;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.6830074998557688;0.43852901558847923;0.6830074998557688;0.0;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.5356143810225276;0.6830074998557688;0.48300749985576874;0.3660149997115376;0.6830074998557688;0.4;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.6000000000000001;0.6830074998557688;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;0.6830074998557688;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.0
GO:0032693;0.3660149997115376;0.0;1.0;0.48300749985576874;0.43852901558847923;0.2599120563717816;0.0;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.0;0.3356143810225276;0.8;0.0;0.48300749985576874;0.4;0.4;0.4;0.43852901558847923;0.2830074998557688;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.4;0.0;0.48300749985576874;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.0;0.3356143810225276;0.0;0.0;0.48300749985576874;0.5356143810225276;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.6000000000000001;0.0;0.0;0.43852901558847923;0.4;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3081136762725405;0.48300749985576874;0.43852901558847923;0.48300749985576874;0.4;0.48300749985576874;0.0;0.48300749985576874;0.43852901558847923;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.0;0.3660149997115376;0.4;0.3660149997115376;0.0;0.0;0.4;0.0;0.0;0.3356143810225276;0.43852901558847923;0.48300749985576874
GO:1902950;0.43852901558847923;0.0;0.48300749985576874;1.0;0.8;0.3660149997115376;0.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.8;0.4;0.0;0.0;0.4;0.0;0.48300749985576874;0.8;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.3356143810225276;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.0;0.8;0.4;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.6830074998557688;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874;0.6830074998557688;0.0;0.3660149997115376;0.0;0.5356143810225276;0.0;0.43852901558847923;0.43852901558847923;0.8;0.0;0.0;0.48300749985576874;0.5356143810225276;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.5356143810225276;0.5356143810225276
GO:0007016;0.4;0.5356143810225276;0.43852901558847923;0.8;1.0;0.3356143810225276;0.8;0.3356143810225276;0.4;0.4;0.0;0.3660149997115376;0.43852901558847923;0.8;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.4;0.3081136762725405;0.8;0.4;0.8;0.6830074998557688;0.8;0.4;0.8;0.8;0.8;0.3660149997115376;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.8;0.8;0.5356143810225276;0.43852901558847923;0.8;0.5356143810225276;0.48300749985576874;0.8;0.3081136762725405;0.8;0.0;0.43852901558847923;0.4;0.0;0.43852901558847923;0.8;0.0;0.8;0.43852901558847923;0.8;0.43852901558847923;0.0;0.0;0.43852901558847923;0.8;0.5356143810225276;0.8;0.3660149997115376;0.48300749985576874;0.5356143810225276;0.8;0.0;0.48300749985576874;0.8;0.48300749985576874;0.4;0.43852901558847923;0.6000000000000001;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.6000000000000001;0.0;0.3356143810225276;0.8;0.48300749985576874;0.8;0.4;0.4;0.8;0.43852901558847923;0.8;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.4;0.43852901558847923;0.4;0.0;0.8;0.43852901558847923;0.0;0.0;0.3660149997115376;0.48300749985576874;0.48300749985576874
GO:0000187;0.4;0.0;0.2599120563717816;0.3660149997115376;0.3356143810225276;1.0;0.0;0.2599120563717816;0.2830074998557688;0.23852901558847928;0.0;0.3081136762725405;0.2830074998557688;0.0;0.2830074998557688;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.3356143810225276;0.3660149997115376;0.0;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.3356143810225276;0.0;0.3356143810225276;0.3356143810225276;0.0;0.0;0.23852901558847928;0.0;0.2830074998557688;0.3356143810225276;0.0;0.2830074998557688;0.0;0.0;0.0;0.3081136762725405;0.0;0.2599120563717816;0.0;0.0;0.2599120563717816;0.2830074998557688;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.2830074998557688;0.0;0.0;0.2599120563717816;0.0;0.0;0.3356143810225276;0.2599120563717816;0.2830074998557688;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.8;0.2599120563717816;0.48300749985576874;0.3356143810225276;0.3356143810225276;0.2830074998557688;0.0;0.2830074998557688;0.3356143810225276;0.0;0.2599120563717816;0.0;0.3356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.0;0.0;0.3356143810225276;0.48300749985576874;0.0;0.3081136762725405;0.3660149997115376;0.3081136762725405;0.0;0.0;0.43852901558847923;0.0;0.0;0.6000000000000001;0.4;0.4
GO:0022011;0.0;0.5356143810225276;0.0;0.0;0.8;0.0;1.0;0.4;0.0;0.0;0.0;0.4;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.8;0.6000000000000001;0.8;0.0;0.8;0.8;0.8;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.8;0.8;0.48300749985576874;0.48300749985576874;0.8;0.5356143810225276;0.0;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.43852901558847923;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.8;0.0;0.0;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.8;0.48300749985576874;0.8;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.4;0.43852901558847923;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.2599120563717816;0.4;1.0;0.2830074998557688;0.3356143810225276;0.0;0.2599120563717816;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3081136762725405;0.3081136762725405;0.3081136762725405;0.3356143810225276;0.3081136762725405;0.4;0.3356143810225276;0.43852901558847923;0.3356143810225276;0.5356143810225276;0.3660149997115376;0.4;0.43852901558847923;0.4;0.43852901558847923;0.4;0.0;0.3081136762725405;0.2830074998557688;0.3081136762725405;0.4;0.5356143810225276;0.43852901558847923;0.2830074998557688;0.48300749985576874;0.3081136762725405;0.3356143810225276;0.4;0.2599120563717816;0.4;0.0;0.3660149997115376;0.3356143810225276;0.0;0.3081136762725405;0.43852901558847923;0.0;0.3356143810225276;0.0;0.3356143810225276;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.4;0.3081136762725405;0.3356143810225276;0.0;0.3356143810225276;0.0;0.0;0.43852901558847923;0.4;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.3081136762725405;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.3356143810225276;0.0;0.3356143810225276;0.4;0.4;0.4;0.43852901558847923;0.5356143810225276;0.3356143810225276;0.3660149997115376;0.48300749985576874;0.3081136762725405;0.48300749985576874;0.0;0.3356143810225276;0.3081136762725405;0.3356143810225276;0.0;0.2599120563717816;0.3356143810225276;0.3356143810225276
GO:0032728;0.2830074998557688;0.0;0.5356143810225276;0.43852901558847923;0.4;0.2830074998557688;0.0;0.2830074998557688;1.0;0.3356143810225276;0.0;0.3660149997115376;0.5356143810225276;0.0;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.3081136762725405;0.0;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.4;0.0;0.4;0.3660149997115376;0.0;0.0;0.3081136762725405;0.0;0.43852901558847923;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.4;0.0;0.2599120563717816;0.0;0.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.3660149997115376;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.3081136762725405;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.4;0.3081136762725405;0.3660149997115376;0.4;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.0;0.3660149997115376;0.4;0.0;0.2830074998557688;0.0;0.48300749985576874;0.0;0.4;0.4;0.4;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.3356143810225276;0.43852901558847923;0.3356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.3356143810225276;0.4;0.5356143810225276
GO:0002638;0.3356143810225276;0.0;0.43852901558847923;0.43852901558847923;0.4;0.23852901558847928;0.0;0.3356143810225276;0.3356143810225276;1.0;0.0;0.3081136762725405;0.43852901558847923;0.0;0.5356143810225276;0.3660149997115376;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.2599120563717816;0.0;0.4;0.0;0.0;0.0;0.4;0.4;0.0;0.4;0.3081136762725405;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.48300749985576874;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.0;0.4;0.2830074998557688;0.5356143810225276;0.4;0.4;0.3660149997115376;0.43852901558847923;0.0;0.43852901558847923;0.4;0.0;0.3356143810225276;0.0;0.4;0.0;0.3356143810225276;0.3356143810225276;0.4;0.0;0.0;0.3660149997115376;0.4;0.0;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.3081136762725405;0.48300749985576874;0.4
