;GO:1903364;GO:0032691;GO:0009395;GO:0051491;GO:0043069;GO:0051092;GO:0090291;GO:0030307;GO:0002634;GO:0001666;GO:2000352;GO:0050832;GO:0032720;GO:1902042;GO:0002092;GO:0061043;GO:0050729;GO:0045779;GO:0032715;GO:0002523;GO:0032956;GO:0032959;GO:0072573;GO:0050848;GO:0070433;GO:0071803;GO:0051259;GO:0051017;GO:0038095;GO:0043124;GO:0006661;GO:0038096;GO:0044458;GO:0045824;GO:0002223;GO:0032703;GO:0001922;GO:0019221;GO:0048662;GO:0050691;GO:0050852;GO:0050853;GO:0018119;GO:0071947;GO:0010890;GO:0035372;GO:0002224;GO:0010803;GO:0050869;GO:0010886;GO:0030593;GO:0032496;GO:0019730;GO:0035523;GO:0032534;GO:0035089;GO:0055096;GO:0032495;GO:0007576;GO:0042059;GO:0006644;GO:0002677;GO:1990168;GO:0009749;GO:0002316;GO:0006914;GO:0034148;GO:0016055;GO:0072666;GO:0031397;GO:0051209;GO:0006919;GO:0019722;GO:2001244;GO:0010592;GO:0032480;GO:0034140;GO:0035871;GO:0032088;GO:0034144;GO:0032481;GO:0043312;GO:0006897;GO:0045736;GO:0042742;GO:0019432;GO:0034136;GO:0030177;GO:0010744;GO:0019433;GO:0032237;GO:0008360;GO:0034372;GO:0034371;GO:0070429;GO:0014002;GO:1902897;GO:0090197;GO:0000122;GO:0045471;GO:0070423;GO:0070301;GO:0070936;GO:0007043;GO:0006351;GO:0006633;GO:0002793;GO:0090091;GO:2000349;GO:0071222;GO:0043066;GO:0045087;GO:0006508;GO:0051593;GO:0030035;GO:0031122;GO:2000347;GO:0030036;GO:0070536;GO:0071108
GO:1903364;1.0;0.20121941638293883;0.0;0.30567738768007785;0.264092340261463;0.4165066112337985;0.251428309568971;0.35813009685567865;0.20593974358060999;0.0;0.2294011345953255;0.0;0.20121941638293883;0.18802645288302072;0.4972338353991378;0.1915919190599721;0.24541834964530782;0.19607615379022078;0.2113776612657018;0.0;0.2709939483598917;0.0;0.1904966846497041;0.2639501086535404;0.18781931423298512;0.30580162397321253;0.0;0.0;0.23921881106850398;0.2195850933015363;0.0;0.22459655497088735;0.0;0.18752980781720358;0.2133114852530147;0.21137783923698691;0.15578940915639122;0.27765056662951276;0.2641243720855724;0.1959500385856614;0.2420374284097894;0.2420374284097894;0.0;0.0;0.2508533615962355;0.0;0.22468305802977595;0.25732882993840517;0.2293348232978649;0.2508533615962355;0.0;0.0;0.0;0.0;0.25134936565975136;0.0;0.2776354613841988;0.0;0.0;0.2195826276271551;0.0;0.18767767429033116;0.0;0.0;0.0;0.0;0.19473981170406343;0.27047134187318483;0.0;0.452559588743982;0.13380602279937506;0.5670037637699551;0.27046766271640993;0.2616377475994492;0.2933987633633826;0.21137783923698691;0.19473981170406343;0.0;0.3783774633095439;0.19473981170406343;0.2641217663089967;0.0;0.0;0.3221197441161943;0.0;0.0;0.19473981170406343;0.318802860756926;0.34981762471456884;0.0;0.16433256812104127;0.26339652586149503;0.0;0.0;0.18781931423298512;0.0;0.2289403494352632;0.232201115007252;0.31171086772461;0.0;0.20968925815195014;0.0;0.0;0.0;0.0;0.0;0.2512989807343564;0.3498910474396963;0.22910058126110194;0.0;0.2513863662035517;0.0;0.0;0.0;0.0;0.0;0.2988865944814641;0.0;0.0;0.0
GO:0032691;0.20121941638293883;1.0;0.0;0.25666403785779984;0.42511534384277716;0.21043182252761078;0.39323242486075927;0.32647488724301865;0.32640778246141633;0.0;0.34188913577838814;0.0;0.6989684113486766;0.25745665146544916;0.21647334769411172;0.36458179551340864;0.3030962781804857;0.5256512368989782;0.7557735030879552;0.0;0.35476481448894853;0.0;0.2621105831128259;0.3399260139122708;0.25706845208603285;0.2568163650473568;0.0;0.0;0.29144070461963706;0.3205342292410715;0.0;0.2048215831983993;0.0;0.35293910778053533;0.19100724565833277;0.7557745274740068;0.25038191739980126;0.3692457760885361;0.42519835103816683;0.302004873559004;0.22720313729127892;0.22720313729127892;0.0;0.0;0.3135808203879873;0.0;0.20492944202990018;0.3264106982022521;0.34174186877518625;0.3135808203879873;0.0;0.0;0.0;0.0;0.31455037672071023;0.0;0.3692123956589363;0.0;0.0;0.32052897540401004;0.0;0.3533584380496098;0.0;0.0;0.0;0.0;0.27021146302662125;0.35364704987346385;0.0;0.2643349820736432;0.1655833770645401;0.14741878099420908;0.35363919049960835;0.2060321246953546;0.24188499212093412;0.7557745274740068;0.27021146302662125;0.0;0.262940370778058;0.27021146302662125;0.5084767141528396;0.0;0.0;0.16961240587522605;0.0;0.0;0.27021146302662125;0.27307848572309756;0.3146244526436635;0.0;0.17207218881690908;0.3387802398227059;0.0;0.0;0.25706845208603285;0.0;0.27279644286991495;0.26233366171586564;0.2031165375024072;0.0;0.1866786469509512;0.0;0.0;0.0;0.0;0.0;0.31445178914010086;0.3147277353954859;0.34122198790373764;0.0;0.393129837771672;0.0;0.0;0.0;0.0;0.0;0.3104120667172713;0.0;0.0;0.0
GO:0009395;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20073210013288556;0.0;0.415930378174543;0.0;0.0;0.0;0.0;0.20856387454111897;0.20161148283329966;0.17272597911309548;0.0;0.5847173227477507;0.12898192369615744;0.17352405943628443;0.0;0.1214944635653117;0.0;0.0;0.20784905692683067;0.0;0.0;0.14080087913755493;0.14080087913755493;0.3609360951304851;0.344183118608254;0.0;0.0;0.12903979627508427;0.0;0.0;0.0;0.15903234108412137;0.0;0.0;0.3523601939711033;0.0;0.20175393597130556;0.20783474457494353;0.0;0.20846189398258494;0.0;0.7918614444451659;0.0;0.3523601939711033;0.0;0.14437475124363724;0.4909548264283295;0.0;0.2010930006960197;0.0;0.0;0.08804606209277846;0.0;0.2010895620403804;0.0;0.0;0.0;0.0;0.3523601939711033;0.0;0.0;0.0;0.1374074756655462;0.0;0.0;0.0;0.4487676133089461;0.0;0.0;0.0;0.6749050413735318;0.0;0.0;0.17292027251247452;0.17292027251247452;0.0;0.20839415024254496;0.0;0.0;0.0;0.0;0.11911719382147547;0.13776660183572398;0.3524008437943798;0.2016900883076481;0.289592681973973;0.4180265578719933;0.0;0.0;0.0;0.14773838499760053;0.0;0.0;0.3396403472449156;0.0;0.19538563997602726;0.19502590043298274;0.0;0.20820417052993037;0.3523601939711033;0.3523601939711033
GO:0051491;0.30567738768007785;0.25666403785779984;0.0;1.0;0.34160178414043774;0.27401450556525253;0.320707331788263;0.5244670188604709;0.2643940238639029;0.0;0.2857136999440802;0.0;0.25666403785779984;0.2242538912546359;0.41603046293800744;0.24120382239609064;0.3109930663926836;0.2483544218921739;0.2734247534242103;0.0;0.42237135255193653;0.0;0.2277766303479846;0.3413638503472645;0.22395930597698607;0.5875855290359834;0.0;0.0;0.3011046845900913;0.27064522187879;0.0;0.26764638033975113;0.0;0.2348007561715514;0.2517734117890388;0.2734250512124381;0.20135941294110077;0.36463343850936897;0.3416553793263386;0.24815212593055613;0.29278825365972844;0.29278825365972844;0.0;0.0;0.3197724764438975;0.0;0.26776923173560774;0.3303700026980461;0.28561084439728135;0.3197724764438975;0.0;0.0;0.0;0.0;0.693601019307304;0.0;0.36460738679917387;0.0;0.0;0.2706414762079628;0.0;0.2350326100725945;0.0;0.0;0.0;0.0;0.23386956817286209;0.3523508597288959;0.0;0.22945458176985956;0.15118675613703067;0.2317760568855228;0.35234461584720445;0.3120456632916277;0.8535866505255348;0.2734250512124381;0.23386956817286209;0.0;0.22840300782015233;0.23386956817286209;0.3416510192359879;0.0;0.0;0.15453854450320254;0.0;0.0;0.23386956817286209;0.39693322519218893;0.4461869272026146;0.0;0.19134903871437395;0.4070664783501991;0.0;0.0;0.22395930597698607;0.0;0.34077712279740024;0.2710620459390318;0.18187226581601215;0.0;0.24674258655250642;0.0;0.0;0.0;0.0;0.0;0.32049694268567014;0.5700324785185951;0.2852476280601253;0.0;0.3206390927750507;0.0;0.0;0.0;0.0;0.0;0.36652440130139124;0.0;0.0;0.0
GO:0043069;0.264092340261463;0.42511534384277716;0.0;0.34160178414043774;1.0;0.276821556251878;0.591559566610723;0.44235333062375537;0.35393757053562264;0.0;0.7905718039378596;0.0;0.42511534384277716;0.5852522304188184;0.2852014108751732;0.3135784597218351;0.32669208979999115;0.40706168584383534;0.4627131493001859;0.0;0.48422414654689316;0.0;0.3839274582808777;0.46218521589243367;0.3761612381130397;0.341817736824899;0.0;0.0;0.3913414513069885;0.4750754603630786;0.0;0.2690626284730092;0.0;0.37840925158090855;0.2500501322149752;0.4627138318115505;0.2723719416298434;0.5058963716453496;0.6438910394562278;0.3254244960374265;0.3001469730654834;0.3001469730654834;0.0;0.0;0.33890549035003587;0.0;0.26921159096869995;0.44225902297996755;0.5086994539263966;0.33890549035003587;0.0;0.0;0.0;0.0;0.42488716188755393;0.0;0.5058462258688037;0.0;0.0;0.4750671664744426;0.0;0.3788913296510436;0.0;0.0;0.0;0.0;0.39643793749941997;0.4825580890311418;0.0;0.3873586231203625;0.2379284954029119;0.26544464485989816;0.48254637785938087;0.3764339696218137;0.32072879259119036;0.4627138318115505;0.39643793749941997;0.0;0.3321021504638788;0.39643793749941997;0.370309403433811;0.0;0.0;0.243911374544472;0.0;0.0;0.39643793749941997;0.36496883203199326;0.424995331762415;0.0;0.1794295194753814;0.46049053687050945;0.0;0.0;0.3761612381130397;0.0;0.3645656746337795;0.22894292330152513;0.2940335765763917;0.0;0.24411969228446329;0.0;0.0;0.0;0.0;0.0;0.33992304613217883;0.42514615800057837;0.5078717221298443;0.0;0.9186622570978477;0.0;0.0;0.0;0.0;0.0;0.32994416569143464;0.0;0.0;0.0
GO:0051092;0.4165066112337985;0.21043182252761078;0.0;0.27401450556525253;0.276821556251878;1.0;0.2629393812082545;0.32323987937648196;0.21559981474269385;0.0;0.2389453467311709;0.0;0.21043182252761078;0.19439059920716334;0.3607107237032817;0.1999256100331948;0.2563737046448823;0.20481340729370465;0.2215672444657109;0.0;0.28441407526213375;0.0;0.1970320557774977;0.2766652871746656;0.19416920943226054;0.27413030401029037;0.0;0.0;0.2496159439438485;0.22831444912114432;0.0;0.2321644121537376;0.0;0.19550650863742763;0.2201264021370773;0.2215674400089885;0.16327803536705465;0.2917552447866604;0.2768567505583473;0.20467580609788036;0.25084933053730823;0.25084933053730823;0.0;0.0;0.2623106485723188;0.0;0.2322568441255547;0.2693994940711429;0.23887340376588853;0.2623106485723188;0.0;0.0;0.0;0.0;0.26285304453553654;0.0;0.29173856590995967;0.0;0.0;0.2283117835111106;0.0;0.19566722722371377;0.0;0.0;0.0;0.0;0.20157478619895663;0.2838384811972105;0.0;0.39294652448901574;0.13699781980247752;0.3875140308624861;0.2838344293968432;0.23320045203149858;0.2625882557832375;0.2215674400089885;0.20157478619895663;0.0;0.846351080444595;0.20157478619895663;0.2768538874996712;0.0;0.0;0.3061205354100575;0.0;0.0;0.20157478619895663;0.28626925529663555;0.3153938030250696;0.0;0.23864134871670098;0.2760571460677434;0.0;0.0;0.19416920943226054;0.0;0.2384454638971451;0.2061781582876568;0.6288053555339438;0.0;0.21627112216927183;0.0;0.0;0.0;0.0;0.0;0.2627979425724212;0.31546303143438564;0.23861928193718465;0.0;0.262893509714855;0.0;0.0;0.0;0.0;0.0;0.2676906171269545;0.0;0.0;0.0
GO:0090291;0.251428309568971;0.39323242486075927;0.0;0.320707331788263;0.591559566610723;0.2629393812082545;1.0;0.4079370140342686;0.3264059055068733;0.0;0.475748592088141;0.0;0.39323242486075927;0.35825878171522196;0.27048837646762086;0.2917742202358429;0.30309465974970246;0.377735849615846;0.4251901924759466;0.0;0.443285632785264;0.0;0.36473484559294916;0.4247443698315053;0.35771859239840437;0.3208976670837874;0.0;0.0;0.3641613148042666;0.44603275808532616;0.0;0.2559292839850426;0.0;0.35293735152859096;0.23866800925387224;0.4251907687812676;0.2503804229433836;0.46137976221094035;0.7557068521109128;0.3020032667626622;0.283895439194104;0.283895439194104;0.0;0.0;0.31357908805319873;0.0;0.2560640555917653;0.40785680898306004;0.4755436667935679;0.31357908805319873;0.0;0.0;0.0;0.0;0.3930371780888751;0.0;0.4613380529877248;0.0;0.0;0.4460254472503787;0.0;0.3533566776219579;0.0;0.0;0.0;0.0;0.3760074233461927;0.44188897255391;0.0;0.367830152841591;0.23041461714991215;0.18420334727734122;0.4418791521722546;0.25744187796654233;0.3022406694279762;0.4251907687812676;0.3760074233461927;0.0;0.3154477377547894;0.3760074233461927;0.34027985616242673;0.0;0.0;0.23602112746115475;0.0;0.0;0.3760074233461927;0.3412174449160059;0.39312973696815706;0.0;0.17207166719563946;0.42331271067867804;0.0;0.0;0.35771859239840437;0.0;0.3408650279947018;0.21936446791533618;0.28264307256539706;0.0;0.233259341979463;0.0;0.0;0.0;0.0;0.0;0.31445004716887703;0.39325879017933324;0.47482024104706455;0.0;0.5470511114170142;0.0;0.0;0.0;0.0;0.0;0.37116188204559897;0.0;0.0;0.0
GO:0030307;0.35813009685567865;0.32647488724301865;0.0;0.5244670188604709;0.44235333062375537;0.32323987937648196;0.4079370140342686;1.0;0.3390850434237006;0.0;0.3529505228894944;0.0;0.32647488724301865;0.26367952515289833;0.440253344035174;0.3018639912780039;0.3923481285303649;0.3131475663344186;0.35408354063027314;0.0;0.5524958597979888;0.0;0.26856328586966544;0.441954429497883;0.26327234782104963;0.5247877176507775;0.0;0.0;0.3767393272620189;0.33023734146999173;0.0;0.3144150774401278;0.0;0.29190185493277626;0.2927348093513847;0.3540840400244627;0.2604906346393194;0.4817579071384722;0.4424432067242631;0.3128260158113213;0.34969028168886884;0.34969028168886884;0.0;0.0;0.40642565143965886;0.0;0.3145846278755994;0.423700029440567;0.3527935746475536;0.40642565143965886;0.0;0.0;0.0;0.0;0.4875268411223397;0.0;0.48171243231845007;0.0;0.0;0.3302317647361776;0.0;0.2922602759247965;0.0;0.0;0.0;0.0;0.2770744100660403;0.46054693946539194;0.0;0.2708990425381294;0.1681354106532406;0.26073117365369636;0.4605362722900851;0.3669027751443632;0.493407000913666;0.3540840400244627;0.2770744100660403;0.0;0.2694345001669264;0.2770744100660403;0.44243589478811024;0.0;0.0;0.17229114883544322;0.0;0.0;0.2770744100660403;0.4901542880623874;0.5675138197243041;0.0;0.21933177113392455;0.5265971856452051;0.0;0.0;0.26327234782104963;0.0;0.4207244158656043;0.31152155460300207;0.2069701085769654;0.0;0.2859559174486817;0.0;0.0;0.0;0.0;0.0;0.4075966730858514;0.6475513639532252;0.35223955211711677;0.0;0.40782661226005584;0.0;0.0;0.0;0.0;0.0;0.4446045402141837;0.0;0.0;0.0
GO:0002634;0.20593974358060999;0.32640778246141633;0.0;0.2643940238639029;0.35393757053562264;0.21559981474269385;0.3264059055068733;0.3390850434237006;1.0;0.0;0.28241694906230097;0.0;0.32640778246141633;0.26364449093228115;0.2219462060713235;0.5264247439204297;0.39227056551961015;0.3130858278972108;0.35400460777083836;0.0;0.36970506900856204;0.0;0.2685269419419857;0.4418560157854408;0.3663726657068982;0.26455566742754727;0.0;0.0;0.5242445758179864;0.3301823902374146;0.0;0.36471169264866926;0.0;0.5075493762682894;0.3395663493519294;0.3540051069424011;0.2604328282683695;0.38545846986685944;0.3540094665407182;0.46885106414605066;0.40562382058422536;0.40562382058422536;0.0;0.0;0.3251968545082621;0.0;0.364908339883932;0.42360957672375377;0.352730861084308;0.3251968545082621;0.0;0.0;0.0;0.0;0.3262396916240419;0.0;0.38542209391956106;0.0;0.0;0.33017681535935856;0.0;0.365120064634242;0.0;0.0;0.0;0.0;0.38557708419653525;0.3684913379474242;0.0;0.21677158498722526;0.13454778764741096;0.14993658831024131;0.3684828049418273;0.2636299786638268;0.24873851734205038;0.3540051069424011;0.38557708419653525;0.0;0.2155998271756611;0.38557708419653525;0.3540036173886737;0.0;0.0;0.13787306476165453;0.0;0.0;0.38557708419653525;0.3521739446194386;0.4077450449253829;0.0;0.17551236312102733;0.5267066622233433;0.0;0.0;0.3663726657068982;0.0;0.2815452524134488;0.179140911156548;0.16562141883490955;0.0;0.3317039188259926;0.0;0.0;0.0;0.0;0.0;0.3261336417084778;0.3264304812303219;0.35217703535092015;0.0;0.32631758700434205;0.0;0.0;0.0;0.0;0.0;0.3821367476003694;0.0;0.0;0.0
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.38236725918828285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2993428567360905;0.29720564486372464;0.0;0.0;0.0;0.0;0.31596744964276013;0.0;0.0;0.0;0.0;0.0;0.3340880527842049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38236674877341537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31533643040217413;0.0;0.25336230229733414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20777477599152205;0.0;0.49965710722652;0.0;0.2399279938896674;0.0;0.0;0.0;0.0;0.0;0.0
