;GO:0016525;GO:0060760;GO:0035563;GO:0016925;GO:0015031;GO:0042531;GO:0045648;GO:0060368;GO:0007259;GO:0032727;GO:0002479;GO:0045893;GO:0032728;GO:0019885;GO:2000110;GO:2000373;GO:0045655;GO:0003340;GO:1904469;GO:0042542;GO:0006974;GO:0061326;GO:0071360;GO:0051770;GO:0046597;GO:0051097;GO:0050727;GO:0035549;GO:0033003;GO:0050689;GO:0071407;GO:0035666;GO:0050688;GO:0008285;GO:0043367;GO:0043124;GO:0045669;GO:0045944;GO:0006302;GO:0048661;GO:0006659;GO:0019060;GO:2000778;GO:1990668;GO:0070102;GO:0070106;GO:0016579;GO:0034165;GO:0000209;GO:0032020;GO:1902741;GO:0002230;GO:0016064;GO:0001937;GO:0034157;GO:0038114;GO:0006366;GO:0009597;GO:0032091;GO:0051607;GO:0072308;GO:2000553;GO:1900182;GO:0032480;GO:0002053;GO:0007221;GO:0033209;GO:0072136;GO:0010742;GO:0070757;GO:0030336;GO:0060340;GO:0051591;GO:0000079;GO:0000122;GO:0032869;GO:0072162;GO:0045351;GO:0017121;GO:0034127;GO:0071357;GO:0034124;GO:0045070;GO:0002819;GO:0045071;GO:0050776;GO:0035458;GO:0060333;GO:0006471;GO:0050709;GO:0006351;GO:0039530;GO:1900245;GO:0060338;GO:1900246;GO:0046725;GO:0060334;GO:0046967;GO:0060335;GO:0060337;GO:0006511;GO:0045089;GO:0045087;GO:0034356;GO:0071346;GO:2001034
GO:0016525;1.0;0.029554417434315347;0.022284038081440277;0.0;0.0;0.0036300080808479617;0.06434109218375626;0.029554417434315347;0.029554417434315347;0.052693550906917914;0.0;0.0036965828264998394;0.052693550906917914;0.0;0.031071460650085557;0.022284038081440277;0.15277603671478152;0.03466022291498056;0.010261273748648006;0.0;0.0;0.0;0.0;0.029554417434315347;0.052693550906917914;0.022284038081440277;0.029554417434315347;0.010286587533430779;0.029554417434315347;0.022622651106501655;0.0;0.01080422939422034;0.029554417434315347;0.052693550906917914;0.0;0.03324772262229147;0.046875373730982314;0.0030507844279764845;0.0;0.029554417434315347;0.0;0.0;0.012882762400327413;0.0;0.029554417434315347;0.029554417434315347;0.0;0.008838538179491292;0.0;0.0;0.010286587533430779;0.029554417434315347;0.0;0.052693550906917914;0.008838538179491292;0.029554417434315347;0.0;0.0;0.022284038081440277;0.0;0.0357948469646167;0.009101139952253924;0.029554417434315347;0.15674420007313908;0.029554417434315347;0.003042381615458105;0.029554417434315347;0.0;0.0;0.029554417434315347;0.05038208982079265;0.00845931408804115;0.0;0.013108607716313777;0.004334589126298501;0.0;0.0;0.0;0.022284038081440277;0.029554417434315347;0.0;0.029554417434315347;0.029554417434315347;0.029554417434315347;0.052693550906917914;0.029554417434315347;0.0;0.029554417434315347;0.0;0.02084555871833417;0.0;0.014279516622226882;0.010522086882899956;0.029554417434315347;0.010522086882899956;0.052693550906917914;0.029554417434315347;0.0;0.0069349354875170455;0.029554417434315347;0.0;0.02569850411823463;0.0;0.0;0.0;0.006199036292662662
GO:0060760;0.029554417434315347;1.0;0.08270695432330966;0.0;0.0;0.019072043892362806;0.02219170420503147;0.11800329289572335;0.10969088474264357;0.09433530291830054;0.0;0.006590760104905454;0.09433530291830054;0.0;0.01742715953928951;0.03002114046870846;0.03197270964182226;0.006535251039067318;0.010261273748648006;0.0;0.0;0.0;0.0;0.0540603148843037;0.05256980463477226;0.067421980823776;0.19557151590138436;0.010286587533430779;0.10969088474264357;0.022622651106501655;0.0;0.056765365982764396;0.11168954194756055;0.10239557015479397;0.0;0.03324772262229147;0.046875373730982314;0.005439344724655555;0.0;0.12547526821630264;0.0;0.0;0.012882762400327413;0.0;0.10969088474264357;0.10969088474264357;0.0;0.04643763439342125;0.0;0.0;0.010286587533430779;0.10895125098489779;0.0;0.05112057415519632;0.04643763439342125;0.10969088474264357;0.0;0.0;0.08270695432330966;0.0;0.006749186564453984;0.02681948140407343;0.10670136898807246;0.06843860095121258;0.12411952063886021;0.005424363071568242;0.10969088474264357;0.0;0.0;0.10969088474264357;0.028257980116147188;0.07711957203999555;0.0;0.013108607716313777;0.0024311562656152597;0.0;0.0;0.0;0.0681139271484573;0.08816815401071827;0.0;0.08816815401071827;0.09333276276079011;0.19557151590138436;0.052392382611676745;0.19557151590138436;0.0;0.10969088474264357;0.0;0.011691721916814253;0.0;0.042079259578260614;0.031006765632484688;0.11255539642081507;0.031006765632484688;0.05936802872380717;0.09884412799332014;0.0;0.06322253215285636;0.10969088474264357;0.0;0.1350198092111535;0.0;0.0;0.0;0.032569704978836975
GO:0035563;0.022284038081440277;0.08270695432330966;1.0;0.0;0.0;0.0027370269939961628;0.009384844503467616;0.04990344790520508;0.10750754989793708;0.03989428395837389;0.0;0.002787224368742792;0.03989428395837389;0.0;0.013140082618375556;0.06034453036730705;0.024107431006166444;0.004927580905629918;0.004339480088993878;0.0;0.0;0.0;0.0;0.022862040891958917;0.039637645743440066;0.08941904327357404;0.10660523581485468;0.00435018525754631;0.10750754989793708;0.009567091419800968;0.0;0.008146391645056629;0.04723337036926285;0.07720628531323571;0.0;0.014060421138538943;0.019823538086248378;0.0023002922159567813;0.0;0.053063337108373416;0.0;0.0;0.005448104426102616;0.0;0.10750754989793708;0.10750754989793708;0.0;0.006664259981229113;0.0;0.0;0.00435018525754631;0.04607535047802737;0.0;0.038544925602113346;0.006664259981229113;0.10750754989793708;0.0;0.0;0.20688585347852378;0.0;0.005088888344874316;0.003848860928708411;0.045123878139703325;0.051602722104972056;0.0524899931198858;0.0022939564932321853;0.10750754989793708;0.0;0.0;0.10750754989793708;0.021306524021741175;0.0063783249221451;0.0;0.013108607716313777;0.0018330924277329649;0.0;0.0;0.0;0.0681139271484573;0.037286204245673533;0.0;0.037286204245673533;0.03947031095477807;0.10750754989793708;0.03950386949398654;0.10750754989793708;0.0;0.10750754989793708;0.0;0.008815561227384902;0.0;0.006038790074261013;0.004449777643737854;0.03252920062909253;0.004449777643737854;0.04476350839402045;0.02856655986960566;0.0;0.005228943078970267;0.10750754989793708;0.0;0.019376678484004657;0.0;0.0;0.0;0.004674074903385936
GO:0016925;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.010797935324323481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010797935324323481;0.0;0.010797935324323481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010797935324323481;0.008146391645056629;0.0;0.0;0.010797935324323481;0.0;0.0;0.0;0.0976268500379222;0.0;0.025523499413674284;0.0;0.0;0.010797935324323481;0.010797935324323481;0.010797935324323481;0.484709192862187;0.0;0.4869319136458118;0.4714746769733058;0.0;0.0;0.0;0.0;0.0;0.010797935324323481;0.05214194580361808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010797935324323481;0.0;0.010797935324323481;0.010797935324323481;0.0;0.0;0.0;0.0;0.0;0.007277504342912662;0.010797935324323481;0.14355503843177683;0.010797935324323481;0.0;0.010797935324323481;0.0;0.0;0.0;0.0;0.0;0.010797935324323481;0.010797935324323481;0.4714746769733058;0.0;0.052364803152556746;0.006038790074261013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010797935324323481;0.14355503843177683;0.0;0.0;0.009683817236726946;0.010797935324323481;0.0
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2936763802673797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1370166050935565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042531;0.0036300080808479617;0.019072043892362806;0.0027370269939961628;0.0;0.0;1.0;0.019387955372435046;0.030552972911372486;0.006472061783176765;0.006472061783176765;0.0;0.06501373341136693;0.006472061783176765;0.0;0.006472061783176765;0.0027370269939961628;0.006472061783176765;0.006472061783176765;0.019387955372435046;0.0;0.0;0.0;0.0;0.031689138768649004;0.0036300080808479617;0.0027370269939961628;0.006472061783176765;0.019387955372435046;0.006472061783176765;0.006472061783176765;0.0;0.019072043892362806;0.006472061783176765;0.006472061783176765;0.0;0.034017791709391836;0.019387955372435046;0.05463979172456285;0.0;0.019387955372435046;0.0;0.0;0.019387955372435046;0.0;0.006472061783176765;0.006472061783176765;0.0;0.11398417315873735;0.0;0.0;0.019387955372435046;0.006472061783176765;0.0;0.006472061783176765;0.11398417315873735;0.006472061783176765;0.0;0.0;0.0027370269939961628;0.0;0.006472061783176765;0.019072043892362806;0.006472061783176765;0.0036300080808479617;0.019387955372435046;0.054489296684108825;0.006472061783176765;0.0;0.0;0.006472061783176765;0.006472061783176765;0.11398417315873735;0.0;0.08861947976358574;0.01239825791716216;0.0;0.0;0.0;0.0027370269939961628;0.030552972911372486;0.0;0.030552972911372486;0.006472061783176765;0.006472061783176765;0.0036300080808479617;0.006472061783176765;0.0;0.006472061783176765;0.0;0.006472061783176765;0.0;0.019072043892362806;0.1540114043963932;0.030552972911372486;0.1540114043963932;0.0036300080808479617;0.030552972911372486;0.0;0.11398417315873735;0.006472061783176765;0.0;0.019072043892362806;0.0;0.0;0.0;0.06501373341136693
GO:0045648;0.06434109218375626;0.02219170420503147;0.009384844503467616;0.0;0.0;0.019387955372435046;1.0;0.02219170420503147;0.02219170420503147;0.0657846289625584;0.0;0.01974353259675029;0.0657846289625584;0.0;0.02219170420503147;0.009384844503467616;0.18719495414721835;0.03414698431920559;0.03073906340329712;0.0;0.0;0.0;0.0;0.02219170420503147;0.012446739275797142;0.009384844503467616;0.012446739275797142;0.030814894343439182;0.02219170420503147;0.02219170420503147;0.0;0.0546952801923015;0.02219170420503147;0.02219170420503147;0.0;0.02219170420503147;0.23002417151337318;0.016294308724158792;0.0;0.06647831636647994;0.0;0.0;0.03859209489323416;0.0;0.02219170420503147;0.02219170420503147;0.0;0.04720683259237012;0.0;0.0;0.030814894343439182;0.02219170420503147;0.0;0.02219170420503147;0.04720683259237012;0.02219170420503147;0.0;0.0;0.009384844503467616;0.0;0.03526480718278484;0.026979231038939122;0.02219170420503147;0.02219170420503147;0.06647831636647994;0.01624942911219076;0.02219170420503147;0.0;0.0;0.02219170420503147;0.02219170420503147;0.045181388131246475;0.0;0.02219170420503147;0.004334589126298501;0.0;0.0;0.0;0.012446739275797142;0.02219170420503147;0.0;0.02219170420503147;0.02219170420503147;0.02219170420503147;0.012446739275797142;0.02219170420503147;0.0;0.02219170420503147;0.0;0.02084555871833417;0.0;0.04232990373695135;0.03152036518576244;0.02219170420503147;0.03152036518576244;0.012446739275797142;0.02219170420503147;0.0;0.03703964750163541;0.02219170420503147;0.0;0.06301031451020715;0.0;0.0;0.0;0.033109193235232016
GO:0060368;0.029554417434315347;0.11800329289572335;0.04990344790520508;0.0;0.0;0.030552972911372486;0.02219170420503147;1.0;0.11800329289572335;0.05291017350804523;0.0;0.006590760104905454;0.05291017350804523;0.0;0.031071460650085557;0.03002114046870846;0.05700520427742599;0.011651915795056153;0.010261273748648006;0.0;0.0;0.0;0.0;0.030320999158769627;0.05256980463477226;0.04990344790520508;0.11800329289572335;0.010286587533430779;0.11800329289572335;0.022622651106501655;0.0;0.054305129294811336;0.11168954194756055;0.11800329289572335;0.0;0.15695412106296228;0.046875373730982314;0.005439344724655555;0.0;0.11800329289572335;0.0;0.0;0.012882762400327413;0.0;0.11800329289572335;0.11800329289572335;0.0;0.07439201554368093;0.0;0.0;0.010286587533430779;0.10895125098489779;0.0;0.09114456688664255;0.07439201554368093;0.11800329289572335;0.0;0.0;0.04990344790520508;0.0;0.012033348537650887;0.025657112925339225;0.05984597252625832;0.06618492238309422;0.11800329289572335;0.005424363071568242;0.11800329289572335;0.0;0.0;0.11800329289572335;0.05038208982079265;0.07120017047464475;0.0;0.023371771396054876;0.004334589126298501;0.0;0.0;0.0;0.04990344790520508;0.41621963933307204;0.0;0.41621963933307204;0.05234787527989835;0.33266424066335265;0.052392382611676745;0.33266424066335265;0.0;0.11800329289572335;0.0;0.02084555871833417;0.0;0.04025552539767292;0.049672120921341614;0.36311800644617914;0.049672120921341614;0.05936802872380717;0.3188837127955581;0.0;0.058369813888328494;0.11800329289572335;0.0;0.12916798948849792;0.0;0.0;0.0;0.011052467374368964
GO:0007259;0.029554417434315347;0.10969088474264357;0.10750754989793708;0.010797935324323481;0.0;0.006472061783176765;0.02219170420503147;0.11800329289572335;1.0;0.05291017350804523;0.0;0.006590760104905454;0.05291017350804523;0.0;0.031071460650085557;0.03002114046870846;0.05700520427742599;0.011651915795056153;0.010261273748648006;0.0;0.11612217906750716;0.0;0.019517680429523704;0.030320999158769627;0.05256980463477226;0.067421980823776;0.14138620785161593;0.010286587533430779;0.2936833419951913;0.012688445981814605;0.053420888026978725;0.04701267234210828;0.06264370665770248;0.18256445760049927;0.028738236392872606;0.03324772262229147;0.046875373730982314;0.005439344724655555;0.01839543402203674;0.12547526821630264;0.004429504219222724;0.0;0.012882762400327413;0.05117002333515139;0.6436478635053585;0.6436478635053585;0.016620707704463857;0.01575852281774307;0.02166811745605119;0.022277141600228655;0.010286587533430779;0.06110787176378716;0.0;0.09114456688664255;0.01575852281774307;0.6436478635053585;0.00576711589335461;0.0;0.10292480909972106;0.0;0.012033348537650887;0.005104588410680143;0.05984597252625832;0.06843860095121258;0.12411952063886021;0.005424363071568242;0.6436478635053585;0.0;0.12741218007660887;0.6436478635053585;0.05038208982079265;0.015082391609527946;0.0;0.023371771396054876;0.004334589126298501;0.007277504342912662;0.0459395610088372;0.0;0.0681139271484573;0.08816815401071827;0.04124057718599388;0.08816815401071827;0.05234787527989835;0.16898161555990643;0.052392382611676745;0.16898161555990643;0.04124057718599388;0.6436478635053585;0.022277141600228655;0.02084555871833417;0.005791764842280598;0.041552748896108924;0.010522086882899956;0.07691959074230983;0.010522086882899956;0.05936802872380717;0.06754940335424585;0.0;0.012364526452258133;0.6436478635053585;0.021522845044846663;0.02569850411823463;0.0;0.001680588880585979;0.04124057718599388;0.011052467374368964
GO:0032727;0.052693550906917914;0.09433530291830054;0.03989428395837389;0.0;0.0;0.006472061783176765;0.0657846289625584;0.05291017350804523;0.05291017350804523;1.0;0.0;0.006590760104905454;0.7728960487419015;0.0;0.01742715953928951;0.03002114046870846;0.05700520427742599;0.011651915795056153;0.05703261567480431;0.0;0.0;0.0;0.0;0.0540603148843037;0.05256980463477226;0.03989428395837389;0.05291017350804523;0.08427876535798991;0.05291017350804523;0.012688445981814605;0.0;0.01926321886938446;0.05291017350804523;0.05291017350804523;0.0;0.018647767254389533;0.13895638838205013;0.005439344724655555;0.0;0.09433530291830054;0.0;0.0;0.07160296614292154;0.0;0.05291017350804523;0.05291017350804523;0.0;0.01575852281774307;0.0;0.0;0.10904282082328731;0.05291017350804523;0.0;0.05112057415519632;0.01575852281774307;0.05291017350804523;0.0;0.0;0.03989428395837389;0.0;0.012033348537650887;0.05058454045901416;0.09433530291830054;0.1860433913275438;0.09433530291830054;0.005424363071568242;0.05291017350804523;0.0;0.0;0.05291017350804523;0.028257980116147188;0.015082391609527946;0.0;0.013108607716313777;0.0024311562656152597;0.0;0.0;0.0;0.03989428395837389;0.049451182985348466;0.0;0.049451182985348466;0.09333276276079011;0.05291017350804523;0.052392382611676745;0.05291017350804523;0.0;0.05291017350804523;0.0;0.011691721916814253;0.0;0.07936618820297511;0.05848222666980311;0.04314216169813049;0.05848222666980311;0.05291017350804523;0.037886671704795406;0.0;0.012364526452258133;0.05291017350804523;0.0;0.045818715188530534;0.0;0.0;0.0;0.011052467374368964
