;GO:0046718;GO:0008380;GO:0060333;GO:0006351;GO:1905515;GO:0006397;GO:0007178;GO:0051092;GO:0000165;GO:0045087;GO:0043484;GO:0043461;GO:0032784;GO:1904491;GO:0032897
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008380;0.0;1.0;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.3102169991624253;0.01468324974140624;0.0;0.08547128021085358;0.0;0.0;0.01468324974140624;0.0;0.0;0.0
GO:0060333;0.0;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.2052608479739753;0.047799631016701725;0.12659489728285286;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.042064647228987374
GO:0006351;0.0;0.16542914088709912;0.01468324974140624;1.0;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.0;0.10587402764930422;0.0;0.0;0.01468324974140624;0.0;0.0;0.0
GO:1905515;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.2041871440868109;0.0;0.0;0.0
GO:0006397;0.0;0.3102169991624253;0.01468324974140624;0.16542914088709912;0.01468324974140624;1.0;0.01468324974140624;0.0;0.08547128021085358;0.0;0.0;0.01468324974140624;0.0;0.0;0.0
GO:0007178;0.0;0.01468324974140624;0.2052608479739753;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.047799631016701725;0.12659489728285286;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.042064647228987374
GO:0051092;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;1.0;0.047799631016701725;0.0;0.15191422087961767;0.0;0.15831211565824807;0.0;0.042064647228987374
GO:0000165;0.0;0.08547128021085358;0.12659489728285286;0.10587402764930422;0.01468324974140624;0.08547128021085358;0.12659489728285286;0.047799631016701725;1.0;0.0;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.042064647228987374
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0043484;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.15191422087961767;0.047799631016701725;0.0;1.0;0.0;0.15191422087961767;0.0;0.042064647228987374
GO:0043461;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.2041871440868109;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;1.0;0.0;0.0;0.0
GO:0032784;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.0;0.15191422087961767;0.0;1.0;0.0;0.042064647228987374
GO:1904491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0032897;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;1.0
