;GO:0046718;GO:0008380;GO:0060333;GO:0006351;GO:1905515;GO:0006397;GO:0007178;GO:0051092;GO:0000165;GO:0045087;GO:0043484;GO:0043461;GO:0032784;GO:1904491;GO:0032897
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008380;0.0;1.0;0.11764705882352941;0.10526315789473684;0.11764705882352941;0.1111111111111111;0.11764705882352941;0.0;0.10526315789473684;0.0;0.0;0.11764705882352941;0.0;0.0;0.0
GO:0060333;0.0;0.11764705882352941;1.0;0.1111111111111111;0.125;0.11764705882352941;0.125;0.09523809523809523;0.1111111111111111;0.0;0.125;0.125;0.10526315789473684;0.0;0.125
GO:0006351;0.0;0.10526315789473684;0.1111111111111111;1.0;0.1111111111111111;0.42105263157894735;0.1111111111111111;0.0;0.1;0.0;0.0;0.1111111111111111;0.0;0.0;0.0
GO:1905515;0.0;0.11764705882352941;0.125;0.1111111111111111;1.0;0.11764705882352941;0.125;0.0;0.1111111111111111;0.0;0.0;0.125;0.0;0.0;0.0
GO:0006397;0.0;0.1111111111111111;0.11764705882352941;0.42105263157894735;0.11764705882352941;1.0;0.11764705882352941;0.0;0.10526315789473684;0.0;0.0;0.11764705882352941;0.0;0.0;0.0
GO:0007178;0.0;0.11764705882352941;0.125;0.1111111111111111;0.125;0.11764705882352941;1.0;0.09523809523809523;0.1111111111111111;0.0;0.125;0.125;0.10526315789473684;0.0;0.125
GO:0051092;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.09523809523809523;1.0;0.08695652173913043;0.0;0.5714285714285714;0.0;0.8333333333333334;0.0;0.2857142857142857
GO:0000165;0.0;0.10526315789473684;0.1111111111111111;0.1;0.1111111111111111;0.10526315789473684;0.1111111111111111;0.08695652173913043;1.0;0.0;0.4444444444444444;0.1111111111111111;0.38095238095238093;0.0;0.1111111111111111
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0043484;0.0;0.0;0.125;0.0;0.0;0.0;0.125;0.5714285714285714;0.4444444444444444;0.0;1.0;0.0;0.631578947368421;0.0;0.375
GO:0043461;0.0;0.11764705882352941;0.125;0.1111111111111111;0.125;0.11764705882352941;0.125;0.0;0.1111111111111111;0.0;0.0;1.0;0.0;0.0;0.0
GO:0032784;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.8333333333333334;0.38095238095238093;0.0;0.631578947368421;0.0;1.0;0.0;0.3157894736842105
GO:1904491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0032897;0.0;0.0;0.125;0.0;0.0;0.0;0.125;0.2857142857142857;0.1111111111111111;0.0;0.375;0.0;0.3157894736842105;0.0;1.0
