;GO:0046718;GO:0008380;GO:0060333;GO:0006351;GO:1905515;GO:0006397;GO:0007178;GO:0051092;GO:0000165;GO:0045087;GO:0043484;GO:0043461;GO:0032784;GO:1904491;GO:0032897
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008380;0.0;1.0;0.4543679656954753;0.7091471327284293;0.4543679656954753;0.725015039334364;0.5445337710724676;0.0;0.5939378094228036;0.0;0.0;0.48802729566530906;0.0;0.0;0.0
GO:0060333;0.0;0.4543679656954753;1.0;0.4928671133341394;0.3855773354389354;0.45706853237040207;0.6454649729349808;0.293006542549582;0.5826135063568882;0.0;0.3147678963790473;0.41923666540876925;0.2925806601653439;0.0;0.25690929733551365
GO:0006351;0.0;0.7091471327284293;0.4928671133341394;1.0;0.4928671133341394;0.7118476994033562;0.5830329187111318;0.0;0.6480573378323405;0.0;0.0;0.5265264433039731;0.0;0.0;0.0
GO:1905515;0.0;0.4543679656954753;0.3855773354389354;0.4928671133341394;1.0;0.45706853237040207;0.4757431408159278;0.0;0.4496538432558393;0.0;0.0;0.5689379047342875;0.0;0.0;0.0
GO:0006397;0.0;0.725015039334364;0.45706853237040207;0.7118476994033562;0.45706853237040207;1.0;0.5472343377473945;0.0;0.5966383760977303;0.0;0.0;0.4907278623402359;0.0;0.0;0.0
GO:0007178;0.0;0.5445337710724676;0.6454649729349808;0.5830329187111318;0.4757431408159278;0.5472343377473945;1.0;0.3831723479265744;0.6727793117338805;0.0;0.40493370175603965;0.5094024707857616;0.38274646554233627;0.0;0.347075102712506
GO:0051092;0.0;0.0;0.293006542549582;0.0;0.0;0.0;0.3831723479265744;1.0;0.35708305036648597;0.0;0.4987214925747353;0.0;0.5357409987367812;0.0;0.2737389623204306
GO:0000165;0.0;0.5939378094228036;0.5826135063568882;0.6480573378323405;0.4496538432558393;0.5966383760977303;0.6727793117338805;0.35708305036648597;1.0;0.0;0.3788444041959512;0.4833131732256732;0.3566571679822478;0.0;0.3209858051524176
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0043484;0.0;0.0;0.3147678963790473;0.0;0.0;0.0;0.40493370175603965;0.4987214925747353;0.3788444041959512;0.0;1.0;0.0;0.5948468335817287;0.0;0.29781543568001306
GO:0043461;0.0;0.48802729566530906;0.41923666540876925;0.5265264433039731;0.5689379047342875;0.4907278623402359;0.5094024707857616;0.0;0.4833131732256732;0.0;0.0;1.0;0.0;0.0;0.0
GO:0032784;0.0;0.0;0.2925806601653439;0.0;0.0;0.0;0.38274646554233627;0.5357409987367812;0.3566571679822478;0.0;0.5948468335817287;0.0;1.0;0.0;0.27745439750843653
GO:1904491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0032897;0.0;0.0;0.25690929733551365;0.0;0.0;0.0;0.347075102712506;0.2737389623204306;0.3209858051524176;0.0;0.29781543568001306;0.0;0.27745439750843653;0.0;1.0
