;GO:0046718;GO:0008380;GO:0060333;GO:0006351;GO:1905515;GO:0006397;GO:0007178;GO:0051092;GO:0000165;GO:0045087;GO:0043484;GO:0043461;GO:0032784;GO:1904491;GO:0032897
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008380;0.0;1.0;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0
GO:0060333;0.0;0.8;1.0;0.8;0.8;0.8;0.8;0.48300749985576874;0.8;0.0;0.43852901558847923;0.8;0.4;0.0;0.43852901558847923
GO:0006351;0.0;0.8;0.8;1.0;0.8;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0
GO:1905515;0.0;0.8;0.8;0.8;1.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0
GO:0006397;0.0;0.8;0.8;0.8;0.8;1.0;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.0;0.0
GO:0007178;0.0;0.8;0.8;0.8;0.8;0.8;1.0;0.48300749985576874;0.8;0.0;0.43852901558847923;0.8;0.4;0.0;0.43852901558847923
GO:0051092;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;1.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.43852901558847923
GO:0000165;0.0;0.8;0.8;0.8;0.8;0.8;0.8;0.48300749985576874;1.0;0.0;0.43852901558847923;0.8;0.4;0.0;0.43852901558847923
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0043484;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;1.0;0.0;0.6830074998557688;0.0;0.4
GO:0043461;0.0;0.8;0.8;0.8;0.8;0.8;0.8;0.0;0.8;0.0;0.0;1.0;0.0;0.0;0.0
GO:0032784;0.0;0.0;0.4;0.0;0.0;0.0;0.4;0.6000000000000001;0.4;0.0;0.6830074998557688;0.0;1.0;0.0;0.3660149997115376
GO:1904491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0032897;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.0;0.4;0.0;0.3660149997115376;0.0;1.0
