;GO:0046718;GO:0008380;GO:0060333;GO:0006351;GO:1905515;GO:0006397;GO:0007178;GO:0051092;GO:0000165;GO:0045087;GO:0043484;GO:0043461;GO:0032784;GO:1904491;GO:0032897
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008380;0.0;1.0;0.02866283075571471;0.19306781528701464;0.024263357034946993;0.4910612277917394;0.02866283075571471;0.0;0.05964326214353619;0.0;0.0;0.02866283075571471;0.0;0.0;0.0
GO:0060333;0.0;0.02866283075571471;1.0;0.005791764842280598;0.024263357034946993;0.014368482481458262;0.7674471999028337;0.02849417210833194;0.08396005409762686;0.0;0.08851021381725631;0.07448086434341199;0.03203300198081839;0.0;0.07146655135374401
GO:0006351;0.0;0.19306781528701464;0.005791764842280598;1.0;0.005791764842280598;0.19306781528701464;0.005791764842280598;0.0;0.052364803152556746;0.0;0.0;0.005791764842280598;0.0;0.0;0.0
GO:1905515;0.0;0.024263357034946993;0.024263357034946993;0.005791764842280598;1.0;0.014368482481458262;0.024263357034946993;0.0;0.01454866207651827;0.0;0.0;0.10772069172620813;0.0;0.0;0.0
GO:0006397;0.0;0.4910612277917394;0.014368482481458262;0.19306781528701464;0.014368482481458262;1.0;0.014368482481458262;0.0;0.05890460323699487;0.0;0.0;0.014368482481458262;0.0;0.0;0.0
GO:0007178;0.0;0.02866283075571471;0.7674471999028337;0.005791764842280598;0.024263357034946993;0.014368482481458262;1.0;0.02849417210833194;0.08396005409762686;0.0;0.08851021381725631;0.07448086434341199;0.03203300198081839;0.0;0.07146655135374401
GO:0051092;0.0;0.0;0.02849417210833194;0.0;0.0;0.0;0.02849417210833194;1.0;0.02849417210833194;0.0;0.252566393375817;0.0;0.8780064831299897;0.0;0.015981626640088665
GO:0000165;0.0;0.05964326214353619;0.08396005409762686;0.052364803152556746;0.01454866207651827;0.05890460323699487;0.08396005409762686;0.02849417210833194;1.0;0.0;0.0344022327979711;0.01454866207651827;0.03203300198081839;0.0;0.019295301441722517
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0043484;0.0;0.0;0.08851021381725631;0.0;0.0;0.0;0.08851021381725631;0.252566393375817;0.0344022327979711;0.0;1.0;0.0;0.28393384263057714;0.0;0.049643035273454546
GO:0043461;0.0;0.02866283075571471;0.07448086434341199;0.005791764842280598;0.10772069172620813;0.014368482481458262;0.07448086434341199;0.0;0.01454866207651827;0.0;0.0;1.0;0.0;0.0;0.0
GO:0032784;0.0;0.0;0.03203300198081839;0.0;0.0;0.0;0.03203300198081839;0.8780064831299897;0.03203300198081839;0.0;0.28393384263057714;0.0;1.0;0.0;0.01796646261110231
GO:1904491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
GO:0032897;0.0;0.0;0.07146655135374401;0.0;0.0;0.0;0.07146655135374401;0.015981626640088665;0.019295301441722517;0.0;0.049643035273454546;0.0;0.01796646261110231;0.0;1.0
