;GO:0035023;GO:0000915;GO:0090630;GO:0014066;GO:0008284;GO:0015031;GO:0043123;GO:0045666;GO:0045944;GO:0043547;GO:0006367;GO:0000022;GO:0045892;GO:0071277;GO:0000281;GO:0032465;GO:0071479;GO:0032147;GO:0070301;GO:0019886;GO:0051988;GO:0035556;GO:0032467;GO:0008272;GO:1903671;GO:0042307;GO:0007186;GO:0006351;GO:0000902;GO:0045995;GO:0051260;GO:0051256;GO:0001578;GO:0051056;GO:0072332;GO:0043065;GO:0070830;GO:0030177
GO:0035023;1.0;0.0;0.24109713879772357;0.8387284720429098;0.46266449763398;0.0;0.6330193052672326;0.29372745719647686;0.2070188751552721;0.25080037327368326;0.0;0.0;0.21113197119711327;0.0;0.0;0.4627217415172391;0.0;0.19107231022022647;0.0;0.0;0.46271950664176104;0.48241859883791827;0.36549088664589147;0.0;0.26487268131613334;0.1965057207380506;0.48241859883791827;0.0;0.0;0.3876988558552346;0.0;0.0;0.0;0.9193875743526426;0.4074934220266609;0.3929392163705329;0.0;0.6089999590202119
GO:0000915;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1321473599121145;0.31146121168013435;0.0;0.19496604332888037;0.31149879501823663;0.0;0.20113489638494222;0.0;0.14423427799356642;0.0;0.0;0.23127604568010793;0.0;0.0;0.0;0.0;0.23127604568010793;0.12676868240886272;0.36410141335492024;0.0;0.43725775136241685;0.491471623588778;0.5067951248670094;0.0;0.20127754054079106;0.0;0.42239330886968135;0.0
GO:0090630;0.24109713879772357;0.0;1.0;0.26132551703495643;0.2858494710543517;0.0;0.19527793944610483;0.17856476236863103;0.12482502596393018;0.9581137339183853;0.0;0.0;0.1273543879915257;0.0;0.0;0.2858864167997483;0.0;0.2716987570483633;0.0;0.0;0.2858849743822562;0.29862322489570153;0.22371544588171569;0.0;0.20191653697613793;0.1485903000455195;0.29862322489570153;0.0;0.0;0.29993334697925456;0.0;0.0;0.0;0.26132551703495643;0.2504302242959909;0.24114900036495254;0.0;0.20828595276165365
GO:0014066;0.8387284720429098;0.0;0.26132551703495643;1.0;0.507226510286227;0.0;0.6740279547496046;0.31107789235937555;0.21548985100627915;0.2727639101141422;0.0;0.0;0.21995006629104752;0.0;0.0;0.5072953130366902;0.0;0.19826584483667503;0.0;0.0;0.5072926268572775;0.5310671806746815;0.3927484958849627;0.0;0.28263526010917417;0.20611584691106208;0.5310671806746815;0.0;0.0;0.4269760587061349;0.0;0.0;0.0;0.9122686617050201;0.441668857622663;0.4246220956352563;0.0;0.6511741175298326
GO:0008284;0.46266449763398;0.0;0.2858494710543517;0.507226510286227;1.0;0.0;0.5084247066937501;0.4607077014872381;0.3129593834375936;0.2995919083294895;0.0;0.0;0.2297626717975585;0.0;0.0;0.562724349190027;0.0;0.28694312986081044;0.0;0.0;0.5627210439387594;0.5921253669683854;0.5916476649779845;0.0;0.3034432651013878;0.2711047868661649;0.5921253669683854;0.0;0.0;0.4763193796156956;0.0;0.0;0.0;0.507226510286227;0.4830987141001958;0.643977497336612;0.0;0.5461700448930865
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4396085136916603;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043123;0.6330193052672326;0.0;0.19527793944610483;0.6740279547496046;0.5084247066937501;0.0;1.0;0.34962623393047226;0.2574051316626721;0.20159521310348927;0.0;0.0;0.18825435464382467;0.0;0.0;0.3654017129136785;0.0;0.2395419149809863;0.0;0.0;0.3654003192591908;0.3775755484708623;0.42020006933680115;0.0;0.22248862211619977;0.21513446550547088;0.3775755484708623;0.0;0.0;0.30316492774695025;0.0;0.0;0.0;0.6740279547496046;0.330074904327404;0.4459362686926414;0.0;0.8381400596845756
GO:0045666;0.29372745719647686;0.0;0.17856476236863103;0.31107789235937555;0.4607077014872381;0.0;0.34962623393047226;1.0;0.24458007382360514;0.18383237773380592;0.0;0.0;0.17871694740865351;0.0;0.0;0.3311047582812666;0.0;0.2283966033081142;0.0;0.0;0.33110361396793053;0.341069387740712;0.38706688357499397;0.0;0.35863162210218974;0.2027684461198671;0.341069387740712;0.0;0.0;0.47606405811072694;0.0;0.0;0.0;0.31107789235937555;0.3018327141500648;0.40879949225799234;0.0;0.3670709044403522
GO:0045944;0.2070188751552721;0.0;0.12482502596393018;0.21548985100627915;0.3129593834375936;0.0;0.2574051316626721;0.24458007382360514;1.0;0.12737647670474317;0.0;0.0;0.5537590352754593;0.0;0.0;0.22491353768132147;0.0;0.41696836193621395;0.0;0.0;0.2249130096668932;0.2294675036187994;0.27714173828847144;0.0;0.15081584816522473;0.15728971877745235;0.2294675036187994;0.0;0.0;0.18400870085065085;0.0;0.0;0.0;0.21548985100627913;0.2110125636880123;0.2881083713047159;0.0;0.26673790534049674
GO:0043547;0.25080037327368326;0.0;0.9581137339183853;0.2727639101141422;0.2995919083294895;0.0;0.20159521310348927;0.18383237773380592;0.12737647670474317;1.0;0.0;0.0;0.13001138827063272;0.0;0.0;0.29963249211037263;0.0;0.2768086758875458;0.0;0.0;0.29963090764904;0.31365361198620384;0.2320458499343254;0.0;0.20867806707445533;0.15221989505380462;0.31365361198620384;0.0;0.0;0.315099255133426;0.0;0.0;0.0;0.2727639101141422;0.26091557694166895;0.2508564937877765;0.0;0.21548840142991776
GO:0006367;0.0;0.1321473599121145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.16877295074136328;0.0;0.14804824363259408;0.1687877287920346;0.0;0.15157843875178406;0.0;0.11684124809548257;0.0;0.0;0.16808717109795196;0.0;0.0;0.0;0.0;0.16808717109795196;0.8993902626133443;0.15913726242153217;0.0;0.15986154915984363;0.1554046483744821;0.15963888608107385;0.0;0.15165943746330013;0.0;0.15580338703212532;0.0
GO:0000022;0.0;0.31146121168013435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16877295074136328;1.0;0.0;0.28678697840264106;0.6288850961326194;0.0;0.3003365523807891;0.0;0.18900108062144083;0.0;0.0;0.3729050609253386;0.0;0.0;0.0;0.0;0.3729050609253386;0.1600974927342858;0.3315389249358581;0.0;0.33469816398076235;0.6346673126681888;0.44691544180887627;0.0;0.3006547137510738;0.0;0.317389846944167;0.0
GO:0045892;0.21113197119711327;0.0;0.1273543879915257;0.21995006629104752;0.2297626717975585;0.0;0.18825435464382467;0.17871694740865351;0.5537590352754593;0.13001138827063272;0.0;0.0;1.0;0.0;0.0;0.22977678834961104;0.0;0.26691366122374804;0.0;0.0;0.22977623725408614;0.23453190389329298;0.20296449985432216;0.0;0.1918507656849199;0.12777054776633484;0.23453190389329298;0.0;0.0;0.18807807156985987;0.0;0.0;0.0;0.2199500662910475;0.21528752393353465;0.21115549101657594;0.0;0.19520530094252858
