;GO:0043507;GO:0090179;GO:0061098;GO:0043123;GO:0006366;GO:0022007;GO:0051091;GO:0043547;GO:0006346;GO:0000122;GO:0044340;GO:0001701;GO:0048169;GO:0045893;GO:0032465;GO:0016055;GO:0016573;GO:0016310;GO:0016575;GO:0050776;GO:0006351;GO:0000209;GO:0090263;GO:0150012;GO:0006355;GO:0043312;GO:1904886;GO:0008277;GO:0090090;GO:0006605;GO:0044030;GO:0007219;GO:1990830;GO:0048013;GO:0032355;GO:0015937;GO:0035329;GO:0048172;GO:0034613;GO:0051259
GO:0043507;1.0;0.13405490794811875;0.7469527882616935;0.4261175158728525;0.0;0.0;0.3219248150525454;0.18508713457687417;0.18021154730987388;0.223746821723468;0.1527264928008409;0.0;0.20459766311338093;0.35258000275305046;0.16003614589502846;0.15614685927185776;0.0;0.0;0.0;0.15455524351400346;0.0;0.0;0.3820103853780965;0.1685350059404158;0.2687776712600982;0.0;0.0;0.26579884091355876;0.23874394552729325;0.0;0.2950272079075158;0.1580282163835418;0.0;0.15431985467125403;0.0;0.0;0.15812841515102402;0.20461088101147099;0.0;0.0
GO:0090179;0.13405490794811875;1.0;0.17460351233137156;0.2720893778227401;0.10986194207588676;0.0;0.23293171968120163;0.1778822683702211;0.16927070999497867;0.1867175587728805;0.6149563998555769;0.0;0.31854803771569257;0.19475480079363397;0.35531286880439933;0.6446528201725934;0.11697205453934824;0.19409072633173222;0.125265048015317;0.2885346000825239;0.1116268464592127;0.13816920444299854;0.2729712410513685;0.38369586649703835;0.2575304143750967;0.13515341547595244;0.19244294274020018;0.3410467446969248;0.2737032565086607;0.0;0.30940585268880855;0.5583536747131518;0.17292334582341928;0.5304782043340466;0.0;0.07963000746224443;0.5018161261118949;0.31859113333250455;0.0;0.1912003298510401
GO:0061098;0.7469527882616935;0.17460351233137156;1.0;0.25524423626131654;0.0;0.0;0.41495256846685374;0.25466260692475823;0.21421605641912708;0.27866894562717415;0.2076720609147221;0.0;0.20656705316815993;0.44192424502829486;0.2214241056302294;0.2140475475175137;0.0;0.0;0.0;0.17544634182784505;0.0;0.0;0.25580909999901924;0.2140753103208748;0.35215020660890567;0.0;0.0;0.21579868697342605;0.18672772873931162;0.0;0.3986179018198448;0.2175987048176456;0.0;0.21062922165266582;0.0;0.0;0.21778872928761428;0.20658517427358036;0.0;0.0
GO:0043123;0.4261175158728525;0.2720893778227401;0.25524423626131654;1.0;0.0;0.0;0.3014672540267078;0.2022492124463223;0.14027362749470193;0.19978091686879743;0.36188805002621394;0.0;0.482209830714927;0.2868586044477069;0.4058076953840878;0.38169972035747124;0.0;0.0;0.0;0.40996849779530714;0.0;0.0;0.8183474226948807;0.31484826236953434;0.28305863885093113;0.0;0.0;0.6553805343129571;0.51224906697659;0.0;0.3470051874585869;0.3931409708844073;0.0;0.37096383184883625;0.0;0.0;0.39376169639736136;0.482283260330239;0.0;0.0
GO:0006366;0.0;0.10986194207588676;0.0;0.0;1.0;0.0;0.0;0.0;0.37442455182660483;0.0;0.13533858227036655;0.0;0.0;0.0;0.0;0.14046120282931954;0.37650286375283865;0.2738705688461446;0.3988812885623348;0.0;0.9862906524359573;0.43276597698727326;0.0;0.0;0.0;0.11188006135651217;0.14846731088673396;0.0;0.0;0.0;0.0;0.1433454523163215;0.13657371466842883;0.13770581697112794;0.0;0.5229918249949328;0.14350042105253727;0.0;0.0;0.14772662368236888
GO:0022007;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.2839591509566249;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051091;0.3219248150525454;0.23293171968120163;0.41495256846685374;0.3014672540267078;0.0;0.0;1.0;0.2675492210373518;0.48286100550196204;0.6651956458513631;0.29575944579713587;0.0;0.2935232627747078;0.7273318713026667;0.32445810122513924;0.3088611224726715;0.0;0.0;0.0;0.2619774462748872;0.0;0.0;0.3023778096272834;0.23883137450037634;0.901204785952953;0.0;0.0;0.31252046776034664;0.25502182973441817;0.0;0.6129659477666648;0.31630980119107704;0.0;0.3017937485947026;0.0;0.0;0.31671149422214584;0.29355985288088654;0.0;0.0
GO:0043547;0.18508713457687417;0.1778822683702211;0.25466260692475823;0.2022492124463223;0.0;0.0;0.2675492210373518;1.0;0.08129274358015916;0.12203459804129549;0.25920883640023673;0.0;0.25590423283770336;0.12875094319983008;0.3049254036370378;0.27929035978979205;0.0;0.0;0.0;0.3398448133598218;0.0;0.0;0.2031929126440693;0.14400256177537343;0.18704741989964788;0.0;0.0;0.2851291811850067;0.20397829620624366;0.0;0.24467179992696475;0.291286615704789;0.0;0.26830206160325537;0.0;0.0;0.29194610376188346;0.2559580271803117;0.0;0.0
GO:0006346;0.18021154730987388;0.16927070999497867;0.21421605641912708;0.14027362749470193;0.37442455182660483;0.0;0.48286100550196204;0.08129274358015916;1.0;0.7223763185069451;0.19277727821471718;0.0;0.15167820966154993;0.4355461126493559;0.15953843934759904;0.19708149549488244;0.3582541737572037;0.15742248247193563;0.3722650020626343;0.12500897966773272;0.3779128805531174;0.3001596883048234;0.14050764521036233;0.12250414382803948;0.5098493615674636;0.07200530315686754;0.14516262651107673;0.1565971992243353;0.1918923464760516;0.0;0.32085998676127525;0.19944876681835802;0.08148779748093533;0.19478244908566603;0.0;0.24987922821959224;0.1995748399244395;0.15168797975782036;0.0;0.14474430508726469
GO:0000122;0.223746821723468;0.1867175587728805;0.27866894562717415;0.19978091686879743;0.0;0.0;0.6651956458513631;0.12203459804129549;0.7223763185069451;1.0;0.22503742618231795;0.0;0.22374046943536224;0.5786046209233788;0.2412754105571141;0.23254298447728466;0.0;0.0;0.0;0.1918658482614071;0.0;0.0;0.20025593715282514;0.16557529173022445;0.7175189537733038;0.0;0.0;0.23461128585438512;0.2736514525589755;0.0;0.4702010956736553;0.23674037050645122;0.0;0.22851395403281125;0.0;0.0;0.23696531477270524;0.22376172902298552;0.0;0.0
