;GO:0043507;GO:0090179;GO:0061098;GO:0043123;GO:0006366;GO:0022007;GO:0051091;GO:0043547;GO:0006346;GO:0000122;GO:0044340;GO:0001701;GO:0048169;GO:0045893;GO:0032465;GO:0016055;GO:0016573;GO:0016310;GO:0016575;GO:0050776;GO:0006351;GO:0000209;GO:0090263;GO:0150012;GO:0006355;GO:0043312;GO:1904886;GO:0008277;GO:0090090;GO:0006605;GO:0044030;GO:0007219;GO:1990830;GO:0048013;GO:0032355;GO:0015937;GO:0035329;GO:0048172;GO:0034613;GO:0051259
GO:0043507;1.0;0.0016146314484519917;0.22203012787925624;0.03842232433643658;0.0;0.0;0.004618342490090567;0.003715867132796009;0.004618342490090567;0.004618342490090567;0.0016146314484519917;0.0;0.002441481044562632;0.01621944012032309;0.0016146314484519917;0.0016146314484519917;0.0;0.0;0.0;0.0016146314484519917;0.0;0.0;0.028436445258648135;0.004836851611473929;0.004618342490090567;0.0;0.0;0.007622268229057242;0.007622268229057242;0.0;0.004618342490090567;0.0016146314484519917;0.0;0.0016146314484519917;0.0;0.0;0.0016146314484519917;0.002441481044562632;0.0;0.0
GO:0090179;0.0016146314484519917;1.0;0.0036955047951902882;0.028900264053219014;0.00576711589335461;0.0;0.028659235217474235;0.01222188623923354;0.00411075696551242;0.004334589126298501;0.10374049306539737;0.0;0.028900264053219014;0.006590760104905454;0.028900264053219014;0.10374049306539737;0.0051169536617405925;0.01222188623923354;0.009416208772762174;0.016209392859091565;0.005791764842280598;0.01222188623923354;0.028900264053219014;0.04452334358140408;0.028900264053219014;0.01222188623923354;0.01222188623923354;0.028900264053219014;0.028900264053219014;0.0;0.028900264053219014;0.08409846404502279;0.01222188623923354;0.08409846404502279;0.0;5.17360566845601E-4;0.07053227468093504;0.028900264053219014;0.0;0.01222188623923354
GO:0061098;0.22203012787925624;0.0036955047951902882;1.0;0.011070395253952748;0.0;0.0;0.010570280192624532;0.00850473017895386;0.010570280192624532;0.010570280192624532;0.0036955047951902882;0.0;0.0036955047951902882;0.03712241502382574;0.0036955047951902882;0.0036955047951902882;0.0;0.0;0.0;0.0020727107865723465;0.0;0.0;0.011070395253952748;0.011070395253952748;0.010570280192624532;0.0;0.0;0.0036955047951902882;0.0036955047951902882;0.0;0.010570280192624532;0.0036955047951902882;0.0;0.0036955047951902882;0.0;0.0;0.0036955047951902882;0.0036955047951902882;0.0;0.0
GO:0043123;0.03842232433643658;0.028900264053219014;0.011070395253952748;1.0;0.0;0.0;0.028659235217474235;0.014082572908039288;0.00411075696551242;0.004334589126298501;0.0333001034066708;0.0;0.050353021011271135;0.01974353259675029;0.0333001034066708;0.0333001034066708;0.0;0.0;0.0;0.0333001034066708;0.0;0.0;0.5864722680454295;0.038792682639793685;0.032453259350379245;0.0;0.0;0.15720139754761792;0.15720139754761792;0.0;0.0333001034066708;0.0333001034066708;0.0;0.0333001034066708;0.0;0.0;0.0333001034066708;0.050353021011271135;0.0;0.0
GO:0006366;0.0;0.00576711589335461;0.0;0.0;1.0;0.0;0.0;0.0;0.0573833196259824;0.0;0.00576711589335461;0.0;0.0;0.0;0.0;0.00576711589335461;0.046263665486164965;0.02364269671193163;0.05214194580361808;0.0;0.995744138514387;0.05214194580361808;0.0;0.0;0.0;0.00576711589335461;0.00576711589335461;0.0;0.0;0.0;0.0;0.00576711589335461;0.00576711589335461;0.00576711589335461;0.0;0.048707940158426506;0.00576711589335461;0.0;0.0;0.00576711589335461
GO:0022007;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.06299297539372574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051091;0.004618342490090567;0.028659235217474235;0.010570280192624532;0.028659235217474235;0.0;0.0;1.0;0.024361933213906894;0.1266669988715442;0.13356406145528946;0.028659235217474235;0.0;0.028659235217474235;0.20308468969938562;0.028659235217474235;0.028659235217474235;0.0;0.0;0.0;0.01607420616731041;0.0;0.0;0.028659235217474235;0.012949722338275649;0.8830926628372483;0.0;0.0;0.028659235217474235;0.028659235217474235;0.0;0.1948611205326155;0.028659235217474235;0.0;0.028659235217474235;0.0;0.0;0.028659235217474235;0.028659235217474235;0.0;0.0
GO:0043547;0.003715867132796009;0.01222188623923354;0.00850473017895386;0.014082572908039288;0.0;0.0;0.024361933213906894;1.0;0.0017384340813326798;0.0018330924277329649;0.06825029425055588;0.0;0.06825029425055588;0.002787224368742792;0.06825029425055588;0.06825029425055588;0.0;0.0;0.0;0.06825029425055588;0.0;0.0;0.014236319317690978;0.0054764217017746475;0.013724443594780863;0.0;0.0;0.06825029425055588;0.014208463079755845;0.0;0.04590737517063202;0.06825029425055588;0.0;0.06825029425055588;0.0;0.0;0.06825029425055588;0.06825029425055588;0.0;0.0
GO:0006346;0.004618342490090567;0.00411075696551242;0.010570280192624532;0.00411075696551242;0.0573833196259824;0.0;0.1266669988715442;0.0017384340813326798;1.0;0.8163556746625744;0.00411075696551242;0.0;0.00411075696551242;0.1266669988715442;0.00411075696551242;0.00411075696551242;0.016850179233628415;0.00712683263154025;0.016850179233628415;0.002305614733468711;0.0573833196259824;0.015717619920983535;0.00411075696551242;0.00411075696551242;0.1266669988715442;0.0017384340813326798;0.005912887943742455;0.00411075696551242;0.012356508432603473;0.0;0.027950037831037403;0.00411075696551242;0.0017384340813326798;0.00411075696551242;0.0;0.014792318580318403;0.00411075696551242;0.00411075696551242;0.0;0.005912887943742455
GO:0000122;0.004618342490090567;0.004334589126298501;0.010570280192624532;0.004334589126298501;0.0;0.0;0.13356406145528946;0.0018330924277329649;0.8163556746625744;1.0;0.004334589126298501;0.0;0.004334589126298501;0.13356406145528946;0.004334589126298501;0.004334589126298501;0.0;0.0;0.0;0.0024311562656152597;0.0;0.0;0.004334589126298501;0.004334589126298501;0.13356406145528946;0.0;0.0;0.004334589126298501;0.013029324657314607;0.0;0.029471927209139805;0.004334589126298501;0.0;0.004334589126298501;0.0;0.0;0.004334589126298501;0.004334589126298501;0.0;0.0
