;GO:0043507;GO:0090179;GO:0061098;GO:0043123;GO:0006366;GO:0022007;GO:0051091;GO:0043547;GO:0006346;GO:0000122;GO:0044340;GO:0001701;GO:0048169;GO:0045893;GO:0032465;GO:0016055;GO:0016573;GO:0016310;GO:0016575;GO:0050776;GO:0006351;GO:0000209;GO:0090263;GO:0150012;GO:0006355;GO:0043312;GO:1904886;GO:0008277;GO:0090090;GO:0006605;GO:0044030;GO:0007219;GO:1990830;GO:0048013;GO:0032355;GO:0015937;GO:0035329;GO:0048172;GO:0034613;GO:0051259
GO:0043507;1.0;0.047799631016701725;0.361147619079207;0.29215307485716907;0.0;0.0;0.23753055021918945;0.25833176065663566;0.10900961301269105;0.10900961301269105;0.047799631016701725;0.0;0.16845680521671735;0.1816892161000484;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.1492331351584338;0.0;0.0;0.25051392497694763;0.12755981097713553;0.10900961301269105;0.0;0.0;0.1786822519641151;0.1786822519641151;0.0;0.10900961301269105;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.16845680521671735;0.0;0.0
GO:0090179;0.047799631016701725;1.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.4155988772210049;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.4155988772210049;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.3120402220030647;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.2052608479739753;0.01468324974140624;0.2052608479739753;0.0;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.0;0.01468324974140624
GO:0061098;0.361147619079207;0.047799631016701725;1.0;0.12755981097713553;0.0;0.0;0.23753055021918945;0.25833176065663566;0.10900961301269105;0.10900961301269105;0.047799631016701725;0.0;0.047799631016701725;0.1816892161000484;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.12755981097713553;0.12755981097713553;0.10900961301269105;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.10900961301269105;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0
GO:0043123;0.29215307485716907;0.047799631016701725;0.12755981097713553;1.0;0.0;0.0;0.11511873865597294;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.16845680521671735;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.1492331351584338;0.0;0.0;0.25051392497694763;0.12755981097713553;0.047799631016701725;0.0;0.0;0.1786822519641151;0.1786822519641151;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.16845680521671735;0.0;0.0
GO:0006366;0.0;0.01468324974140624;0.0;0.0;1.0;0.0;0.0;0.0;0.15084348231066635;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.10587402764930422;0.06886689890529227;0.10587402764930422;0.0;0.20325151924801574;0.10587402764930422;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.18069967620565253;0.01468324974140624;0.0;0.0;0.01468324974140624
GO:0022007;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051091;0.23753055021918945;0.047799631016701725;0.23753055021918945;0.11511873865597294;0.0;0.0;1.0;0.23753055021918945;0.15831211565824807;0.15831211565824807;0.047799631016701725;0.0;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.11511873865597294;0.11511873865597294;0.15831211565824807;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.14416800614326972;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0
GO:0043547;0.25833176065663566;0.036692364793703955;0.25833176065663566;0.036692364793703955;0.0;0.0;0.23753055021918945;1.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0
GO:0006346;0.10900961301269105;0.047799631016701725;0.10900961301269105;0.047799631016701725;0.15084348231066635;0.0;0.15831211565824807;0.036692364793703955;1.0;0.27448591511204373;0.047799631016701725;0.0;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.047799631016701725;0.3924387317793281;0.06886689890529227;0.3924387317793281;0.042064647228987374;0.15084348231066635;0.17326797086942267;0.047799631016701725;0.047799631016701725;0.15831211565824807;0.01468324974140624;0.12408495164008174;0.047799631016701725;0.13839445927415203;0.0;0.14416800614326972;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.13943261564481066;0.047799631016701725;0.047799631016701725;0.0;0.12408495164008174
GO:0000122;0.10900961301269105;0.047799631016701725;0.10900961301269105;0.047799631016701725;0.0;0.0;0.15831211565824807;0.036692364793703955;0.27448591511204373;1.0;0.047799631016701725;0.0;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.047799631016701725;0.047799631016701725;0.15831211565824807;0.0;0.0;0.047799631016701725;0.13839445927415203;0.0;0.14416800614326972;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0
GO:0044340;0.047799631016701725;0.4155988772210049;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.036692364793703955;0.047799631016701725;0.047799631016701725;1.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.4155988772210049;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.2052608479739753;0.01468324974140624;0.2052608479739753;0.0;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.0;0.01468324974140624
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
