;GO:0043507;GO:0090179;GO:0061098;GO:0043123;GO:0006366;GO:0022007;GO:0051091;GO:0043547;GO:0006346;GO:0000122;GO:0044340;GO:0001701;GO:0048169;GO:0045893;GO:0032465;GO:0016055;GO:0016573;GO:0016310;GO:0016575;GO:0050776;GO:0006351;GO:0000209;GO:0090263;GO:0150012;GO:0006355;GO:0043312;GO:1904886;GO:0008277;GO:0090090;GO:0006605;GO:0044030;GO:0007219;GO:1990830;GO:0048013;GO:0032355;GO:0015937;GO:0035329;GO:0048172;GO:0034613;GO:0051259
GO:0043507;1.0;0.04878048780487809;0.582089552238806;0.24615384615384617;0.0;0.0;0.16000000000000003;0.08955223880597019;0.07894736842105265;0.09890109890109888;0.05714285714285716;0.0;0.08695652173913049;0.18292682926829273;0.05970149253731338;0.05882352941176472;0.0;0.0;0.0;0.06153846153846154;0.0;0.0;0.20895522388059706;0.0674157303370787;0.12328767123287676;0.0;0.0;0.125;0.1095890410958904;0.0;0.13636363636363635;0.05970149253731338;0.0;0.05797101449275366;0.0;0.0;0.05970149253731338;0.08695652173913049;0.0;0.0
GO:0090179;0.04878048780487809;1.0;0.06666666666666665;0.11428571428571432;0.04081632653061229;0.0;0.09756097560975607;0.06896551724137934;0.06578947368421051;0.07407407407407407;0.3913043478260869;0.0;0.13793103448275867;0.07843137254901966;0.16000000000000003;0.36363636363636365;0.04255319148936165;0.07692307692307687;0.046511627906976716;0.125;0.04166666666666663;0.052631578947368474;0.11428571428571432;0.20454545454545459;0.11111111111111116;0.04761904761904767;0.07407407407407407;0.15384615384615385;0.11428571428571432;0.0;0.13793103448275867;0.31818181818181823;0.06451612903225812;0.29166666666666663;0.0;0.026666666666666616;0.26086956521739135;0.13793103448275867;0.0;0.07407407407407407
GO:0061098;0.582089552238806;0.06666666666666665;1.0;0.1132075471698113;0.0;0.0;0.2264150943396226;0.1333333333333333;0.09782608695652173;0.13043478260869568;0.08333333333333337;0.0;0.08163265306122447;0.25;0.0888888888888889;0.08695652173913049;0.0;0.0;0.0;0.06818181818181823;0.0;0.0;0.1132075471698113;0.08955223880597019;0.17647058823529416;0.0;0.0;0.08695652173913049;0.07272727272727275;0.0;0.20454545454545459;0.0888888888888889;0.0;0.08510638297872342;0.0;0.0;0.0888888888888889;0.08163265306122447;0.0;0.0
GO:0043123;0.24615384615384617;0.11428571428571432;0.1132075471698113;1.0;0.0;0.0;0.1428571428571429;0.08333333333333337;0.05555555555555558;0.08163265306122447;0.17391304347826086;0.0;0.2727272727272727;0.13636363636363635;0.19999999999999996;0.19047619047619047;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.7;0.1428571428571429;0.12903225806451613;0.0;0.0;0.47058823529411764;0.3076923076923077;0.0;0.16666666666666663;0.19999999999999996;0.0;0.18181818181818177;0.0;0.0;0.19999999999999996;0.2727272727272727;0.0;0.0
GO:0006366;0.0;0.04081632653061229;0.0;0.0;1.0;0.0;0.0;0.0;0.20547945205479456;0.0;0.05405405405405406;0.0;0.0;0.0;0.0;0.05714285714285716;0.19148936170212771;0.12903225806451613;0.2093023255813954;0.0;0.9655172413793104;0.23684210526315785;0.0;0.0;0.0;0.04081632653061229;0.05882352941176472;0.0;0.0;0.0;0.0;0.05882352941176472;0.052631578947368474;0.05555555555555558;0.0;0.3125;0.05882352941176472;0.0;0.0;0.05882352941176472
GO:0022007;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051091;0.16000000000000003;0.09756097560975607;0.2264150943396226;0.1428571428571429;0.0;0.0;1.0;0.1428571428571429;0.3015873015873016;0.475;0.13793103448275867;0.0;0.1333333333333333;0.5555555555555556;0.15384615384615385;0.14814814814814814;0.0;0.0;0.0;0.12;0.0;0.0;0.1428571428571429;0.10204081632653061;0.782608695652174;0.0;0.0;0.14814814814814814;0.11111111111111116;0.0;0.41666666666666663;0.15384615384615385;0.0;0.1428571428571429;0.0;0.0;0.15384615384615385;0.1333333333333333;0.0;0.0
GO:0043547;0.08955223880597019;0.06896551724137934;0.1333333333333333;0.08333333333333337;0.0;0.0;0.1428571428571429;1.0;0.030303030303030276;0.046511627906976716;0.11764705882352944;0.0;0.11111111111111116;0.050000000000000044;0.1428571428571429;0.1333333333333333;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.08333333333333337;0.052631578947368474;0.07999999999999996;0.0;0.0;0.1333333333333333;0.08333333333333337;0.0;0.11111111111111116;0.1428571428571429;0.0;0.125;0.0;0.0;0.1428571428571429;0.11111111111111116;0.0;0.0
GO:0006346;0.07894736842105265;0.06578947368421051;0.09782608695652173;0.05555555555555558;0.20547945205479456;0.0;0.3015873015873016;0.030303030303030276;1.0;0.5833333333333333;0.078125;0.0;0.06060606060606055;0.26027397260273977;0.06451612903225812;0.08064516129032262;0.19444444444444442;0.06557377049180324;0.20588235294117652;0.049180327868852514;0.20833333333333337;0.14925373134328357;0.05555555555555558;0.046511627906976716;0.30508474576271183;0.025316455696202556;0.06451612903225812;0.06349206349206349;0.08571428571428574;0.0;0.16666666666666663;0.08196721311475408;0.02941176470588236;0.07936507936507942;0.0;0.11764705882352944;0.08196721311475408;0.06060606060606055;0.0;0.06451612903225812
GO:0000122;0.09890109890109888;0.07407407407407407;0.13043478260869568;0.08163265306122447;0.0;0.0;0.475;0.046511627906976716;0.5833333333333333;1.0;0.09523809523809523;0.0;0.09302325581395354;0.38;0.10256410256410253;0.09999999999999998;0.0;0.0;0.0;0.07894736842105265;0.0;0.0;0.08163265306122447;0.06349206349206349;0.5;0.0;0.0;0.09999999999999998;0.12765957446808507;0.0;0.2702702702702703;0.10256410256410253;0.0;0.09756097560975607;0.0;0.0;0.10256410256410253;0.09302325581395354;0.0;0.0
GO:0044340;0.05714285714285716;0.3913043478260869;0.08333333333333337;0.17391304347826086;0.05405405405405406;0.0;0.13793103448275867;0.11764705882352944;0.078125;0.09523809523809523;1.0;0.0;0.23529411764705888;0.10256410256410253;0.3076923076923077;0.8;0.05714285714285716;0.1428571428571429;0.06451612903225812;0.25;0.05555555555555558;0.07692307692307687;0.17391304347826086;0.10810810810810811;0.16666666666666663;0.06666666666666665;0.1333333333333333;0.2857142857142857;0.17391304347826086;0.0;0.23529411764705888;0.7;0.10526315789473684;0.5833333333333333;0.0;0.031746031746031744;0.5454545454545454;0.23529411764705888;0.0;0.1333333333333333
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
