;GO:0022408;GO:0015670;GO:0015031;GO:0046697;GO:0072070;GO:0060766;GO:1990253;GO:0000186;GO:0045892;GO:0051088;GO:0045893;GO:0071498;GO:0032849;GO:0050715;GO:0010811;GO:0071895;GO:0019521;GO:0050714;GO:0015701;GO:0061444;GO:0065003;GO:2000096;GO:2000370;GO:1900025;GO:0042542;GO:1900028;GO:0051016;GO:0051497;GO:0001953;GO:0045780;GO:0030099;GO:0016241;GO:0050727;GO:2000643;GO:0032436;GO:0035026;GO:0034613;GO:0045665;GO:0038095;GO:0045669;GO:0045944;GO:0002223;GO:0097067;GO:0002456;GO:0097187;GO:0007229;GO:0045672;GO:0051384;GO:0010633;GO:0033630;GO:0051549;GO:0060391;GO:2000391;GO:0048545;GO:0002076;GO:2000661;GO:0030511;GO:0007050;GO:0036179;GO:0040036;GO:0032495;GO:0045445;GO:0007179;GO:0045446;GO:0032091;GO:0045602;GO:0051044;GO:0019322;GO:0016055;GO:0051603;GO:0030501;GO:1904263;GO:0006098;GO:0009247;GO:0043312;GO:0006897;GO:0060675;GO:0006898;GO:0030855;GO:0030216;GO:0072015;GO:0051174;GO:0046034;GO:0072017;GO:0010469;GO:0030336;GO:0010862;GO:0030335;GO:0046718;GO:0009051;GO:0032230;GO:2001150;GO:0006468;GO:0045747;GO:0061314;GO:0043687;GO:0090191;GO:2000738;GO:0010718;GO:0071233;GO:2000737;GO:1903077;GO:0045639;GO:0033033;GO:0038166;GO:0034241;GO:0045599;GO:0007166;GO:0061309;GO:0090090;GO:0042491;GO:0071222;GO:0045087;GO:0043066;GO:0070498;GO:0016266;GO:0030311
GO:0022408;1.0;0.0;0.0;0.0;0.0;0.10218008057368837;0.0;0.0021483781229270334;0.015136182446102072;0.0;0.006590760104905454;0.0;0.042913778387069605;0.01449079720801504;0.15043956016743423;0.0;0.0;0.020872248363747226;0.0;0.0;0.0;0.022747423456648784;0.035174393435350684;0.10416787080822179;0.0;0.1376731749004817;0.028920403541120614;0.07063612916942434;0.5715213817930184;0.053868825883752545;0.0;0.15043956016743423;0.08437756581782069;0.04244774301345964;0.002107269953595471;0.0;0.0;0.07078004806450082;0.10146335594481412;0.046875373730982314;0.005439344724655555;0.012676785936830607;0.0;0.0;0.0;0.15043956016743423;0.00947022941607041;0.0;0.09831211507580379;0.15043956016743423;0.026724994166719432;0.03388433641850782;0.011325145321178067;0.0;0.0;0.02604745015245644;0.023048970435878887;0.4303461777527684;0.0;0.11719709986005043;0.0;0.0;0.15043956016743423;0.0;0.06362070557074771;0.11648168551610165;0.008259657648241898;0.0;0.15043956016743423;0.0;0.025985886789280228;0.027748100350141712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15043956016743423;0.0;0.0;0.15043956016743423;0.15144332855134077;0.007863673773434386;0.050630917619257816;0.0;0.0;0.0587958976875789;0.02986246079326674;0.0;0.0424336740708042;0.13929114465939768;0.0;0.02669550310986279;0.06926463923597419;0.04664495137312971;0.0;0.2075512667181425;0.03643593067584657;0.02862038536042303;0.22790196198830645;0.15043956016743423;0.05591212444639188;0.2088063592795562;0.15043956016743423;0.0;0.1009914587757903;0.0;0.0;0.0;0.29521392001785984;0.15043956016743423;0.0;0.0
GO:0015670;0.0;1.0;0.20177045572443983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2577451505556525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07898653970227444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056185937859846775;0.1750274359130838;0.0;0.1750274359130838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015031;0.0;0.20177045572443983;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20177045572443983;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1370166050935565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056185937859846775;0.1370166050935565;0.0;0.1370166050935565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046697;0.0;0.0;0.0;1.0;0.20207811824301522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09708914997741776;0.0;0.0;0.0;0.18621309378667672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09708914997741776;0.0;0.0;0.0;0.0;0.09708914997741776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09708914997741776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18621309378667672;0.0;0.0;0.0;0.08512117279284284;0.0;0.0;0.09708914997741776;0.0;0.09708914997741776;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06450469441994464;0.0;0.09708914997741776;0.09708914997741776;0.1807199228394311;0.0;0.0;0.20207811824301522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09935972249475024;0.0;0.03252301319100508;0.0;0.0;0.0;0.0;0.0;0.0
GO:0072070;0.0;0.0;0.0;0.20207811824301522;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05800334233494134;0.0;0.0;0.0;0.11124808311401818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05800334233494134;0.0;0.0;0.0;0.0;0.05800334233494134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05800334233494134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11124808311401818;0.0;0.0;0.0;0.05800334233494134;0.0;0.0;0.05800334233494134;0.0;0.05800334233494134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05800334233494134;0.0;0.05800334233494134;0.05800334233494134;0.11124808311401818;0.0;0.0;0.9571962493480732;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09935972249475024;0.0;0.03252301319100508;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060766;0.10218008057368837;0.0;0.0;0.0;0.0;1.0;0.0;0.0101419517909726;0.015136182446102072;0.0;0.006590760104905454;0.0;0.03399321744050389;0.01449079720801504;0.01906589555801229;0.0;0.0;0.020872248363747226;0.0;0.0;0.0;0.10738485446493572;0.03399321744050389;0.0651499846616809;0.0;0.10218008057368837;0.028920403541120614;0.07063612916942434;0.10218008057368837;0.01906589555801229;0.0;0.03399321744050389;0.03399321744050389;0.03399321744050389;0.002107269953595471;0.0;0.0;0.07078004806450082;0.03399321744050389;0.03399321744050389;0.005439344724655555;0.012676785936830607;0.0;0.0;0.0;0.03399321744050389;0.00947022941607041;0.0;0.09831211507580379;0.01906589555801229;0.026724994166719432;0.15995941438716427;0.011325145321178067;0.0;0.0;0.12296344898730256;0.10880838177301425;0.10218008057368837;0.0;0.16047341425722975;0.0;0.0;0.03399321744050389;0.0;0.01437568998325787;0.10218008057368837;0.008259657648241898;0.0;0.03399321744050389;0.0;0.01906589555801229;0.13099179005732467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03399321744050389;0.0;0.0;0.16047341425722975;0.10218008057368837;0.037122422472562026;0.03399321744050389;0.0;0.0;0.05140107738162502;0.01906589555801229;0.0;0.16047341425722975;0.03399321744050389;0.0;0.02669550310986279;0.03399321744050389;0.03399321744050389;0.0;0.10218008057368837;0.03399321744050389;0.02862038536042303;0.10218008057368837;0.03399321744050389;0.03399321744050389;0.10218008057368837;0.03399321744050389;0.0;0.5934813101514665;0.0;0.0;0.0;0.10218008057368837;0.03399321744050389;0.0;0.0
GO:1990253;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.21770311021124578;0.018148184271832783;0.0;0.0;0.028780028978311764;0.028780028978311764;0.0;0.0;0.028780028978311764;0.028780028978311764;0.0;0.0;0.0;0.052477140191548706;0.0;0.004068804341938637;0.0;0.0;0.0;0.028780028978311764;0.0;0.0;0.0;0.0;0.028780028978311764;0.0;0.0;0.028780028978311764;0.0;0.0;0.005360997232196642;0.11566155303052635;0.028780028978311764;0.0;0.028780028978311764;0.0;0.028780028978311764;0.0;0.0;0.0;0.0;0.0;0.028780028978311764;0.028780028978311764;0.0;0.0;0.028780028978311764;0.028780028978311764;0.0;0.028780028978311764;0.028780028978311764;0.028780028978311764;0.028780028978311764;0.0;0.0;0.0;0.0;0.028780028978311764;0.0;0.0;0.0;0.006124724384912126;0.014061447825266025;0.02535564089323761;0.0;0.0;0.0;0.028780028978311764;0.028780028978311764;0.028780028978311764;0.0;0.0026675056847029702;0.0;0.0;0.0;0.0;0.0;0.0;0.00911126932550634;0.0;0.0;0.018943192534739486;0.0;0.028780028978311764;0.022277141600228655;0.0;0.0;0.0;0.03905551898153139;0.0;0.0;0.0;0.0;0.028780028978311764;0.0;0.0;0.028780028978311764;0.028780028978311764;0.0;0.028780028978311764;0.05685982556920437;0.052477140191548706;0.0;0.028780028978311764;0.018849516140214347;0.004157260374590891
GO:0000186;0.0021483781229270334;0.0;0.0;0.0;0.0;0.0101419517909726;0.0;1.0;0.006145022122173749;0.0;0.02158107991395487;0.0;0.006435763527272785;0.006435763527272785;0.0021483781229270334;0.0;0.0;0.006435763527272785;0.0;0.0;0.0;0.037836644979300546;0.006435763527272785;0.0021483781229270334;0.0;0.0021483781229270334;0.0021483781229270334;0.0021483781229270334;0.0021483781229270334;0.0021483781229270334;0.0;0.006145022122173749;0.0021483781229270334;0.006435763527272785;0.07635008270629591;0.0;0.0;0.0021483781229270334;0.0021483781229270334;0.006435763527272785;0.02158107991395487;0.006330897823683107;0.0;0.0;0.0;0.0021483781229270334;0.006435763527272785;0.0;0.0021483781229270334;0.0021483781229270334;0.006435763527272785;0.037836644979300546;0.006435763527272785;0.0;0.0;0.037836644979300546;0.037836644979300546;0.0021483781229270334;0.0;0.0101419517909726;0.0;0.0;0.0021483781229270334;0.0;0.0012049684023742746;0.0021483781229270334;0.07783950370953;0.0;0.0021483781229270334;0.0;0.0021483781229270334;0.051123543465938906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007226260190154954;0.0;0.0;0.0101419517909726;0.0021483781229270334;0.17891773060044605;0.006435763527272785;0.0;0.0;0.011678302685560022;0.0021483781229270334;0.0;0.037836644979300546;0.0021483781229270334;0.0;0.0012049684023742746;0.006435763527272785;0.006435763527272785;0.0;0.0021483781229270334;0.0012049684023742746;0.006435763527272785;0.0021483781229270334;0.0021483781229270334;0.006435763527272785;0.0021483781229270334;0.0021483781229270334;0.0;0.0101419517909726;0.0;0.0;0.0;0.0021483781229270334;0.0021483781229270334;0.0;0.0
GO:0045892;0.015136182446102072;0.0;0.0;0.0;0.0;0.015136182446102072;0.0;0.006145022122173749;1.0;0.0;0.155161534124081;0.0;0.00503549750813152;0.00503549750813152;0.002824277217674385;0.0;0.0;0.00503549750813152;0.0;0.0;0.0;0.00503549750813152;0.00503549750813152;0.015136182446102072;0.0;0.015136182446102072;0.015136182446102072;0.015136182446102072;0.015136182446102072;0.002824277217674385;0.0;0.014403071439519554;0.002824277217674385;0.00503549750813152;0.006027440115892496;0.0;0.0;0.015136182446102072;0.00503549750813152;0.00503549750813152;0.155161534124081;0.00503549750813152;0.0;0.0;0.0;0.00503549750813152;0.00503549750813152;0.0;0.015136182446102072;0.002824277217674385;0.00503549750813152;0.00503549750813152;0.00503549750813152;0.0;0.0;0.00503549750813152;0.00503549750813152;0.015136182446102072;0.0;0.00503549750813152;0.0;0.0;0.00503549750813152;0.0;0.002129505723165616;0.015136182446102072;0.014403071439519554;0.0;0.00503549750813152;0.0;0.002824277217674385;0.00503549750813152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.014403071439519554;0.0;0.0;0.00503549750813152;0.015136182446102072;0.014403071439519554;0.00503549750813152;0.0;0.0;0.00503549750813152;0.002824277217674385;0.0;0.00503549750813152;0.00503549750813152;0.0;0.00503549750813152;0.00503549750813152;0.00503549750813152;0.0;0.015136182446102072;0.00503549750813152;0.00503549750813152;0.015136182446102072;0.00503549750813152;0.00503549750813152;0.015136182446102072;0.00503549750813152;0.0;0.015136182446102072;0.0;0.0;0.0;0.015136182446102072;0.00503549750813152;0.0;0.0
GO:0051088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06883598139642452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0473486090605597;0.0;0.9303381998914992;0.0;0.0;0.035291624414493176;0.026775030347367938;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015370586957344915;0.0;0.0;0.0;0.0;0.0;0.0;0.05250056570172925;0.0;0.0;0.2518435840432719;0.0;0.0;0.296167352601857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2505981868435022;0.02395478759742132
