;GO:0022408;GO:0015670;GO:0015031;GO:0046697;GO:0072070;GO:0060766;GO:1990253;GO:0000186;GO:0045892;GO:0051088;GO:0045893;GO:0071498;GO:0032849;GO:0050715;GO:0010811;GO:0071895;GO:0019521;GO:0050714;GO:0015701;GO:0061444;GO:0065003;GO:2000096;GO:2000370;GO:1900025;GO:0042542;GO:1900028;GO:0051016;GO:0051497;GO:0001953;GO:0045780;GO:0030099;GO:0016241;GO:0050727;GO:2000643;GO:0032436;GO:0035026;GO:0034613;GO:0045665;GO:0038095;GO:0045669;GO:0045944;GO:0002223;GO:0097067;GO:0002456;GO:0097187;GO:0007229;GO:0045672;GO:0051384;GO:0010633;GO:0033630;GO:0051549;GO:0060391;GO:2000391;GO:0048545;GO:0002076;GO:2000661;GO:0030511;GO:0007050;GO:0036179;GO:0040036;GO:0032495;GO:0045445;GO:0007179;GO:0045446;GO:0032091;GO:0045602;GO:0051044;GO:0019322;GO:0016055;GO:0051603;GO:0030501;GO:1904263;GO:0006098;GO:0009247;GO:0043312;GO:0006897;GO:0060675;GO:0006898;GO:0030855;GO:0030216;GO:0072015;GO:0051174;GO:0046034;GO:0072017;GO:0010469;GO:0030336;GO:0010862;GO:0030335;GO:0046718;GO:0009051;GO:0032230;GO:2001150;GO:0006468;GO:0045747;GO:0061314;GO:0043687;GO:0090191;GO:2000738;GO:0010718;GO:0071233;GO:2000737;GO:1903077;GO:0045639;GO:0033033;GO:0038166;GO:0034241;GO:0045599;GO:0007166;GO:0061309;GO:0090090;GO:0042491;GO:0071222;GO:0045087;GO:0043066;GO:0070498;GO:0016266;GO:0030311
GO:0022408;1.0;0.0;0.0;0.0;0.0;0.22550914782828546;0.0;0.08856666863610387;0.3661045438964737;0.0;0.13012863628308707;0.0;0.07135542291434897;0.09596008083015675;0.6831301122854339;0.0;0.0;0.1037039707102205;0.0;0.0;0.0;0.07534225199307079;0.07259204480328207;0.7140113857028176;0.0;0.21017603220922224;0.22978189030031987;0.2355353232951285;0.7745409311276168;0.07059184766059587;0.0;0.09926161732817589;0.0966680846643046;0.07534225199307079;0.09307169330174879;0.0;0.0;0.29705775393129435;0.09638121186445803;0.08951004184463937;0.1258577962737411;0.09051408496195616;0.0;0.0;0.0;0.09328773114823934;0.08266254373530744;0.0;0.2624598474522665;0.572079277892933;0.07534225199307079;0.07788790182509953;0.07259204480328207;0.0;0.0;0.06452643012088397;0.08325187725962245;0.28562508388692914;0.0;0.08432670266395809;0.0;0.0;0.09381093935796735;0.0;0.07261969764503211;0.21813871787911174;0.07936365103257362;0.0;0.10655873358922488;0.0;0.07525582878780797;0.07606442206226506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13329404380201226;0.0;0.0;0.11427860463223191;0.30011431090854057;0.0880607990747962;0.11162002131609837;0.0;0.0;0.07841090559633641;0.05963838373511227;0.0;0.08788647247418631;0.07606442206226506;0.0;0.19114698378468398;0.0809892463004643;0.08734476756966034;0.0;0.2355353232951285;0.219745519775905;0.09328773114823934;0.22978189030031987;0.07672225771339405;0.06982197687360565;0.25394452407664886;0.13919259282520402;0.0;0.2806939037927949;0.0;0.0;0.0;0.35228820717451653;0.08856666863610387;0.0;0.0
GO:0015670;0.0;1.0;0.39689717637041455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3007200590428083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23601920554357345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24417711788749888;0.24460559685644317;0.0;0.23279792718266903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015031;0.0;0.39689717637041455;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49626330046183115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8201672082724781;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46491548921239084;0.4664713011596796;0.0;0.42533072392108956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046697;0.0;0.0;0.0;1.0;0.4502694429478895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16475938130328854;0.0;0.0;0.0;0.20058158425318612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22144931862119427;0.0;0.0;0.0;0.0;0.16054866256920444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16788342186783403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24396349083679464;0.0;0.0;0.0;0.15382797988763233;0.0;0.0;0.19036463201254672;0.0;0.19036463201254672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16475938130328854;0.0;0.23551091491552187;0.20762608067421603;0.2329792888717683;0.0;0.0;0.4502694429478895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2148354138598774;0.0;0.17249319079887085;0.0;0.0;0.0;0.0;0.0;0.0
GO:0072070;0.0;0.0;0.0;0.4502694429478895;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1492244198585408;0.0;0.0;0.0;0.1828126377457261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19426661503228226;0.0;0.0;0.0;0.0;0.14576196981665243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15178253687017543;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21817137261726044;0.0;0.0;0.0;0.14020080092127335;0.0;0.0;0.16992539499264855;0.0;0.16992539499264855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1492244198585408;0.0;0.20500429276613064;0.18354653814508823;0.20934491313859047;0.0;0.0;0.8275584499400823;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19457884428016992;0.0;0.15554060792679242;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060766;0.22550914782828546;0.0;0.0;0.0;0.0;1.0;0.0;0.265956360063749;0.27127407081256677;0.0;0.09570036915576074;0.0;0.05959856069666081;0.07584044373612775;0.06664625809150158;0.0;0.0;0.08059700328111925;0.0;0.0;0.0;0.23309045384350657;0.06045879382841808;0.18657827464166457;0.0;0.1750465830442871;0.18843741777355508;0.19228934052043858;0.19938398752695566;0.05777864084202347;0.0;0.07788790182509953;0.26306280691199013;0.06235447317662384;0.07402482157388071;0.0;0.0;0.23141734086171373;0.23759862971209497;0.07175398724971883;0.09337022746264595;0.2260298907482875;0.0;0.0;0.0;0.07416141918200261;0.06728590139753303;0.0;0.20986556151711974;0.05777864084202347;0.06235447317662384;0.23957069808045034;0.06045879382841808;0.0;0.0;0.20469446459645452;0.25298259505052373;0.22441945532434254;0.0;0.2556312567634751;0.0;0.0;0.07449169931295294;0.0;0.0575644937945887;0.18053515090081396;0.06508381250634568;0.0;0.08231080812143611;0.0;0.06086612746677066;0.23493647802638043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09740145035382183;0.0;0.0;0.3246297803059542;0.233268126831433;0.26473470107167735;0.08529844530974716;0.0;0.0;0.22710721392913702;0.05022799301474899;0.0;0.26431307093495776;0.06284830663696661;0.0;0.15965268860853846;0.06617303721314609;0.07035584776052142;0.0;0.19228934052043858;0.17912355412084488;0.07416141918200261;0.18843741777355508;0.06329673112888025;0.0585250000880146;0.20438543552592514;0.1005139557551921;0.0;0.43945227747274307;0.0;0.0;0.0;0.26361342312505454;0.07114649461741367;0.0;0.0
GO:1990253;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.34027781307908017;0.01809729474646061;0.0;0.0;0.017774984128329507;0.017339728950274563;0.0;0.0;0.016643039333390182;0.028947652809250678;0.0;0.0;0.0;0.27984997860700567;0.0;0.01974202850009074;0.0;0.0;0.0;0.023543335754915212;0.0;0.0;0.0;0.0;0.017339728950274563;0.0;0.0;0.02303568721655709;0.0;0.0;0.02192969260898353;0.2582766003385536;0.16822192551706994;0.0;0.022456295677098836;0.0;0.1880987471776463;0.0;0.0;0.0;0.0;0.0;0.19463702506152997;0.02006821524873952;0.0;0.0;0.023455611713107248;0.016643039333390182;0.0;0.15946433337695246;0.020401339940053793;0.0225548730860266;0.020401339940053793;0.0;0.0;0.0;0.0;0.024884960485227557;0.0;0.0;0.0;0.019549669583091338;0.02179428335430022;0.025918417750582682;0.0;0.0;0.0;0.0249482518415595;0.022152314799624193;0.01920656017453798;0.0;0.023020231667961345;0.0;0.0;0.0;0.0;0.0;0.0;0.017774984128329507;0.0;0.0;0.027489303276041148;0.0;0.019072139574988347;0.025286956411806717;0.0;0.0;0.0;0.24840548548789726;0.0;0.0;0.0;0.0;0.01920656017453798;0.0;0.0;0.030282476862841842;0.017774984128329507;0.0;0.018571933505860526;0.40309721543382654;0.32279461893374956;0.0;0.021555863886025584;0.021849572953508645;0.01920656017453798
GO:0000186;0.08856666863610387;0.0;0.0;0.0;0.0;0.265956360063749;0.0;1.0;0.249925052138257;0.0;0.4270255205358406;0.0;0.17521203646860442;0.2293126792072772;0.20661426751574163;0.0;0.0;0.24574490711962652;0.0;0.0;0.0;0.361709337248418;0.17800214283494306;0.07158262816365918;0.0;0.0667015471606305;0.0723758230831306;0.07402482157388071;0.07708191952617716;0.17601295715827459;0.0;0.19598962401840242;0.3025228654521977;0.18417968059986659;0.4393483869395248;0.0;0.0;0.09121470496861186;0.2693283358046011;0.21541282406265683;0.414871414070632;0.3593550658361287;0.0;0.0;0.0;0.08377970423191022;0.20043954126883792;0.0;0.08164625991489138;0.17601295715827459;0.18417968059986659;0.3728729121095507;0.17800214283494306;0.0;0.0;0.31356326523323313;0.39619031075493866;0.08808034790273238;0.0;0.2858966980395593;0.0;0.0;0.08420145409359746;0.0;0.3111531553704573;0.06901641438639028;0.3803366044863871;0.0;0.09433038759635318;0.0;0.18654625835745184;0.42553169095067384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5654517466147253;0.0;0.0;0.3750495586782153;0.0920481539061465;0.49423538221019986;0.2622607027148151;0.0;0.0;0.36085301869939257;0.1507818651502864;0.0;0.4161156783623662;0.06962191934245267;0.0;0.05777864084202347;0.19674604962506356;0.21070244275785954;0.0;0.07402482157388071;0.06563881428617165;0.2235775257722943;0.0723758230831306;0.07017263604069093;0.17174147942214138;0.07925270193270478;0.11903582632802717;0.0;0.3241728942144746;0.0;0.0;0.0;0.105987128540181;0.07995221284529233;0.0;0.0
GO:0045892;0.3661045438964737;0.0;0.0;0.0;0.0;0.27127407081256677;0.0;0.249925052138257;1.0;0.0;0.6001377790826293;0.0;0.08439978236404573;0.12113841099593461;0.10636241660784276;0.0;0.0;0.1337461221224488;0.0;0.0;0.0;0.09003505589003874;0.0861353586526052;0.2734682871378847;0.0;0.24938804194842504;0.27748087575233576;0.2859147041793787;0.3018869558235312;0.08543607417582456;0.0;0.2798167644879139;0.1268489538654507;0.09003505589003874;0.2658475597169498;0.0;0.0;0.3819348388837507;0.12181030406178263;0.1110376923428142;0.5730594812118888;0.11258694735301002;0.0;0.0;0.0;0.11691061552124368;0.10069076362213845;0.0;0.32658334316289644;0.08543607417582456;0.09003505589003874;0.09369450595961193;0.0861353586526052;0.0;0.0;0.0750100577023631;0.10156655100741038;0.3632411607166473;0.0;0.10317085439541049;0.0;0.0;0.11773352225975725;0.0;0.09133489754993127;0.2606788506644786;0.21856426220261382;0.0;0.13853263120058057;0.0;0.09236404966443872;0.09106828856370207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4146944051456947;0.0;0.0;0.1518703360713783;0.38700250447216433;0.24816109168016312;0.1472106627863745;0.0;0.0;0.09445235949848266;0.06989858801060886;0.0;0.10855010839979723;0.09106828856370207;0.0;0.22609022793314484;0.09821891545258864;0.10772492533951027;0.0;0.2859147041793787;0.2672256834437196;0.11691061552124368;0.27748087575233576;0.09201284980019328;0.08226283237521054;0.3135025369751542;0.19927025962291364;0.0;0.3553030790208064;0.0;0.0;0.0;0.4783581557709454;0.10958964942521003;0.0;0.0
GO:0051088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0762656108178322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07936260232047722;0.0;0.42846822624298786;0.0;0.0;0.1522370102821095;0.09421752590690612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17688377170095568;0.0;0.0;0.0;0.0;0.0;0.0;0.1393758150368503;0.0;0.0;0.24649320958752194;0.0;0.0;0.22863829420282702;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20016693401929755;0.14976430086743903
