id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	1148	0.00	0.00	0.00	0.00
GO:0050789	regulation of biological process	839	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	287	0.33	0.29	4.10	4.47
GO:0051179	localization	416	0.26	0.13	2.57	3.37
GO:0050896	response to stimulus	440	0.25	0.12	2.65	3.37
