;GO:0007050;GO:0016525;GO:0045727;GO:0006366;GO:0006367;GO:0030705;GO:0001701;GO:0006914;GO:0032729;GO:0050830;GO:0051403;GO:0007186;GO:0086004;GO:0043312;GO:0007265;GO:0042267;GO:0061844;GO:0033209;GO:0060837;GO:0072657;GO:0010469;GO:0010389;GO:0035264;GO:0070507;GO:0061154;GO:1900112;GO:1901841;GO:0001570;GO:0045944;GO:1903507;GO:0051225;GO:0001885;GO:0007229;GO:0000086;GO:0048026;GO:0071872;GO:0043374;GO:0050852;GO:0032743;GO:0006351;GO:0035690;GO:0051481;GO:0006396;GO:0006198;GO:0001780;GO:1901898;GO:0006357;GO:0071222;GO:0097711;GO:0030593;GO:0014886
GO:0007050;1.0;0.125;0.5;0.1111111111111111;0.11764705882352941;0.0;0.0;0.3333333333333333;0.14285714285714285;0.0;0.1111111111111111;0.15384615384615385;0.47058823529411764;0.11764705882352941;0.13333333333333333;0.0;0.0;0.13333333333333333;0.14285714285714285;0.0;0.14285714285714285;0.625;0.0;0.5333333333333333;0.0;0.42105263157894735;0.10526315789473684;0.16666666666666666;0.10526315789473684;0.5882352941176471;0.13333333333333333;0.15384615384615385;0.14285714285714285;0.15384615384615385;0.1111111111111111;0.25;0.125;0.1111111111111111;0.14285714285714285;0.11764705882352941;0.3333333333333333;0.21052631578947367;0.13333333333333333;0.10526315789473684;0.14285714285714285;0.5;0.1111111111111111;0.14285714285714285;0.15384615384615385;0.11764705882352941;0.125
GO:0016525;0.125;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.1;0.13333333333333333;0.3157894736842105;0.0;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.0;0.25;0.3333333333333333;0.0;0.35294117647058826;0.0;0.2857142857142857;0.19047619047619047;0.0;0.2857142857142857;0.42105263157894735;0.0;0.0;0.125;0.0;0.3;0.0;0.0;0.1;0.5;0.0;0.0;0.19047619047619047;0.0;0.0;0.125;0.5555555555555556;0.3;0.0;0.0;0.0;0.3333333333333333
GO:0045727;0.5;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.4;0.5333333333333333;0.42105263157894735;0.0;0.47058823529411764;0.0;0.0;0.47058823529411764;0.0;0.0;0.5;0.4444444444444444;0.0;0.47058823529411764;0.0;0.6666666666666666;0.19047619047619047;0.0;0.6666666666666666;0.631578947368421;0.0;0.0;0.5;0.0;0.7;0.0;0.0;0.1;0.5;0.0;0.0;0.19047619047619047;0.0;0.0;0.125;0.3333333333333333;0.7;0.0;0.0;0.0;0.3333333333333333
GO:0006366;0.1111111111111111;0.0;0.0;1.0;0.38095238095238093;0.0;0.0;0.125;0.0;0.0;0.09090909090909091;0.11764705882352941;0.0;0.09523809523809523;0.10526315789473684;0.0;0.0;0.10526315789473684;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.10526315789473684;0.11764705882352941;0.1111111111111111;0.11764705882352941;0.0;0.1;0.1;0.09090909090909091;0.0;0.9523809523809523;0.125;0.08695652173913043;0.42105263157894735;0.2608695652173913;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941;0.09523809523809523;0.0
GO:0006367;0.11764705882352941;0.0;0.0;0.38095238095238093;1.0;0.0;0.0;0.4;0.0;0.0;0.09523809523809523;0.125;0.0;0.1;0.1111111111111111;0.0;0.0;0.1111111111111111;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.1111111111111111;0.125;0.11764705882352941;0.125;0.0;0.21052631578947367;0.10526315789473684;0.09523809523809523;0.0;0.4;0.26666666666666666;0.18181818181818182;0.4444444444444444;0.45454545454545453;0.0;0.0;0.0;0.11764705882352941;0.125;0.1;0.0
GO:0030705;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.3333333333333333;0.0;0.13333333333333333;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006914;0.3333333333333333;0.0;0.0;0.125;0.4;0.0;0.0;1.0;0.0;0.0;0.25;0.36363636363636365;0.0;0.13333333333333333;0.3076923076923077;0.0;0.0;0.3076923076923077;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.3076923076923077;0.36363636363636365;0.3333333333333333;0.36363636363636365;0.0;0.2857142857142857;0.14285714285714285;0.25;0.0;0.13333333333333333;0.4;0.23529411764705882;0.15384615384615385;0.47058823529411764;0.0;0.0;0.0;0.16666666666666666;0.36363636363636365;0.26666666666666666;0.0
GO:0032729;0.14285714285714285;0.5;0.5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1111111111111111;0.15384615384615385;0.47058823529411764;0.0;0.13333333333333333;0.0;0.0;0.13333333333333333;0.0;0.0;0.2857142857142857;0.375;0.0;0.4;0.0;0.3157894736842105;0.21052631578947367;0.0;0.42105263157894735;0.35294117647058826;0.0;0.0;0.14285714285714285;0.0;0.4444444444444444;0.0;0.0;0.1111111111111111;0.8571428571428571;0.0;0.0;0.21052631578947367;0.0;0.0;0.14285714285714285;0.5;0.3333333333333333;0.0;0.0;0.0;0.5
GO:0050830;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.5333333333333333;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.0
GO:0051403;0.1111111111111111;0.1;0.4;0.09090909090909091;0.09523809523809523;0.0;0.0;0.25;0.1111111111111111;0.21052631578947367;1.0;0.11764705882352941;0.38095238095238093;0.09523809523809523;0.10526315789473684;0.1111111111111111;0.2222222222222222;0.10526315789473684;0.1111111111111111;0.0;0.1111111111111111;0.4;0.0;0.42105263157894735;0.0;0.34782608695652173;0.08695652173913043;0.125;0.08695652173913043;0.38095238095238093;0.10526315789473684;0.11764705882352941;0.1111111111111111;0.11764705882352941;0.09090909090909091;0.3;0.1;0.09090909090909091;0.1111111111111111;0.09523809523809523;0.375;0.17391304347826086;0.10526315789473684;0.08695652173913043;0.1111111111111111;0.1;0.09090909090909091;0.2222222222222222;0.11764705882352941;0.09523809523809523;0.1
GO:0007186;0.15384615384615385;0.13333333333333333;0.5333333333333333;0.11764705882352941;0.125;0.0;0.0;0.36363636363636365;0.15384615384615385;0.0;0.11764705882352941;1.0;0.5;0.125;0.14285714285714285;0.0;0.0;0.14285714285714285;0.15384615384615385;0.0;0.15384615384615385;0.5333333333333333;0.0;0.5714285714285714;0.0;0.4444444444444444;0.1111111111111111;0.18181818181818182;0.4444444444444444;0.5;0.14285714285714285;0.16666666666666666;0.15384615384615385;0.16666666666666666;0.47058823529411764;0.26666666666666666;0.13333333333333333;0.11764705882352941;0.15384615384615385;0.125;0.36363636363636365;0.2222222222222222;0.14285714285714285;0.1111111111111111;0.15384615384615385;0.13333333333333333;0.47058823529411764;0.15384615384615385;0.16666666666666666;0.125;0.13333333333333333
GO:0086004;0.47058823529411764;0.3157894736842105;0.42105263157894735;0.0;0.0;0.0;0.0;0.0;0.47058823529411764;0.0;0.38095238095238093;0.5;1.0;0.0;0.1111111111111111;0.0;0.0;0.1111111111111111;0.0;0.0;0.47058823529411764;0.42105263157894735;0.0;0.4444444444444444;0.0;0.36363636363636365;0.36363636363636365;0.0;0.36363636363636365;0.4;0.0;0.0;0.47058823529411764;0.0;0.38095238095238093;0.0;0.0;0.09523809523809523;0.47058823529411764;0.0;0.0;0.18181818181818182;0.0;0.0;0.11764705882352941;0.631578947368421;0.38095238095238093;0.0;0.0;0.0;0.631578947368421
GO:0043312;0.11764705882352941;0.0;0.0;0.09523809523809523;0.1;0.125;0.0;0.13333333333333333;0.0;0.0;0.09523809523809523;0.125;0.0;1.0;0.1111111111111111;0.11764705882352941;0.23529411764705882;0.1111111111111111;0.11764705882352941;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.1111111111111111;0.125;0.11764705882352941;0.125;0.0;0.10526315789473684;0.10526315789473684;0.09523809523809523;0.0;0.1;0.13333333333333333;0.09090909090909091;0.1111111111111111;0.09090909090909091;0.23529411764705882;0.0;0.0;0.11764705882352941;0.125;0.1;0.0
GO:0007265;0.13333333333333333;0.11764705882352941;0.47058823529411764;0.10526315789473684;0.1111111111111111;0.0;0.0;0.3076923076923077;0.13333333333333333;0.0;0.10526315789473684;0.14285714285714285;0.1111111111111111;0.1111111111111111;1.0;0.0;0.0;0.125;0.13333333333333333;0.0;0.13333333333333333;0.11764705882352941;0.0;0.125;0.0;0.1;0.1;0.15384615384615385;0.1;0.1111111111111111;0.125;0.14285714285714285;0.13333333333333333;0.14285714285714285;0.10526315789473684;0.23529411764705882;0.11764705882352941;0.10526315789473684;0.13333333333333333;0.1111111111111111;0.3076923076923077;0.2;0.125;0.1;0.13333333333333333;0.11764705882352941;0.10526315789473684;0.13333333333333333;0.14285714285714285;0.1111111111111111;0.11764705882352941
